닉네임,댓글,좋아요수,날짜
힙으뜸,다음엔 혁주니네 놀러가서는 떡볶이든 치킨이든 먹방을 좀 해야겠어요...... 근데 스트리밍 진짜로 꿀잼입니닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ👍🏻👍🏻👍🏻💕,422개,2020. 4. 14.
플링,ㅋㅋㅋㅋ 뜨미누나가 해준 밥을 먹고 계란형에게 관리받는 혁준짱 .. 진짜 전생에 거북선 노저은게 확실하다,338개,2020. 4. 14.
전재현,혁준이 이제 눈 좀 쳐다보네 옛날에 비해서. 진짜 김계란이 좋은 영향을 많이 주는 듯.,113개,2020. 4. 14.
대현,ㅋㅋㅋㅋ 으뜸 누나는 진짜 따듯한 친누나 같아 착하게 굴진 않는데 츤츤거리면서 챙겨주고 보고 있음 행복함 ㅋㅋ,30개,2020. 4. 14.
이현빈,"와 진짜 너무귀엽다..






공혁준.. 너란 남자..",172개,2020. 4. 14.
궴웽휀,누나 김민경누나랑 찍는것도 유튭에 올릴거지?기대할겡,60개,2020. 4. 14.
김상경,0:41 ㅋㅋㅋ아닠ㅋㅋㅋㅋㅋ 애완견 부르는거에요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17개,2020. 4. 14.
임우진,혁준이 진짜 복받았다 저렇게까지 신경써주고 사람인생하나 살려놓는 ㅠㅠ,22개,2020. 4. 14.
cheaperFLEXer,8:10 어떻게..어떡하냐...,11개,2020. 4. 14.
JWC,심으뜸-김계란-공혁준 이 조합은 햐...,19개,2020. 4. 14.
창이,근데 으뜸님이 큰누나같다 이조합 영원하면 좋겠어요,20개,2020. 4. 14.
SNOW,1:45 아 안돼 .... 거기 똥...,2개,2020. 4. 14.
군만두,계란형 힙이 더 이뻐보이면 정상인가요??,14개,2020. 4. 14.
이과감성브이로그,와아아아아아 공혁준님 부럽다... 언니가 집에도 놀러가주고.... 운동시켜주고 밥해주고....,33개,2020. 4. 14.
열열열,"이 셋이 조합 좋다ㅋㅋㅋ
세명이서 티키타카하는거 재밌다ㅋㅋㅋ",31개,2020. 4. 14.
MeganPark,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리 으뜸님 봉사활동 나간 가 가타요 ㅋㅋㅋㅋㅋ 😍😍 정성이다 진짜,31개,2020. 4. 14.
