닉네임,댓글,좋아요수,날짜
피지컬갤러리,5:47 바로 그 재미야!,540개,2020. 5. 1.
hwO,"동덕여자대학교의 자랑
동덕여자대학교의 으뜸
동덕여자대학교의 힙",374개,2020. 5. 1.
SkyWalker,마지막에 원판 보고 잉? 저거 10kg 씩 추가해서 100인데? 했는데 썩은물 트레이닝 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,191개,2020. 5. 1.
덕룡황,김계란님이 처음에 말하는 동덕여자대학교출신 심으뜸 이 멘트가 왜케 웃기죸ㅋㅋㅋㅋㅋㅋㅋㅋ,192개,2020. 5. 1.
박진수,친구중에 계란형같은 사람 있었으면 좋겠다...,213개,2020. 5. 1.
전혜미,원효대사 썩은 물 루틴 ㅋㅋㅋ,136개,2020. 5. 1.
고승한,8:21 여기서 피지컬갤러리가 아니라는걸 알았다....,65개,2020. 5. 1.
조아영,8:20 피지컬 갤러리 아니란 말에 흠칫하고 채널보니 으뜸님 채널이었어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,78개,2020. 5. 1.
라이언,9:15 세 알중 하나 터졌으니 이제 정상이시네요,56개,2020. 5. 1.
뽀루기,원효대사 썩은물 루틴ㅋㅋㅋㅋ 진짜 캐명언루틴이다ㅋ,50개,2020. 5. 1.
핑크팝콘,9:16 으뜸님... 계란님 아직 장가도 못 가셨는데 터뜨리시면 어떡해요...... ㅠㅠㅠㅠㅠ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9개,2020. 5. 1.
ssolha,"몸 자체가 사기캐라서 가능함
둘이 케미는 계속 보고싶음",84개,2020. 5. 1.
wyk,으뜸님 팔근육 진짜 멋있다..,53개,2020. 5. 1.
아뇨,5:27 아 쒸 저기요ㅠㅠㅠㅠㅜ 이 정도면 썩은 물이 아니라  거의 원효대사 석유물이에요ㅠㅠㅠ ㅠ ㅠㅠ,53개,2020. 5. 1.
bAek,ㄹㅇ피지컬 갤러리 아니라고 하기 전까지 피지컬갤러리(feat.심으뜸) 인줄 알고봄...,6개,2020. 5. 1.
이재구,8:27 전까지 피지컬 갤러리인줄 ㅋㅋ,20개,2020. 5. 1.
mrrr,7:30 심으뜸님 서서히 중량에 세계에 빠지시는거 같습니다...,41개,2020. 5. 1.
