닉네임,댓글,좋아요수,날짜
뚜쉬,ㅠㅠㅠㅠㅠ잊지 않고 돌아와줘서 감사합니다 떡볶이시리즈 계속해서 나오길 원하는사람 모두 모여!!!!!!!,368개,2020. 5. 18.
N,하하...백종원 선생님 저희를 너무 얕보시는 거 아닌가요 인터넷 검색해서 소스 살거거든요 집 밖은 위험하다구요,209개,2020. 5. 18.
JuliaK,해외팀원은 이렇게 만드는 영상을 좋아합니다. 사먹질 못하거든요. 집에서 시켜먹는게 최곤데,42개,2020. 5. 18.
임동혁,"사실 레시피를 보러 들어오는게 아니라 백쌤의 드립과 편집 사이의 티키타카를 보러 들어옵니다.

그런 후에 추천하시는 소스를 사러 나가죠. 뭐 다 그런거 아니겠어요?",310개,2020. 5. 18.
빨간사과,첨에 이렇게 레시피 다알려줘서 장사하는데 지장이가면 어떻게하지 라고 생각했는데 보고나니 사먹어야겠음을 확실히 알게 됐어요,75개,2020. 5. 18.
술안주,"항상 나가서 사먹으라고 하시면서 
막상 만들면 진짜 맛있게드시니까 
저희 팀원들은 고민입니다ㅠ",168개,2020. 5. 18.
봉이네TV,선생님 백쿡 만능짜장소스 사서 떡복이 해 먹을게요..ㅎ 오늘은 비도 많이 오고 해서 아 귀찮은건 절대 아니구요👍👍,98개,2020. 5. 18.
꽃분,피곤하고 신경을 얼마나 쓰셨는지 입술이 다헐었네 ㅠㅠ,90개,2020. 5. 18.
밥해누Bobhaenu,"짜장떡볶이 내가 만들면 맨날짜던데ㅠㅠ
이거한번따라해봐야지❤",8개,2020. 5. 18.
wildgrass22,백쌤 요즘 바빠서 힘드신지 입이 다 헐으셨네 ㅠ,48개,2020. 5. 18.
HennaPark,9:44 ㅋㅋㅋㅋㅋ콩나물 이어폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9개,2020. 5. 18.
대충요리DaeChoong,백선생님 넘 피곤하신가봐여 ㅠㅠㅠ 입슐 다 터지셔씀 ㅠㅠㅠㅠ 쉬엄쉬엄 하세뇨오오오,60개,2020. 5. 18.
로댕RodinTV,"백종원 아저씨가 성공할수밖에 없는이유
1. 먹는사람들의 공감을 이끌어냄
2. 엄청난 맛보다 누구나 좋아할만한 맛 
3. 어렵지않고 간단함",79개,2020. 5. 18.
김준태,3:55 타다닥 챡챡챡 챡챡챠챠챡 챠챠챠챠챠챠챠챷ㅋㅋㅋㅋㅋ 점점 빨라지다닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,27개,2020. 5. 18.
서주형,재료 사러나간김에 만능짜장소스 사오십쇼ㅋㅋㅋ,7개,2020. 5. 18.
쩡유,우리 백선생님 오늘은 아파보이신다ㅠ.ㅠ 너무 열심히 사셔유..😭 몸 좀 아끼세요!ㅠ,32개,2020. 5. 18.
