닉네임,댓글,좋아요수,날짜
흑자헬스SurplusHealth,"증거와 증언이 궁금하신 분들은 '헤헤tube'의 영상을 참고하세요
https://www.youtube.com/channel/UC-NoF8L6ov3uFz-bpnIdTRw",1개,2020. 4. 24.
헬스보이,비포에프터 내려달라고 해서 고소하라고 당한 본인입니다.. ... 흑자님 혹시라도 간고가 반박하면 연락주세요 :) 녹음파일 드리고싶네요,23개,2020. 4. 24.
양산헬린이,"제일 큰 피해자는 박승현씨입니다 
배신당하고 출연비로 200만원 달라고하고 경찰서에서 방송하기 전에 다짜서하는 거라고 박승현씨 탓하고 박승현씨 덕분에 인기 얻었는데 그걸로 강의한다고 1인당 50만원이라고 개지랄하고 
그것 때문에 박승현씨 엄청 힘들어했는데
라이브로 박승현씨 욕하고 다님",763개,2020. 4. 24.
동네변호사룡변,"정말로 개인변호사가 있었다면 저런 행동을 하도록 두지 않았겠죠ㅎㅎ
간고가 법적으로 뭘 잘못했는지 영상 업로드 했어요:)",1개,2020. 4. 24.
민변아카이브,"지나가는 헬창 변호사입니다~ 

환불 쪽은 많은 분들이 밀씀해주실것 같아 사진 도용 쪽 말씀 드릴게요

사진 도용당하신분이 아래 링크 들어가셔서 신고해주시면 어떻게 참교육 하는지 자세히 알려 주십니다 ^^

https://www.privacy.go.kr/wcp/inv/perinfo.do

좋은 영상 감사합니다~",228개,2020. 4. 24.
양선수의온라인PT,안녕하세요^^ 구독자 입니다! 칭찬 해 주셔서 감사합니다!!,19개,2020. 4. 24.
슈쀠,네모맨은 말을 정말 조리있게 잘한다..  한마디 한마디 가볍게 던져보이는데 내용은 정말 묵직함..  천국에 있는 악마는 욕 할 수 없다.. 그럼 천국을 욕하게 되니까 이멘트는 역대급이다...,509개,2020. 4. 24.
Yang,"내가 전에 흑자님 너무 저격영상 많이 올려서 거부감이 든다고 했었습니다. 
에.. 그거 취소하겠습니다.  
너무 지저분한 일들이 많고 목소리가 필요한 일이 참 많네요.
수고하세요!",202개,2020. 4. 24.
꺄잉,"웃긴 게 헬스 업계의 관례가 '그렇다'면서
그가 제시한 50만원이라는 가격은 전혀 헬스 업계의 관례가 아님.
관례라는 것도 범주가 있어요ㅋㅋㅋㅋㅋㅋ
그냥 돈욕심임ㅋㅋㅋㅋㅋ",209개,2020. 4. 24.
yeongko,1통화 35만원이 제일 충격임 ㅋㅋㅋ,84개,2020. 4. 24.
헤헤tube,"정말 빙산의 일각입니다.
감사합니다. 흑자님.",26개,2020. 4. 24.
굴리버,구라가 너무 많아서 잔구라는 그냥 넘어가야된데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,105개,2020. 4. 24.
박제이,양선수님 구독자수 오르는거 뜸했는데.... 이 이후로 떡상했으면 좋겠다ㅠㅠㅠㅠㅠ,15개,2020. 4. 24.
오묘한요링StrangeHailey,"유산소5시간 + 고구마150g + 닭가슴살300g
= 호르몬컨트롤",67개,2020. 4. 24.
joon,간x 진짜 헬창에게 두들겨 맞아야 정신차리나,9개,2020. 4. 24.
관짝소년단,네모네모신이시여..,21개,2020. 4. 24.
KSD,"역대급 간사한 박쥐ㅅㄲㅋㅋㅋㄱ
처음엔 박승현부터 시작해서 아놀드홍,심현도, 약물이라며 까던 설기관,황순철까지 이리저리 태세전환 하고 빌붙다가 단물만 빨고 ㅌㅌ하는 박쥐의 표본",104개,2020. 4. 24.
돈까스,"천룡인ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
진짜 피스톨 멕이고싶네요  전 헬생아 입니다.
헬스장 무서워서 홈트해요..ㅠ ㅜ",16개,2020. 4. 24.
개백수가꿈,"전형적인 사기꾼 빌드임
1.여러매체에나와 얼굴을알린다 
2.자극적인말로이슈를 모은다
3.슬슬 판매시작
4.피해자발생시 후다닥 빤스런
5.감옥!혹은 도피!",104개,2020. 4. 24.
함s,크...이번영상은 진짜 박수 쳐줘야한다  네모인간 화이팅!,28개,2020. 4. 24.
맛좋은고양,"얘 박승현 약투 초반에 각종 악플로 고생할때 발뺌해서 욕 그렇게 처먹고도 또 이런 논란이라니.
사람 못고친다는거 다시한번 마음 깊숙히 깨닫고 갑니다 이만.",106개,2020. 4. 24.
AlphaMale,흑자헬스의 의미를 오늘에서야 알앗네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ적자 흑자 그 흑자구나 ㅋㅋㅋㅋsurplusㅋㅋㅋㅋㅋㅋ,16개,2020. 4. 24.
구독안하면프사미래딸northface,이형 옷벗은거 보면 웬지 원피스에 프랑키가 보일거같아... 슈우펄~!,8개,2020. 4. 24.
TV흑표범,흑자님 덕분에 진실 속에서 조금이나마 살 수 있어서 좋습니다.,19개,2020. 4. 24.
몰랭말랭,8:03 네모쨩 진심 인사 초 카와이하다구우웃~~~~!,20개,2020. 4. 24.
KimKim,뚜렛이 사과영상에 광고 달았었지 ㅋㅋㅋ,30개,2020. 4. 24.
상완김,5:11 여기서 조각미남 보다가 갑자기 흑자형 나오니까 갑자기 흑자형의 모든게 커보임ㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 4. 24.
무케귀여워삼대500,"내 장담 하는데 반성 1도 안하고 끝까지 뻣댈꺼야. 저런 종자들 있어. 후안무치. 
부끄러움도 수치심도 양심도 없이 지금 본인이 사회매장 당하기 직전인데 이슈화 됐다고 좋아할 놈임.",30개,2020. 4. 24.
김감자,아니 태그에 엔젤철순 뭐냐고 ㅋㅋㅋ,22개,2020. 4. 24.
강경모,9:41 하 진짜 사과영상 틀자마자 광고 뜨는거 보자마자 아차 싶더라구요 진짜 ㅋㅋㅋㅋㅋㅋㅋ 제정신이 아닌듯합니다.,58개,2020. 4. 24.
JhI,진짜 흑자는 전설이다..,5개,2020. 4. 24.
jun,"5:32 진짜 기괴하다 역시 흑자
ㅇㅅㅎㅈ",10개,2020. 4. 24.
박인택,형 벽지 떼서 입은줄알았어,806개,2020. 4. 24.
정동규,유명 유튜버 유명 유튜버 그러시는데 영상 끝까지 볼때까지 누구 까는지도 몰랐다,30개,2020. 4. 24.
뭉크몽,7:40 아 진짜 이양반 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9개,2020. 4. 24.
김또깡,5:56 흑자야 이거 간만에 센스 좀 있었다ㅋㅋ,18개,2020. 4. 24.
TKK,"양선수pt님 ㅆㅅㅌㅊ
흑자님 ㅅㅅ",27개,2020. 4. 24.
고우,"간고 그새끼가 사과를해도 개빡치는이유
1. 사과영상에도 유툽광고 넣음 ㅋㅋㅋㅋㅋ
2. 사과하는걸 무슨 2탄3탄 추가로 한다는게 자체가 말이안됨.",1개,2020. 4. 24.
RUNNINGTREND러닝트렌드,이 환불 정책을 클x스 101도 하고있습니다.,48개,2020. 4. 24.
Blithe,5:48 고개 갸웃할떄 넘모 무서워요...,12개,2020. 4. 24.
지코TV,돈에 맛이 간 고였어요..🤦🏻‍♂️ 인간미 실종..,20개,2020. 4. 24.
뭉크몽,6:17 잔구라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개,2020. 4. 24.
강거루TV헬린이모티베이션,소비자인 헬린이 입장이지만 저분 떄문에 열정넘치시고 정직하신 트레이너 분들에 대한 인식이 나빠질까 안타깝습니다. 저도 호르몬 보는 사륜안 갖고싶네요. 그분 인스타 가보니 이번 사태 비판하시는 사람들을 전부 싸잡아서 열등감에 열폭한다고 표현한거 아직도 기가 찹니다. 지금은 내렸더군요,48개,2020. 4. 24.
누렁이,중간 중간에 ‘넌 사람이 아니다...’ 편집 존나 웃기네 ㅋㅋㅋ,2개,2020. 4. 24.
라차우,구독하려했는데 이미되어있네 (╹◡╹)v,6개,2020. 4. 24.
남선,8:02 행님 꾸벅 그럼 저도 꾸벅~!,5개,2020. 4. 24.
이상목,와 진짜 잘까신다 ㅋㅋㅋㅋㅋㅋ,6개,2020. 4. 24.
머슬덕후,아니 ㅋㅋㅋ 레전드 강경원선수도 200불이 조금넘는 수준이고  최근 10년간 전국체전 금2개 은1개 동2개 따간 우리 관장 피티비도 6만인데 어서 듣보못한 개뼈다구 같은놈이  아이고야 진짜....ㅋㅋㅋ,24개,2020. 4. 24.
FatMan,전화 한통에 35만원이면 모피어스까진 아니어도 최소 좉물이라도 빼줘야 하는거 아닌가요 폰섹간고 ㅇㅇ ^^,29개,2020. 4. 24.
검의왈츠,가습기에 스테로이드에서 현웃터짐 ㅋㅋㅋㅋㅋ,23개,2020. 4. 24.
김상덕,선상처 후악플 ㅋㅋㅋㅋ,4개,2020. 4. 24.
MinKyuKang,말 진짜 조온나 속시원하게 잘한다,3개,2020. 4. 24.
헬린이,이야~~ 진짜 말씀 잘하신다. 운동 유튜브 중에서 말은 최고로 잘하시는거 같아요,2개,2020. 4. 24.
평경장,호르몬 콘트롤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개,2020. 4. 24.
뭉크몽,존나 개운하네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ구독 안하고 맨날 그냥 영상만 봤는데 구독 합니다 ㅋㅋㅋㅋ,1개,2020. 4. 24.
