닉네임,댓글,좋아요수,날짜
흑자헬스SurplusHealth,"대니조의 간헐적단식(헬스매니아)
https://youtu.be/yKBlvg8iM1g",243개,2020. 4. 13.
이태희,형님 황ㅊㅅ건드렸는데 ㅋㅋ뭔놈의 데ㄴㅈ 를 못 건드려 ㅋㅋㅋㅋ 형님 응원합니다~~ 더 까주세요 진짜 심각하더라고요 ㅋㅋㅋㅋ로이더가 내츄럴 인척 운동하는척 하는게 너무 역겨워요 ㅅㅂ,13개,2020. 4. 13.
아이스메이지,"고통과 인내의 진실옆엔, 항상 달콤한 상술이 악마처럼 속삭인다.",36개,2020. 4. 13.
Moses,횽 대니조는 일단 거를게. 근데 헬창이 횽 얼굴갖고 깠어 ㅠㅠ근데 너무 웃겼어 미안해 ㅠㅠhttps://youtu.be/gYEJzUOrqk4,12개,2020. 4. 13.
박대박,"운동은 좋아서 해야하고, 효과는 뿌린만큼 거두는것! ...",18개,2020. 4. 13.
fulfillwish,더락을 지가 해줬데 ㅋㅋㅋㅋㅋㅋ더락이 시발 뭐가 부족해서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,163개,2020. 4. 13.
배민태,이형 마이프로틴끝나고 화났네,493개,2020. 4. 13.
금손이되어보자그림교실,형 초점이 벽지로 잡혀있어서 그런지 좀 보기 편했어요 감사합니다. 헷,189개,2020. 4. 13.
JH웰치스고기Moon,"중립기어 박는다는 애들이 중립기어는 무슨 ㅋㅋ 팔랑귀마냥 팔랑팔랑 거리며 공격해대기 바쁘네. 

대니조가 해명한건 자기 사적인 부분들에 대한 증명이었고, 여기서 흑자는 그 사적인 부분들을 건들진 않았어. 그냥 대차게가 ~카더라 한번 봐바라 식으로 교묘하게 얼버무렸지. 깐거는 운동법을 깐거야. 이건 빼박이고. 자극 운동법으로 처음부터 자기가 운동했으면면 지금쯤 필 히스  됐을거란 말은 진짜 과장된거 맞잖아  ㅋㅋ 그리고 그 영상이후로 대니조 영상보고 실제로도 헬스장에서 덤벨 돌리는 사람들 늘어났고. 

대차게산다 채널 가보니깐 대차게산다가 자긴 준비 철저하게 해서 무서운거 하나도 없다고 지금 실시간 답글에 복붙해서 하나하나 글 써주더만 ㅋㅋ 
지금 흑자한테까지 와서 고소준비 해라 잘 안알아보고 깟냐? 이러는 애들... 또 봐라 ㅋㅋㅋ 나중에 대차게산다가 사실이건 뇌피셜이건 그럴듯한 자료 가지고 나오면 대박 대니조코인탔다 이러면서 박쥐짓 하러온다?ㅋㅋ 

중립기어는 그냥 관전만 하는거야 결과 나올때까지 팔랑팔랑좀 거리지 마라",24개,2020. 4. 13.
김기현,3:30 진성 헬창들이 느끼는 마음,221개,2020. 4. 13.
김기범,덤벨로 헬기마냥 프로펠러 돌려서 이두 조지라는 대니조ㅡㅡ 눈 돌리면  눈도 커지겠네,136개,2020. 4. 13.
어썸블리스AwesomeBLISS,"천천히 꾸준히 묵묵히 운동하는게 제일 중요하다고 생각합니다!
흑자님 말씀에 힘이 실리니 너무 기쁘네요!",673개,2020. 4. 13.
도남,저번에 공혁준 방송때 했던말이 진짜였네ㅋㅋㅋㅋ,19개,2020. 4. 13.
킴루이,"머니조가 시합경력 사기친건 여기가시면 자세히 나와있음.
LA 에 거주중인 선수겸 트레이너분이 아주 자세하게 설명해주심.

https://www.youtube.com/watch?v=DKbkqw4lm6c",30개,2020. 4. 13.
SAEBOMJEONG,3:15 와 ㄹㅇ 팩트 ㅠㅠㅠ 사기당하기 제일 좋을때,8개,2020. 4. 13.
