닉네임,댓글,좋아요수,날짜
임수린,손흥민은 애초에 아시아 선수와 비교 안했으면 좋겠다!!,85개,2020. 5. 13.
금탄,몰론 손흥민이 최고지... 근데 숫자는 일본이 더 많다. 우리도 더 많아져서 평균이 올라간다,9개,2020. 5. 13.
아니용,"나이 먹는게 너무 아깝다 ㅠㅠ 
더 나이먹기 전에 토트넘보다 더 좋은 팀 갓으면 좋것다 ㅠㅠ",21개,2020. 5. 13.
youngHarry,브라질국대랑 경기할때 알리송이 유일하고 쿠티뉴랑 같았던 몸값,18개,2020. 5. 13.
모기관절꺽기,댓글창 손까들 꺼져 꼬우면 안보면 되는걸 굳이 들아와서 되도않는 의견대립하고 앉아있네ㅋㅋㅋㅋㅋ,8개,2020. 5. 13.
간손미찡,"근데 문제는 한국은 손흥민 1명빼고는 내세울 만한 선수가 없고 유럽파 주전급 선수가 없음....
이강인이 있다고 하지만 아직 포텐터트리지 못했고 이강인 내세우려면 포텐터트리고 나서 이야기 해야됨

일본은 포지션별로 유럽나가있는 선수들이 많고 그중에 꽤 주전으로 뛰고있음....",18개,2020. 5. 13.
좌짱깨우쪽발박멸,피지컬은 점점 떨어지고...걍 정신승리라도 해야하는데 맘대로 안되고....일본은 점점 작아진다는데...앞으로 운동선수는 세계적인 선수는 안나올듯...,4개,2020. 5. 13.
나이키아디다스,탈아시아급이지 ~ 발롱 22위 선수인데,34개,2020. 5. 13.
뱉튜브,손흥민은 국적만 바꾸면 20등안에들어가,11개,2020. 5. 13.
YerinYoo,ㅎㅅㅎ마쟈 우리흥한테 비비지말라구~~,14개,2020. 5. 13.
오늘의메모,일본이랑 비벼줄려면 손흥민은 빼줘야 할듯 ㅋㅋㅋㅋㅋㅌ,21개,2020. 5. 13.
대한민국쉴드,"손흥민은 아시아선수랑 비교될떄는 지났지.... 역대베스트면 몰라도..
아시아역대로가면 손흥민하고 차범근형님이 들어가겠지",8개,2020. 5. 13.
장주철,소니는 월드클래스,17개,2020. 5. 13.
heyyouN,"일본 후진국이랑 굳이?? 일본말고는안하는짓인데...
하지말자....해서뭐해...
언급을말자...차라리...
세계에서 32위면 진짜 어마어마하다..
프리미어리그에서14위 이것만봐도..
대단히대단하다...손흥민 역시 갓흥민..",2개,2020. 5. 13.
룡이,"BBC  : 손흥민의 번리전 골은
호날두나 메시가 넣었다면
푸스카스는 의심의 여지가 없고      역대 최고의 골이며 
50년 동안 술안주거리다               라고햇음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
손흥민은 저평가 ?",15개,2020. 5. 13.
ssl,흥민이가 영국 사람이였으면 상위권이다,12개,2020. 5. 13.
월간김도음,전세계 40대 선수중 가치가 가장 높은 선수가 이동국이다,6개,2020. 5. 13.
남아톰,하필 일본이랑 비교를 ㅋㅋㅋ 일본 전 선수들 합처도 안됩니다  어디 일본따이가~~이제는 월드 크라스~~쏜~~~,7개,2020. 5. 13.
아이봄,확실히 월클은 월클이구나. 이렇게 정리를 해놓으니까 제대로 파악이 되네.,3개,2020. 5. 13.
인사동,오늘역사 공부하고왔는데 개빡치네 일본ㅡㅡ,3개,2020. 5. 13.
김영인,케인이 왜케높냐; 프리미어리그에서 14위 에바임 더높아야됨,2개,2020. 5. 13.
12343344,Epl 1위가 스털링 장난하나 진짜 ㅋㅋㅋ,9개,2020. 5. 13.
VardysonFire,애초에 일본선수들이랑 급이 다른데 왜 계속 엮지?,2개,2020. 5. 13.
해피림,"왜놈들은 관심 안주는게 상책!
그리고 일본이 선망 갖는 국가들 대상으로 여러가지 활동하는게 왜구 잡는 지름길!",14개,2020. 5. 13.
보헤미안,부루마블서울 ㅋㅋㅋ. 역시흥미니클라스~♡♡♡,3개,2020. 5. 13.
K,꽁병지님 화이팅!,2개,2020. 5. 13.
YT지오,0:53 나만 흠칫했나?,1개,2020. 5. 13.
