닉네임,댓글,좋아요수,날짜
김비버,케이리그가 시작하니까 그 주의 핫 이슈를 바로바로 레프리에서 만날 수 있네용 달수네도 심판분들도 응원합니다!!,18개,2020. 5. 26.
해축TV,달수네 레프리 컨텐츠 되게 좋은거 같네용,18개,2020. 5. 26.
장보,"이청용 옵이야 전문 장비로 보니깐 화면상으로 보는것보다 정확하다고 할수있지만 
오히려 강민수 핸드볼이 더 논란 아닌가요? 한각도만 보여줬지만 분명 팔을 붙였고 팔도 뒤로 돌리는 장면도 있었는데
적어도 심판이 그건 직접 확인해야되지 않을까요??
그리고 주니오 pk시 울산 19번은 주니오킥 전에 페널티박스 안으로 들어갔는데 이러면 어게인 아닌가요??
이 두부분이 더 논란같은데..",5개,2020. 5. 26.
차에좀타볼래,케이리그 var은 양반이지ㅋㅋㅋㅋ크보 비디오 판독은 덮어놓고 오심인데ㅋㅋㅋ울산팬이지만 청량리 오프사이드 판정은 진짜 잘본거같음ㅋㅋㅋ,5개,2020. 5. 26.
mh,"그래도 k리그는 심판들이 이렇게 나와서 얘기해주고 소통이 되는 분위기로 계속 가는 느낌이라 보기가 좋네요 ㅎㅎ
그리고 카메라가 좀 더 많다면 중계도 더 재밌게 만들 수 있을텐에",5개,2020. 5. 26.
rad0718,"올해 판정중에 두가지가 이해가 안되는데 올해 핸드볼규정 완화?에 대해서 알고 있지만,
부산의 강민수의 핸드볼 파울:강민수 선수가 팔을 접은 상태에서 맞았지만 페널티 선언 된것......이해가 안됨.....해설자님의 말에 따르면 ""강민수 선수가 이득을 보아 페널티 선언한것""라고 했는데
이게 이해가 안되요........
이범수 골키퍼의 핸드볼 옐로우 카드:이거 레드카드감 아니었는지?.......",3개,2020. 5. 26.
썽근,K리그 카메라 너무 부족하다고 느낌,13개,2020. 5. 26.
로사채,k리그 넘 재밌어요~~,8개,2020. 5. 26.
김미란,"K리그도 축구전문 카메라맨이 있었으면 좋겠네요ㅠ 아니면 카메라가 더 많던가 아쉬워요
울산vs부산전 옵선 긋는거 능력자 시청자님ㅋㅋㅋㅋ 
달수네 레프리 다음날 바로 알수 있어서 좋았어요😆
심판님들 모두 화이팅!!! 👏",4개,2020. 5. 26.
이진수,좋은 컨텐츠 감사합니다,5개,2020. 5. 26.
MYStar,컨텐츠 개꿀👍,6개,2020. 5. 26.
럽스타,심판들 데려다 주마다 이러다 큰 사단난다 지금 시즌중이다,2개,2020. 5. 26.
Moka09,"시원한 컨텐츠 감사합니다~^^
달수네 만쉐",2개,2020. 5. 26.
바록,투시도법 진짜 대박이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 애매한 상황있으면 써봐야겠다,1개,2020. 5. 26.
그루트,달수언니 화이팅~~~!!!,1개,2020. 5. 26.
몽이몽몽이,저는 울산부산전 핸드볼파울에 대해서 궁금했었는데 그건 없네요 아쉽게 ..,3개,2020. 5. 26.
포도,"왕,,,",1개,2020. 5. 26.
못하면빠지자,결론: 선수들은 휘슬 불기 전에는 무조건 플레이하라,0개,2020. 5. 26.
울산호랑이,k리그는 매경기마다 논란이있네요,1개,2020. 5. 26.
선성용,많은 궁금증을 해소시켜줘서 고마워요!,0개,2020. 5. 26.
jasminekim,전북대구전 핸드볼파울은 다루지 않나요??ㅠㅠ 한번 확인해주셨음해요ㅠ,0개,2020. 5. 26.
포튜나,황당질문:게임종료 휘슬 삑  삑  삑 불때 처음 삑할때 롱킥 뻥찻는데 세번째 삑하기전에 골들어가면 어찌될까요 ㅎㅎ,0개,2020. 5. 26.
델피에로,진짜 카메라랑 주변 여건만 더 받쳐주면 더 흥할텐데 도대체 축협이랑 연맹은 어디에 투자하고 어디에 돈을 쓰는지,0개,2020. 5. 26.
윤영찬,와우🤩,0개,2020. 5. 26.
