닉네임,댓글,좋아요수,날짜
김윤진,"나갈 타이밍을 잘 잡았는데 돌아오는 타이밍을 못잡으신 병지형님
제가 봤을때는 그렇습니다.",20개,2020. 6. 5.
똥마리,이승렬 선수 은퇴하셨군요... 잘 싸고(?)계신 모습 보니 보기 좋네여!,13개,2020. 6. 5.
JamesJo,"이승렬 선수 요즘 간간히 보이네유 ㅋㅋ 좋아해서 fm하면 무조건 키웠는데,,,스트라이커 보다는 인사이드 포워드로 잘뛰더라구요..심서연 선수가 트래핑 하기 힘들게 썌게 패스 일부러 하는거 같은디...ㅎㅎ",12개,2020. 6. 5.
정호잇,완전 나갈 타이밍이였죠!ㅋㅋㅋ 그러나 돌아오지 못한....ㅋㅋ,5개,2020. 6. 5.
이준,"역시 현 국대는 다르다.. 와우. 센스..
키퍼와 소통하면서 방어하는 게..
거기다가 나오길 좋아라 하는 병지성님의 나오는 순간에 골대로 자연스럽게..

슛찬스를 막기 위한 타이밍에 나오신 건 맞았어요.. 

각이 없었다고 생각하는 찰나에 슛. 골까지 만든..
국대는 아무나 하는 게 아니다..
클라스는 영원하다. 와우.",3개,2020. 6. 5.
떡밥강화,재미있게 보느라 좋아요 누르는거 깜박할 뻔. ㅋㅋㅋ,2개,2020. 6. 5.
모영기,오랜만에 영상을 잘보고갑니다 화이팅하세요^^^^,2개,2020. 6. 5.
리켈메,담궈버리는데 수비가 스코어 올라가네용ㅋㅋㅋㅋ,1개,2020. 6. 5.
themate,"이승렬 선수 많이 아깝네요 ㅠㅠ
10동아시안컵 일본전  골  인상깊었습니다.",1개,2020. 6. 5.
남성의류링크샵,병지형 고정 시켜줘요,2개,2020. 6. 5.
JunePascha,이승렬선수 폼은 일시적이나 클래스는 여전하네요. 역시 국대 출신은 다름👍,1개,2020. 6. 5.
종성,내 뒤에 공은 없지만 심서연 은 있다! ㅋㅋㅋ,0개,2020. 6. 5.
jk,본인제외 선수3명이 돌려까는데 ㅋㅋ 괜시리 무안하니 시청자한테 의견 넘겨버리기~,0개,2020. 6. 5.
김태훈,이승렬 센스 하나는 진짜 타고 났다..,0개,2020. 6. 5.
SpecialBricksTV,병지형은 내 뒤에 공은 없다 라는 명언으로도 유명하죠,1개,2020. 6. 5.
TJ,병지형..쫄은거 아니죠?ㅋㅋㅋㅋ 05:06,0개,2020. 6. 5.
YoungmooRheem,골대를 벗어나면 돌아오지 않는 병지형,1개,2020. 6. 5.
