닉네임,댓글,좋아요수,날짜
블링크,속옷유튜버 치곤 화장품을 꽤 좋아하시네요.,31개,2020. 4. 6.
노각노각,언니 진짜로 언니가 속옷브랜드 하나만 내줘봐 부라자랑 매칭팬티 엄청살게,3개,2020. 4. 6.
강정화,오랜만에 속옷 유투버가 아니라 뷰티 유투버가ㅋㅋㅋㅋ,996개,2020. 4. 6.
박수현,수혜언니가 진짜 딱 깔끔하고 메이크업도 진부하지 않고 잘하고 깨끗하고 말하는것도 재밌고 안 지루하고 진짜 모든게 완벽하게 조화로운 그런 느낌 절대 오래해서 지루하다는 느낌 하나없이 그냥 완벽해 ........최고야 최고,485개,2020. 4. 6.
뿌뿡이,0:09 스펀지 드시는 줄 알았자나여... 엄청 놀랐네 진짜,278개,2020. 4. 6.
보라만두,제목 진짜... 안들어올 수가 없닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,292개,2020. 4. 6.
김서영,언니영상이라면 다 볼거니까 제목에 봐줘 제발 이런거 안써도 돼욬ㅋㅌㅌㅌㅋㅋㅋㅋㅋ울언니 너무 귀여워엌ㅌㅌㅋㅋ큐ㅠㅠㅠㅠㅠ,249개,2020. 4. 6.
나나니모,이 언닌 잊을만 하면 뷰티유투바 정체성영상 올린다ㅋㅋㅋㅋㅋㅋㅋㅋ뭐가됐든 다 꿀잼,234개,2020. 4. 6.
DelaJ,"19:58 아.. 투명상자를 산거군요 비싸게..
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",120개,2020. 4. 6.
LEEJE리제월드,여윽시 오리쥐놜 뷰리 유튜버 나타난다 나타나. 처음본것들 왜케많아... 아 특히 투페이스드 개취저에여ㅠㅠㅠ,127개,2020. 4. 6.
성은,3:59 언니 뷰티유튜바 아니였어?아 맞다 속옷 유튜바였구나,44개,2020. 4. 6.
DelaJ,"아 뷰티 유튜버였져..
요즘 휀티 보면 허벅지 부분 먼저 늘려보는데 씬님효과 엄청나요 ㅋㅋㅋㅋㅋㅋ",50개,2020. 4. 6.
아깽이,진짜 하이라이터 좋아하는 사람들 오프라꺼 써보세여 한국세포라에도있으니까ㅜㅜㅜ지쨔 너무예쁘고 광이 따라올 브랜드가없음 샵이랑 출장가서 오프라꺼 하이라이터 발라주면 이거 뭐냐고 다물어바,31개,2020. 4. 6.
양지혜,언니 skims요!!! 킴 카다시안 속옷 브랜드인데 색이 완전 누드 시리즈로 잘 뽑았더라구요 한번 리뷰 해주세요 ㅜㅜ,67개,2020. 4. 6.
어덕행덕XD,"전 속옷리뷰가 더 재밌던데요ㅋㅋㅋㅋ
사실 씬님이 하시면 다 좋아여",63개,2020. 4. 6.
이윤영,22:23 아니 진짜 이렇게 끝난다고?? ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋ,25개,2020. 4. 6.
