닉네임,댓글,좋아요수,날짜
김영채,전국 소주비교영상 한번...,18개,2020. 5. 16.
더블정,어... 개인적으로 이제여름인데  비빔면 종류가 많이 출시되고 있더라구요.. 비빔면 멸망전하면 어떨지...ㅎㅎ,315개,2020. 5. 16.
박교주님,전직 스팸팔던 회사 직원임다.돼지함량 높으면 맛있고 비쌉니다.참고로 스팸도 오리지날보다 마일드가 돼지함량 더 높아요 참고하세용,282개,2020. 5. 16.
빅천사,나는 스팸 너무 짜서 리챔이 더 맛있던데ㅋㅋ,47개,2020. 5. 16.
룡이,"난 저 모든 것들을 통 틀어서
스팸이라고 부르는데 ㅋㅋㅋㅋㄱㅋㅋㅋ",216개,2020. 5. 16.
김나박이,"부대찌개에는 스팸
구워먹을 땐 뚝심
선물받는 건 리챔
사회악 런천미트",396개,2020. 5. 16.
짱구,뚝심 로스팜이 저평가가 너무 심함. 진짜 알짜배기는 이쪽인데 마케팅이 스팸 리챔 이 둘이 투탑 찍으니까 빛을 못 봄,113개,2020. 5. 16.
착하게살아라,"가격 좀 저렴한 애들은 닭이 들어감..
무조건 돼지 많이 들어간 햄 강추..",67개,2020. 5. 16.
쿠쿠야발,5:38 ㅋㅋㅋㅋㅋㅋ롤 미아핑소리,13개,2020. 5. 16.
원스,아 이거 블라인드 테스트 했어야 됐는데 ㅋㅋㅋ,286개,2020. 5. 16.
치즈킹,"런천미트는 돼지고기에 닭고기 섞어서 밀가루로 반죽한거라 비교하는거 자체가 스팸한테 실례.
다른것들은 이름뒤에 팸,참 같은거 붙는데 런천미트만 다른것도 돼지고기 함량낮아서 라고 합니다",60개,2020. 5. 16.
소문난알쓰,스팸 너무 짜요ㅠㅠ먹다가 입이 소태됨..리챔이 젤 나음 ㅋ....,24개,2020. 5. 16.
베크,제목은 스팸보다 맛있는 햄 찾을거 같은 제목인데 내용은 스팸과 비슷한 햄 찾기로 바뀐듯한ㅋㅋ....ㅠㅠㅠㅠ살짝아쉬워요,32개,2020. 5. 16.
meatmore,"제품마다 돈육 함량을 비교해주시면 더 좋았을 거 같고 
애초에 다 익혀서 나오는 거라 속까지 익힌다고 저럴 필요는 없습니다. 
겉면을 바삭하게 만드는게 목적이면 얇게 잘라서 프라이팬에 굽는게 가장 좋죠.",37개,2020. 5. 16.
WeendyTui,런천미트는 햄이 아닌데 라인업에 왜 있죠,2개,2020. 5. 16.
Antisocialgang,리챔은 녹차 리챔이 중독성 갑인데 이상하게 인기가 없어서 지금은 제품단절 됐음.  뚝심도 괜찮지만 개인적으로 녹차리챔을 스팸 보다 더 좋아했음.,2개,2020. 5. 16.
20HF080정다훈,의성마늘햄이 진짜 최고 존엄인데...  없네요ㅜㅜ,22개,2020. 5. 16.
앙규빈띠,왜 아무도 가슴에다 광고아님 언급안함ㅋㅋㅋㅋ,6개,2020. 5. 16.
고래파우치,근데... 먹을데 너무 소리를 일부러 내면서 드럽게 먹는게 좀 거부감이 느껴지긴한데 내용은 참재밌네요..,36개,2020. 5. 16.
박상영,스팸은 진짜 무슨 젓갈만큼 짬..ㅋㅋ,9개,2020. 5. 16.
정회민,"개인적으로 스팸보다 리챔
스팸은 너무 짜 소금 퍼먹는거같어",12개,2020. 5. 16.
성형래,5:18 더 건강한 햄이 칼로리가 제일 높은데? 건강한 햄 맞아 ??,25개,2020. 5. 16.
PerkinKOR,"무슨차이인지 모르겠는 
물맛 비교해주세요 물 멸망전",672개,2020. 5. 16.
Agatha,햄이랑 쏘세지는 서양인들 먹는게 맛있긴함,1개,2020. 5. 16.
윤기원,더 건강한 햄인데 칼로리는 제일 건강하지 못한데??ㅋㅋㅋㅋㅋㅋㅋ,34개,2020. 5. 16.
쌀국이형1호팬,리챔이 안짜고 존맛탱임,6개,2020. 5. 16.
로맨스가이,"근데 로스팜은 없네요??? 리챔이 괜찮고~
제일 별로인건 런천미트!",66개,2020. 5. 16.
김예진,런천미트는 볶음밥에 넣어먹으면 맛있던데..,1개,2020. 5. 16.
이준서,리챔은 사랑임 선물세트로도 괜찮고 반찬 없을때 반찬 대용으로도 괜찮음ㅋㅋㅋ,6개,2020. 5. 16.
슥삭,런천미트는 진짜 스팸류중에 원탑으로 싼맛이 나서 믿고 거르는햄,30개,2020. 5. 16.
DO,으 런천미트 마트에서 싸게 팔아서 사서 먹었더니 걍 천하장사 핑크색이랑 엤날 소세지 썩고 거기에 주황색깔이 더해진맛 아으 먹지마 걍 런천먹을바에 걍 맥스봉이나 천하장사먹어 레알임 진짜야,32개,2020. 5. 16.
CokePepsi,"사실 한국에선 런천미트가 고기함량이 적은 저가형라인의 깡통햄들을 말하는거라 
이름에 팸,팜붙은 애들이랑은 런천미트가 경쟁이 안돼요 ㅠ",36개,2020. 5. 16.
느검마,스팸보다 맛잇는걸찾는건데 스팸스러운걸 따지 네 ㅋㅋ,4개,2020. 5. 16.
나무,진짜 차라리 런천미트 먹을바에 벽돌햄 사먹음.,0개,2020. 5. 16.
한준,런천미트 ㄹㅇ 맛없어ㅜㅜ,5개,2020. 5. 16.
TaejunJin,보기만 했는데 왜 내 입이 짜지 ㅋㅋ,200개,2020. 5. 16.
jhonmaicle,난 뚝심이 ㄱㅊ음 싸고 맛있음 유명하지않아서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 16.
김현욱,감자튀김 멸망전 해주시면 좋을것같은데 ㅠ,1개,2020. 5. 16.
라인의군대생활,"군대에서 먹을 
닭가슴살 비교영상 궁금합니다!!!!!",0개,2020. 5. 16.
Illuminati,나만 의성 마늘햄 좋아하냐,16개,2020. 5. 16.
스티븐제라툴,아니 로스팜이 없다니 ㅋㅋ,133개,2020. 5. 16.
주윤,런천미트 좋아하시는 분~,4개,2020. 5. 16.
하워드덕,우리팜델리 저거는 안짜서 좋던데 ㅎ.ㅎ,3개,2020. 5. 16.
yukiyuta85,"개인적으론 목우촌 뚝심이 제일 나았음
가격도 저렴한데 고기함량이 높아서 맛도 스팸못지 않음",39개,2020. 5. 16.
leafgreen,오뚜기햄 사보려고 오뚜기햄은 어떤가하고 들어왔지만 .. 갓뚜기는 없었다고 한다,13개,2020. 5. 16.
문한솔,"스팸짝퉁들은 맛도 맛인데
식감이 무슨 젤리 같아서 이상함 특히 리챔",1개,2020. 5. 16.
현서엄마,목우촌 국산 생돼지햄 맛있던데요ㅜㅠ,3개,2020. 5. 16.
이영철,목우촌 햄이 비싸긴 오지게 비싼데 엄청 맛있음 ㅋㅋ,5개,2020. 5. 16.
조봉준,"스팸은 돼지고기 함량 높아서 맛있고
당연히 가격도 비쌈
런천미트는 돼지고기 함량 50% 이하에
잡고기가 많이 들어가고 가격이 저렴함
스팸보다 런천미트가 맛없는건 당연한거고
가격 생각 해보면 충분히 맛있음
스팸200g : 1950원
런천미트200g : 990원
사실 가격만 생각하면 스모크햄 1kg이 최고..",11개,2020. 5. 16.
Lucifer,"돈육 함량따라 이름이 다르다고 들었습니다.
팜 팸 이런건 돈육이90퍼 이상이고 
미트 이런건 닭고기가 많이 섞여있어서 맛이떨어진다고...
그냥 그렇다구요 ㅎㅎ",149개,2020. 5. 16.
MUUMU,"사실상 캔햄 맛 = 고기 함량인데

일단 스팸 자체가 함량 90% 이상이고

상위권 뽑힌 리챔,뚝심 역시 고기 함량 90% 넘어가는 제품들

고기 함량 90% 이하는 눈길도 주지마시길 밀가루맛납니다",0개,2020. 5. 16.
토종햄스터,새벽 1시엔 다 맛있어,2개,2020. 5. 16.
KRMJ,주부9단햄이 진짜 레전드인데 없네요 아쉽 ㅠㅠ,3개,2020. 5. 16.
나천재,7:11 소팸,1개,2020. 5. 16.
토마토막,"혈관:""ㅋㅋㅋ아 진짴ㅋㅋㅋ돌겠넼ㅋㅋㅋㅋㅋㅋㅋ""",84개,2020. 5. 16.
M재찡,근데 더 건강한 햄이 제일 칼로리 많앜ㅋㅋㅋㅋㅋ,0개,2020. 5. 16.
JeongMinSeok,왜 햄들이 눕는데 깡을 보는거 같지..,1개,2020. 5. 16.
주녁,런천미트 진짜 맛없던뎅...,3개,2020. 5. 16.
남자녹두전,런천미트가 제일 맛없어ㅋㅋㅋㅋ,2개,2020. 5. 16.
이유진,스팸보다 리챔이 덜 짜서 더 좋은 사람 저밖에 없나용??,41개,2020. 5. 16.
김지용,8:48  왜 브금 나오는데 자꾸 우마가 생각나지,0개,2020. 5. 16.
이상훈,ㅋㅋㅋㅋ뭔 스팸을 스테이크처럼 구워먹네...맛있겟다,0개,2020. 5. 16.
HanKaRin,런천미트 진짜 스모크 햄 맛이 비슷한....,0개,2020. 5. 16.
김정아,"우리팜이 진짜 맛있는데 ,, 짜지도 않고 담백하니 진짜 꿀맛",9개,2020. 5. 16.
차돌짬뽕,로스팜은 왜 없죠 ㅠㅠㅠㅠㅠㅠㅠㅠ,56개,2020. 5. 16.
조현우,자취할 때 런천미트끼고 살았는데 ㅠㅠㅠㅠ,0개,2020. 5. 16.
쪼군,5:19짜서그럼ㅋㅋㅋ,0개,2020. 5. 16.
장한별,더 건강한햄은 칼로리는 높지만 잡스러운 첨가물이 없고 당이 낮아서 저탄고지하거나 당분제한하시는분이 먹기 좋아요~ 저도 저탄고지하는동안은 햄먹고싶을때 더 건강한햄으로 먹었어요 고칼로리가 무조건 건강에 안좋다는건 편견입니다!ㅋㅋ,3개,2020. 5. 16.
susu,더 건강한 햄인데 젤 칼로리 높아 ㅋㅋㅋ,0개,2020. 5. 16.
최뚠,저는 리챔파... 스팸 너무 짜요ㅠㅜ 리챔은 덜짜서 좋더라구요,52개,2020. 5. 16.
파랑팔미호,쫌 스팸이짜서 로스팸인가? 그 의성마늘스팸밖에 안먹음 의성마늘 추천!!,4개,2020. 5. 16.
쉼터,우리팜델리 개맛없다 진짜 하..,3개,2020. 5. 16.
댕댕이덩굴,햄은 런천미트지~~ 스팸은 너무 짜ㅠㅠ,0개,2020. 5. 16.
파이리,런천미트는 진짜 개노맛... 괜히 싼 게 비지떡이 아님,9개,2020. 5. 16.
김진짜,런천미트 만든놈들 관짝 소년단이랑 같이 춤춰라. 그리고 1일 28깡 하셈.,230개,2020. 5. 16.
,이런 컨덴츠 좋다~~!!! ㅋㅋㅋㅋ 컨덴츠 짜는거 때문에 유투버도 참 힘들겠어......ㅋㅋㅋㅋ,0개,2020. 5. 16.
초코찡,런천미트...진짜..노맛이죠 ㅠㅜㅠㅜ  스팸이랑 로스팜 좋아합니다,0개,2020. 5. 16.
정스닝,더 건강한 햄 맛있음 안짜고 감칠맛ㅋㅋㅋㅋㅋ,0개,2020. 5. 16.
슈가유튜브,여윽시 리챔!!스팸이 너무 짜다 싶을 때 물에 담궈서 염분 어느정도 빠지면 먹는데 리챔은 안담궈도 별로 안짜서 애용한다죠><,2개,2020. 5. 16.
이이야,스팸이 1등 스팸없을때 그나마 리챔 나머지는 손도안감 그리고 런천미트는 그냥 사회악햄,73개,2020. 5. 16.
안일권전투민족,"맛평요약  스팸 리챔 이하 미만잡  
 ●런천미트 : 연휴선물로 받았을 시 국가에서  살인자격 인정해줌 칼로 찔러도됨",1개,2020. 5. 16.
