닉네임,댓글,좋아요수,날짜
ARIKITCHEN아리키친,"코하쿠토의 또다른 변신! 광택이 번쩍번쩍한 코하쿠토 스프링클 입니다!
여러가지 응용방법도 알려드릴게요  ٩( 'ᗨ^ )و ★ 
그럼 오늘도 아이디어 통통쿠킹 시작 슝~!
English subtitle is uploaded. ♥ Always thanks for watching my video. Have a nice day :)",582개,2020. 4. 18.
socha소차,케익이 아니라 작품을 만들었네;;❤️,12개,2020. 4. 18.
이수현,뭔가 엘사가 저기서 show yourself를 불러야 될것 같은 분위기,236개,2020. 4. 18.
오늘도밥TodaysMeal,"와 보석 같이 정말 예쁘게 나오네요 
케이크계 겨울왕국인가 ㅎㅎ",544개,2020. 4. 18.
후나쿠킹HooNaCooking,"케이크가 먹기아까울정도로 너무이뻐요
예술적인 케이크 너무 잘봤습니다   
이거보고 젤라틴으로 만든 스프링클도 빨리봐야겠어요😍",197개,2020. 4. 18.
재은,이 썸네일은 ㄹㅇ로 터치 안 할수가 없었닼ㅋㅋㅋㅋ,163개,2020. 4. 18.
신화영,"역시 아리님..대단하셔..
정말 베이킹을 사랑하고 좋아해서 연구하는게 다보여...진짜 하나하나 다 노력하고 마지막에는 완성한 예쁜 베이커리들...진짜 울아리님 멋찌고..최고야 울아리언닝 최고!!!♡사랑해여!!!",261개,2020. 4. 18.
요하,갓 태어난 설탕요정이 힘조절 잘못해서 설탕조각이 엄청나게 많이 자라나버린 느낌이에요ㅠㅠ 넘 이뻐♥,310개,2020. 4. 18.
봉봉봉,썸낼보고 안누를 사람이 어딨어... 비쥬얼이ㅜ반칙이네 ㅠㅠㅠ 개이쁘다,176개,2020. 4. 18.
LumiNariel,This is such a great idea! Pairing them with western-style rock candy (sugar crystal candy) would add extra texture and sparkle :D,14개,2020. 4. 18.
이수경,8:07 하 귀여워 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뒤에 동그란 머리하나가 ㅜㅜ,59개,2020. 4. 18.
LaSimon,06:07 soooooo pretty❤❤❤,79개,2020. 4. 18.
,7:04 코하쿠토 자체가 사실 그렇게 맛이 있는 친구가 아닌데 광택제로 잼을 바르면 광택도 광택인데 향이랑 맛 자체도 좋아지니  좋은 선택인거 같네요,9개,2020. 4. 18.
에베베벱,아리언니 아이디어의 끝은 어딘가여?ㅠㅠ 코하쿠토가 올라간 케이크라니 꺼흐흐으윽 넘 빛이 납니다ㅠㅠ 이세상의 음식이 아닌듯하네여,58개,2020. 4. 18.
Resonance,엘사 생일상에 올라갈 케이크 주문제작 받으셨구나! 어쩐지 이 세상에 존재하는 비주얼이 아니더라.. ㅎㅎ,23개,2020. 4. 18.
베리베리,아니..이건 케이크가 아니라 하나의 예술품이자나요♥♥ㅠㅠㅠㅠㅠ 너무 이쁜거아닙니까..ㅠㅠㅠㅠㅠ,88개,2020. 4. 18.
이지호,4:30아리키친에서 디아블로를 들을 줄이야ㅋㅋㅋㅋㅋ의외의 취미가 있으시군요!!,7개,2020. 4. 18.
유니콘,"작품은 주인을 닮았나봐요




둘다 예쁘니까><☆",61개,2020. 4. 18.
알테이르,8:07 작살눈빛,25개,2020. 4. 18.
우사기와밀크TVlove,"예쁜만큼 살도 많이찌는 코하쿠토
케이크!! 그지만 너무 맛있겠다!!💎💎
아리님 영상 볼때마나 느끼는 거지만 아리님 진짜 금손이신듯!! 정말 너무너무 예쁜 세젤케
네요!!😍😍 음식을 만드는 사람이 아름다우면
그 음식도 아름다운법!!정말 너무예쁜 겨울왕국
케이크같아요!!❄❄ 저도 너무 먹고싶어요~!!
오늘도 너무 너무 예쁜 영상 감사드려요!!💖💖",95개,2020. 4. 18.
도라지무침,헐헐 완죤 이뻐요 썸넬보고 홀린 듯이 들어옴! 징짜 언니 디자인 센스는 알아줘야 함 ㄷㄷㄷ,2개,2020. 4. 18.
서뚜seottu,"아리님이 무엇을 굳혔거나 구워서 갔다 오실 때 항상 하시는 말
(((땡땡땡 완성~! 짜잔! 아주 잘 구워/굳혀졌습니다~!!!)))",27개,2020. 4. 18.
경인,색감 너무 이쁜데 케이크 아이싱 한것도 엄청 이뻐요!!,22개,2020. 4. 18.
Olivia올리비아,엘사 궁전에 장식해놔야할 것 같은 케이크♡넘 예쁘요,19개,2020. 4. 18.
지나가던그림쟁이,"와,,, 썸네일보고 육성으로 감탄하고 들어왔어요,....",11개,2020. 4. 18.
,우와아!넘나 이쁘다💗,6개,2020. 4. 18.
볼링볼에링가링,"썸네일보고 바로 달려왔다,,ㅎㅎ",5개,2020. 4. 18.
AB6IX사랑해,아리님!!! 제 심장 돌려줘여..... 안돌려주시면 아리키친님 샵으로 가서 마구마구 살겁니다!!!!(?),6개,2020. 4. 18.
나의운별,"4:15 왜캐 귀엽ㅋㅋㅋㅋ 짜잔~~
진짜 퀼리티 미쳤고 너무 화려하다..
절대 입 못델것같은....먹기 아까운 비쥬얼ㅠㅠㅠㅠ
인스타 사진용ㅠㅠ 진심 너무 이쁘다ㅠㅠㅠㅠ
잘보고 가용~^^",17개,2020. 4. 18.
칻갑,저로게 이쁜걸 아까워서 어떻게먹어.....,11개,2020. 4. 18.
도지우,썸넬 봐ㅠㅠ이걸보고 어떻게 안들어와ㅠㅠ😍,6개,2020. 4. 18.
라인플레이연지,썸네일 개이뻐요❤️,8개,2020. 4. 18.
김Luna,"코하쿠토가 잘 안 보이네요...,,
👇
👇
👇
👇
👇
👇
👇
아리님 미모 때문에 ^^❤️❤️",5개,2020. 4. 18.
연연,"아 순간 뿌링클로 봐서 케이크에 뿌링클가루 뿌리는줄,,",1개,2020. 4. 18.
아미ARMY,저도 언니처럼 예쁘고 멋진 케이크 만드는게 꿈이에요! 언니 영상 보면서 꿈을 키우고 있습니다!!!♥♥♥,1개,2020. 4. 18.
푸른하눌,작품명 쿠하쿠토여왕님 작품 .따단 ㅋㅋㅋㅋㄴ,1개,2020. 4. 18.
띨치집사,와.. 대박.. 항상 대박이었지만 이번엔 진짜 대박이네요.. 이쁘다 보다는 아름답다 같아요,8개,2020. 4. 18.
김인수,첫화면에 홈려서 들어왔다....,5개,2020. 4. 18.
라운하늘,와~이뻐여,3개,2020. 4. 18.
이민서,진짜 금손이세요!그거 팔면 내가 바로 사겠다♡♡♡♡진짜 맛있을것 같아요!!,14개,2020. 4. 18.
박찬열사랑해,"와,,,썸네일 너무 예쁘당💖",11개,2020. 4. 18.
키라,헐!!진짜 보석을 붙여 놓은줄 알았어요 *ㅁ*!,1개,2020. 4. 18.
은비eunbi,와아아아아악 너무이뻐여ㅠㅜㅠ 너무 이뻐ㅠㅠ일찍왔쪄ㅠㅠ??💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💙💙💙💙💙💙💙💙💙💙💙💙💙💜💜💙💙💜💜💙💜💙💙💜💜💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,4개,2020. 4. 18.
세상의모든취미세모취,5:52 블루사파이어 보석 같아요 !!,1개,2020. 4. 18.
구독해줄래,"와 미췬 비주얼!
이 영상 대박날듯요",7개,2020. 4. 18.
예주,케이크 진짜 예뻐요 ㅠㅠ❤️,3개,2020. 4. 18.
용돈용돈주세요,9:30 완전 예쁘다... 했는데 진짜 자꾸 생각해보까 엘사도 생각나고 겨울왕국 그 성 생각나는 느낌,12개,2020. 4. 18.
념냠,케이크 눔나 예쁘네여ㅠㅠ 순우유케이크 사서 꽂기만해듀 최고겠댜,3개,2020. 4. 18.
웡웡,"아니 진짜 이 언니는 못하는게 뭐여...;
썸넬만보고 한참동안 입 벌리면서 구경했네..",2개,2020. 4. 18.
JaeeunJ,역시  아리 언니는 오늘도 뷰티풀!,7개,2020. 4. 18.
이지아,저건ㄴ..케이크..케이크가.. 진짜 썸네일 대박이에요!!,1개,2020. 4. 18.
davidscj,비쥬얼 미♡다....,2개,2020. 4. 18.
이채윤,1빠다. 역시 아리키친 님 영상은 젖소 쿠키 부터 믿고 봐용 💕💕,14개,2020. 4. 18.
헤윰씌,"저거 아까워서 어떻게 먹습니까ㅠㅜㅠ
난 집 장식용으로 놓을거임ㅠㅜㅜ",1개,2020. 4. 18.
지효YouTube,크 아리언니 작품은 진짜 영롱한거같아요 ㅠㅠ 오늘도 아리 언니 영상 보고 케이크하고 달고나 마들렌 ? 그것도 만들었어요 !! 짱 맛있었다죠 ㅠㅠ 제 꿈이 언니 영상 4년 전에 인가 구데타마 연우 타르트 그 영상보고 디저트에 관심을 가지게 되었던거같아요 ㅠㅠ 항상 좋은 디저트 만들어 주셔서 감사해요 ㅠㅠ ❤️ 아리 언니의 구독자로써  항상열심히 보겠슙니당 ㅠㅠ 언니 사랑해여 😍😍😍😍,14개,2020. 4. 18.
예르방,"와 아리님은 좋은걸 혼자만 알고있기보단, 공유를 하셔서 너무 좋은것같아요 ㅎㅎ",1개,2020. 4. 18.
SelinaYoun,케익을 박물관 에다 놔야되는거 아님?!넘 예쁨❤️❤️❤️❤️❤️❤️❤️❤️,1개,2020. 4. 18.
뀨탱꿍,똥손인 저는 똑같이 따라하다가 불량식품 되겠네요...,2개,2020. 4. 18.
박찬열사랑해,아리언니 저 쿠하쿠토 만들어놓은 거 있었는뎅💖💖💖넘 좋아용💕🥰🙏🏻,15개,2020. 4. 18.
정예지,썸넬만 봐도 아리님이 만든 것들은 다 화려하고 예쁘네요!!♡ 건강하세요!^^,8개,2020. 4. 18.
강연수,썸넬이.. 보석케이크는 실존하네요..,1개,2020. 4. 18.
정재진,"아리키친님 엄청 맛있게만들었어요
코하쿠토 캐이크 아리키친샵에 판매하세요
저도아리키친샵에 가서 사먹고 싶어용",2개,2020. 4. 18.
은진,비주얼 진짜 너무 이쁘네요 보자마자 우와... 감탄사가 저절로 나왔습니다 오늘도 좋은 레시피 감사해요:),3개,2020. 4. 18.
힐링,"오늘도 너무 재미있게 잘 봤어요!💖
역시 금손 아리키친님😎
가게 놀러갔을때도 넘후 친절해서 
놀랐구 감사햇어영💘
(+케익 너무 이뻐여♡)",2개,2020. 4. 18.
booogyong,와 너무 예뻐요......요즘 진짜 비주얼 깡패 케이크들 많이 나오네요....오늘도 잘 보겠습니당!,1개,2020. 4. 18.
BRabbit,와우 진짜 보석같은 케이크ㅠㅠㅠ 썸넬보고 조금 많이 지났지만 엘사가 생각나네요ㅎㅎ,0개,2020. 4. 18.
뀨뀨,진짜 지금까지 본 쿠하쿠토중에 제일 영롱...,1개,2020. 4. 18.
자두,진짜 빨리 왔어요 아리님 사랑해요 저 그 라이언 할로인 ? 그거 보고 반해서 지금 까지 보고 이써요 ㅠㅠ 사랑해요 답변 달아주세욤 ㅠㅠ ❤️❤️,1개,2020. 4. 18.
take,진짜..이 언니 몇년전부터 봐왔는데 아이디어 하나는 대단한거같음 이 분야 천재가 아닐까..재능과ㅜ노력이 너무 부럽고 볼때마다 놀라요👍,2개,2020. 4. 18.
라지라지,누가 케이크 만들라고 했지 작품을 만들라고 했어욤>.<,1개,2020. 4. 18.
은빛,"엘사 비주얼❤️
작품 같은 케이크네욤🌹
like a picture 🍒",0개,2020. 4. 18.
안녕,안 들어 올수가 없는 썸넬이다 ㄷㄷ,2개,2020. 4. 18.
Dalhyen달혠,우와아ㅜ진짜 개조녜 물론 아리님이 더 이뿌지만...,1개,2020. 4. 18.
MaryLa,20초 만에 왓죵 코하쿠토 정말 오랜만이네요 ㅋㅋㅋ,2개,2020. 4. 18.
김태영,"세상에 이런 케이크는 없었다
이것은 케이크인가
예술작품인가....",2개,2020. 4. 18.
eunhaJo,8:40 저런 아이디어가 번뜩 떠오를 수 있다니ㅠㅠㅠㅠ 완전 현실 감딸기잖아요ㅠㅠㅠ,6개,2020. 4. 18.
플라밍고,저번에 한 번 만들어 봤는데 진짜 맛이... 내가 못 만들어서 그런가... 저도 완성(성공)된 코하쿠토 먹어보고 싶네요!!,13개,2020. 4. 18.
송우기양갈래사랑해,머랭이와 쿠키를 위한 캣타워 케이크도 괜찮을것같네여❤️,1개,2020. 4. 18.
나노다해,썸넬을 봤는데 손이 자동으로...?!,1개,2020. 4. 18.
정세빈,"언니!!너무 이뽀유ㅠㅠ 그리고 언닌 항상 금손인거 같아여ㅠㅠ 저두 언니 같은 얼굴,금손 전부다 가지구 시포염ㅠㅠ(아!언니 그리구 하트랑 답글한번만 해 주세염ㅠㅠ 언니...그리구...사랑해염!!  크흠!.....",3개,2020. 4. 18.
정아garden,와 썸넬이랑 케이크 진쩌짜 예쁘다ㅠㅠㅠㅠㅠ 😍😍,1개,2020. 4. 18.
나은,"뭔가 겨울왕국 케이크 같당♥ 
다음에는!! 은하수 달고나 케이크 해주세요!! 달고나 시럽 민들고 색소로 색 바꿔서 달고나 데코용으로 만들고 케이크맛도 달고나로 해서 달들면 달고나 광팬도 몰려오고 그 은하수 예쁨에 빈하지 않을까요??",1개,2020. 4. 18.
kimkyuho,진짜 아리키친 언니 이래서 존경하는거야ㅠ 아리키친님 만큼은 아니여도 멋진 파티셰가 될꺼에요ㅠㅠ진짜류 아리키친님이 사촌 언니? 정도 였으면 좋겠어요ㅠㅠㅠ레알 짐심이요,3개,2020. 4. 18.
OliH,케이크 가 너무 에쁘다,0개,2020. 4. 18.
KarlaPP,I love ❤️❤️❤️,0개,2020. 4. 18.
,썸네일 보고 홀리듯 들어온 사람 백퍼 나 말고 더 있다,1개,2020. 4. 18.
김예은,"와... 썸네일보고 왔는데 썸네일만 봤을때 진짜 보석같고 너무 예뻐서 코하쿠토로 만들었다는게 신기했어요
진짜 보석박아 놓은거 같아요 진짜 너무 예뻐여",1개,2020. 4. 18.
강미또,너무 예쁜 케이크네요ㅠㅠ 몽환적이고 오묘한 게 정말 예뻐요ㅠㅠヾ(*'∀`*)ﾉ♡,1개,2020. 4. 18.
응애,와 ........ 너ㅜㅁㅜ예버서 하ㄹ마를 잃어버리ㅁ..,1개,2020. 4. 18.
이지윤,썸넬 무슨 겨울왕국에 나올법한 비주얼 ㄷㄷㄷ,1개,2020. 4. 18.
해피데이,코로나 때문에 힘든데 아리 언니 영상 덕분에 많이 위로 받아요!! 감사합니다 하뜌하뜌!! 아리 언니 영상 업로드 된거 보고 넘넘 기뻐서 비명을 질렀어요 ㅠㅠ 감사합니다!!,1개,2020. 4. 18.
윤혜찬,"아리 언니 얼굴두 예쁘구 옷도 넘 이뻐영
캐잌이 미술작품 같아여",1개,2020. 4. 18.
빈따리,진짜 썸네일 보고도 못믿었어요 너무 예뻐서.. 직접 들어와서 확인할 수 밖에 없었네요 ㅇㅅㅇ,1개,2020. 4. 18.
오뵤,아리님 이건 진짜 반칙아닙니까?썸넬이 넘흐 이쁘잖아여!!!!!!!!!♥,1개,2020. 4. 18.
talseng보겸처럼,8:50 개구리알 으깬것처럼 생김...,0개,2020. 4. 18.
우웅뀪,아 ㅠㅠ 저렇게 이쁜 케이크 진짜 먹어보고싶다ㅏ..,6개,2020. 4. 18.
렌,너무 예뻐요ㅠ저도 아리님처럼 잘 만들고 싶네요ㅠ,3개,2020. 4. 18.
러브피치,"영롱한 케이크 모습에 끌린듯 들어왔당..^^
아따맛나 시리즈로 노오븐 생일 케이크 만들기 해주세요~~~^^
오늘도 영상 잘보고 갑니다💜",2개,2020. 4. 18.
버디아미,"와 비주얼이 넘후.....
이쁘자나여!!!!!♡
오늘은 썸네일에 이끌려 뛰어왔다구여",8개,2020. 4. 18.
오상열,머랭이 커엽💗,1개,2020. 4. 18.
