,youtube_id,comment,like_num
0,ARIKITCHEN아리키친,"완벽히 거듭제곱 체크하며 완벽한 준비를 마쳐도 
늘 하나둘씩 크고작은 변수가 생기는데요.
이번 촬영의 변수는 바로 헤어컬러 였습니다.
ㅋㅋㅋ셀프로 급하게 하느라고 앞머리만 염색된...ㅋㅋㅋㅋㅋㅋ
아낰ㅋㅋㅋ 그래서 머리를 묶어버렸다는 소문이.. (속닥속닥)
근데... 저 블루(blue) 컬러가 갑자기 왜케 매력적으로 느껴지죠?ㅇㅅㅇ",17개
1,정예나,이 썸넬은 안누를수가없다....,31개
2,노진구,이분은 원래도 금손인데 그리고 이미 뜰만큼 뜨셔서 자만해질만도 한데 항상 한결같이 열심히 하신다 그리고 그자리에서 안주하려하지 않고 점점더 디저트 수준도 높아지고 도전적인것도 시도해보시는데 너무 놀랍다. 어느덧 이분 본지가 3년이 넘어간다.. 더욱 흥하셨으면 좋겠다,14개
3,펭펭,블루가 아니고 레드였으면 아이들 라이언 느낌 날듯..,15개
4,세상의모든취미세모취,"케이크가 이렇게 예뻐도 되는건가용??
만화속에 나올법한 정말 이쁜 케이크에용.....
ㅜㅜ 아까워서 어떻게 먹어",645개
5,쩝냠,헐...아리언니..오늘 왤케 고급져보이죠..?카메라 너무 잘받고...케이크에 있는 왕관 아리언니가 쓰면 완전 공주님인데요..??,450개
6,yw1222,2:12 언니 언니도 사람이셨군뇨...ㅋㅋㅋ설탕 저거저거 나만 맨날 흘리는게 아니였어ㅠㅠㅋ큐큐큐ㅠ큐ㅠ이번 케이크 진짜 레전드!!!너무 이뻐요❤️❤️실물 영접 정말 간절합니다아ㅠ,456개
7,DoubleA,"오늘따라 아리님의 실수가 너무 귀여우심ㅋㅋㅋㅋㅋㅌ
2:13
2:35
마데라 컵케이크 제과자격증 딸때 했었는데 요거는 포도주가 안들어가네요! 싱기 자격증품목 과일케이크 느낌..",143개
8,hrongs,오늘 썸네일 글씨 오버워치 최플 글씨같이 느껴지는 건 저뿐인가요~~? ㅎㅎ,169개
9,소피소피루비루비,"2:12 내가 설탕 저렇게 뿌렸으면 엄마한테 등짝스메싱 날아온다... 나도 설탕 흥청망청 써봤으면...

+저 좋아요 이렇게 많이받은적 처음이에요..! 모두들 감사합니다! 행복한 하루 보내세요!",323개
