닉네임,댓글,좋아요수,날짜
ITsokay잇츠오케이,"🎉잇쬬께 10만 기원(?) 구독자 이벤트🎉
▼▼▼▼▼아래 영상을 보시고 해당 영상 좋아요! 그리고 잇츠오케이 구독!을 해주시면 랜덤 추첨을 통해 '에어팟프로'를 드립니닷💓
https://www.youtube.com/watch?v=EU5eUg55Izs
에어팟 프로 이외에도 다양한 선물이 준비되어 있으니 많이 참여해주세요!
빨리..10만 유튜바😎 되고 10어요...구독 꾸욱 한번씩 부탁드려요😍
 
앞으로 더 열심히 하는 잇츠오케이가 되겠습니다😀👌",16개,2020. 5. 7.
하리보Haribo,확실이 아무거나로 찍어도 나는건 잇츠 오케이님인듯용,22개,2020. 5. 7.
김영심,헐... 썸네일 너무 너무 귀여웡.. ㅎ,16개,2020. 5. 7.
재민TV,5:43ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5개,2020. 5. 7.
예쁘당제니,"풍경은 갤럭시가 엄청 잘나오구 셀카는 아이폰이 진짜 잘나오는데,,,,,,,, 으아아아 진짜 너무 둘이 차별화를 두냐아;;",20개,2020. 5. 7.
김재엽,아니 진짜 너무 귀여운거 아니냐,10개,2020. 5. 7.
김정훈,진짜 갤럭시가 야간모드는 지리네ㅋㅋ,5개,2020. 5. 7.
신하영,언니 어쩌먼 좋죠.. 요즘 언니 썸네일 얼굴 큼지막한게 너무너무 귀엽고 이뻐요..,9개,2020. 5. 7.
희재,이 누나 인트로 항상 맘에들어     ㅜㅜㅜㅠㅜ최고다 진짜,5개,2020. 5. 7.
인생이쓰다,"삼성 vs 애플


잇섭 vs잇츠 구도로


갑시다",11개,2020. 5. 7.
벳금이,슈퍼콘=잇쵸케~잇쵸케~잇쵸잇쵸케케~10만 가자~~,5개,2020. 5. 7.
박쾅쾅,한국인맞춤은 갤럭시... 이쁜건 애플인데..ㅜㅜㅜ,5개,2020. 5. 7.
감자샐러드,"으아... 와이파이가 안되서 늦게 왔어요 ㅠㅠㅠ
오늘에 최애 부분! 
0:35",5개,2020. 5. 7.
박지훈,아.. 인정 안 할 수 없는 천생 앱등이들...,3개,2020. 5. 7.
M1N6400,언니 오늘도 넘 귀여운거 아닌가요ㅠㅠ 역시 인스타 사진은 아이폰이 제일 예쁜거 같아요,2개,2020. 5. 7.
loyyer,"하아 진짜 커엽다,,, 언니 사랑해,,,,,,,",1개,2020. 5. 7.
재민TV,파란하늘~~~~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 겁나 귀여워ㅋㅋㅋㅋㅋㅋ 안뇽하쎄요!!,2개,2020. 5. 7.
메로나,아이폰 xs쓰지만 인물사진모드 11프로처럼 물체의 테두리를 잡지 못하는게 빡쳐요 ㅠㅠ,2개,2020. 5. 7.
동군,너무 깜찍해욬ㅋㅋㅋㅋㅋㅋ,0개,2020. 5. 7.
호서봥TV,와 이거 진짜 구분이 안되네요 ㅋㅋㅋㅋ 상향 평준화 라고 생각합니당,1개,2020. 5. 7.
율둥둥,영상비율개좋아요,5개,2020. 5. 7.
임미역,인트롴ㅋㅋㅋㅋㅋㅋㅋㅋ 민성님 진짜 졸귀탱이에여,0개,2020. 5. 7.
아빠내가미안해한번만살려줘,진짜 민성님 너무 귀여우신거 가타용 ㅠㅠ♥♥,0개,2020. 5. 7.
001,귀여워♥️,0개,2020. 5. 7.
쌀누나팬클럽회장,엥??누나 이제 좀 그만해 그만 예뻐지라고ㅠㅠ나는 무적권 누나 따라 아이폰이야,1개,2020. 5. 7.
남현아,와.. 언니 처음에 안뇽하세욤!! 부분 너무 귀여워요..ㅠㅠ,1개,2020. 5. 7.
