닉네임,댓글,좋아요수,날짜
아수라발발타,저 디아즈 형제의 맷집은 알아줄만하지..ㅋ,5개,2020. 5. 14.
소자,"동생 네이트디아즈의 
상위호환이자 더 미친놈이며
인터뷰할때 질문과 상관없이
지 하고싶은 이상한 말만하는 
원조 도라이",76개,2020. 5. 14.
SerjeantGunny,대마초는 경기력에 아무 상관없고 저하시키면 저하시켰지 상승은 안시키는 유희용 약물인데 그거가지고 딴지잡아서 5년 보내버림.. 존존스는 뭔데,33개,2020. 5. 14.
이명훈,진짜 존나 대강 치는거같고 흐느적대면서  싸우는대 잘침 저형제특징 맞아도 몸빵이 오짐ㅋㅋ 이새끼들은 경기도 다 재밌음 네이트 맥구 조질때 최고ㅋㅋㅋ,45개,2020. 5. 14.
인면어,ㅅㅂ 여자친구일은 정말 안타깝다,27개,2020. 5. 14.
기본입니다,그 디아즈 조차도 조상필 형한테는 역부족이었구나,6개,2020. 5. 14.
영다리,ㅋㅋㅋㅋㅋ 약물검사에서 스테로이드도 아니고 대마초 ㅋㅋ,74개,2020. 5. 14.
AHN1987,"오 닉디아즈, 나오길 기대했는데, ㅋㅋ 재밌게 보겠습니다",5개,2020. 5. 14.
채성화,"그냥 또라인줄 알았는데
그에게도 슬픈 전설이 있구나",26개,2020. 5. 14.
이상훈,2:18 으 저정도면 상대선수 골절 아닌가요/,3개,2020. 5. 14.
x0x0,이번편 존잼 ㅇㅈ,15개,2020. 5. 14.
holahola,"2:18
심판 허브딘 아님??",13개,2020. 5. 14.
딸구,아....저렇게 아픈 과거가 있었군요..옥타곤에서 너무 활발하시길래..잘몰랐는데 가슴 속 깊은곳엔 누구도 치료할 수없는 상처가 남아있었군요ㅜㅠ,32개,2020. 5. 14.
베라모드,5년 정지는 진짜 선수은퇴 해라는 말이네요 ㅜㅠ,8개,2020. 5. 14.
김우영,맥그리거와의 경기는 언제나오나 하면서 보고있었는데 그 디아즈가 아니었네,12개,2020. 5. 14.
댕튜브,동생만 도라이인줄 알았는데 형이 진짜였어?,2개,2020. 5. 14.
LimJ,토니전에 가장 좋아했던 선수. 닉디와 토니의 경기들을 보며 승패를 떠나 실망한적이 한번도 없다. 고미 폴데일리전은 진짜 싸움mma의 진수였지. 싸움mma의 정점은 토니와 닉.,24개,2020. 5. 14.
장호범,0:14 뻑큐 뷔치 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7개,2020. 5. 14.
정다용,드디어 내가원하던 디아즈편 차도르님 네이트편도 해주세요!!,13개,2020. 5. 14.
아머킹,8:55 빵만죽 만드냐 박자타네ㅋㅋㅋ,4개,2020. 5. 14.
인성남,메이헴도 진짜 강한또라이 ㅋㅋㅋㅋㅋ,1개,2020. 5. 14.
