,name,thumbnail,view,previous_time,video_url,comment,likes_num,unlikes_num,time_duration,start_date2
0,아이나비 로드기어 스포츠 XT 전동킥보드 리뷰! 앞으로 법률이 바뀐다고?,https://i.ytimg.com/vi/mLlrsLrbIwI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD9Y3OQsXmXVAyp-NwA1mP-fEmJ8w,922회,20시간 전,http://www.youtube.com/watch?v=mLlrsLrbIwI,댓글 38개,57개,1개,"
      9:35
    ",2020. 6. 2.
1,대형 자이언트 에어팟 스피커 리뷰!! 일단 크다...,https://i.ytimg.com/vi/YB2aTkNJ2GI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAESOW8ppdV48chskOHuH0yVasjgA,1.4천회,4일 전,http://www.youtube.com/watch?v=YB2aTkNJ2GI,댓글 40개,60개,5개,"
      6:27
    ",2020. 5. 29.
2,LG벨벳 5G폰 SKT에서 구매하면 0원? 반값? 팩트체크 해봤습니다,https://i.ytimg.com/vi/Gb1Wy6nDoro/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB4pReOU_3Td5gM6iyfXU5Py4TAGw,1.1천회,6일 전,http://www.youtube.com/watch?v=Gb1Wy6nDoro,댓글 28개,57개,4개,"
      3:41
    ",2020. 5. 27.
3,차세대 인트로 맛집?! 만능혁키의 2020년 상반기 인트로 모음 (1월 ~ 5월),https://i.ytimg.com/vi/AuJaHTOtmvM/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBxH34RImz99RyYRZS9zCbMcla9-Q,1.1천회,1주 전,http://www.youtube.com/watch?v=AuJaHTOtmvM,댓글 58개,83개,1개,"
      3:42
    ",2020. 5. 25.
4,아이폰SE 1세대 새제품 사자마자 이런일이? 자가 배터리 교체하기 (추억의 1세대),https://i.ytimg.com/vi/PK5liDBKjDc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDD-cecSMCFxI5BW1VBwIHYXbNPGQ,5.9천회,2주 전,http://www.youtube.com/watch?v=PK5liDBKjDc,댓글 56개,162개,4개,"
      5:13
    ",2020. 5. 15.
5,갤럭시 A 퀀텀 5G 세계최초 양자보안 스마트폰 리뷰 Galaxy A71 5G,https://i.ytimg.com/vi/PizWB5VunQA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB59sZxJr80FNPHjOitkv3TD1cqKw,6.1천회,2주 전,http://www.youtube.com/watch?v=PizWB5VunQA,댓글 54개,123개,8개,"
      7:06
    ",2020. 5. 15.
6,"LG 벨벳 심층리뷰 1주일 사용기 (사진, 동영상, 스피커, 배터리 등등 )",https://i.ytimg.com/vi/eZMbybYCXYg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDOe-r6HSJV3f1CNRo9pQlMaUM0XQ,5천회,2주 전,http://www.youtube.com/watch?v=eZMbybYCXYg,댓글 68개,169개,7개,"
      10:27
    ",2020. 5. 14.
7,회의록 작성? 손으로 하지마세요 이제는 인공지능에 맡긴다! (마음회의록 리뷰),https://i.ytimg.com/vi/x_UTeaoS7pA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBJHUSlEr9-eYNlnH0lwJIJVvKSuw,1천회,3주 전,http://www.youtube.com/watch?v=x_UTeaoS7pA,댓글 37개,65개,0개,"
      7:00
    ",2020. 5. 9.
8,LG 벨벳 실물깡패 실화야? 디자인과 다른 성능들도 살펴봅시다 (LG VELVET 개봉기),https://i.ytimg.com/vi/JtZlvAKENLA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBChn62Qo483fb_IfWPx-QrRtRrpA,1.7만회,3주 전,http://www.youtube.com/watch?v=JtZlvAKENLA,댓글 228개,448개,34개,"
      8:28
    ",2020. 5. 8.
9,실사판 동물의 숲에서 아이폰SE 2세대 개봉하기,https://i.ytimg.com/vi/9wnCCeN5afQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB08EhnZaLclmmCF1UwWeeeAUfasw,5천회,3주 전,http://www.youtube.com/watch?v=9wnCCeN5afQ,댓글 178개,262개,13개,"
      4:02
    ",2020. 5. 6.
