닉네임,댓글,좋아요수,날짜
입벌려음식들어간다,0:26 Start eating,40개,2020. 5. 31.
햇쏘리야,🚨뭬님 제보에 의하면 슬의 보면서 소고기와 함께 뭬님이 남기신 노랑통닭을 드시고 다시 주문해서 랠리를 이어 가셨다고ㅋㅋㅋㅋㅋㅋ,335개,2020. 5. 31.
류일한현아OnlyRYU,안믿겨서 그러는데 지금 나오는 음식들을 하루에 다 드신거죠...? 1일차 점심 2일차 점심 이게 아니라 원데이 모든 점심 총출동인거죠..? ...,9개,2020. 5. 31.
SOYEONKang,이 날의 먹방을 19분으로 압축하다니...ㅋㅋㅋㅋ,94개,2020. 5. 31.
럭키,이거 생방 봤는데  내기억엔 육회비빔밥과 불고기가 없는데....그때 부터 딴짓하다가 님들 거기있죠 할때 뜨끔해서 다시 돌아온것 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 정말 대단한 먹방이었다 ㅋㅋㅋㅋㅋㅋ,194개,2020. 5. 31.
ailyclem,처음 시작할때 '이번주'에 시켜먹었던걸 모조리 보여줄준 몰랐지...,159개,2020. 5. 31.
김가,"진짜 오늘 경성꽈배기 치즈볼 2개에 꽈배기 하나먹고 배불러서 다 못먹었는데 ㅜ
식욕을 위가 못받쳐줘서 얼마나 짜증나나 몰라요...
진짜 햇님 부럽다",17개,2020. 5. 31.
댠댜닝,"🔆타임라인🔆
00:26 삼겹살, 항정살
02:31 순살마늘치킨
07:33 갓잇(멕시코 음식)
11:02 허쉬 아이스크림
12:02 육회비빔밥, 언양불고기
15:38 치즈핫도그, 꽈배기
16:58 허쉬 아이스크림 2차
18:10 소고기",153개,2020. 5. 31.
지원,"갓잇 착각사건은 진짴ㅋㅋㄱㅋ봐도봐도ㅋㅋㄱㅋㅋㅋ잇옥님 고생많으셨네여,,, 3시간짜리를 어떻게 20분짜리로ㅋㅋㄱㅋㅋㅋㅋㅋㅋ진짜 대단하셔ㅋㅋㅋㄱㅋㅋ마지막 메세지까지 킬포ㅋㄱㅋㅋㅋ",63개,2020. 5. 31.
유밍,언니이제 이름좀 바꿔주세요...언니입이짧다는건지 먹는시간에비해 해가짧다는건지..☆ 힣,49개,2020. 5. 31.
goat,편집자님 정말 고생하셨네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저 장편영화를 19분으로 ㅋㅋㅋㅋㅋㅋ 자막에 차마 다 적을 수 없을 정도의 음식 종류와... 마지막 1분까지 계속된 광기(?).. 시청자를 더 살 떨리게 만드는 스겜 본능... 정말 너무 재밌게 봤습니다 다음 주도 기대할게요 ㅋㅋㅋ,93개,2020. 5. 31.
햅비,이 날 배달비만 만원은 들었겠어여 ㄷㄷ,10개,2020. 5. 31.
