닉네임,댓글,좋아요수,날짜
UNDERkg,"- 자세한 사진은 https://bit.ly/2TRQ12L
- 아래 추천인 링크를 통해 구매시, 저희에게 일정액의 수수료가 제공될 수 있습니다!
- 64GB - https://coupa.ng/bC4wG2
-128GB - https://coupa.ng/bC4wSU
 
- 은근히 팔리는지 샤오미의 새 보급형 스마트폰, 홍미 노트 9S가 정발됐어요!
Snapdragon 720G에 UFS 2.1 스토리지, 그리고 5020mAh 배터리로 꽤 괜찮아 보이는 사양에, 기기는 18W까지 지원하는데 22.5W 충전기를 넣어 준 의외의 넉넉함(?)도...
듀얼심과 microSD 카드가 싸우지 않아도 되는 점이 마음에 들고, 많이들 노치보다 선호하시는 펀치홀 카메라도 장점입니다. 카메라 디자인도 요즘 대세와 달라서 덜 지겨운데, 대신 제법 튀어 나와 있는 편.
인터스텔라 그레이와 글래이셔 화이트의 두 가지인데, 4GB x 64GB가 264,000원, 6GB x 128GB가 299,200원으로 가성비 하나는... ㅋㅋ",72개,2020. 5. 25.
YSJun,책상이 원목 색으로 바뀌니까 자연스러워 보여서 좋아요~ 옛날로 돌아간 느낌도 나네요 ㅋㅋ,95개,2020. 5. 25.
조호성,6:56 011이 익숙하신 두목님...,98개,2020. 5. 25.
jch8389,두목님 풀버전 리뷰 보러 들어가면 LG 폰에만 유난히 댓글 겁나 많음ㅋㅋㅋㅋㅋ,124개,2020. 5. 25.
MinseokJeon,9:52 그 찰나의 순간에도 속도차이가..,65개,2020. 5. 25.
박찬이,00:05 F717이랑 언더케이지 폰트 왜저래요??,81개,2020. 5. 25.
Kachen,30만원 아래 스마트폰중에선 샤오미가 최강자이긴 하죠,39개,2020. 5. 25.
누가바,이게 벨벳의 원자재 가격과 큰 차이가 없지 않을까...?,27개,2020. 5. 25.
김동건,???: 왜 너는 나를 만나서~,36개,2020. 5. 25.
권율장군,와 갓성비...,17개,2020. 5. 25.
안개상자,벨벳 또 관짝행,24개,2020. 5. 25.
루이16세,이게 진짜 곤충 눈이다...,38개,2020. 5. 25.
Ryan,0:04 ㅗㅜㅑ F717이랑 언케 폰트가...wowowowowowowowowowowowow,26개,2020. 5. 25.
reedschoi,3:48 애플이나 애플이라거나 애플등등,12개,2020. 5. 25.
길호준,1:00 이꾸!!!!,24개,2020. 5. 25.
GOLDKIM김골드,10:43 오늘도 연약하신 두목님...ㅎ,6개,2020. 5. 25.
설정,0:05 폰트 무엇?ㅋㅋ,5개,2020. 5. 25.
누나나죽어,헐 대박 개인적으로 측면지문인식 최곤데 ㅠㅠ,10개,2020. 5. 25.
동탄지역놀이터비둘기연쇄살인범엄준식,"S사: 가성비네
A사: 가성비네
L사: (책상이 울리는 소리)",33개,2020. 5. 25.
JihoLee,2:12 땋❤,18개,2020. 5. 25.
JunePascha,애플과 벨벳 돌려까기 ㅋㅋ,6개,2020. 5. 25.
장태혁,"오늘 썸네일 잘못뽑으셨네요
이름대로 이마에 점찍는사진 넣으셔야죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
전문분야시던데요 ㅋㅋㅋㅋ",18개,2020. 5. 25.
baroSoon,형 폰트 왜이래ㅋㅋ,30개,2020. 5. 25.
김곰돌,"40만원이하로 사고싶으면 샤오미가 최선같아요
a30 샀다가 램이 적고 기본앱 스플래시 스크린 뜨는거 너무 거슬리네요",21개,2020. 5. 25.
호랑이천마산,"단점은 있지만
가격때문에 양심상 깔 수 가 없는 폰.",2개,2020. 5. 25.
