닉네임,댓글,좋아요수,날짜
NareumTV나름TV,"#구독과좋아요는사랑입니다
#instagram=nareum_tv
여러분 오늘은 제가 엽떡 알바생을 해볼게요♥️",191개,2020. 6. 4.
VannieEats,"They are so cute, I love the pink sweaters and the food looks really good 💖😍",16개,2020. 6. 4.
문빈따나해,"다름님이랑 나름님 같이 먹방하시거나 일상영상, 요리하는 영상 많이 찍어주세요❣
둘이 케미가 완전 좋고, 둘다 너무 귀여워요❤ㅠㅠ",8개,2020. 6. 4.
박정빈,그 알바생은 배달알바였다고 한다...,35개,2020. 6. 4.
양서윤,"언니......긴말 필요없고






















사랑해요...❤️❤️❤️",3개,2020. 6. 4.
신혜수,"엽떡 주방알바했었는데
엽떡 소스는 가루로 소분 포장해서 나와서 레시피를 알 수 없어욤. 참고로 착한맛 덜매운맛 등등 맛에 따라 가루가 다 다릅니다.",14개,2020. 6. 4.
이재용,"나름님 떡볶이 맛있겠다  
부럽다 부러워",12개,2020. 6. 4.
이지금부터유애나,"다름님,,ㅠㅠ 저 엽떡 조아해서 해먹어 볼라는거 어떠케 아시구😭😭  진짜 나름 채널 너무 사랑하고 조은영상 많이 올려줘서 너무 감사해요❤️ 앞으로 계속 나랑이 하구 나랑이로써 응원할테니 많은 영상 올려주세요❤️",28개,2020. 6. 4.
서녕seonyeong,정말 기분좋아지게 만드는 쌍둥이 두분들💖,18개,2020. 6. 4.
이예,"바쁘신 분들이 위하여
결론 : 엽떡은 그냥 시켜먹어라.",130개,2020. 6. 4.
Sjaren,Tryin to understand what she's say without the eng subtitle '^',1개,2020. 6. 4.
스트로베리밀크딸기우유,나도떡볶이먹다왔는데ㄱㅋㄲㅋ,8개,2020. 6. 4.
ensureunseo오늘도은서하다,"0:20 진짜 이때 다름님 역대급으로 나름님이랑 닮은 느낌??!! 물론 쌍둥이라 평소에도 닮았지만 저 때의 모습른 진짜 역대급이랄까,,",4개,2020. 6. 4.
정우는못말려,"제가 좋아하는 엽떡을!!😲 사랑합니다 나름님ㅠ
드시는것도 복스럽게 와그작와그작드시니깐 사랑스러운것같아용ㅠ💖 목소리도 둘다 고우시고
매력도 가아득하시네용💚웃음소리도 넘예쁘세요ㅠ
실수하시는것도 귀여우세요ㅋㅋ❤😆 오늘도
원데이 원나름하구갑니다 되면 신전 떡볶이도 만들어
주세용ㅠ💋 얼굴도 두분다 이쁘셔용ㅠ 😭😭
소스 발음도 넘귀여우세요 풍덩💦 오늘도 광고 끝가지보고간답니당😅 침이 고이네요ㅠ
오늘도 나름하세용 나름=예쁘고 보면 행복해지는💖
사랑합니다아🥰 그럼전 나름님영상보러😉😗",2개,2020. 6. 4.
아담Adam자취생먹방,만드신 거랑 엽떡드실 때 표정차이가 너무 리얼해서 보다 정확한 리뷰같아요ㅎㅎㅎ 엽떡은 근데 진짜 색깔부터 너무 맛있어보여요😁😁 물론 직접 만드신 것도 맛있어보이는데 엽떡이 더 빨갛고 강렬한? 느낌이여서 역시 엽떡이다 싶어요!! 😄,79개,2020. 6. 4.
우쭐아린,언𓄑𓂭 안녕하세욘!!!!,3개,2020. 6. 4.
Kkang깡,"다름언니는 항상 평온😃 그자체ヲヲヲ
(매운데도 불구하고 평온...하다가 펑💥)
나름언니 옷소매로🧥입닦는거 자연스러웠어여😉 저도 신전🥘 따라만들어 봤는데 비법이 있어서 똑같이는 안되는거 같아요😱(결론 : 시켜 먹자~!)
오늘도 재밌는 영상 감사합니다♥
굿나름과 굿다름은 언제나 행복입니다:-D",2개,2020. 6. 4.
곽다윤,"저도 엽떡 좋아하는데...
왠지 나름님이랑 다름님이 만드신거니까 더 맛있을것 같아요!!
파는 엽떡은 14000원, 나름님, 다름님이 만드신 엽떡슨 140000000000원 일것 같은 느낌적인 느낌...??
오늘 좀 늦었네요ㅠㅠ 죄송합니다ㅠㅠ
두분 다 예쁘시고 귀여우신데 뭔가 달라요.
아무튼 두분다 제가 사랑한다는 말입니다♡!♡!",2개,2020. 6. 4.
,2人共本当に可愛いですよね(o^^o),1개,2020. 6. 4.
세은이다,저도 엽떡 레시피 대로 만들었는데 어째서 엽떡이 아니라 신전이 된 걸까요,2개,2020. 6. 4.
알수없음,6:16 두분 다 귀여워~~~~,2개,2020. 6. 4.
오수연,나름님이 만들면 다 먹어 줄께여 ♥흐흫흫흫흐흐흫 뱃살이랑 이별하는건 포기 할테니깐 나랑 만나 줘여 ㅠㅠㅠ,1개,2020. 6. 4.
지현단발소녀,"저 엽떡 개좋아해용 ~~^^^
츄릅츄릅쓰읍
다름님 울때 목소리 넘 귀욥당~~^^♡♡♡♡",2개,2020. 6. 4.
방탄소년단이진격한다면어떨까,나름님 위에는 티👕 입고 밑에는 잠옷 입으신거 너무 공감되욬ㅋㅋ 마치 온라인수업을 듣는 제 모습을 보는것 같네요ㅋㅋㅋㅋ 그나저나 나름님 4:43 턱선 무슨일인가요ㅜㅜ❤,21개,2020. 6. 4.
최수찌,맛있겠댜뮤😍나름언니 다름언니랑 같이 서로 화장해주기 해주세요!!!,1개,2020. 6. 4.
초보건우tv,"나름누나, 진짜 잘 만드시고 먹는 것도 재밌게 잘 봤습니다 코로나 조심하세요! 다름누나도요!",1개,2020. 6. 4.
아영,이쁜사람 옆에 이쁜사람있고 이쁜사람들옆에 맛있는음식 몹니까...? 반칙이에요ㅠㅠ☹️☹️,1개,2020. 6. 4.
서율,저도 만들어봣는데 떡볶이를집에서 만들거면 부모님이 만들어주시는 떡볶이 드시고 엽떡은 시켜드세요🤣,1개,2020. 6. 4.
ludyMarcos,"Mnn Ustedes son muy lindas~

Me encantan sus videos ~",1개,2020. 6. 4.
조이슬,오늘 드레스 코드는 핑크핑크네요 💗 보통 떡볶이 프랜차이즈 레시피로 만들어보면 거의 원조가 맛있더라고요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㄲㅋ 결론 ! 만들시간에 시켜먹자 😆,1개,2020. 6. 4.
주세린,어우 이집안 어떡해 언니동생 다 너무 귀여워❤️,1개,2020. 6. 4.
채원,언니ㅠㅠ 이걸 내가 하면 뭐가 될까..... 아주 the love 게 되지않을까용ㅠㅠ 언니 넘 맛있게 만든다ㅠㅠ,1개,2020. 6. 4.
원영이,"헐 제가 엽떡 좋아하는걸 또 어케 아시구ㅎㅎ👍
엽떡 진짜 맛있게 먹으세쇼 나름셰프님ㅎㅎ💕",1개,2020. 6. 4.
빛쭌,"진짜 두분다 이쁘세요😆 
전 배가 고파 맛나러 먹으러 갑니당😁",1개,2020. 6. 4.
cheese치즈,"꿀꺽;; 저희집 와서 만들어 주고 가세요'~'
(농담인거 아시져?)",1개,2020. 6. 4.
커밋,원조가 다시마 멸치 육수를 내지 않았을까 생각해봅니다 ㅋㅎ,1개,2020. 6. 4.
AvaSwan,"ㅋㅋㅋ두분 케미 역시 쌍둥이라 그런가 넘 좋아요ㅋㅋㅋㅋ❤️ 엽떡은 역시 시켜먹는게,,,!",1개,2020. 6. 4.
Ryujinsshoulders,"It's June
Raindow teokbokki?",1개,2020. 6. 4.
MatjogyoASMR맛조교,"엽떡 맛은 너무좋은데 너무 매워서
저는 맵찔이는 너무 힘듭니다 ㅠㅡ",1개,2020. 6. 4.
영은,엽떡을 어제 먹고도 또 먹고 싶은맛 이예요ㅠㅠ 나름다름님 너무 예쁘세용 사랑합니당!!❤❤,1개,2020. 6. 4.
지IRSUNG,"나름님 진쨔 귀여운거 아니냐구 ㅜ
먹는모습보는것만 이라두 배차구
나름님덧분에 레시피 구해가구
맛있는 음식 먹구 너무 조아용!!
음식추천가능하시면--::
국물닭발,보쌈,나름님 원하는거
이렇게해서 먹어주세용",1개,2020. 6. 4.
예빵,엽떡 진짜 좋아하는데 언젠가 이 영상보고 만들어봐야겠어요!!!😋 매워보이지만 맛있을거 같네용ㅋㅋ,1개,2020. 6. 4.
요떼의하루,"엽떡한번도안먹어봤는뎅..ㅠㅠ
이영상보고 대리만족이라도 해야겠어요..",1개,2020. 6. 4.
김예서,"떡뽀끼,,,,디스 이즈 마이 뻬이포릿 푸드,,,❤️❤️너무 이뻐요ㅠㅠ나름님🥳❣️오늘도 영상 감사해용😍응급실 떡볶이먹방도 기대할게요❗️❤️",1개,2020. 6. 4.
jessicaandfamilyfunchannel,I need captions,1개,2020. 6. 4.
민또이MinDoYi,두분 닮았다고 생각하고 보니까 정수리도 닮아보이는 이유는 무엇일까요??,1개,2020. 6. 4.
GAPTEEASMR,Yummy! Who wants to eat this food ☝️,1개,2020. 6. 4.
별쫑,ㅠ저도 먹고 싶은데 어제 교정해서 불편해서 먹지를 못하네요ㅠㅠ그래서 언니 영상 보면서 대리만족 중이에요ㅠㅠㅠㅠㅠ,1개,2020. 6. 4.
EatwithMohsin,"Looks Deliciously Yummyy 😋
Amazing Video 👍❣️
Love Fron Saudia 🥰🇸🇦",1개,2020. 6. 4.
디주,만들기는 귀찮으니...ㅋㅋ 대리만족하고가요~~~~!!!😂,1개,2020. 6. 4.
수민,"아아아 너무 귀여우세요
다름님과의 매력은 어디까지인가..",1개,2020. 6. 4.
김현주,오늘 저녁은 떡볶이당ㅋㅋㅋㅋㅋㅋ언니 영상보고 오늘 떡볶이를 안먹을수가 없잖아요ㅠㅠㅠ,1개,2020. 6. 4.
WukirasihDewantari,i need indonesian subtitle:(,0개,2020. 6. 4.
이응,나름입니뙁❤️❤️=나랑이 입니뙁❤️,1개,2020. 6. 4.
조꼬북,떡볶이가게 떡볶이는 절대 따라할 수가 없는거같아요 역시 시켜먹는게 가장 맛있는 것 같아요 ❤❤,1개,2020. 6. 4.
소윤,"헐 엽떡 레시피라니...ㄷㄷㄷㄷㄷㄷㄷㄷ
역시 (나름+다름)언니 짱짱짱 맛있겠어요!!!",1개,2020. 6. 4.
배성연,"언니 저 엄마 한테 핸드폰 뺏겨서 지금 봤내요ㅠㅠㅠ
항상 잘보고있어용ㅎㅎ❤️❤️❤️
오늘도 좋아요 누르고 가욧🌈🌈💋
떡볶이가 정말 맛있겠어용👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
오늘도 재밌내요❤️❤️",1개,2020. 6. 4.
