닉네임,댓글,좋아요수,날짜
NareumTV나름TV,"#좋아요와구독은늘힘이됩니다
노부부가 운영하는 떡볶이집이에요
빨간 소스 색에 비하여 맵고 짜고 자극적이지 않고 달달한 맛이었구요~ 남녀노소 누구나 가볍게 즐길수있는 맛이었어요☺️ 학교앞 떡볶이 느낌도 아니고 포장마차에 떡볶이에 후추 이런것 안들어간 떡볶이맛><
주소: 부산 해운대구 우동1로20번가길 4",388개,2020. 5. 9.
조꼬북,"떡볶이 비주얼이 거의 만화에만 나오는 길쭉하고 빨간 떡볶이네요 ㅋㅋ ❤❤
처음에 환타 컵에 부으시면서 나는 탄산 소리에 힐링하고갑니다 😻😻",3개,2020. 5. 9.
petalgrayson,요새 하도 떡볶이들이 다 매워서 종종 저런 떡볶이 생각나요 ㅜㅜ 부산가면 꼭 가봐야겠어요,4개,2020. 5. 9.
규리,허그극 ㅠㅠ 맵찔이인 저한테 너무 최적화된 떡볶이 아닌가요 ? 😭😭 부산이라 .. 멀지만 코로나 끝나면 꼭 가서 먹어야겠어요 🥰❤️,32개,2020. 5. 9.
이인혁,환타 파인..좀 드실줄 아시는 분이시네요,44개,2020. 5. 9.
김정남아무도존재조차모르는VLOG,선리플 후감상 들어갑니다!!,12개,2020. 5. 9.
고미TVGOMITVASMR,1:42 아 순대에 침흘렸다....,7개,2020. 5. 9.
구독안누르면프사미래아들,분식 삼대장은 진리죠 ㄷㄷ 와 근데 떡볶이 때깔이 장난아니네,73개,2020. 5. 9.
평범한학생,와 소리봐....미쳤다 ㅠㅠㅜㅜㅠㅠㅜㅜ 쫀득거리는거 ㅠㅜㅜㅜㅠ 먹어보고싶네요 ㅠㅠㅜㅜ!!!!!,8개,2020. 5. 9.
파란별,부산에 유명한 떡볶이 집인데 방송타서 포장만 가능한 빨간떡볶이 집이네요 맛있겠다,69개,2020. 5. 9.
JunyeolBae,"여기 맛있습니다ㅎㅎ 
팁(?)이라면 여기서 포장하신 다음에 위로 올라가시면 의령국밥이라는 가게가 있습니다. 떡볶이를 가지고 가서 국밥집에서 국밥과 함께 떡볶이를 드실수가 있어요 :)
- '최자로드' 에서 나온거기도 합니당",42개,2020. 5. 9.
유리,10:00 나는 보았다 그녀의 빨간 손가락을 ... ㅋㅋㅎㅋ 기여우샤,26개,2020. 5. 9.
류하율,"나름이 언니 왜이렇게 귀여운데...큐큨큐ㅠㅠ
나름이언니 사랑해요❤❤❤❤ 
오늘영상도 정말 재밌었어요!!
진짜 시청자분들 대신 나름언니가 드셔주시니 저는 정말 그걸보고 흡족합니다..ㅜㅜ😍😍
구독자200만 갑시다~~🙏🙏",6개,2020. 5. 9.
선아log,"와 순대1인분 양 대박이다
떡볶이 색깔부터 안맛있을수가 없을 비쥬얼
쌀떡 찐득소리ㅠㅠ",7개,2020. 5. 9.
구독안하면박근혜똥꼬됨,다이어트중인데 너무너무너무너무 맛있어보여여ㅠㅠㅠㅡ😍😍,1개,2020. 5. 9.
