닉네임,댓글,좋아요수,날짜
엠브로MBRO,"1탄 안보신분들 많으신거같은뎅 음식이나 스타킹 요런거 어디서 구한지는 밑에 영상인 1탄 보시면 다나옵니당 :)
안녕하세요 엠브로입니당
오늘은 무인도편 2탄입니당 후후 이제 무인도편은 요렇게 2탄으로 마무리가 되었습니다
촬영 하는데 시간도 엄청 길었고 그거 봐주신 구독자님들도, 8시간 넘는 영상 보고 편집 이쁘게 해주신 편집자님도 감사합니다
영상을 재미있게 만들고싶은 마음이 가득가득했는데 무인도편은 개인적으로 촬영을 저희가 다 하다보니
부족한 부분도있었지만 그래도 개인이 들고다니는 카메라로 어설프게 촬영 해서 더욱더 1인미디어 같은느낌이 팍팍들었던거같아욥
다음에도 재미난 영상으로 제공하도록 하겠습니당
+)그리공 석쇠판과  버너 버리고 가주신분들 진짜 감사합니다..
버너같은경우는 너무 오래되서 불이 안붙을줄알았는데.. 기적같이 녹슬은 판 사이에서 붙어서 너무좋았습니다
*사승봉도 같은경우는 개인사유지에용 그래서 관리인의 허락하에 캠핑이 가능한곳입니당
저희는 사전에 촬영 동의및 허가를 받고 진행한 부분에있습니당 :)
이제 다음영상은 농촌라이프 봄소풍 편 업로드 될 예정입니당 재미난 영상으로 찾아뵙도록 할게욥
고럼 다들 좋은밤들 되시구요 오늘도 늦게까지 시청해주신분들 너무너무 감사합니다",219개,2020. 6. 2.
Sunyno1Shining,다음번에는 3일무인도 살기 이런거어때요? 너무재미있을듯 슬기님이랑 브로님이랑 사다리타기해서 무인도 체험 극과극 이런거? 너무좋을것같아요 ㅎㅎㅎ,13개,2020. 6. 2.
도사마살라,저였으면 흙 묻은 삼겹살은 바닷물에 씻어서라도 다시 구울거 같아요ㅋㅋㅋ,57개,2020. 6. 2.
KKND크로스파이어C,"엠브로님 기회된다면 편집자님도 한번 경험해 보는게 나쁠거 같지 않아요
새벽 5시에 출발해서 밤 6~7시에 탈출하는 방식으로요
거기다가 편집은 엠브로님 슬기님이 따로 만들어서 역으로 보내버리는식 어떠세요?",126개,2020. 6. 2.
LivKim김리브,"MBRO is Big, Eats Big, and deserves Bigger Subscribers! 🥰🥰  Who else wants a MBRO Q&A? 🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️🙋🏻‍♀️",13개,2020. 6. 2.
cocococo,비속어가 난무하는 무인도 체험기 찐리얼이다 너무 올바른 컨텐츠 잼께봤어요!,91개,2020. 6. 2.
고동완,이래서 엠브로를 사랑한다니깐 컨텐츠  미쳤어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,33개,2020. 6. 2.
slowlee,"이쯤에서 범주이 직업이 므꼬?ㅋㅋㅋㅋㄲ
이번판 진짜 개웃기네",25개,2020. 6. 2.
FlotB,먹방 컨텐츠의 신세계..,9개,2020. 6. 2.
문모징,편집자 개구리짤 나올때마다 웃겨죽겠네 ㅋㅋㅋㅋㅋㅋ,18개,2020. 6. 2.
최준용,정말재미있고 좋은데 ㅠㅠ 슬기브로님에게 젓가락이나 숟가락 최소의 생존물품은줬으면,88개,2020. 6. 2.
전한빈,새로운 컨텐츠 진짜 대박적ㅠㅜ!! 역시 실망시키지않아👍🏻 ⁽⁽٩(๑˃̶͈̀ ᗨ ˂̶͈́)۶⁾⁾,21개,2020. 6. 2.
김준범,"편집자님 엠브로님 더 굴려주세요.
여러번 굴리다 보면 나중에는 브로그릴스가 되어 있을 거라 믿습니다.",64개,2020. 6. 2.
FaRangRoon,"2편에서는 패널티를 조금더 강화해서 하면좋을것같다......
.미안해 형...",4개,2020. 6. 2.
EnyuZeeMukbang,진짜 엠브로님 채널은 다양해서 좋아요!  자기전에 습관처럼 와서 영상보다가 잠드네요 ☺😁😁,10개,2020. 6. 2.
hoonji,좋은 영상 만드느라 고생하셨습니다,6개,2020. 6. 2.
freshapple,사승봉도 하믄 거시기 그 1박2일 시즌1에서 은지원이 낙오되서 비박을했던 곳이기도 하지요 허허허......,33개,2020. 6. 2.
약쟁이,장어가 엠브로님얼굴피한닼ㅋㅋㅋㅋㅋㅋㅋ,5개,2020. 6. 2.
littleMay,삼겹살 진짜 맛있게먹는다 ㅋㅋㅋㅋㅋㅋㅋㅋ,7개,2020. 6. 2.
WonilHwang,뛰어난 컨텐츠 기획에 구독 버튼을 눌렀습니다. 항상 새로운 포맷의 영상 기대하겠습니다,2개,2020. 6. 2.
힣크롱,역시 이 형은 현실에 안주하지를 않아 ㅋㅋ 매 컨텐츠가 정말 재밌어,2개,2020. 6. 2.
블루,동현이하고 슬기 진짜 맛있게 먹네... 배고파ㅠ,3개,2020. 6. 2.
윤금주,삼시세끼 어촌편 같기도 허고,4개,2020. 6. 2.
OutFly,군대에서 야외 훈련 나온 거 같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 6. 2.
이용중,500만가자 변화를시도하는 진짜 크리에이터 그러면서 자기일이먼지이해할려고하는 먹방인,1개,2020. 6. 2.
안정석,"불판없었으면 어땠을까,,,, 저걸누가 저기에 놓았을까,,,ㅋㅋㅋㅋㅋㅋㅋ운명의 티키타",1개,2020. 6. 2.
kkk,브로형... 이런말하면 그렇지만 구르니까 재밌긴해ㅋㅋㅋㅋ,3개,2020. 6. 2.
우실장,진신 비켜 게 새끼야에서 빵터졌고....먹은게 없어에서 뒤집어짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 6. 2.
GOODZZI굿찌v,보는우리는 넘재밌었는데  두분은 진짜 짜잉나고 힘드셨을듯 🤪고생하셧어요🙌🏼🙌🏼🙌🏼👍🏻,1개,2020. 6. 2.
나는몰라,이거 한번 도 하죠!!! 한 3박4일은 해야죵!저희는 이거 좋습니다.그리고 여기서 모순 형은 문물에 감라하자고 하였는데 배타자 말자 컵라면 먹을때 일회용 젓가락 핫바 나무막대 이건...감사한게 아니죠 편집자님 더 빡세게 짜줘요... 너무 잘먹어서 좀 원래 무인도라면 좀 굶어도보고 그래야죠...,23개,2020. 6. 2.
SCKT3011,편집자도 데려가서 카메라맨 시켜봐야 구성품 제대로 넣음 ㅋㅋ,1개,2020. 6. 2.
하운,다음엔 감기안걸리게 침낭도 챙겨가면 좋을거같아요,25개,2020. 6. 2.
위피,다음은 사막인가?정글인가?,2개,2020. 6. 2.
토연,새콘텐츠 재미써요 둘이같이해서 잼씀 🥴,4개,2020. 6. 2.
아멘,"엠브로님 볼살 홀쭉해진거 보소..
ㅜㅜ 편집자에게도 무인도2박3일 극한체험 실행하라~~!!!!
실행하라~~~!!~~!!!!!!",5개,2020. 6. 2.
언제나함께by여니,아진짜 영상도 잼있는데 브로님 실시간 챗이 더 웃겨요ㅋㅋㅋ 잘보고 잘웃고가요 담에는 진짜 가실때 다 생각하고가셔요 다치신거 진짜 클나요ㅜㅜ 그래도 괜찮으시다니 다행입니다 글고 160만 너무 너무 추카드려요 제가100만??인가 그때부터 본거같은데 어느덧 160만명이네요 앞으로도 쭉쭉 올랐음 좋겠어요 진짜 먹방 유튜버중 젤 조아라합니다ㅎㅎ 고럼 수고하시구 다음 농촌라이프 기다릴게요~^^굿밤😆,42개,2020. 6. 2.
더블브이ASMR,"제목만 봐도 꿀잼 예약이네욬ㅋㅋㅋㅋ
근데 무인도에서 삼겹살 먹으면 진짜 꿀맛이겠네요...
중간에 개맛있다 ㅋㅋㅋㅋㅋㅋㅋ 아웃겨😁😁",1개,2020. 6. 2.
Min,뭔가  짠하면서 웃음지뢰가 끊이질 않네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 6. 2.
mangobing27,"나는 자연인이다ㅋㅋㅋ 두 분 어디서든 잘 드셬ㅋㅋ 다른 사람이 저렇게 흙바닥에서 머꼬 있으면 왜저래 할텐데 ㅋㅋㅋ 두 분 기여우셔 ㅋㅋ 

울히 슬기님 젓가락이 참 길다요.",38개,2020. 6. 2.
뚜니짱,ㅎㅎㅎㅎㅎㅎ  삼겹살이 아니라 호떡먹는줄~~~~^^ㅋㅋㅈㅋ,4개,2020. 6. 2.
으랏차차슈퍼향이,댓글 잘 안다는데....ㅍㅎㅎㅎㅎㅋㅋㅋㅋ완죤 개꿀잼~ㅋㅋㅋ둘이 걍 결혼 하세요~ㅋㅋ 느무 잘 어울리심~ㅋㅋ,9개,2020. 6. 2.
kokou,...혹시나 나뭇가지중에 협죽도 나무는 조심하셔야합니다....클나요,3개,2020. 6. 2.
cyccy,섬에 저렇게 버려진것도 없었음 ㄹㅇ 중간에 포기하고 갔을듯 ㅋㅋㅋ 다행이네요,4개,2020. 6. 2.
김하중,이 영상을 보면서 일상생활의 소중함을 느끼게하네여... ㅎㅎ 고생하셨어엽👍,1개,2020. 6. 2.
YZAU호주YZASMR,새 컨텐츠 너무 좋은거같아요~,4개,2020. 6. 2.
최우석,편집자님 너무 귀여우시고 재미있는거 같아요 ㅋㅋㅋㅋ 그런김에 재미있는 영상을 위해 다음에 무인도 2탄 허싈~~??,3개,2020. 6. 2.
SuperTink,This looks like fun 😅 I want to do this with my friends!!!,0개,2020. 6. 2.
이진경,나는 먹방컨텐츠도 좋은데 왜 이게 더 재밌지?,1개,2020. 6. 2.
기세TVgiseTV,너무 맛있게 드신다...,3개,2020. 6. 2.
Young,4:00 자막도 그렇고 너무 귀여워요ㅋㅋㅋㅋㅋ,1개,2020. 6. 2.
KimHaEun,진짜 찐친이니깐 할 수 있는 콘텐츠였던 것 같아요ㅋㅋㅋ마지막에 라면이랑 핫바 먹는거 보면서 저까지 괜히 뭉클ㅋㅋㅋ,1개,2020. 6. 2.
DongsunShin,무인도 살아남기 하는김에 쓰레기수거 컨텐츠는 어떨까요? 생각도 못한거 주울수도 있을것같아요.ㅋㅋ,3개,2020. 6. 2.
히라히,"막판에ㅠㅠ완전 둘다 그지꼴이 되어부렀네,..",13개,2020. 6. 2.
길성,"와 진짜 무인도에서 고생하셨겠다 ㅋㅋㅋㅋ




근데 너무 재밌어요 무인도 2탄도 찍어줭~",0개,2020. 6. 2.
콩이먹방Tv,ㅋㅋㅋ진짜 이런 리얼리티컨텐츠고 너무좋아요 ㅜㅜ,2개,2020. 6. 2.
Pistachio8,홀리 쓋 순간 썸네일 디스커버리 영상인줄....ㅋㅋㅋㅋㅋ,1개,2020. 6. 2.
KeonahLee,아니 ㅋㅋㅋㅋㅋ 무인도에서 평소보다 더 잘드시넼ㅋㅋ,1개,2020. 6. 2.
타맥2015,"약간 덤앤더머,  덤브로엔 덤슬기 느낌",5개,2020. 6. 2.
양승훈,엠슬기 편집자  콜라브레이션~ㅋㅋㅋ꿀잼,4개,2020. 6. 2.
둥둥이,왜 들을수록 우마랑 엠브로님이랑 비슷하지 ㅌ,1개,2020. 6. 2.
IamhappyIloveyouGenie,"야외 식물로 젓가락을 대신할 때 주의할 식물이 있습니다.
협죽도라는 꽃이 피는 나무.. 특히 제주도에 많고 다른지방도 많이 있는 나무입나다

사고가 있었던 기사를 봤기 때문에 주의하시라고 올려드립니다.

출처: 국립수목원 구가생물종 지식정보
잎에는강심배당체(cardiac glycoside)인 oleandrin, adynerin, neriocorin, odorin 등이 함유되어 있으며, 이 중 올레안더(oleandrin)는 치명적인 독성분으로 알려져 있다. 주로 잎, 줄기와 종자, 뿌리에 분포하며, 치사량은 0.5mg/kg으로 보고되고 있다.
② 증상: 디곡신 중독과 거의 유사한 증상이 나타난다. 수화기 증상과 심혈관계 증상이 주로 나타나는데, 설사가 심한 경우 혈변이 동반될 수도 있다. 또한, 심박동이 증가하며, 피부에 접촉하는 경우 피부병변을 유발하기도 한다.
③ 치료: 해독제는 digoxin Fab이며, 경구로 섭취한 경우에는 초기에 활성탄을 반복적으로 투여하면서 해독제를 과량 주사한다. 증상에 따라서 필요한 보전적인 치료를 병행한다.",1개,2020. 6. 2.
유리혀기상상채널,새로운 도전~~ 엠브로님 대단하고 응원합니다~^^♥,2개,2020. 6. 2.
유재민,편집자님과 오붓하게 맛있는 음식 데이트(?)를 하시면 물품이 좀 더 좋아지지 않을까요?,3개,2020. 6. 2.
노각노각,요즘 제대로 못보다가 보는데 너무 좋다ㅠㅠㅜ,2개,2020. 6. 2.
고양이하자,"삼겹살 버림??
부르주아 ㅡ~ㅡㅋ",1개,2020. 6. 2.
HOUASMR호유,우와 진짜 신박한 컨텐츠네여.... 근데.... 저런데서 먹는게 진짜 맛있지않나요???🤤🤤🤤🤤,16개,2020. 6. 2.
신반포,"젓가락이 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
젓가락때메 뭔가 모자란 느낌",0개,2020. 6. 2.
깔깔,캠핑 컨텐츠도 갑시다. 자연에서 힐링하고 싶네요^^,1개,2020. 6. 2.
wlgusdl,무인도 편 너무 재밌어요!!! ㅌㅌㅌㅋ 리얼예능 보는 것 같아요 브로님이랑 슬기님은 고생하시겠지먼 보는 저는 꿀잼..ㅋㅋㅋ 생필품이랑 다 챙겨갸도 하나씩 빠뜨린다거나 무인도에서 또 새로운 일 발생하 것 같기도 해서 다 가져가도 재밌을 것 같아여 ㅋㅋㅋㅋ 160만 축하드립니다!!❤,2개,2020. 6. 2.
,빨리 빨리 8분 지나라~,2개,2020. 6. 2.
남태인,음식은 어디서 계속 나오는거지?,3개,2020. 6. 2.
황가람,저번편에도 느낀건뎈ㅋㅋㅋ형들 저게 뭔 고생이냐곸ㅋㅋㅋㅋㅋㅋ진짜 재밌게....놀다와옄ㅋㅋㅋ,0개,2020. 6. 2.
감사합니다,캠핑 세트는 아니여도 기본 식기도구는 챙겨줬으면 좋았을텐데 나무젓가락 너무 ㅋㅋㅋㅋ 웃겨 ㅋㅋㅋㅋㅋ,0개,2020. 6. 2.
이이보미,와 ㅋㅋ이번꺼대박인거같애요ㅋㅋㅋ친구랑 한번해보고싶게 만드는..ㅋㅋㅋㅋ보는거라 카는가..ㅋㅋㅋ대박임다요ㅋ,0개,2020. 6. 2.
부산도비,요즘다 비슷한 컨텐츠만하는데 역시 엠브로 클라스~♡,5개,2020. 6. 2.
드루와,무인도에 돼지가 있다니  엠~~브로네!!,1개,2020. 6. 2.
SUNGSIKGIL,편집자님 인간적으로 숫가락 젓가락은 챙겨 주시지 브로형이랑 슬기형은 구성품 아예 모르신거 같은데....,0개,2020. 6. 2.
경고등,진짜 프로그램 하나보는거같네,1개,2020. 6. 2.
낮도깨비,신선한그림 재밌게 잘봤습니다 ㅋㅋ 무인도 다음편 기대할께요 ㅋㅋㅋ,0개,2020. 6. 2.
HJJ,장기컨텐츠 가시죠 🙃🙃,1개,2020. 6. 2.
선화,"실쳇방을  못봐서 아쉽지만  영상 으로 
재미있게 잘보고 가요
도구의 소중함을 느끼며
~ 스윗",0개,2020. 6. 2.
kisstherain,삼겹살호떡이다아~~~🤣,1개,2020. 6. 2.
홍호호,텐트랑 막 이것저것 필수품을 챙겨서 캠핑식으로 하면 진짜 재미있을 것 같아요!!!,0개,2020. 6. 2.
sommy,다음엔 침낭과 젓가락 필수로 챙겨주세요 ㅋㅋㅋㅋㅋ 기본아이템은 가지고 고고씽 ㅎㅎ,0개,2020. 6. 2.
그린립밤,진짜 재밌었닼ㅋㅋㅋㅋ,1개,2020. 6. 2.
HYCheon,석쇠판은 고 사이에 언제 구해 오신 거예욬ㅋㅋㅋㅋㅋ득템하시는 장면도 궁금,0개,2020. 6. 2.
민팡이,잼있음. 무인도 편 좋음ㅎㅎ 근데 젓가락이랑 숟가락 지급은 되었음 조금 더 좋았을거같음,0개,2020. 6. 2.
khjhhs,"이번 컨셉의 명언 ""이게 젓가락인가"" ㅋㅋ",0개,2020. 6. 2.
우실장,촛점~~!!!!! 쫌~!!!! 컨셉 완전 개굿~!!!!! 우리나라 무인도가 몇개 일까요? ㅎㅎㅎㅎ 제발~ 많았으면 좋겠네요,0개,2020. 6. 2.
KimPARU,4:20 개찰지네ㅋㅋㅋㅋㅋㅋ,0개,2020. 6. 2.
김배짱이,"날씨마저 도와준 컨텐츠 아니였을까요! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시청자입장에선 너무 재밌게 봤어요
늘 새로운 고민하시는 엠브로님이 멋져요! 👍🏻👍🏻",0개,2020. 6. 2.
송준호,두둥,2개,2020. 6. 2.
권민경,항상 슬기님 잘생겼다고 생각햇는데 오늘은 쪼금.. 숙자st같애요.....,0개,2020. 6. 2.
손재윤,자... 다음은 방사능 오염 도시에서 생활하기 갑시다,0개,2020. 6. 2.
이성아,"돌 불에 익으면 튀서 어디로 갈지 몰라요.
살인 무기가 될수도 있어요..
큰일납니다~~ 조심하셔야됩니다..",0개,2020. 6. 2.
빵쨈,다음번엔 금액 정하고 집없는 세트 불 없는 세트 물 없은 세트 이런건 어떤가요?,0개,2020. 6. 2.
teaja39,"거지궁 집들이 ㅋㅋ
어쩜 말도 이리 잼나거 하는지",3개,2020. 6. 2.
홍수염고래,ㅋㅋㅋ 역시 살아남을려면 먹는게 다다. 무인도에서 먹고 살기! 로 제목 바꿔야겠어요 ㅋㅋ,0개,2020. 6. 2.
이매,ㅋㅋㅋㅋㅋㅋ 아니 근데 딱히 그렇게 못먹은것도 아닌것 같은뎈ㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 6. 2.
최은선,오늘도 역시 잘보구가용♡,1개,2020. 6. 2.
냐롱,ㅋㅋㅋ 아미친 ㅈㄴ웃겨,1개,2020. 6. 2.
조성일,얼른 다리 치료받으셧으면 좋겟어요,1개,2020. 6. 2.
박푸당,비나 안개로 못나왔으면 ㄹㅇ 레전드 ㅋㅋㅋㅋㅋㅋ,0개,2020. 6. 2.
HYCheon,"와 텐트 세운 거 봐
건축 실력이 대단하신데요?!?!?!ㅋㅋㅋㅋㅋㅋ
진짜 야물딱지게 잘하신다......",0개,2020. 6. 2.
마리앤TV,"아.. 
엠브로님이 이렇게 개.를 좋아하는지 몰랐네요.ㅠㅠ",0개,2020. 6. 2.
