닉네임,댓글,좋아요수,날짜
깐뷰뷰븁,제가 광고 안 넘기는 유일한 채널.. 언니 적게 일하고 많이 버세요 ㅠㅠㅠ❤️❤️❤️ 항상 쨔식들의 힘이 되어줘서 고마워요 💖💖 🤍🤍,183개,2020. 5. 15.
얄르,8:27 뭐야 완전 고수잖아 말하면서 립이 발려요???,159개,2020. 5. 15.
양다현,"앞에서 한 골반이랑 팩이랑 독소 제거해주는 ?마사지같은거 부모님께 해드리고싶네요,,:)
언니ㅠㅜ진짜 가면 갈수록 이뻐져요♡♡❤",155개,2020. 5. 15.
HJKim,비타민이 사람으로 태어난다면 쨔미님이다ㅜㅜ,76개,2020. 5. 15.
한지돌이,진짜 온니 쫀예다ㅠㅠㅠㅠㅠ 이렇게 귀엽고 이쁜걸 다할수가있어ㅠㅠㅠㅠㅠ 우리 쨔식들 눈정화시켜주는 거야????ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,40개,2020. 5. 15.
부드러운목화솜,"언니 저 점점 정신이 몽롱해져요.....









 알럽유 쏘 마취....❤",34개,2020. 5. 15.
다미,썸네일 보고 헉 이게 뭐야 하면서 들어왔어요ㅋㅋㅋㄱ 얼굴빛이 노랗길래 놀랬는데 팩이었어요ㅋㅋㅋㅋㅋ,47개,2020. 5. 15.
김유민,이 언니는 늙지를 않으셔 ... 스타킹 때랑 똑같음 ........ 언니 몇 년을 보고 있는지 모르겠어요 ❤️❤️❤️❤️❤️❤️❤️,14개,2020. 5. 15.
지원,"9:30 뭔가 송가인님 느낌 나요,,!너무 예뻐요😍❤️",23개,2020. 5. 15.
정국,4:09 저희 집에도 닥터지가 있는 데 진짜좋아요 촉촉해서 무슨 수분크림 바르는 느낌이에요,30개,2020. 5. 15.
김규리,"언니 이번영상 텐션잌ㅋㅋㅋㅋ
그리고 엄청 자신감이 높아지신것 같아서 보기 좋아요!",15개,2020. 5. 15.
예은,언니ㅠ 사랑해요ㅠ💜💜💜ㅠ 넘이뿌쟈나여ㅠ💜💜,21개,2020. 5. 15.
Erica07,9:14 온늬ㅣㅣㅣㅣㅣ무슨일이야ㅑㅑ너무 이쁘자나여ㅕㅕㅕ싸랑하는거 알즁??,8개,2020. 5. 15.
도라에몽,"사랑스러워 미치겠다ㅜㅜㅜㅜ
뭘 먹고 그리 사랑스러우신지ㅜㅜㅜ
ㄹㅇ 사랑 듬뿍 받고 컸을 것 같은 늨히뮤ㅜㅜ😘😘😍😍😭😭😭😭💯💯💯💯💯💯",8개,2020. 5. 15.
마블링,아 소속사 바꾸시느라 그렇쿠나ㅠㅠㅠ 기다렸어요!!❣,8개,2020. 5. 15.
RangASMR,언니는 진짜 쌩얼두 귀여워요❤️❤️😭 진짜 목소리 중독성 쩌러요❗️❗️❤️,7개,2020. 5. 15.
조현아,언니 진짜 이뻐요 요새 영상 많이 올려줘서 고마워요ㅠㅠㅠㅠ그리고 코로나 조심하세요,4개,2020. 5. 15.
