닉네임,댓글,좋아요수,날짜
먹돼지,대학 입학하구나서 또아님 영상 처음 접한 것 같은데 지금은 취준생이네요 ㅠ ㅡㅠ..하하.. 시간이 너무 술술가요...또아님 항상 영상 잘 보고 있어요!! 이번 영상도 잘 보고 가요😘,12개,2020. 4. 11.
Phyllisxoxo,Simplicity is the best! ❤️❤️❤️ love your room layout!,7개,2020. 4. 11.
원바다,헐 .. 진짜 오랜만이야 처음본게..초딩때인데ㅜㅜ 엄청좋아했었어요.. 근데ㅜ 영상안올리셔서 접으신줄 알았는데 ಠ_ಠ 왜 지금알았지.. 이제 맨날 챙겨볼게요  흑 잊어서 미안해요 목소리 엄청좋아용!(๑･̑◡･̑๑),3개,2020. 4. 11.
김지아,우와 소품이 다 너무 이뿨요ㅠㅠㅠㅠ 혹시 저 가짜 보석 어디서 사셨는지 구입처 알 수 있을까요??,0개,2020. 4. 11.
기억해너와나의봄날,우와 또아님!! 오랜만이에여!! 시국이 시국이니만큼 건강 유의하세요!! 그리고 집들이 너무 좋아요!! 영상 항상 잘보고있어용!ㅋㅋㅋㅋ 집 너무 이쁜거 아닌가요! 역시금손ㅠㅠ 시간 나실때마다 영상 올려주세요! 이렇게 달려올게요!!,0개,2020. 4. 11.
해인,"헐헐ㅠ 다또아님 오랜만이에요!!
룸 진짜 제 취향을 꾹꾹 눌러담았네요 (๑♡⌓♡๑)",1개,2020. 4. 11.
dadain,영상 너무 예쁜거 있죠 ㅠㅠㅠ목소리도 너무 좋아용♡♡,0개,2020. 4. 11.
ram람이,아늑포근따뜻ㅠㅠ 공간분리도 짱이고 포토존도 진짜 넘 예뻐요🤎,0개,2020. 4. 11.
한예seul,I want this room ㅠㅠ,0개,2020. 4. 11.
AnonyMous,와 집 너무 아늑하고 이뻐요 ㅠㅠ,0개,2020. 4. 11.
이조은,"다또아님 !!
이렇게 또 영상올려주셔서 고마워요
이렇게 따뜻한 일상 보여주셔서 좋아요
앞으로도 계속봐요 우리 😊",0개,2020. 4. 11.
김지연,오랜만이예요!!!❤️ 선댓후 감상ㅎㅎㅎ,1개,2020. 4. 11.
유니애,인스타 올렸을때부터 기달렸어요!!!! 역시 이쁘네영,0개,2020. 4. 11.
Peach,또아님 저랑 똑같은 져지 있으시네용!!! 색깔마져 똑같ㅠㅠㅠㅠㅠㅠ 뭔가 그냥 기분이 좋네용❤️❤️,1개,2020. 4. 11.
Heeda,넘예쁘다 취저🥰,0개,2020. 4. 11.
Shivangigoel,예프 다 😍😍,0개,2020. 4. 11.
AsTheNameSuggests,I wish I have your dedication to decorate my room! Instead I just let it all be 🤣😂🤣,0개,2020. 4. 11.
양구리,조화를 두는게 풍수지리적으로 안좋대여..!,0개,2020. 4. 11.
달공주,반가워요,0개,2020. 4. 11.
LinhNguyn,Can you do the makeup room tour?  Please introduce your makeup zone carefully.,1개,2020. 4. 11.
ERENAT2,다또아 씨 룸 너무 예뻐요🥰💛,0개,2020. 4. 11.
HANPURPLE,방이 너무 예뻐요 😍,0개,2020. 4. 11.
보라만두,왐마?!! 방 너무 잘 꾸미셨어요!! 짱 이쁨!!,0개,2020. 4. 11.
김시연,어떻게 120만 유튜버가 조회수가 2만이지..?,1개,2020. 4. 11.
GhinaRaudhatuljannah,Sub indonesian please!,0개,2020. 4. 11.
AlessiaSandrr,So cool!🖤😭😭😭,0개,2020. 4. 11.
AngleStar,Love u.i hope more upload vedio.waiting u,0개,2020. 4. 11.
조이로그JoyLog,소품 센스가 장난이 아니네요🤩,1개,2020. 4. 11.
LedytaFebriana,❤❤❤❤❤❤❤❤❤🥰🥰🥰🥰🥰🥰🥰🥰🥰,0개,2020. 4. 11.
NataliaJuliana,Your room looks soo pretty,0개,2020. 4. 11.
LorenFloreza,"I love all the little details. So clean, minimalist, and really does reflect your personality.",1개,2020. 4. 11.
iPp,Queen Daddoa 👑🍷,0개,2020. 4. 11.
