닉네임,댓글,좋아요수,날짜
최현옥,몸은 물론이고 마음까지 건강해지는 기분이에요. 멀리까지 다녀오시느라 고생하셨고 영상 잘 보고갑니다. 항상 감사합니다.,17개,2020. 5. 4.
rachelkoo,화성시 사는데 가봐야겠어요 선생님 늘 감사해요 아침저녁 스트레칭 열심히하고있어요,4개,2020. 5. 4.
피피치,"와 넘 좋아요 👍 
손목이 아파서 못하는 자세는 건너뛰었지만 😂
하고 나니까 몸도 가볍고 시원해요",2개,2020. 5. 4.
양이고,있지 연애인 예지 닮으셨어용😊,3개,2020. 5. 4.
ZOO,야외에서 더욱더 빛나는 쌤! 멀리 출장가시느라 수고하셨습니다 😊,2개,2020. 5. 4.
mintgray,강하나 선생님! 자연 배경으로 쌤 스트레칭 영상 보니까 눈까지 시원해지는 기분이에요!!! 바람이 엄청 쎄서 그런가ㅋㅋㅋㅋㅋ 제 사무실 의자는 노랑노랑이 아니라 시커멓지만... 그래도 쌤 따라서 하니까 승모근 너무 시원해요!! 감사합니다♥ 하나쌤 싸랑해요♥,1개,2020. 5. 4.
shinohpepe,200510 의자에서 하는건데도 엄청 시원해요. 실내스트레칭인데 하나쌤은 야외에서 하셔서 더 개운할듯~~,2개,2020. 5. 4.
언제나맑음,좋은공기가 느껴져서 힐링이 되는것 같아용,3개,2020. 5. 4.
언제나맑음,새들이 아름답네요.,4개,2020. 5. 4.
김진,"바람이 너무 많이 부는데 그 바람을 뚫고 하시네요? 😱
나도 내일 해봐야지 ㅎㅎ",2개,2020. 5. 4.
한진교,"고마워요.
내가 정말 필요한 것을 해주셨어요
^^",2개,2020. 5. 4.
안녕,풍경이너무 이뻐요,3개,2020. 5. 4.
쁘띠아가,우왘ㅋㅋㅋㅋ 답답함이 뻥~ 뚫리네요  오늘은 실외라니 ㅋㅋㅋ 멋있어요  다녀오신다고 고생하셨어요!,2개,2020. 5. 4.
알통달통TV운동하는여자들,"새로운 장소!!❤
속이 탁 트이네요^^
노란 레깅스가 봄을
알려주는ㅋㅋㅋ",5개,2020. 5. 4.
yujungseo,오 이 조합 좋아요!! 멋지다아,2개,2020. 5. 4.
BadBoy,하나쌤 오늘 따라 더 아름다우시네요~!,2개,2020. 5. 4.
리다LEEDA,"이런 풍경에서의 스트레칭 영상은 난생처음인데 넘 신선하고 좋아요☺️☺️ 요 몇달 동안 바이러스 때문에 밖에 나기가가 힘들어지니 이런 영상이 더욱 반갑고 힐링되네요... 🌿☺️💕
빨리 코로나가 완전히 없어지고 저 장소에 직접 가보고 싶어요🥺",4개,2020. 5. 4.
찌즈보올,선생님 혹시 루프밴드를 이용한 운동은 없을까요~?? ㅎㅎ,4개,2020. 5. 4.
김궁디,선생님 너무 이뻐요❤❤❤ 레깅스 어디서 구매하셨나요???!!!!,2개,2020. 5. 4.
leidianepimentel,❤,3개,2020. 5. 4.
