닉네임,댓글,좋아요수,날짜
Jella젤라,그녀들&그대들 왜 안자? 왜 다 깨어있어? 무슨 일이야? 사랑해...🥑 ( 영상 내일 영상 하루 밀렸어요...... 🔥),856개,2020. 5. 18.
사람,언니 솔직히 그리스 신화에 나온 적 있죠,420개,2020. 5. 18.
승희,젤라님! 쨍-한 파란 원색계열의 섀도우를 사용한 블루 메이크업이 너무 보고싶어요! 하이라이터도 푸른색이 은은하게 도는 그런...해주시면 너무너무 감사하겠습니다!!!영상 항상 잘 보고 있습니다❤❤😚😚,346개,2020. 5. 18.
XIANC,"If I looked like her, I wouldn't even know how to act.",260개,2020. 5. 18.
vic,my girl be looking like Cleopatra she's gorgeousss,135개,2020. 5. 18.
70,썸넬보고 살아계신 분들이 몇분이나 될까...,157개,2020. 5. 18.
immaddymatso,Me: watching her videos                                   Also Me: (looks in mirror) Dang it I forgot I DONT LOOK LIKE HER,124개,2020. 5. 18.
민서minseo,하 진짜 이런메이크업 잘어울리는사람 언니말고 또 몇명이나 될까요 ...ㅠㅠ이 언닌 무슨 보라색 파란색 핑크색 초록색 다 잘어울려...ㅠㅠ🥺,110개,2020. 5. 18.
Switch스위치,"WOAH! I Can't believe jella님 is still not over 1M subscribers... 
All this time I have followed her and watched her videos and I always thought she was over 1M but I looked today and was shocked to know she's not!!!??? 
She DESERVES!",34개,2020. 5. 18.
RACHELKIM,시도조차 하지 못할 넘사 메이크업....ㅠㅠㅠ 핑크가 어떻게 저렇게 잘받아요 언니...? 내가 하면 완전 핑크빔 뱉어내는 쩌리야.....,83개,2020. 5. 18.
70,왜 있잖아요...이집트 그 여왕이라고 해야되나ㅠㅠ아윽 그 단어가 생각이 안나는데엨 어쨌든 느낌이 너무 고대고대 이집트이집트 스러워요...ㅠㅠ,30개,2020. 5. 18.
김고은,"이집트여신인가요?
치명적인매력의클레오파트라?
아니다 아프로디테네요💜💜💜",46개,2020. 5. 18.
강채은,와 진짜 역대급이에요 너뮤 예뻐😭😭😭😭😭,4개,2020. 5. 18.
NAEUNSTTYA나은스쨔,얼굴 소멸할거같아요.... 진짜로 제가 본 사람중 얼굴 제일 작은데 눈코입은 또 자기주장하는 사람 언니뿐이에요ㅠㅠㅠㅠ,43개,2020. 5. 18.
우주,와 언니 딱 이집트쪽 공주님같아요,6개,2020. 5. 18.
킴뚜비,뭐지 이 아름다움은,5개,2020. 5. 18.
hazwanihusna,She's out here looking gorgeous despite having a child me out here looking like a rotten potato,32개,2020. 5. 18.
AngelC,"I’m korean American and I have tan skin from playing soccer. It’s so good to see someone represent skin like me in the k-beauty industry. I went to Korea last year, and the only foundation I could find that would somewhat match was the one she makes❤️",48개,2020. 5. 18.
누리NURI,방송국에 인형이 살아서 움직인다고 제보해야겠어.....❤️ 젤라 언니ㅜㅜ 진짜 이번꺼 미쳤어요.... 안어울리는게 뭐예요...?? 나도 언니 닮고 싶다..,38개,2020. 5. 18.
김두비두밥,젤라님..미모 무슨일이어요..내 전생 그 전생 전전전전생의 미모수치를 전부 다아아아아 합쳐도 젤라님 머리끝하나 될까말까에요,4개,2020. 5. 18.
넴옘,미쳤어미쳤어 살아있는 클레오파트라잖아...!!!!!!!!,5개,2020. 5. 18.
잉즈,언니...진심으로 이번 편 클레오파트라가 젤라언니로 환생 한 것 같아요...대박 진짜.....진심으로 제일 아름다우셔요...역대급으로,27개,2020. 5. 18.
천다,언나가 무슨 스폰지야 뭐든 찰떡같이 대 흡수하네 진짜 너무 아름답다,22개,2020. 5. 18.
공쥬,꺄아아아아앙!!!!!!!!!! 젤라님 진짜 미쳐미쳐!!!!!! 으하앙아ㅠㅠ 사랑해요오ㅠㅠ💕💕💕💕💕💕💕,5개,2020. 5. 18.
귀요민,"와...진짜 너무 예뻐요..
이거 저번에 커뮤니티?에
올리셨을때 진짜 심쿵사...
개이뻐요💜💜💜💜💖💖💖",5개,2020. 5. 18.
윤윤,얼굴이 평소랑 달라보이는데 왜그런지 아시는분 영화 아바타 생각나요,4개,2020. 5. 18.
서신영,혹시 모아나 커버 메이크업 한번만 해주시면 안될까요 ㅠㅠㅠ 너무 찰떡일것같아요,28개,2020. 5. 18.
사랑이가득한올라프를사랑해,1:55 언니 오늘은 진짜 베이스만 해도 이뻐...미친거아냐..?,12개,2020. 5. 18.
25일2월,"하 이 언니 진짜ㅡㅡ
오늘도 존예시네
맨날 리즈찍으시면 어똫해여!!!!",4개,2020. 5. 18.
방탄이진리,헐 앞머리 내리니까 약간 엄청 예쁜 클레오파트라 같은느낌...??절대 악플 아니고요!!예쁘다는거에요💕💕💕여왕님 같아 정말ㅠㅠㅠ,30개,2020. 5. 18.
박정현,내가 본 아보카도즁에 제일 숙성 잘된 섹시한 아보카도야...🥑🥑,4개,2020. 5. 18.
민자영,언니.. 아이들 전소연님 메이크업.. 해주세영...👾,7개,2020. 5. 18.
홍지민,"이렇게 예쁘고 화려한 메이크업 영상으로 항상 대리만족해용 넘예존예,,❤️",4개,2020. 5. 18.
아윤봄,이건 사기지;; 진짜 지금까지 올라온 영상중에 레전드다....b,9개,2020. 5. 18.
자라진진딘,"내가 하면 ㄹㅇ 물러터진 아보카도
젤라가하면 아보카도 왕국의 여왕",8개,2020. 5. 18.
taetae,It feels like she is creating art piece,40개,2020. 5. 18.
qlxnqlkhm,와ㅏㅏㅏㅏ!! 레전드다 이거,11개,2020. 5. 18.
자라나라모리모리모리,...?? 아보카도 이제 내가 제일 좋아할거야,6개,2020. 5. 18.
