,name,thumbnail,view,previous_time,video_url,comment,likes_num,unlikes_num,time_duration,start_date2
0,윈도우10 2004 최신 버전 업데이트 새로운 기능들 (MS가 하려는 것은 이것?),https://i.ytimg.com/vi/UGKc7RwWzT4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD6jdqJVl1iJsuRk6n5HZNGeg8Niw,238회,1시간 전,http://www.youtube.com/watch?v=UGKc7RwWzT4,댓글 8개,35개,0개,"
      8:08
    ",2020. 6. 2.
1,빅스비 구글어시스턴트 불러지는 라디오겸 무선블루투스 스피커 에이투 AT331,https://i.ytimg.com/vi/_zEebiyLm6Q/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCckrqTZqEfH4j1vyBfindmFR4Q0A,526회,12시간 전,http://www.youtube.com/watch?v=_zEebiyLm6Q,댓글 8개,28개,0개,"
      5:46
    ",2020. 6. 2.
2,여러분의 어댑터는 안전한가요? 월패드 고장 사실은 이것 때문이었다 (측정 및 점검 방법),https://i.ytimg.com/vi/BVCBCJony68/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDPJmqpqwQ5vrOZQ8kHLR5vBy9RvQ,1.1천회,1일 전,http://www.youtube.com/watch?v=BVCBCJony68,댓글 17개,57개,0개,"
      7:58
    ",2020. 6. 1.
3,삼성 커브드 모니터 C27T550 세계 최초 1000R 겁나게 휘어둔 모니터 리뷰,https://i.ytimg.com/vi/CgZBpcr4Pv4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCgmlGG4_cCmSrozohFosDMni99LA,1.8천회,5일 전,http://www.youtube.com/watch?v=CgZBpcr4Pv4,댓글 15개,34개,2개,"
      7:04
    ",2020. 5. 28.
4,LG 벨벳 듀얼스크린 스타일러스펜 얼마나 좋아졌나 ? V50 V50S 듀얼스크린과 비교해봤어요,https://i.ytimg.com/vi/blCv5B4qLHk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBa7de9rndwC51xwQ8x8nSrlEKDHw,4.7천회,6일 전,http://www.youtube.com/watch?v=blCv5B4qLHk,댓글 34개,87개,4개,"
      12:34
    ",2020. 5. 27.
5,인텔 10세대 i9-10900K 10코어 5.3GHz 성능 벤치마크 (i5-10600K도 살짝),https://i.ytimg.com/vi/X0dwzvcIuOQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBaXMqpD3x8juzPKNmTDtY7IpeHiQ,2.8천회,1주 전,http://www.youtube.com/watch?v=X0dwzvcIuOQ,댓글 31개,59개,2개,"
      11:28
    ",2020. 5. 20.
6,"가성비무선청소기 직구 제품 후회하고 고른 로보락 H6 (최우수 CES2020 제품, 리튬폴리머 배터리, OLED 화면까지)",https://i.ytimg.com/vi/qBOBbF50Yhw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDlYVMG29YgLXgJYAriNjt5AhZppg,918회,1주 전,http://www.youtube.com/watch?v=qBOBbF50Yhw,댓글 11개,38개,4개,"
      8:23
    ",2020. 5. 19.
7,무료 와이파이 열어놓으면 집 밖에서 몇명이나 접속할까? 99만원 WiFi6 확장기 넷기어 오르비 RBK852,https://i.ytimg.com/vi/9CLlfctZ2b4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA9yF3ET05_RjZ6Xx63OAxQDESXHA,5천회,2주 전,http://www.youtube.com/watch?v=9CLlfctZ2b4,댓글 35개,112개,4개,"
      6:56
    ",2020. 5. 17.
8,캐리어 클라윈드 공기청정기 나노이 기술 바이러스 잡는 신기한 제품,https://i.ytimg.com/vi/u2NNF455KhQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBVafbS5xjlC4XXIJ_BG0WBD2ybPA,676회,2주 전,http://www.youtube.com/watch?v=u2NNF455KhQ,댓글 31개,22개,2개,"
      6:34
    ",2020. 5. 14.
9,세계 최초 양자보안 (QRNG 칩셋) 5G 스마트폰 갤럭시A 퀀텀 SM-A716S 리뷰,https://i.ytimg.com/vi/pa2tUcKKpMY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDXhD5_84UKqIZ5PSxU47I-ykW0eA,4천회,2주 전,http://www.youtube.com/watch?v=pa2tUcKKpMY,댓글 30개,62개,4개,"
      6:49
    ",2020. 5. 13.
