닉네임,댓글,좋아요수,날짜
areumsongee아름송이,"매그넘 루비는 CU, GS25, 마켓컬리에서 구매 할 수 있어요!!
렌즈는 렌시스 신디 그레이에요👀✨
-
❤️챌린지 참여하고 선물받아가요 송충이들❤️",23개,2020. 5. 29.
XIANC,I honestly can't understand how someone can be this pretty I--,6개,2020. 5. 29.
Twaddlex,*당신은 너무 귀엽고 아름답습니다*🤍🤍,9개,2020. 5. 29.
risam,いつもメイク動画楽しく見させてもらっていて、ほんとにソンイちゃんはいつ見ても綺麗で同じ女性として憧れです！♡,19개,2020. 5. 29.
tasiyuso,ソンイちゃんのメイクとか参考にさせていただいてます！ほんと可愛くて大好きです！日本から応援させて頂いてます！사랑해요~♥,9개,2020. 5. 29.
TWICEonce,めっちゃ痩せたましたね！！！すごい！笑笑ウチも頑張ろwダイエット,8개,2020. 5. 29.
조혜수,아이스크림인데 색이 개예쁘다,19개,2020. 5. 29.
,か、かわいすぎる,2개,2020. 5. 29.
,きゃわいい！！！！！,5개,2020. 5. 29.
,"はぁ〜本当に可愛い⸜❤︎⸝‍
メイク相変わらずお上手です🧚🏼‍♀️",2개,2020. 5. 29.
nayeon,언니 옷 정보 좀 알려주시술 있나용 ㅜㅜ???,9개,2020. 5. 29.
tomoF,ほんとにほんっとに美しい,3개,2020. 5. 29.
riko리코,"日本から見てます！！
일본에서보고 있습니다!  아주 좋아합니다!
 당신처럼되고 싶어요!",13개,2020. 5. 29.
taichinakamura,ほんと可愛い♥️,6개,2020. 5. 29.
waa,"こんにちは！
안녕하세요!  나는 일본에 살고 있습니다!
아루무손이 씨의 동영상을 언제나 볼 수 있습니다!
아루무손이 씨의 동영상을보고 나서 정말 한국에 매혹을 느끼고 있습니다💗😉

앞으로도 사랑 해요💗😍",3개,2020. 5. 29.
KimiWu,There’s finally English subtitles!!!,1개,2020. 5. 29.
,"日本のパルムみたい!!
可愛い〜( ˊᵕˋ )",2개,2020. 5. 29.
이쿠미,언니가 하시는 메이크업 영상을 보면서 항상 저도 메이크업을 하고 있어요🥰오늘도 메이크업 잘하시고 이뻐요~~💓,0개,2020. 5. 29.
,リップかわいい！！,1개,2020. 5. 29.
한별,편집 방법 예전처럼 해주세요 ㅠㅠㅠㅠ,3개,2020. 5. 29.
이민영,"언니 진짜 대조녜,,,, ♥️♥️",1개,2020. 5. 29.
qkdrkqkdrk,인형같아여ㅠㅠ 피부화장만 했을때도 이뻐서 깜놀;;,1개,2020. 5. 29.
최라영,언니 너무 귀여워서합니다! 학생 메이크업거나 요청할 수 있습니까?,1개,2020. 5. 29.
SarahBuckley,너무 예뻐요 🌸🌸,3개,2020. 5. 29.
,服とても可愛いですね！,1개,2020. 5. 29.
rungruung,언니 리프팅 관련 영상도 찍어주시면안될까여ㅠㅠㅠㅠㅠㅠㅠㅜㅜ,1개,2020. 5. 29.
km,メイクブラシ全部、見たい！메이크업 브러쉬 다 보고 싶다！🙏🏻❤️,0개,2020. 5. 29.
빛한,언니 너무 예뻐요ㅠㅠㅠㅠ 오늘 진짜..... 💗💗💗💗💗💗💗,1개,2020. 5. 29.
강민희,"귀여워( ´,,•ω•,,`)♡",1개,2020. 5. 29.
박지수,언니야ㅠㅠㅠ오늘두 넘 이뻐워ㅠㅠㅠ🙈🍒,2개,2020. 5. 29.
뇽뇽,앞머리없는게 더더이뻐욭 ><,3개,2020. 5. 29.
미래,前髪が前よりも重くなってるのかな？凄く可愛い❤,0개,2020. 5. 29.
이민경,옷정보몬가유ㅜㅜ 이뻐여ㅜㅜ,0개,2020. 5. 29.
,めっちゃ良い人そう…！,0개,2020. 5. 29.
Silver하,오늘 영상 진짜 짱 예뻐요 역시 미모에 다 했어 💕😊 매그넘 챌린지 하러 가야겠어요 😁,2개,2020. 5. 29.
0,前回のソンイちゃんの動画見て私も昨日黒髪にしました！ソンイちゃんみたいに可愛くはなれないけど気に入ってます！そして今回のメイクもすごくかわいい💞,0개,2020. 5. 29.
김정민,진짜 매일매일 언니한테 맞는 찰떡메이크업 하는게 정말 잘어울려용.. 언니 진짜 넘 이뻐용,0개,2020. 5. 29.
두리아리,너무 이뻐요....♥ 공주야 공주 ㅠ,5개,2020. 5. 29.
hydrangea수국,누드 컬러가 어울립니다.  입술이 깨끗합니다.🤍🤍,1개,2020. 5. 29.
Ariel,"아이스크림 맛은 어때요? 사실 낮에 저 아이스크림 광고 봤는데 댓글들이 립스틱 맛 날거같대서,, 젤 궁금",1개,2020. 5. 29.
,前髪かわいい~‪︎‬︎‪( Ꙭ)‼︎,0개,2020. 5. 29.
Anna,This hair color looks great on you.  Very pretty ❤️,0개,2020. 5. 29.
StephanieRicco,loved this💜💜💜,1개,2020. 5. 29.
이지현,언니 앞머리 자르는거 찍어주세요ㅠㅠ,1개,2020. 5. 29.
LaishaSoman,Love From India ❤️❤️❤️,1개,2020. 5. 29.
이채현,넘 예쁘고 다 좋은데 마이크? 소리가 약간 답답해요.. 울린다고 해야할까 쫌 통화하는거 같아요..,0개,2020. 5. 29.
낼룽김,언니 흑발하고 완전 리즈..,0개,2020. 5. 29.
megu,日本のコスメ使ってくれて嬉しいです！最近わたしも暗めのヘアカラー にしたので、参考にさせて頂きます🥰可愛い〜💕,0개,2020. 5. 29.
김나타샤,언니 너무 예뻐요♥♥♥ - from Malaysia 🇲🇾💕,0개,2020. 5. 29.
,韓国は何でもオシャレで可愛いなぁ…,0개,2020. 5. 29.
girlieroxas,Watching from Philippines ❤️ lovin your vedeos 😘😘😘😘,0개,2020. 5. 29.
칸초만세,원피스정보좀..주세요ㅜㅜ,0개,2020. 5. 29.
,"かわいい♡♡ᵕ̈
日本語訳いつもありがとうございます！！",0개,2020. 5. 29.
,"역시 매우 귀엽다💓
일본에서 지원!번역기 사용.문화 이상하지",0개,2020. 5. 29.
,アフレコだ！！！,0개,2020. 5. 29.
밍짱,내일 바로 찍는걸로,1개,2020. 5. 29.
민서minseo,오늘 완죤 핑크굥쥬..🤍💖,0개,2020. 5. 29.
,언니 사랑해요~~~🤍🤍🤍,0개,2020. 5. 29.
전영숙,저도그런색을좋아해요 약간핑크빛도는색이 산뜻해보이네요더 마니 보여주길바라며화이팅입니다,0개,2020. 5. 29.
SkLo,립은 뭐바르신거에요~?!!!!!!,1개,2020. 5. 29.
뚜야,언니이뻐용!,0개,2020. 5. 29.
SonSummer,우앙❤️❤️저도 참여할게요,0개,2020. 5. 29.
김지현,대박 넘예...,0개,2020. 5. 29.
Ariel,오늘 영상도 핑쿠핑쿠 자막란도 공주같고 예뿌네용😘,0개,2020. 5. 29.
CelynBautista,Stunning😍,0개,2020. 5. 29.
혜린,예뽀라💘,0개,2020. 5. 29.
,언니..이고 나도 할수있어요...?????나 지금 일본인데......어떡하지......나도 언니랑 하고싶엉...ㅠㅠㅠㅠㅠㅠ,0개,2020. 5. 29.
AhhyunJung,언니 입고계신 옷 정보좀 주세용~,0개,2020. 5. 29.
AA,언니 리프팅관리영상도 찍어주세용,0개,2020. 5. 29.
모모링,매그넘 아이스크림 어디서파나욤?지에스에있나욤?,0개,2020. 5. 29.
DanielynTiquia,omaygashhhhhjdiwjwnswna you need to be a cast on the true beauty ur soo perfecttt ;c,0개,2020. 5. 29.
Manar,Hello from germany:) great video!!,1개,2020. 5. 29.
너양,피부화장 뭐 한거에요? 어떤제품 사용하셨는지 알고싶어요,0개,2020. 5. 29.
NadezhdaKim,Don't give up!! Fighting!,0개,2020. 5. 29.
MeidahMarsella,I want to participate.. but I don't understand the hashtag. 😢 I don't speak korean,0개,2020. 5. 29.
공주,언니 메르시비앙 원피스랑 신은 신발 정보좀요 이름이 너무궁그매요 원피스랑 같이사서 신고싶어요 저도ㅠ 제발 알려줘요🙏 디엠도 누락되는거같아요 자꾸 그래서 유튜브 댓글로 남겨용,0개,2020. 5. 29.
tomoF,IloveU,1개,2020. 5. 29.
Miko,Enak pasti,1개,2020. 5. 29.
,귀여워요💕💕💕,3개,2020. 5. 29.
,ほんとに可愛い、、使ってるコスメ全部欲しくなる🥺🥺,1개,2020. 5. 29.
초코비,아이스크림 광고받았나보네ㅋㅋ,0개,2020. 5. 29.
areumsongee아름송이,생각보다 저 어두운거 괜창ㅎ은거같아요...🤔🤔완전 흑발가나요...,303개,2020. 5. 24.
XIANC,She could honestly pull off any hair color I--,29개,2020. 5. 24.
leelee,흑발하니까 막 더 도도&우아&분위기폭발...샤넬원브랜드때 흑발이였으면 더더더더 골쟈스했을고같아요!!!진짜 흑발 넘이뻐요,214개,2020. 5. 24.
나이름없다,자기합리화가아니고 원래염색할때머리안감고가야두피손상없는게맞음,174개,2020. 5. 24.
