,Unnamed: 0,name,thumbnail,view,previous_time,video_url,start_date,comment,likes_num,unlikes_num,time_duration
0,0,"(ENG/JPN)인생샷각??루비립 메이크업(ft.루비립 챌린지,참여하고 선물받아가세요???)",https://i.ytimg.com/vi/09BOQHVTKCQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLATSDy6pKouhFLdFXVb92jZ0_sUUw,5.9만회,4일 전,http://www.youtube.com/watch?v=09BOQHVTKCQ,2020. 5. 29.,댓글 91개,1.4천개,30개,"
      8:11
    "
1,1,(ENG/JPN)얼마만에 흑발!!??같이 준비하고 흑발 염색하러가요?????♀??(GRWM+VLOG),https://i.ytimg.com/vi/sboVFIxDXsA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCFOYgBubalFhydaLGc01T2U2VggQ,14만회,1주 전,http://www.youtube.com/watch?v=sboVFIxDXsA,2020. 5. 24.,댓글 267개,3.4천개,42개,"
      12:53
    "
2,2,(ENG/JPN)엄마 나 연예인봤어????6년만에 방송출연 하는날!!???존꾸 메이크업 같이 준비해요??,https://i.ytimg.com/vi/hwuGxEz-WrI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDUb5j1pBkjddJqWC2sg7LYQo17lQ,11만회,2주 전,http://www.youtube.com/watch?v=hwuGxEz-WrI,2020. 5. 17.,댓글 149개,2.4천개,47개,"
      19:17
    "
3,3,(ENG/JPN)샤넬 원브랜드 메이크업??작은 아씨들(?)느낌의 모브핑크 메이크업??존좋템들 대량발견?,https://i.ytimg.com/vi/apvZm3oX23M/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA1AKjg2A73EVcCYd29yJZoWEycpw,14만회,3주 전,http://www.youtube.com/watch?v=apvZm3oX23M,2020. 5. 6.,댓글 234개,4.2천개,70개,"
      25:24
    "
4,4,"(ENG/JPN)오랜만에 화사한 핑크코랄 메이크업 같이해요??폭풍수다 근황토크,지방시 300만원어치 선물,방송출연?!",https://i.ytimg.com/vi/NqMfLmM2QOg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCdITiUhmcI0lBd4wHBI60ya8Ogpw,14만회,1개월 전,http://www.youtube.com/watch?v=NqMfLmM2QOg,2020. 4. 26.,댓글 197개,3.3천개,44개,"
      19:52
    "
5,5,"(ENG/JPN)남자친구랑 플라워레슨 데이트vlog??(장미 백송이다발, 가로수길 맛집과 카페,엽떡 먹방)",https://i.ytimg.com/vi/8n1dK6SAzdU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBgyfSu-nkEk9SWy7A9HKYhYIhAMQ,12만회,1개월 전,http://www.youtube.com/watch?v=8n1dK6SAzdU,2020. 4. 16.,댓글 177개,2.9천개,39개,"
      22:33
    "
6,6,"(ENG/JPN) 내돈내산 랄라블라 하울&언박싱!??(바비 에디션!??스킨케어 제품,글리터,신상 쿠션 추천)",https://i.ytimg.com/vi/UdXS5sUNygw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAtrPLWZm4kkbFFZb2tHC37VULHuQ,9.6만회,1개월 전,http://www.youtube.com/watch?v=UdXS5sUNygw,2020. 4. 10.,댓글 196개,2천개,43개,"
      20:31
    "
7,7,"(ENG/JPN) 사회적 거리두기..??겟빈둥윗미 (봄옷언박싱,집데이트,컵라면,닭발먹방..)",https://i.ytimg.com/vi/YcR1p5xrGuA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCC5_SeuzxB2mf_KQn42s5qv4O_Pg,15만회,1개월 전,http://www.youtube.com/watch?v=YcR1p5xrGuA,2020. 4. 3.,댓글 235개,3천개,45개,"
      25:12
    "
8,8,"(ENG/JPN)??이사한집에서 처음으로 같이준비해요??(요즘 빠진 핑크모브, 보습 스킨케어, 존예탱구리 블러셔)",https://i.ytimg.com/vi/uuYqWhuqmRc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCF16ilzPVmHkjSuIBMmGvYZQ-NVA,15만회,2개월 전,http://www.youtube.com/watch?v=uuYqWhuqmRc,2020. 3. 27.,댓글 267개,3천개,73개,"
      26:07
    "
9,9,(ENG/JPN)롬앤 원브랜드 메이크업 ??키치무드 인간 체리 메이크업??,https://i.ytimg.com/vi/F_qxnUGzAlA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDIhLQn0moq6cOv6p4Xs9T7oBWmTA,20만회,2개월 전,http://www.youtube.com/watch?v=F_qxnUGzAlA,2020. 3. 20.,댓글 334개,6.4천개,68개,"
      18:51
    "
