닉네임,댓글,좋아요수,날짜
회사원A,"💜💙💚💛같이 보면 좋을 영상💜💙💚💛
떠슈스의 ZARA옷으로 뜽범이 메이크오버 시키기 : https://youtu.be/EgbAgt7JEEA
다이슨 에어랩 리뷰 : https://youtu.be/YwUXZteWSvY
붙임머리 하고 다이슨 에어랩 써 봄 : https://youtu.be/-r1hzHhOwMA",187개,2020. 4. 11.
뼝아리,생긴건 진짜 저세상 이세계 청소기인데 정말 유용해 보이네요..... 1세대라 그렇지 사용자의 리뷰를 적극적으로 받아들여서 완드 부분의 경량화를 좀 더 신경쓴다면 정말 히트템이 될지도....,14개,2020. 4. 11.
고고보이,사연이 있는 이유 = 청담미용실에서 머리 조져놓음.,968개,2020. 4. 11.
전지혜,사연이 있는 붙임머리... 언니 모근 힘내...,1개,2020. 4. 11.
LisaKim,근데 진짜 에어랩으로 말린게 머릿결이 더 상해보이고 진공으로 말리면 윤기가 돌아요 신기방기,908개,2020. 4. 11.
ssrri,사연이있어서...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뿌리까지 ㅠㅠㅠㅠㅠㅠ붙임머리 ㅠㅠㅠㅠㅠㅠㅠ이거 웃픈거 나밖에없는건가,795개,2020. 4. 11.
밈,헐 대박.. 간만에 비싼 값하는 게 등장해서 보는 저도 속이 시원하네욬ㅋㅋㅋㅋㅋ,653개,2020. 4. 11.
서연주,4:02 44만원짜리 사연....,864개,2020. 4. 11.
척추기립근,뻥이지롱의 충격에서 못 벗어나오는 중...,469개,2020. 4. 11.
이나죽,미용실이나 이런 가게에서 쓰기에는 나쁘지않아보이네요ㅋㅋ,447개,2020. 4. 11.
제이,만우절이 아닌데도 불구하고 들어올때 영상 대충 띄엄띄엄 보고 다시 처음부터 보는 중.. 그때 충격이 컷긴했나봄..,190개,2020. 4. 11.
털실,ㄹㅇ 머리숱많으면 뽀송하네..? 할장도로 말려도 걸레냄새남... 걍 빠삭하네..? 정도로 말려야댐..ㅠㅠㅠ,343개,2020. 4. 11.
이상한나라의돼지갈비,존나 쓸데없는거같은데 사고싶다... 격하게 사고싶어... 내 텅장 미안해... 쿨럭...,197개,2020. 4. 11.
화이,사연이 있는 붙임머리... 44만원 커트......,118개,2020. 4. 11.
엄팅,드라이할때 바람때문에 피부도 쩍쩍마르는데 그것도 해결됬을지 궁금..,213개,2020. 4. 11.
ISUYK,노워시 헤어 트리트먼트 되개 많은 종류 써보신거같은데 비교해주실수있나요,87개,2020. 4. 11.
김글로우,회사야 이거 한국에 내주라... 머리숱부자 긴곱슬머리 구제좀 해주라...,65개,2020. 4. 11.
가여,7:16 말못할.... 사연의 흔적 ...,88개,2020. 4. 11.
꺄륵,ㅠ근데 저거 나처럼 숱많고 곱슬인 애한텐 괜찮아 보이긴한데 짜피 드라이 20분이면 일반 드라이기로도 충분히 말릴 수 있을것같다ㅠㅠ,336개,2020. 4. 11.
LilacFairy,저거 만드신분 뭔가 집에서 청소기 돌리다가 ‘어 여기다가 머리카락 넣으면 개잘마르겠다’ 해서 만든것같은느낌,37개,2020. 4. 11.
유정,세상에 어느 누가 드라이기에 바퀴가 달려야 한다고 생각하냐고 ㅋㅋㅋㅋ 얼마나 필요하면.. 저거 덜 무겁고 부피만 덜 차지하면 진짜 괜찮은 제품이겠다,45개,2020. 4. 11.
EunToday,0:35 거대 박스가 나오는 순간 떠오르는 만우절의 추억....,29개,2020. 4. 11.
