닉네임,댓글,좋아요수,날짜
회사원A,트루님이랑 컨텐츠 재밌으셨다면~ 좋아요👍한 번 눌러주세요,16개,2020. 5. 9.
lamuqe,❤️❤️❤️다음에 둘이 우리집 와서 내 옷장 옷으로 코디해주라❤️❤️❤️,905개,2020. 5. 9.
JenniferAhn,세계관 최강자들의 싸움이다..,31개,2020. 5. 9.
서Regina,이정도면 삼성과 엘지의 콜라보...,28개,2020. 5. 9.
YooTrue,"촬영도 너무나 재미있었던 콜라보 영상이었어용😬 
초대해주셔서 감사합니다아아 꺅💕",974개,2020. 5. 9.
A66,지양댓글 이야기 해주는거 넘나 신박하고 좋은것...!! 사실 그런 댓 달리면 팬들 마음이 더 불편함...,15개,2020. 5. 9.
Betty,헐 트루언니 두번째 블랙 원피스에 롱부츠 너무너무너문머누머누머늠너먼누 예뻐요!!!!!!! 찐 행사장에 꼭 그대로 입어주세요!!!,933개,2020. 5. 9.
카르베라,라뮤끄 : (마른세수),354개,2020. 5. 9.
LianeLee,트루님 두번째 검정자켓원피스 넘 이뻐요...ㄹㅇ 사고싶어짐..,528개,2020. 5. 9.
날라리,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 라뮤끄님 등판이 필요합니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 라뮤끄 보고 있나 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,477개,2020. 5. 9.
예영,라뮤끄 언니는 과연... 이러한 엄청난 대결을 보며 무슨 생각을 했을까....,576개,2020. 5. 9.
최제,ㄹㅇ 양대산맥 아입니꺼... 나 이런 조합은 살면서 처음 봤네 대단하고 멋져요...,666개,2020. 5. 9.
KB,"유트루님 두번째 룩, 회사원님 세번째 룩 진짜 넘 찰떡ㅜㅠ 유트루님은 정장st 원피스룩 핏 넘 찰떡아닙니까ㅠ? 약간 포멀하고 각잡힌? 몸 선에 붙는? 고급진 스타일들이 잘어울리는 것 같아요ㅠ 잘나가는 커리어우먼 회계사,변호사 넉낌? 화이트도 넘 잘 받고.,
회사원님은 세번째처럼 약간 품있고 린넨 같은 소재의 편안하고 사랑스러운 룩이 잘어울리시는 것 같아용 분위기 자체가 큐트,러블리 계열이라ㅋㅋㅋㅋ 아메카지 룩도 잘 어울리실듯 !",622개,2020. 5. 9.
냥냥이,트루언니 왜 갑자기 옷 잘입지..ㄷㄷ 세상에 웬일이야,644개,2020. 5. 9.
혭니HYEBNI,헐 트루언니 머리묶고 두번째룩 진짜 너어어어어무 이뻐요 와...기절...,367개,2020. 5. 9.
,여기에 라뮤끄님도 초대해주세옄ㅋㅋㅋㅋㅋㅋ라뮤끄님 혼자 대환장파티하실거같아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,304개,2020. 5. 9.
중력,비하인드를 B채널에 공개하라!!!!!!,355개,2020. 5. 9.
무역실무,트루언니 빡세고 각진스타일 되게 잘어울리신다ㄷㄷㄷㄷ,259개,2020. 5. 9.
푸른하늘,유트루 옷 - 시크&섹시 VS 회사원 옷 - 러블리&큐티,267개,2020. 5. 9.
딩동댕,나 진짜 회사원님 게스트랑 텐션올라간거 첨봄 ㅋㅋㅋ,175개,2020. 5. 9.
달링,아언니.. 너무조아 육두루랑 회사원..,279개,2020. 5. 9.
옴뇸뇸,"하늘 아래 두개의 태양은 없다지만
두개의 태양이 떠버렸다아☀️☀️☀️☀️☀️☀️☀️",192개,2020. 5. 9.
hanahwang,이 언니들 서로 주접떠는거 왤캐 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋ,101개,2020. 5. 9.
박경태,"0:21 뭔가 상상이 된다...람뀨님이 시무룩 하게 입 삐죽 내밀고 있는 모습이!!!
=씹덕사...♥😊
라뮤끄:나는 왜...",236개,2020. 5. 9.
LittleB,옷 취향 확고하신 분들이 모였네ㅋㅋㅋㅋㅋㅋㅋㅋ,107개,2020. 5. 9.
희희다,좋아하는 언니 옆에 좋아하는 언니❤,192개,2020. 5. 9.
섹귀,아 대박 진짜 개좋아 아아아아아앙ㅇ아아아아아아아아앙아ㅏㅇ아아아아아아아아앙아아아아아아아아아아아아아아아아아아아아아아아악!!! 예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️예뻐 너무예뻐💗사랑스러워🥰귀여워🍒아름다워💋예뻐뒤집어져🤦‍♀️,236개,2020. 5. 9.
00,진짜 세계관 최강자들의 싸움이다 ㅋㅋㅋㅋㅋㅋㅋㅋ,86개,2020. 5. 9.
유닐,7:04 잉? 트루언니 옷 못입는다매요.!! 겁나 이쁜디,109개,2020. 5. 9.
돌봄,솔직히 나는 알람을 보자마자 개그 코드를 기대하고 들어왔음 ㅋㅋㅋㅋㅋ 옷은 보이지도 않는다 그저 두 분이서 누가 더 개그 연기를 잘하는지 지켜봤을뿐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ합성 도랏어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,70개,2020. 5. 9.
EunCho,워씌 유트루님 마지막 착장 진심 존예 시상식 포토월 느낌 근데 트루님은 보다보니 금찌스타일 뭔지 알거 같어옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,144개,2020. 5. 9.
파스타면은무적권페투치네,"혼동스러운 동공과 함께 시청하다가
0:58 제발 지양해주세요,, 팬들은 재미와 뜻밖의 잘 어울림을 지향합니다♡( ૢ⁼̴̤̆ ꇴ ⁼̴̤̆ ૢ)~ෆ♡",163개,2020. 5. 9.
booboo,"와 유트루 언니 두번째 검정원피스 장난아니다 진짜 이쁨,,,,저 옷을 사고싶어,,,,",23개,2020. 5. 9.
트루버이자고참,아 이 영상 너무 행복해 순둥순둥하지만 개성있는 두분 내 최애 !!!!🥰🥰🥰🥰🥰🥰🥰🥰🥰,116개,2020. 5. 9.
