닉네임,댓글,좋아요수,날짜
신경룡,하루 종일 조심하다 결국 유튜브에서 당했다,48개,2020. 4. 1.
JY,ㅋㅋㅋㅋㅋㅋㅋㅋ 뻥이지롱을 8분동안 해논게 더 얄밉다... 고단수시네요 회사원님... 언제쯤 저런게 나올지...ㅎ,15개,2020. 4. 1.
제이,세상에서 아무짝이도 쓸모없는 물건을 누가 샀나 했더니 역시 언니가 가지고 계셨군요.. 이거 2020년 쓸모없음 어워드에 나오겠네요. 꼭 팩 만들어주는 중국제품 같아요..,15개,2020. 4. 1.
정은희,"1. 기계가 진짜 있는 줄 알았다.
2. 뻥이였다.
3. 영상이 긴걸 보니 뒤에 다른게 있을줄 알았다
4. 뻥이지롱만 8분이였다.
결론: 4번 속음.",1개,2020. 4. 1.
마린울트라,"헐 저 섬세한 것 좀 봐... 진짜 가격값 하긴 한다,,. 진짜 감사합니다 개발자님ㅠ 근데 가격 좀 넘사라 보급형으로 저렴하게 많이 개발됐음 좋겠다...개탐난다,,,,",12개,2020. 4. 1.
쑤광광,"와 이건 진짜 돈값 하는거같다... 가격대가 있긴해도
돈이 넘쳐나는 사람이라면 하나 사도 후회하진 않을듯
회사원밈 덕분에 나중에 사야할것 하나 더 생겼네요 ㅋㅋㅋ",690개,2020. 4. 1.
deon,이거 저희 언니두 있는데 진짜 개 편해요 ㅜㅜㅠ  그래서 저도 개같이 일해서 주문했어요 ㅠㅜㅜㅠㅠ 혁명입니다 진짜 ...  화장하시는분들 제발 사세요 ....  이거 만드신분은 적게 일하고 돈 많이 벌어야합니다 ....,529개,2020. 4. 1.
AprilLee,와 이건 진심 월급 모아서 꼭 산다... !!!!!! 립 지워주는 것 보소... 겁내 디테일해.....👍🏻👍🏻 기계에 설치되어 있는 세안용 브러쉬도 교체해줘야하나요?? 교체 주기가 어떻게 되나요??? 💕💕,728개,2020. 4. 1.
수빈,"만우절인거 알지만 제발제발 이러면서 돈모을계획 세우고 들어왔는데ㅠㅠㅠㅠ 언니 너무 잔인해,,,,, 내 인생 만우절 중에 제일 허무했어,,,,,,,",601개,2020. 4. 1.
다은,댓글보고 뻥인줄은알았는데 뻥이 너무 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어떻게 2분부터 뻥일수가잇어요,207개,2020. 4. 1.
전지혜,립앤아이 리무버만 순하게 바뀌면 진짜 괜찮을거같아요!! 근데 뒤로 갈수록 브금이 넘 커져서 언니 목소리가 잘 안 들리네요ㅠㅠ,139개,2020. 4. 1.
누텔라,와 진짜 속눈썹한올한올 지워주는거에 놀랐다 ㅁㅊ,15개,2020. 4. 1.
