닉네임,댓글,좋아요수,날짜
영기TV,💛💛💛💛ㄲ ㅑ 룩 a 그ㄸh로 돌ㅇr간것 같 ㅇr happy 했어욧 - 💛,54개,2020. 5. 15.
서치SUCH,진주알 비비랑 토니모리 백젤 디어달링만 있으면 내가 메이크업 아티스튼줄 알았지...,31개,2020. 5. 15.
GG,라떼는 말이야 한아름송이 민트 야상에다가 디어달링 틴트 백젤 아이라이너가 국룰이었다구ㅠ 디어달링 뱀파이어레드가 인기였다구ㅠ                                           +) 홍영기 물고기 아이라인 다들 알지? 픽스아트 삼각형 알지? 야상안에 치마레깅스 입어야 되는거 알지?  이거 알면 퍼가ㅋ,984개,2020. 5. 15.
최제,우왁 항상 신선한 조합 사랑합니다 그리곡 신선한 콘셉트... ㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ  ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 5. 15.
김하진,"근데 진짜 홍영기님보면 왜 얼짱이라거 불리는지알겠음.......너무 예뻐 두아이의 어머니라고 안믿김

+)나 좋아요 이렇게 처음받아봐...",591개,2020. 5. 15.
강설,제 초딩시절 우상과 고딩때부터 현재까지 좋아하는 두분이라니... 행복합니댜...ㅠㅠㅠ,11개,2020. 5. 15.
탐라는제주감귤,한아름송이님 오셨으면 레전든데  ㅋㅋㅌㅌㅌ,976개,2020. 5. 15.
,"10:32 인생네컷말고 스사가 시내 놀러가서 필수 코스였던,,,",712개,2020. 5. 15.
폼폼,"나만 기억나...? 한아름송이 흰색 털달린 민트야상에 하얀 레깅스 유행했던 그시절...
통굽 워커 신고ㅋㅋㅋㅋㅋ 뉴발993 못잊어-",488개,2020. 5. 15.
,09:22 여기서 부터 쫙 소름돋고 와 픽스아트 아는 동년배들 나와라 우리때는 갤럭시를 아스팔트에 던져도 깨지지 않았어,622개,2020. 5. 15.
자말리Jamali,와 추억... 저런 개눈써클렌즈끼니까 그 시절 느낌나서 소름돋았어욬ㅋㅋㅋㅋㅋ 얼짱 변지영님 느낌도 약간 나는 듯!,597개,2020. 5. 15.
유니,헐 대박 회사원님이여서 볼 수 있는 신선한 조합..!,716개,2020. 5. 15.
,zzzㅋㅋㅋㅋ마지막 사진들 꾸민거 세상에 그때감성 제대로에욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,431개,2020. 5. 15.
,5:56 그친구가혹시 한아름송이..?,94개,2020. 5. 15.
아라비유,진짜ㅋㅋㅋㅋㅋㅋ내 동년배들 얼짱시대 다봤다....ㅋㅋㅋㅋㅋ 클클 훼어니스도 생각나고 토마토선크림도생각나네여ㅋㅋㅋㅋ왘ㅋㅋㅋ 렌즈 진짜 그때는 내눈에 맞는 직경 1도모르고 걍 막샀는데 저도 급 추억돋네영,212개,2020. 5. 15.
푸른하늘,난 ㄱr끔 눈물을 흘린ㄷr....☆★,480개,2020. 5. 15.
프레임,싸이 사진 느낌 제대로ㅋㅋㅋㅋㅋㅋㅋ,349개,2020. 5. 15.
널생각하는마음볶아먹어라,"9:21 친구들 미니홈피 다 이렇게 돼있었는데ㅋㅋㅋㅋㅋㅋㅋㅋ넘모 추억이다,,,, 눈코입 중 한군데는 무조건 세모 두개씩 붙이고,,,입 부분에 동그랗게 블러 처리하고,,,고양이 수염 꼭 그려 줘야하고... 포토샵으로 눈동자 키우고 머리 색깔 바꾸는 능력자도 있었음,,,",261개,2020. 5. 15.
으논으논,영기님 텐션은 하이를 넘어서 하늘을 뚫으시고 회사원님은 좀 차분하신데 영기님 대단하신게 상대가 저정도로 차분한데 계속 텐션 높기 어려움ㅜㅜ 진짜 대단하시네.. 역시 연예인,156개,2020. 5. 15.
0Z00,반윤희님ㅋㅋㅋㅋ진짜 일반인이 이렇게 대중에게 고유명사화되는게 진짜 대단한거임,105개,2020. 5. 15.
동주,픽스아트로 렌즈잘라서 붙이고 세모잘라서 붙이고 뭐 그림에 얼굴잘라서 합성하고 그랬었는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,135개,2020. 5. 15.
강아지,홍영기는 진짜 안늙네 ㅋㅋㅋㅋㅋㅋㅋ,69개,2020. 5. 15.
여랑,"""회사원 좋아하지마.""
""그게 뭔데.""
""회사원 좋아하지 말라고.""
""그거 어떻게 하는 건데.""",52개,2020. 5. 15.
Rudenessistheweakmansimitationofstrength,4:19 ㅋㅋㅋㅋㅋㅋ ㅠㅠㅠ 여름에  마스크쓰고 다녀서 마스크 자국대로 탄거 같아욤 ㅋㅋㅋㅋ ㅠㅠㅋㅋ,154개,2020. 5. 15.
까므찍이,렌즈까지 완벽하다ㅋㅋㅋㅋㅋㅋ,115개,2020. 5. 15.
AMELIA,9:22 이거 뭔뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑분ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ회사원 a좋아하지마 그게 뭔데 어떻게하는건데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ및 쳣낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,38개,2020. 5. 15.
지희박,렌즈끼니까 그때 향기 확 난닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,38개,2020. 5. 15.
Dpwls,언니 토니모리 아이라이너랑 에뛰드 물틴트랑 눈물 애교살 글리터 어디갔어요..,97개,2020. 5. 15.
김또띠,영기언니 왜 그대로야?.?.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 회사원님 섭외 너무 센스있어요,69개,2020. 5. 15.
버터컵,헉 너무 신선하잖아 ㅋㅋㅋㅋ 이 둘을 같이 볼 줄이야ㅜㅜ 회사원님💕,101개,2020. 5. 15.
설이,"얼짱 컨텐츠로
한아름송이 컴싸아라
반윤희 사복패션 
꼭 보고싶습니다ㅠㅠㅠㅠ",66개,2020. 5. 15.
익명,ㅋㄱㅋㅋ 옛날에 얼짱시대 모르는 사람도 카카오스토리에 흔녀 훈녀 생정 이거 모르는 사람 없었음ㅋㅋㄱㅋㅋㅋ 사람들 웹툰처럼 그림 그린거도 올리고 틴트바르기랑ㅋㄱㄱㅋㅋ,28개,2020. 5. 15.
JungeunLee,스킨푸드 토마토 틴트 무슨 일이야 진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 추억ㅠㅠㅠ,20개,2020. 5. 15.
자리,와아 ㅋㅋㅋ 진짜 스타일 극과극ㅋㅋㅋㅋㅋ 이번 조합 대박 신선하네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,43개,2020. 5. 15.
00,"9:49 이건 진짜다,,",20개,2020. 5. 15.
00,"와 ,, 진짜 전설 ,,,,",63개,2020. 5. 15.
히제,와.. 진짜소름ㅋㅋㅋㅋㅋㅋㅋㅋ 그때 그시절 싸이갬성..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너무 똑같아서 진짜 소름돋았어요ㅋㅋㅋㅋㅋㅋㅋㅋ,6개,2020. 5. 15.
로우,에뛰드 디어달링틴트랑 진주알비비 많이 썼는데 ㅋㅋㅋ 추억.. 두 분 다 넘 이뻐요 ^*^,51개,2020. 5. 15.
이다은,"7:23 헐 이거 스킨푸드 토마토틴트 진짜 많이 썼는데! 더페이스샵 틴트랑, 에뛰드 디어달링이랑 나중에는 토니모리..
스킨푸드 틴트 추억 돋아서 나중에 찾아보니까 없어져서(리뉴얼) 슬펐었는데ㅋㅋㅋㅋㅋ 케이스 너무 예뻤어요 특유의 향기가 아직도 생각나요ㅋㅋ",57개,2020. 5. 15.
김하영,와 이 갬성 진짜다.. 렌즈로 완성 되버렸다,15개,2020. 5. 15.
안동물원UNZOO,내시절얼짱레잔도영기언니자누!! 진짜 내싸이우상이였다😘,13개,2020. 5. 15.
요미,솔직히 얼짱시대 안 본 사람 있나... 본방 꼭 챙겨봤는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개,2020. 5. 15.
younji,언니 지금 진짜 2000년대 사람 같아요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13개,2020. 5. 15.
EunToday,으아니 ㅋㅋㅋ 화장하는 중에는 ㅋㅋㅋ 하면서 봤는데 모자랑 가발까지 쓰시니까 넘 귀여워요 ㅋㅋㅋㅋ,10개,2020. 5. 15.
희희희,티니위닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아직도 제옷장에있어욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사놓고안입어서 아까워서 못버린지 몇년인가 어우세상에,22개,2020. 5. 15.
SunRize,"회사원님!! 영상과는 다른 얘기지만 회사원님 외대영상보고 너무 감명받아 1호선타고 외대 놀러갔어요!! 진짜 본관이 너무 이뻐서 한달이 넘어서도 기억나요..!
꼭 저도 성적 좀만 더 올려서 회사원님처럼 외대생이 되고시퍼요🌸🌸🌸",104개,2020. 5. 15.
미즈하비,10:02 회사원님 과거로부터 소환당하신 느낌ㅋㅋㅋㅋ,16개,2020. 5. 15.
유노,완전 제 세대 메이크업ㅠ 영기님이랑 동갑이라 옛생각나고 그립구 그러네요_🌟,12개,2020. 5. 15.
곰돌,아 렌즈 끼니까 ㄹㅇ이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17개,2020. 5. 15.
Bareun바른주민생활,"영기님 10년전이나 지금이나 하나도 안 변했어여 변한 건,,, 좀 더 세련됐다 정도? 학생이라고 해도 믿겠어여 단발여신 넘 이뿌요ㅠㅠㅠ💕",3개,2020. 5. 15.
이까미,인중에 바람넣기 따라한사람🙋‍♀️🙋‍♀️🙋‍♀️,46개,2020. 5. 15.
예영,요즘 회사원님 콜라보 하시는 분들 다 너무 좋다ㅠㅠㅠㅠㅠ 최고에요ㅠㅠㅠㅠ 어쩜그리 좋은 조합들로만 콜라보하시는지.....❤️,25개,2020. 5. 15.
