닉네임,댓글,좋아요수,날짜
쿠크다스오돌뼈,희주쒸이이이이 하이틴 룩북 한 번만 해주라요 ㅠㅠㅠㅠㅠㅠㅠㅠ 넘나 찰떡일 것 같쟈냐 해줄때까지 숨 참습니다 흐읍!!!!!,57개,2020. 5. 22.
caritae,"estoy enamorada de todo lo que haces, gracias por venir a salvar mi fin de semana, agradecida con el de arriba. 💗🥺👉🏻👈🏻",75개,2020. 5. 22.
ladiesnght,"Voy a imitar tus maquillajes,son todos muy hermosos. Un beso 💗",33개,2020. 5. 22.
전지은,브러쉬.. 진짜 느낌 좋을것 같이 생겼다... 이런말 부담스러우실수도 있지만.. 정말.. 희주님 메이크업영상 보면서 진짜 얼굴형도 예쁘고.. 눈도 무쌍인데 크면서 예쁘고.. 눈썹도 입술도 성격도 그냥..언니는 안예쁜게 없어요.. 정말 제 롤모델..그래서 항상 영상 보고 있어요.. 고냥 언니 희주님! 자체가 너무 좋아요...ㅠㅠ흐허어엉🥺💜,32개,2020. 5. 22.
시작은미미하나끝은쥬쥬하리,언니 얼굴은 경이로울 정도야....진짜 톤이 없다는게 이런건가바 사랑훼..,25개,2020. 5. 22.
LidiaGarca,"¡Eres bellísima! Vería tus vídeos todos los días, sin parar y jamás me aburriría.💗 
God is a woman and that's youuuuu.💗",20개,2020. 5. 22.
최국환,"렌즈 정보 부탁드립니다
너무 잘 어울려요!",14개,2020. 5. 22.
0이,"언니 처음 댓글달아보는데
진짜 볼때마다 개빡치게 이뻐요.
영상이 매일 안올라와서 다행이지 매일올라왔으면 화병으로 뒤졌을꺼에여 전ㅎ 사랑해여",26개,2020. 5. 22.
한결,귀여워....아무렇지 않게 초반 악플 얘기해서 짠하고 빡치는데  와우와우 할 때 귀여워....,12개,2020. 5. 22.
디카프리오왕자님,오랜만에 과즙과즙하네여 !! 언닌 진짜 오렌지가 잘어울려요ㅠㅠㅠㅜㅜ❤️❤️,17개,2020. 5. 22.
tmh4u2,omg the music for this video brought back so many memories because i used it in a really old video of mine (it’s actually my fav old vid) but it made the whole thing hit different. i love it so much! ♡♡,2개,2020. 5. 22.
parkSasha,"Te amo mucho mucho !!! Me encanta todo lo que creas ,espero los subtítulos pero aún así me lo miro ya por qué no puedo esperar ,un saludo desde El Salvador ❤️ te amo mucho cuídate 💜💜",10개,2020. 5. 22.
YazminAlbaGalindo,"Hola😀, saludos desde México ♥️, llegué aquí por tu vídeo en español, soy nueva suscriptora ✌️, porfavor más vídeos en español.👍💐✨✨✨✨",8개,2020. 5. 22.
JJ,희쥬님 중간에 눈 얘기하시는 거 진짜 귀엽다구요 ㅠㅠㅠ ㅋㅋㅋㅋㅋ 후츄 눈은 단춧구멍인데 그 정도는 아니라고 하시는 거 넘 기여워요 ㅠㅠㅠ ㅋㅋㅋㅋㅋㅋㅋㅋ 제 친구도 구해줘 홈즈 되게 즐겨 보는 애가 있어요 ㅋㅋㅋㅋ 그래서 그 친구한테 그게 그렇게 재밌냐고 막 신기해했었는데 희쥬님도 애청자이셨다니! 희쥬님 저번에 나온 립 제품은 컬러가 하나였잖아요 혹시 이번에는 여러 가지로 출시되나요?? 하나든 여러 개든 어떨지 너무 궁금해요 💖💖💖 점심 먹으면서 희쥬님 영상 봤어요 😚 편안한 주말 보내세요 하트 하트,11개,2020. 5. 22.
현지,"10:00부터 왤케 귀여워욬ㅋㅋㅋㅋ완죠뉘 귤이 되버렸조(‘!’) 진짜 세상 귀엽고 예쁘고 다해ㅠ진짜 인생 살면서 언니만큼 쨍한색 잘 받는사람 본적이 없다구요‼️아니 쨍한색도 어울리고 연한색도 어울리면 어케해요????진짜 최고,,😘",5개,2020. 5. 22.
가리의일상Garisdaily,희주님 먹는 영상 볼때마다 오물오물 먹어서 너모너모 귀여워 내 숴톼일이야~~ 😭💚,7개,2020. 5. 22.
김지은,요즘 언니때매 슨슨슨 말투 너무 귀욤슨해서 많이 쓰구있서요 😻😻😻😻😻😻,7개,2020. 5. 22.
dearhyunj,희주쓰 96년생 나랑 동갑인디🤟🏻 저도 트레이닝복만 입어욬ㅋㅋㅋㅋㅋㅋ 나이들었나봐... 하지만 예쁜 원피스는 또 포기못해서 사자마자 옷장템으로 직행🤣,10개,2020. 5. 22.
기미찡Msfreckles,언니만의 쯔ㅑㄴ~ 너무 기엽다.. 완벽함을 나타내는 이 기여운 효과음..🥺💕,3개,2020. 5. 22.
Geump,I love daily vlogs like these. It doesn't have to show the most exciting events or partys or what so ever. Its just also really nice to see such calming daily life situations like these.  sending you lots of love i really enjoy your videos ❤!,3개,2020. 5. 22.
혜동,"어쩜 언니는 항상 이뻐요?ㅠㅠㅠ 츄리닝을 입으면 그거대로 이쁘고, 꾸미면 또 그거대로 이뻐요❤️❤️❤️",3개,2020. 5. 22.
Jooniepop,YOU ARE SOOOOOOOO PRECIOUS AND CUTEEEEEEE 🎟✨🌸♥️🥴🥺,3개,2020. 5. 22.
Kelly,finally subtitles thank you ;; I hope there would be in your previous ones too uwu,1개,2020. 5. 22.
lilian,"Another vlog, I’m excited. I love your content ❤️",1개,2020. 5. 22.
승현,언니 약간 김고은님 느낌 있으신 것 같아요!!,6개,2020. 5. 22.
CintiaHernndez,"5:19 Estoy igual, tengo tantas ganas de teñirme el pelo pero me da cosita :(",1개,2020. 5. 22.
이수경,트리플Hㅋㅋㅋㅋㅋㅋㅋㅋ때 처음 영상봤는데 어쩜 사람이 이렇게 생글생글한지 오렌지립 너무 잘어울리셔요 ㅠㅠ,0개,2020. 5. 22.
신화영,언니 개학/개강 메컵 해쥬세오😭😍,2개,2020. 5. 22.
jwch1202,혹쉬 지베르니 파운데이션 광고 아닌가요??! 그냥 궁금해서 물어봅니다!!,3개,2020. 5. 22.
김미애,요즘 노잼일상에서 언니 영상보는데 제일 힐링되여♥️♥️ 오늘 나갈준비하면서 보니까 너무 금방본거 같아요ㅠㅠ 그래도 뭔가 같이 준비하는 느낌이여서 좋아여💗,5개,2020. 5. 22.
AreYou,이쁜언니💕,2개,2020. 5. 22.
SooYummy수야미,피부가 이렇게 좋을수가 ... 진짜 희주님은 안어울리는색이 없다... like 무지개 🌈🌈🌈,2개,2020. 5. 22.
김소윤,예전부터 설명란에 제품 써달라구 피드백 같은 거 많았는લો 제품 써주셔서 너무 편하네용 .. 👍🏼😍,0개,2020. 5. 22.
