닉네임,댓글,좋아요수,날짜
홍쥐뽀,이 채널에서 한국인을 못본지 30일..한국인 소오오오온,918개,2020. 5. 5.
응응,머랭쿠키 같다 머랭쿠키라고 생각하니깐 약간 소리도 머랭쿠키 같이 들림..,442개,2020. 5. 5.
K1MN4MY30N,The sound of eating dehydrated marshmallows is kinda like eating meringue...,398개,2020. 5. 5.
주카루아,어쩐지 저거 오래오오즈인가 그 시리얼에 나오는 작고 동그란 하얀 마시멜로 있잖아요 그거 느낌 날 것 같음...,173개,2020. 5. 5.
jjj,"who saw her ""fail"" frozen marshmallow vid? (even tho it wasn't even a fail)",387개,2020. 5. 5.
Sparkie,"I read the title and then was like •_•, cause i never knew marshmallow can be crunchy",333개,2020. 5. 5.
0호야,"엄마 이언니 못만드는게 없어.....
오늘도 직접 만드셨어...







사랑해요♥♥♥♥",126개,2020. 5. 5.
HS혜송,"언니 마카롱 해주셨으면 좋겠어요ㅜㅜ
진짜 마카롱은 언니소리가 제일 깔끔하고 맛있게 드시는것 같아서..될수 있다면 마카롱해주세여! 영상 잘 볼게여~♡",160개,2020. 5. 5.
노가다,저도 시리얼 좋아하는데 마시멜로우는 안먹어봐서 무슨맛인지 궁금하네요 오늘도 ASMR 잘 들었어요 오늘 하루도 마무리 잘하시고 좋은 저녁시간 보내시고 언제나 행복하고 좋은일만 가득하시길 바래요^_^ 코로나 조심하시고 내일 하루도 즐겁고 알차게 보내시길 바래요^_^ 좋은 저녁 보내세요^_^,184개,2020. 5. 5.
다횽꺙,와 이거 우유에 말아먹으면 굿이겠다,56개,2020. 5. 5.
SSIBAL,"미니잇님 또 직접 만드셨군요..!🙈😻
전 너무 모양이 예뻐서 사서 먹을려고 링크 들어가려고 했는데 또 직접 만드셨다니 놀라울 따름입니다❤️",53개,2020. 5. 5.
JeonKookie,"Not trying to sound like a pervert here but her lips looks so good, puffy and pinkish",116개,2020. 5. 5.
예솔,언니 항상 영상 잘 보고있어요! ㅜㅜ 이런 바삭바삭 와사삭 거리는 식감의 에셈알 넘 조아요.. 아 언니 오늘 립 색깔 최고.. 마시멜로우랑 찰떡.. 저도 언니랑 같은 립 바르고시퍼요ㅜㅜ 오늘 영상 립은 무슨 립인가요!?!,40개,2020. 5. 5.
IISarahXII,I love how she makes everything herself! 🤍🌸,3개,2020. 5. 5.
김가은,저 마시멜로우 덕후인데 진짜ㅠㅠㅠ 넘 맛잇을 것같아요ㅠㅠㅠㅠㅠㅠㅠㅠ 사랑해요 ☺️❤,17개,2020. 5. 5.
IberianASMR,The sounds are so good❤️😍 I love crunchy cereals so much!!,9개,2020. 5. 5.
쿠션,"외국인이 슬금슬금이 아니라
이미 많이 와있네

대충 다음에 불닭하고 짜파게티 섞어먹음 엄청 맛있던데 한번 먹어보세요!",16개,2020. 5. 5.
나는야쵴오2708,"보자마자 머랭쿠키 같다고 생각하신분 손....?
건조 마시멜로우도 먼가..입 안에서 사르르 녹을것 같다는 생각이 들어서...",8개,2020. 5. 5.
6월12일까지쉬는하민,요즘 미니잇츠님 마시멜로우 먹방을 자주하시는거 같아서 죠아욤 >_< 💕💕💕 히히 저번엔 얼린거 / 이번엔 건조>_< 얼리신거는 훨씬 더 많이 얼려보시면 아삭아삭해요 ! 저도 해봤는데 냉장고에서 5시간이나 얼렷다죠ㅋㅋㅋ 근데 넘나 딱딱해서 3시간? ~ 4시간정도가 조흔거 같아요,87개,2020. 5. 5.
다꼬,건조 마시멜로우 모양 진짜 예쁘네요💖 댓을 안달다가 오늘 처음 달아봐용! 항상 asmr 잘 듣고 갑니다😭,35개,2020. 5. 5.
뿅료뵹뾱바랍밥,"ㄷH체 왜ㅇI렇게 한국in 댓글ㅇl 안보ㅇi는건ㅈㅣ 
R려줄ㅅrㄹ ㅏ 
                 ㅁ",14개,2020. 5. 5.
LunaASMR,The sounds just like when you’re eating meringue cookies. So satisfying 👍,47개,2020. 5. 5.
이연우,"결국 마시멜로 굽고 그냥먹고 얼리시더니 드디어 말리셨군요 ㅋㅋㅋㅋㅋㅋ 소리 좋아요 !! 과자같애용 
TMI :  저희 엄마랑 저랑 먹방하시는 분들중에 미니잇님을 가장 좋아해요 ㅋㅋㅋ",7개,2020. 5. 5.
늄뇨,"저 원래 댓글 잘 안다는 편인데
소리가 너무너무 좋아서 써봐요ㅠㅠ🌟
와삭바삭한 소리가 너무 제 취향이에요🥰
어금니 마이크 얼마에 하셨어요..? ㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠ",7개,2020. 5. 5.
inutilestoaccount,"Me: see that Minee posted a video 3 hours ago
Also me: confused because the comments are all from 2 hours ago",12개,2020. 5. 5.
WolfieKidooo,so that’s why the lucky charms marshmallows aren’t fluffy,12개,2020. 5. 5.
adelaipser,At the start of every video I look for “I made this myself” lol,38개,2020. 5. 5.
EnyuZeeMukbang,I want some too... Closest thing I have are some Lucky Charms cereal ☘️,2개,2020. 5. 5.
TheJack,"Nobody:
Also nobody:
Minee: hE NeEdS SoM MiLK¡
Dehydrated Marshmallow: YE",8개,2020. 5. 5.
CozeASMR,"Love the sound these make, makes me miss eating cereal for breakfast <3",2개,2020. 5. 5.
