닉네임,댓글,좋아요수,날짜
areumsongee아름송이,✨✨립 정정 합니다 웨이크메이크 아니고 쓰리씨이에요!!!✨✨,80개,2020. 5. 17.
julus10,You look  sooo beautiful in this makeup and hairstyle!! This blush makes the look super cute 🥺💗,6개,2020. 5. 17.
현현,언니 앞머리 어떻게 짜르시는거에요??? 앞머리 모양 존예 ㅠㅠ,134개,2020. 5. 17.
kimbokjooswag,your makeup skills are so good😍😭❤️,3개,2020. 5. 17.
kjmSUHO,いつ見てもほんとうにかわいい…😭😭😭,32개,2020. 5. 17.
,"韓国って美容番組多いイメージ‼︎羨ましい~🥺tv出演おめでとうございます‼︎
そして今日も可愛い❤️",26개,2020. 5. 17.
areumsongee아름송이,내일 열한시에 제가 나와요❤️❤️많은 시청 부탁드려요🐛💛,98개,2020. 5. 17.
,あるむそんいちゃんのGRWMめっちゃ需要あるから嬉しい₍ᐢ- ̫-ᐢ₎♡,27개,2020. 5. 17.
민서minseo,언니 겟레디가 같이 수다떠는기분이라 젤 좋다구요😆❤️,41개,2020. 5. 17.
김휘현,옷정보좀주세요~궁금해요,15개,2020. 5. 17.
,日本語字幕ありがとうございます😭💖,11개,2020. 5. 17.
aryepsun,아 진짜 예뻐 짱예뻐 제일 예뻐 송이언니 방송에서 더더 많이 봤으면 좋겠다💕,3개,2020. 5. 17.
지니,6:26 루나 컨실러 73000원 아니에용!! 14000원인걸로 알고 있어요😁,34개,2020. 5. 17.
이댕댕,4:13 메이크업 시작,6개,2020. 5. 17.
김은지,"울언니 꽃길, 돈길만 걷자❤️❤️❤️❤️❤️❤️❤️❤️",11개,2020. 5. 17.
모,"언니! 그럼 다음은 mac YSL의 원브랜드 메이크업 해주세요!
mac도 YSL도 립이 언니가 좋다고 하는 색깔이 너무 많은 거 같이 않아요??♥️
근데 나는 이 투브랜드에서는 거의 립이 밖에 안 사니까 다른 제품이 중에서 좋은 것 있을지 알고 싶으니까 부탁해용♥️!",37개,2020. 5. 17.
miyu,かわいい🥰,9개,2020. 5. 17.
xfyfhyryyfg,アルムソンイちゃんがオルチャンの元祖だったとは！最近知りました！,8개,2020. 5. 17.
,"진짜 예쁘다〜😍😘💕💫

ほんとに可愛い〜😍😘💕💫",1개,2020. 5. 17.
11,재효.. 나도 재효.. 부럽ㄷ,4개,2020. 5. 17.
,"はやコメ！
今日も可愛い！",6개,2020. 5. 17.
hyun0,아이라인 무슨제품인지 알려주실수 잇나용 !? 아이라인은 제품명이 안뜨는가같아서요! 점막채울때 좋아보여서 궁금해요!,22개,2020. 5. 17.
까끼꾸께꼬,워커정보좀알려주세아ㅡ..제발류ㅠㅠㅠ🥰,2개,2020. 5. 17.
,今日もとても可愛いです！,4개,2020. 5. 17.
고양이보다귀여운거는없어,우리 언니 슈스길만 걷자!!!!!!!!!,11개,2020. 5. 17.
,かわいい♡♡あこがれです！！大好き♡(●´ω`●),0개,2020. 5. 17.
지연,그 방송 내가 꼭본다🤩💞,2개,2020. 5. 17.
수빈,"16:58 뭔가 초반에는 피부에 조금 트러블도 있구 했는데 갑자기 엄청 깨끗해졌네요,,,?!?!!! 부럽다ㅠㅠ",0개,2020. 5. 17.
심혜안,와 화장 진짜이뻐 ㅠㅠㅠㅠ,1개,2020. 5. 17.
YeriSubs윤아,Im So happy for u❤️,0개,2020. 5. 17.
세하,오늘 화장 진짜 잘 어울리시는데 저는 브릿지 넣으러 가기전 겟레디윗미가 제일 레전드로 예쁘셨어요 ...✨✨,1개,2020. 5. 17.
,アルムソンイちゃんにメイクして貰えるとか羨ましすぎる...😭😭😭今日も最高に可愛いです！😍❤❤,0개,2020. 5. 17.
,今日もめちゃくちゃ綺麗です！！🥰🥰,0개,2020. 5. 17.
나세연,ㅎㅎㅇ언니 방송타는거 추카해용,3개,2020. 5. 17.
김말희,헐대박!!!!! 완전 기대되어요! 영상 너무좋아요ㅠㅠㅠㅠㅠ겟레디 자주해주세요 같이 수다떠는기분이라 더 조아요💖,0개,2020. 5. 17.
이유진,쿠션진짜 너무 예뻐요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ너무 기대된다 ㅠㅠ,0개,2020. 5. 17.
나은,와 언니 진짜 개입뻐요ㅠㅠㅠㅠ 카메라에 필터없어서 현실적인데 얼굴이 비현실적이네,1개,2020. 5. 17.
챱,언니 넘 이뻐용ㅠㅠㅠ❤️❤️,1개,2020. 5. 17.
조현서,언니 얼굴에 도는 은은한 저 광 너무 부러워욧..,0개,2020. 5. 17.
또힝,옷 정보 주세욤 ㅠ,2개,2020. 5. 17.
박샘,사랑해여❤️❤️,0개,2020. 5. 17.
김민선,와 언니 반묶음 박제해야해 너무 이뻐 ㅠㅠㅠ,0개,2020. 5. 17.
잉오,언니 축하드려요ㅜㅜ🥰🥰🥰,0개,2020. 5. 17.
,やばいほんとに今日のアルムソンイちゃんかわいすぎ,0개,2020. 5. 17.
박지현,원피스 정보 너무 궁금해요ㅜㅜ,1개,2020. 5. 17.
,"３階建ての家に住んでるの？
凄いリッチ✨

テレビに出る程の
有名人だったのね💕

やっぱり
カワイイはずだわ(*^^*)笑",10개,2020. 5. 17.
모모링,와 진짜 진짜 넘 예뻐.. 아 자켓도 찰떡이에욤,0개,2020. 5. 17.
김초희,"16:38 여신이에오 ,, ♡",0개,2020. 5. 17.
하루나,다음에 YSL 화장품 묶음이라도 메이크업 해줬으면 좋겠어요❤️💜　일본의 화장품 브랜드에서도 보고싶습니다!🇯🇵💕💕,0개,2020. 5. 17.
뇽뇽,오늘 영상 메이크업+헤어+코디 대존예 ㅜㅜ 역쉬 반묶음이 진짜 잘 어울려요 왈가닥뷰티 11시 메모..⭐️,0개,2020. 5. 17.
pickup,ジェヒョいるー！！💖💖,0개,2020. 5. 17.
,ホンジニョン❤️,0개,2020. 5. 17.
한나은,영상에서 계속 드르륵 하는소리 들려여 ㅠㅠ,0개,2020. 5. 17.
918jks,"ファンデーションすごい欲しい♡
あと、periperaで縛りメイクして欲しいです‼︎コスパもかなり良いので…",0개,2020. 5. 17.
우유성,언니의 grwm는 말이 많아서 조이요ㅎㅎ,0개,2020. 5. 17.
jugagarin,엉니 스토레에 이불 징쨔 엄청 갖고싶은 스탈인데 ㅠㅠㅠㅠ 이불 정보알려주세요 아님 룸투어때까지 꼭 기다리게씀니당 ㅎㅎㅎㅎ ㅠㅠ,0개,2020. 5. 17.
CIRCUSMIDNIGHT,"방송 보았습니다😍

언니, shu uemura 브랜드의 원 브랜드 메이크업을 추천합니다！",0개,2020. 5. 17.
임재은,바비브라운 추천해요!!!! 🤟🏻✨ 오늘두 넘 예쁜 송이님..♥️,0개,2020. 5. 17.
율이보라,입생로랑으로도 원브랜드 메이크업도 해주세요오❣️,1개,2020. 5. 17.
김은주,케이크 들고들어가기전에 웃는데 진짜 얼짱시대때 아름송이 모습겹쳐보이고 영상전에 계속 옛날엔 촬열 놀러다녔단 얘기보니까 먼가 제마음이 다 몽글몽글합니당🥺🥺,0개,2020. 5. 17.
BITIES,O resultado da maquiagem ficou lindo eu gostei muito☺️💙,0개,2020. 5. 17.
,黄色のネイルかわいい💅🏼💛💛💛💛,0개,2020. 5. 17.
초초초,루나 컨실러 가격 잘못 된 것 같아용 !!!!,2개,2020. 5. 17.
miwa,일본 안녕하세요. 처음 코멘트합니다. 언제나보고 있습니다. 너무 귀엽고 존경합니다! 앞으로도 노력하십시오! (번역기를 사용하고 있기 때문에 변화도 모릅니다 😭),1개,2020. 5. 17.
삐삐까삐까,겟레디윗미 항상 너무 잘 보고 있어요~ 입생로랑 원브랜드 메이크업도 시간 여유 되시면 부탁드릴게요💗,0개,2020. 5. 17.
나혜빈,와 항상 영상 다 챙겨보는데 언니 오늘 영상 역대급으로 존예탱.. 진짜 너무 예뻐서 개빡쳐요 언니 진짜 사랑해요;;💜,0개,2020. 5. 17.
