닉네임,댓글,좋아요수,날짜
방구석리뷰룸,우왓 국민은행이랑 일을 해보고 저 성장했네요...☺️ 실제로 혜택이 정말 좋아서 친구들에게도 추천하고 저도 쓰고 있습니다!! 메리트 있으니 꼭 체크해보세요,43개,2020. 5. 7.
EdwardJeon,"숙제영상에 죄송한 말이지만 솔직히 출시 극초반부터 나오면 웬만하면 바로 써야지 하고 기대했었는데, 실제 나온 내용물을 보자마자 너무 실망이 컸습니다.
다른 것보다, 돈을 다루는 머리좋은 금융권에서 했다고 보기에는 믿을 수 없을만큼 너무 요금제를 생각없이 대충 만들어놨어요.
LGE 요금제는 1G~11G까지의 낮은 용량 구간만 존재하고 그걸 쓸데없이 1G단위로 잘게 쪼개놓은 후 그중 가장 상위 요금제에만 속도제한 환경에서의 무제한 데이터가 되는 것만 봐도 정말 사용패턴에 대한 고려는 전혀 없이 돈을 받고 싶다는 욕망만 투영된 결과라 볼 수 있죠.
반면 5G 요금제는 일반 통신사와 마찬가지로 9G / 180G 라는 극단적으로 양극화된 요금제밖에 없는데, 이쪽은 그냥 통신사 요금제 그대로 베껴온거라고밖에 볼 수 없고요.


물론 KB 상품들과 연계되는 할인이 모두 다 적용되면 상당히 저렴해지기는 하지만, 단순히 국민은행 통장과 카드 연계 정도로는 최대 할인의 절반정도밖에 적용되지 않고 최대할인 다받으려면 짜잘하게 해야될게 정말 많습니다.
약정없이 위약금없이 자유롭게 쓰려고 알뜰폰 쓰는건데, 정작 각종 KB 상품들과의 연계라는 또다른 노예계약에 묶여버리는 셈이죠.
그렇다고 그런걸 안하고 그냥 쓴다 그러면 다른 알뜰폰 요금제에 비하면 요금제의 제약도 많고 요금 자체도 훨씬 비쌀분더러, 경우에 따라서는 일반 통신사 요금과도 별반 차이가 없는 수준이 되어버리기도 합니다.
다시한번 숙제영상에 안좋은 얘기해서 죄송하지만, 리브모바일 요금제는 통신3사와 알뜰폰 요금제들의 단점만을 모아 만든듯한 느낌이라 자체적으로 대대적인 개혁이 없는 한 추천하기는 어려운 알뜰폰 브랜드라고 생각됩니다.",25개,2020. 5. 7.
라뎃에네스,"ㅋㅋㅋㅋㅋㅋㅋㅋ 인트로 연기 넘 웃겨 죽겠는뎈ㅋㅋㅋㅋ
리브 모바일로 갈아타려면 일단 약정 끝나야.. ㅠㅠ",19개,2020. 5. 7.
쿡플레이,"인트로ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
사장님 장사 잘하시네옄ㅋㅋㅋㅋㅋㅋ",15개,2020. 5. 7.
MTakK,아니 오프닝ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오프닝ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 엄지 올리고갑니다ㅋㅋㅋㅋㅋㅋ,15개,2020. 5. 7.
윤터키,연기가 많이 느셨네욬ㅋㅋㅋㅋㅋㅋ,6개,2020. 5. 7.
블랙데이지,ㅋㅋㅋㅋㅋㅋ귀여워요,2개,2020. 5. 7.
스카이포스터,인트로를 보자마자 좋아요를 눌렀습니다 ㅋㅋㅋ,6개,2020. 5. 7.
MinJungLee,어마어머 ㅋㅋㅋㅋㅋㅋㅋㅋ 인트로 너무 매력적이어서 놀랐네요 여자분이랑 친구하고싶어요^^ ㅋㅋㅋ,1개,2020. 5. 7.
RooStory루스토리,"연기 최고 ㅋㅋㅋ
저도 이거 알아보고 있어요",3개,2020. 5. 7.
