닉네임,댓글,좋아요수,날짜
방구석리뷰룸,오늘은 Gamsung 영상을 한번 시험해봤습니다 ㅋㅋㅋ! 갓구글!! 정말 좋으니까 플레이북에서 외국책 사서 공부하세요,25개,2020. 4. 29.
WadeLee,난 진짜 이 분이 테크유튜버중에 제일 유용한것같음 유일하게 알람까지 켜놓고 봄,43개,2020. 4. 29.
오규찬,실험이 아니라 좋은데요!? 처음에 채널 잘못들어온줄 알았습니다. 영상 자체가 부드러워서 좋네요,18개,2020. 4. 29.
JuikEom,"아이고, 구글 서적을 활용할 생각을 미처 못했네요! 외국어 공부의 의미는 아니지만, 잠깐 검색해봤는데도 필요한 해외 원서들이 무료로 풀린 경우가 제법 있어서 무릎을 탁 치고 갑니다. 별개로 해외 아동용 오디오북은 정말 대박이네요. 당장 투입할 예정입니다. 감사합니다.",12개,2020. 4. 29.
wisdomly,와.. 난 방구석님 때문에 기계 제대로 쓰는거같아 진짜 넘 감사해요 영상 감성감성하네요 그 비싼 카메라로 찍으신걸까요?? 크~ 좋습니다,5개,2020. 4. 29.
하루,"와.. 이번 영상 분위기 무슨일인가요.. 👀✨✨
언제나 더 나은 방법을 찾아 공부하시는 모습 정말 멋져요 ♥",9개,2020. 4. 29.
최호영,오늘 영상 분위기가...ㄷㄷ,8개,2020. 4. 29.
Eric,완전 최고 ㅋㅋㅋㅋㅋㅋ 당장 다운로드하러 갑니다 완전 나를 위한 영상!!,7개,2020. 4. 29.
JihoJang,오오 대박인데요!! 오늘도 양질의 정보 알려주셔서 감사합니다~~^^,4개,2020. 4. 29.
병주원약주원,와 여태 구글북 보면서도 전혀 모르고있었네요 ㅋㅋㅋ 감사합니다,1개,2020. 4. 29.
EunhwakJo,좋은 영상 감사합니다. 그런데 패드화면을 찍은 폰카 영상의 울렁거림(?)이 아쉽습니다. 밝은 환경이 아니라서 그런걸까요.,1개,2020. 4. 29.
Sh,저도 jlpt1급 준비 중인데 원서 읽기는 쪼까 어렵고 오디오북 괜찮아 보이네요ㅎㅎ,4개,2020. 4. 29.
JuwonJung,"방구님은 일본어 공부 필요도 없잖아요 ㅠㅠ
구글 밑 무료화 되었네요 이것도 한번 다뤄봐 주시면 좋을꺼 같아요",3개,2020. 4. 29.
사람,안경 너무귀여워욬ㅋㅋㅋ,0개,2020. 4. 29.
인성이,우와 ㅋㅋㅋㅋㅋㅋㅋ 오늘 영상느낌👍😉,0개,2020. 4. 29.
맛나라,구글번역기 진짜 조아용 호홍~,0개,2020. 4. 29.
사회부적응자,음성번역이 쵝오다. 우선 발음이 정확한걸루다가 해야겠네요,4개,2020. 4. 29.
우기woogi,영상 잘 봤습니다! ㅎㅎ 궁금해사 그러는데.. 혹시 맥북에어2020도 나중에 리뷰 해주시나요?,0개,2020. 4. 29.
단짝친구,저 저번에 인스타 메시지 드렸던 초등학생에요!,2개,2020. 4. 29.
leeqba,말풍성 확대 미쳤네....대박이네요.,5개,2020. 4. 29.
