,name,thumbnail,view,previous_time,video_url,comment,likes_num,unlikes_num,time_duration,start_date2
0,아이폰 13 카메라 유출?! 아이폰 12 출시 일정은?!,https://i.ytimg.com/vi/OMhJpOJQ-2U/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC7RuHjOp4v2LR5MDqHfwLWi87PYw,1.6천회,2일 전,http://www.youtube.com/watch?v=OMhJpOJQ-2U,댓글 11개,25개,1개,"
      4:44
    ",2020. 5. 31.
1,"노트20 엑시노스 992 탑재, 폴드2 양산 시작?!",https://i.ytimg.com/vi/rQ-VG-qULzE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCpGHFwB5flh-YCprE_5fpdeFqY5Q,1.7천회,5일 전,http://www.youtube.com/watch?v=rQ-VG-qULzE,댓글 19개,18개,2개,"
      4:13
    ",2020. 5. 28.
2,아이폰 12 통화 녹음 가능?!,https://i.ytimg.com/vi/ZSJ4iA7_-AU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA4ljTBVoiqmubqV5ZGjLGXKqfB7g,2.2천회,6일 전,http://www.youtube.com/watch?v=ZSJ4iA7_-AU,댓글 27개,29개,0개,"
      3:40
    ",2020. 5. 27.
3,갤럭시 폴드2 방수 방진 지원?!,https://i.ytimg.com/vi/Z6a9bCc3tZU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC-Oazi0RLi4mwyZkx75AdI8-wt-g,434회,6일 전,http://www.youtube.com/watch?v=Z6a9bCc3tZU,댓글 16개,15개,4개,"
      3:08
    ",2020. 5. 27.
4,아이폰 12 USB-C 타입 탑재?,https://i.ytimg.com/vi/oxx1el30iDE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDY2Sdblb7ONpqS7THj-8KdMX2u5w,3.4천회,1주 전,http://www.youtube.com/watch?v=oxx1el30iDE,댓글 34개,36개,6개,"
      3:34
    ",2020. 5. 26.
5,갤럭시 노트 20 야.... 이건좀 아니잖어...,https://i.ytimg.com/vi/cAefrwMabN0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAkmZIlo5N0j1yQNNKtrGjIWKbepQ,964회,1주 전,http://www.youtube.com/watch?v=cAefrwMabN0,댓글 22개,24개,6개,"
      3:48
    ",2020. 5. 25.
6,애플 글래스 도대체 어떤 거길래?,https://i.ytimg.com/vi/s2rxg-7916s/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDV4w-I_jgwP54SIo_1nLQePt6l6g,5.1천회,1주 전,http://www.youtube.com/watch?v=s2rxg-7916s,댓글 28개,40개,8개,"
      5:26
    ",2020. 5. 25.
7,갤럭시 노트 20 확실한 변환점?,https://i.ytimg.com/vi/M1ucbFM3jVQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCVWJRnBJcrFLZbq5k1Xx2qLM7t8g,1.5천회,1주 전,http://www.youtube.com/watch?v=M1ucbFM3jVQ,댓글 31개,33개,2개,"
      3:20
    ",2020. 5. 24.
8,아이폰 12 생산 지연 되나? 카메라 모듈 7월 양산?,https://i.ytimg.com/vi/jPDgp6NlVZw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLA9fbAMgTLgRO4j-UMQnBYc6i8uhg,730회,1주 전,http://www.youtube.com/watch?v=jPDgp6NlVZw,댓글 7개,12개,0개,"
      5:17
    ",2020. 5. 22.
9,아이폰 12 BOE 탑재 되나...??,https://i.ytimg.com/vi/NSnymDpa4gg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCTy8RHJFKlxNdhD7-g0ZHm4agqvg,745회,1주 전,http://www.youtube.com/watch?v=NSnymDpa4gg,댓글 9개,23개,0개,"
      4:40
    ",2020. 5. 21.
10,"아이패드 그리고 애플 글래스, 2021년이 기대되는 이유?!",https://i.ytimg.com/vi/kNwEyF0_b04/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAHFYX72H4CcpI7kaU7D-PgkFvPug,752회,1주 전,http://www.youtube.com/watch?v=kNwEyF0_b04,댓글 19개,18개,1개,"
      6:50
    ",2020. 5. 20.
11,보급형 깡패? 신선함에 터지는 '아이폰 SE 2세대' 리뷰!,https://i.ytimg.com/vi/3c-577SRvGE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLATEBjpBoMC6p_-wdQdRD13b6OBGQ,326회,2주 전,http://www.youtube.com/watch?v=3c-577SRvGE,댓글 11개,14개,1개,"
      5:05
    ",2020. 5. 19.
12,130만원대에 갤럭시 폴드 구매 가능?! 갤럭시 폴드 라이트!,https://i.ytimg.com/vi/40l0_Xj3aq4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDBCnG1_mE99p9UsVLb-5QdwdMzFw,557회,2주 전,http://www.youtube.com/watch?v=40l0_Xj3aq4,댓글 7개,19개,1개,"
      4:08
    ",2020. 5. 14.
13,아이폰 12 스펙 부터 가격 까지 모든것!,https://i.ytimg.com/vi/p6E42uluFMs/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLALJdvdXPEwag-MySkRGKM8jGiCuQ,2.5천회,3주 전,http://www.youtube.com/watch?v=p6E42uluFMs,댓글 19개,39개,2개,"
      4:31
    ",2020. 5. 12.
14,아이폰 SE 이후 4인치대 아이폰은 없까...?,https://i.ytimg.com/vi/OJvW4t9ObAQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCBCyJiEJ7gbAy6HaYMc6AnbMDGGg,391회,3주 전,http://www.youtube.com/watch?v=OJvW4t9ObAQ,댓글 11개,9개,2개,"
      5:00
    ",2020. 5. 11.
15,LG 벨벳 과연 성공 할까?,https://i.ytimg.com/vi/VVjDiIpdsM8/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAnAOR_ueFRl9O2fUBPDHK6ORM1gA,451회,3주 전,http://www.youtube.com/watch?v=VVjDiIpdsM8,댓글 19개,11개,1개,"
      4:20
    ",2020. 5. 8.
16,갤럭시 Z 플립2 벌써...?!,https://i.ytimg.com/vi/D0F-019e1BY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBJu47OSkWxFq2WQWlPirywQr7KiA,1.2천회,4주 전,http://www.youtube.com/watch?v=D0F-019e1BY,댓글 11개,22개,2개,"
      2:39
    ",2020. 5. 5.
17,"애플, 삼성, 화웨이 1분기 실적은?!",https://i.ytimg.com/vi/UJ1CGOR2VbY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCU9WJ1xCuYbcQFymcTSd_YRUn46w,584회,1개월 전,http://www.youtube.com/watch?v=UJ1CGOR2VbY,댓글 9개,14개,0개,"
      4:55
    ",2020. 5. 3.
18,갤럭시 노트20 엑시노스 992 탑재?? 엑시노스 부활 각?!,https://i.ytimg.com/vi/rVbQeCN7YoA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAPXIjNvsjNbY-ad7DED98kFyuVDQ,1.2천회,1개월 전,http://www.youtube.com/watch?v=rVbQeCN7YoA,댓글 22개,23개,3개,"
      2:12
    ",2020. 5. 1.
19,아이폰 12 미친 가격?!,https://i.ytimg.com/vi/Nb0nkDddIBY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDjMGHZQgsuew3AWlhJ-rm69tAKAQ,4.4천회,1개월 전,http://www.youtube.com/watch?v=Nb0nkDddIBY,댓글 13개,55개,4개,"
      2:37
    ",2020. 3. 1.
