닉네임,댓글,좋아요수,날짜
문복희EatwithBoki,"자막은 설정에서 활성화 해주세요 💗

안녕하세요 복희예요 🥰
오늘은 오랜만에 밥 타임 ! 🍚🍚🍚
똥똥한 대창 가득 대창덮밥에 장어덮밥을 가져왔습니당 🙌🏻
오늘의 사이드는 고로케 ! 중간중간 시원하게 입가심을 도와줄 나박김치까지~🤗
대창이 엄청 통통해서 씹는 식감이 아쥬 ,, 팡팡 터지는게 완조니 제 스타일이였어용 
대창만 있으면 느끼할 수도 있었던걸 버섯과 부추가 딱 잡아주더라구용 
장어도 부들부들하면서 쫄깃해서 넘 맛있었어요 😋💕
배고파서 밥을 많이 담았더니 마지막엔 밥만 퍼먹,,, 그래도 밥에 양념이 되어있어서 밥만 먹어도 맛있더라구요 희희 
그리고 고로케 맛있었던 고로케^^ (뻔하지만 해보고싶었음^^헷)
오늘도 잘 먹었습니당 🙏🏻

Hello everyone ! This is Boki 🥰
I want to eat a lot of rice after a long time(?), so today it's time to eat rice ! 🍚🍚
I brought Rice with Grilled Tripe and Eel together 🙌🏻
The intestines were chubby, so the texture was good, and the eel was very soft and chewy.
I enjoyed the whole meal because there was even a crispy croquette on the side😋
Enjoy your meal too 🙏🏻💕

🍎복희 daily instagram🍎 @_luvmun
🍒Mukbang instagram🍒 @eatwithboki",1개,2020. 5. 12.
JapneetKaur,"When Boki takes big bites, the food looks so appetising and she looks beautiful as ever. However when I take big bites, i look like an inflated balloon. Why this discrimination?!😭",12개,2020. 5. 12.
serenityelle,if boki release a merch about chopped stick and wodden spoon i will gladly buy it😂💕,10개,2020. 5. 12.
fairytaildog,Boki looks like a character in parasyte when she takes big bites 👄😂❤️,18개,2020. 5. 12.
MilkyCloud,I'm always asking myself how the f she can put so much food in her mouth 😂😂,19개,2020. 5. 12.
JonnalynEnde,"The one who always eats so big but with grace and cleanliness not to mention how pretty she is, BOKI my fav mukbanger 🤩❤️",8개,2020. 5. 12.
smtrsri,"She: eats a lot but still stays slim
Me: eats a lot look like I am perggo 
😂😂",14개,2020. 5. 12.
YoungGuy,"Boki: ""I'm Finished"" 😐 13:05 
Me: So cute! 🤗😍",32개,2020. 5. 12.
JudySaengpradith,I swear she’s like the girl version of sio asmr,62개,2020. 5. 12.
NinaPeace,"BOKI: big bites happy eating 



ME : have big bite CHOKING",2개,2020. 5. 12.
mxntrxse,It's 1am and I'm watching boki eat while lying in bed and salivating,8개,2020. 5. 12.
웅웅,이분 먼가 있지 류진 + 소녀시대 수영 느낌임,143개,2020. 5. 12.
GeniPerfundi,Her asmr sounds can make me fall asleep  i love her chanel ...... you go  girl ❤❤😍💖😴😴😪😪,4개,2020. 5. 12.
숙제싫어,우리에게는 음식 보기 좋은 높이지만 먹기에는 불편한 높이일듯,97개,2020. 5. 12.
pAkiSUwU,"Boki : eat and get money
Me : eat and get fat



EDIT : mom, im fAmOUs. Arent you proud of me?",321개,2020. 5. 12.
로댕RodinTV,"네 저는 한국인입니다
댓글보시다 그리울까봐
한글 남기고 갑니다
오늘도 수고 많으셨습니다 20000👋",458개,2020. 5. 12.
