닉네임,댓글,좋아요수,날짜
한세HANSE,"안녕하세요 오늘은 티라미수 아이스크림을 준비했어요
티라미수 먹고 싶어서 만들었어요 핫
+ 직접 운영 중인 홈카페, 주방용품 스토어 입니다!
https://smartstore.naver.com/hanse
 
+ 저는 인스타그램과 틱톡에 (@hanse_ _ _ _) 홈카페 영상과 1분 쿠킹 영상을 올리고 있어요 물어보는 분들이 많으셔서 알려드려요! 다른 sns 하지 않으니 참고 부탁드려요!
 
예전에 만든 티라미수와 비슷하지만 들어가는 재료의 양은 좀 달라요
아이스크림이라 노오븐으로 만들려고 시판 레이디 핑거를 준비했는데요
케이크 시트나, 카스테라 같은 걸로 준비해도 괜찮아요!
아니면 직접 레이디 핑거를 만들어도 되고요
 
마스카포네 500g이 들어가기 때문에 한번 만들면 양이 많아요
절반 정도 줄여 만들어보세요
마스카포네 대신 크림치즈를 사용해도 되는데 치즈 맛이 강하게 나기 때문에 반반 섞어쓰거나 마스카포네를 사용해주세요
 
깔루아가 없다면 생략해도 되고, 깔루아를 넣었다면 바로 먹지 말고 반나절 이상 뒀다가 먹어야 알코올 특유의 느낌이 사라져요
커피를 많이 안 묻혀도 냉장실에 반나절 넣어뒀다가 먹으면 부드러워져있어요
완전 단단한 하드 느낌은 아니고 아이스크림 냉동실에서 바로 꺼냈을 때처럼 퍼먹으면 돼요
여름에 시원하게 만들어 먹어보세요! 만들어 먹으면서 혼자 ‘워후..’이랬어요 하하..
맛있어요 (만약에 크림이 좀 남았으면 그걸로 티라미수 라떼 만들어도 돼요)
 
전 틀에도 얼렸지만 준비하기 편한 용기에다가 만들어서 숟가락으로 먹어도 되고, 몰드에 얼려도 되고, 네모난 틀에 랩 깔아서 얼려 잘라서 먹어도 돼요
 
▶재료 (7~8인분, 굳히는 시간 미포함 1시간 내외 소요, 굳히는 시간은 8~10시간)
+ 계란 노른자 5개, 설탕 100g, 바닐라 익스트랙 4ml, 마스카포네 500g, 깔루아 30g
+ 생크림 480g, 설탕 50g
+ 에스프레소 60ml, 설탕 30g, 깔루아 30g, 물 150ml
+ 레이디 핑거 10~12개, 코코아가루
 
1) 노른자, 설탕, 바닐라 익스트랙을 볼에 담아 섞어줍니다
2) 냄비에 분량 이외의 물을 담아 끓여줍니다
3) 불을 약불로 줄이고 그 위에 재료가 들어간 볼을 넣고 중탕으로 섞어줍니다
4) 영상과 같은 농도가 될 때까지 저어줍니다 (10분 이상 소요)
(너무 빨리 하려고 쎈불로 하면 노른자가 익을 수 있습니다)
5) 완성된 노른자 반죽은 잠시 옆에 두고 다른 볼에 마스카포네를 담아 풀어줍니다
6) 노른자 반죽을 마스카포네와 섞어줍니다
7) 깔루아를 넣고 섞어줍니다
8) 다른 볼에 생크림과 설탕을 넣고 단단하게 휘핑합니다
9) 휘핑한 생크림은 만들어둔 반죽에 넣고 섞어줍니다
10) 완성된 크림은 옆에 잠시 두고 에스프레소, 설탕, 깔루아, 물을 다른 용기에 넣고 골고루 섞어줍니다
11) 레이디 핑거를 커피 물에 담근 뒤 바로 빼 작은 크기로 잘라줍니다
12) 준비한 용기에 크림을 담아주고 커피 물에 적신 레이디 핑거를 적당히 넣어줍니다
13) 용기가 가득 찰 때 까지 반복합니다
14) 냉동실에 넣어 최소 8시간 동안 얼립니다
15) 얼린 티라미수를 몰드에서 빼줍니다 (일반 용기라면 생략)
16) 먹기 전에 코코아가루를 뿌려줍니다
+ 만든 티라미수 아이스크림은 냉동 보관하고 일주일 이내로 다 먹습니다",198개,2020. 5. 30.
잇힝,ㅋㅋㅋㅋ마지막에 뭐지 하면서 보고 있었는데 과자가 툭 하는 거 보고 피식 웃었다..왠지 진 기분이야..,252개,2020. 5. 30.
Chibichan,Stuck at my house during quarantine without nothing to eat... sometimes i wonder why i watch videos just to make myself even hungrier...,314개,2020. 5. 30.
오누,4:55 여기 커피 넘처서 NG났구나 했는데 아니어서 아 그냥 넘칠랑말랑해서 올리신건가 했는데 이럴 줄은 몰랐음,101개,2020. 5. 30.
카드값줘체리,"한세님 슈렉?에 나오는 장화신은 고양이가 오두막 지어서
혼자 쪼물쪼물 베이킹 하시는것 같아요 






귀엽다",250개,2020. 5. 30.
이지훈귀여워서어쩌나,아이 참~제가 티라미수 좋아하는거 어떻게 알고 이렇게 올려주셨어요~저를 위한 레시피네~아..아니라구여..?네...,415개,2020. 5. 30.
RanaNA,I thought it was 27 full scoops. And I was trying to figure out how you made them 😂,105개,2020. 5. 30.
BoBoCooking,"i have a sensitive teeth.....but it doesn't matter now
i will eat them all",95개,2020. 5. 30.
Darkrtemis,The best part was the blooper in the end 😂,87개,2020. 5. 30.
Lenise,I’ve never heard of ice cream with this flavor? These videos make me want to mess up my kitchen and try it,69개,2020. 5. 30.
