닉네임,댓글,좋아요수,날짜
엠브로MBRO,"안녕하세요 엠브로입니다! 
오늘은 슬기네 집에서 소고기 구워먹어봤습니다 ! 
요즘 너무 배달음식 위주로만 보여드리는거같아서 죄송스러워서 
좋은것좀 보여드릴거없나 생각하다가 이렇게 소고기 준비해봤습니다
벽제갈비 에서 포장했구용 
100만원 조금 넘게 나왔습니당
오잉 뭐 조금 밖에 안먹었는데 저렇게나 많이 나와 하시는분들 계실건뎅
1인분에 11만-12만원 정도 인지라 저정도가 나왔네용
예전 편집자님이랑 식사하러갔을대큰 갈비 먹을대 슬기 못데려 가서 
포장해서 따로 선물로 줬어용
코로나가 빨리 종식이 된다면 야외도 나가고 참치 해체도 하고 문어도 잡고 
다시 한번 신나게 농촌 라이프 촬영도 해볼게엽
요즘 사실 날이 쨍쨍한지라.. 농촌에서 뭔가 만들어 먹기 정말 좋은날인데..
너무 아쉬워요  
그래도 시기가 시기인지라.. 이럴대 더 조심해야 된다고 생각합니다
그렇기에 조금더 조심한 다음 다음에 보여드리는쪽으로 갈게요 ! 
맛은 ! 소고기 맛이지만 정말 부드럽고 맛있어요
꽃등심 같은경우에도 바싹 익혀먹어도 두툼하게썰어서
안쪽은 쫄깃한 느낌이 너무 좋았습니다
그리고 마무리로 먹었던 양곰탕이 너무좋았어요 ! 
얼큰 하면서도 뭔가 국밥 먹는거같은 느낌이어서 좋았습니다 ! 
오늘은 제돈주고 산거구용 따로 협찬 품 없습니당
양곰탕 같은경우 찾아보니 www.bjgalbishop.com 여기 따로 팔더라구여 참고만 하셔용 
오늘도 시청해주셔서 넘넘 감사합니다
다음에도 재미난 야외먹방으로 또 찾아뵐게욥 ! :)",665개,2020. 4. 25.
나이키,진짜 형 아프리카때부터 보는데 댓글들이 아무리 무례해도 걍 존댓말 쓰면서 넘어가고 자존심 접는 모습까지 진짜 단지 잘먹어서 좋은게 아니라 형은 인성까지 겸비해서 넘 좋아 앞으로도 계속 꾸준히 형 영상 보고싶어 몸관리 잘해 형 코로나 조심하공,546개,2020. 4. 25.
,"여러분 친구  잘 사귀세요..
자취방에 소고기 사오는 친구 너무 멋있잖어.. 그것도 벽제갈비..",562개,2020. 4. 25.
김신유,애인도 100만원어치 소고기 안사줘요 엠브로슬기는 진짜다,420개,2020. 4. 25.
꺄륵냥이,진짜 아직 외출 자제해야되는데 그런거 개의치않고 나가는 먹방 유튜버들보면 한숨밖에 안나옴... 엠브로님이 진짜 제일 사회적 거리두기 잘해서 너무너무 고마워요ㅠㅠ,122개,2020. 4. 25.
조성윤,이쯤 되면 슬기님 언더아머 가게 주인인 듯,506개,2020. 4. 25.
SCKT3011,자취방에서 찍은편중에서 제일 표정 좋은듯,212개,2020. 4. 25.
JayChung,"와... 슬기님도 역대급 반응...
좋아하는 여자를 만나도 저정도로 설래여 하고 행복해할까 싶다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",431개,2020. 4. 25.
콩콩,슬기님 살빠지신거 같아요ㅠ,115개,2020. 4. 25.
,슬기님 좀 홀쭉해진 거 같은데...?,49개,2020. 4. 25.
