닉네임,댓글,좋아요수,날짜
호머헐버트,"이건 기자님게 개인 dm으로 사인 받는 법 물어봤었는데 정말 친절하게 가르쳐주셨습니다. 
물론 훈련장 앞에서 6시간 기다렸지만 손흥민 선수가 흔쾌히 사인 해주셨습니다. 
정말 감사합니다. 이건기자님",9개,2020. 6. 6.
이썽령,"흥민이 싸인 + 토트넘 선수사진찍는 곳 꿀tip

토트넘 트레이닝센터 입구 기준

장점 : 손흥민 훈련 도중 나옴.
          출,퇴근 시 모든 선수 다 볼 수 있음
단점 : 손흥민 외엔, 사진 찍을 기회 극히 적음.
          모든 선수는 보되, 잘 안보이는 경우 많음

트레이닝센터 맥날 사거리 출구 쪽
장점 :  손흥민 주 퇴근로.
           손흥민 퇴근 시, 사진찍기 쌉 가능
           그 외, 완야마, 라멜라, 모우라, 벨통,               시소코,워터 피터스,에릭센,로셀소와 사진찍
 쌉 가능. 
(라멜라 모우라 벨통 워터피터스 손흥민 그리고 무리뉴와 여기서 사진찍음)


단점 : 신호 바뀌면 그냥 감. 
         케인 알리는 다른 길로 퇴근함ㅠ
          토트넘 팬이 있음 안티도 있는 법.
          아스날 팬들이 진짜 ㅈㄴ 시비검ㅋㅋ

토트넘 경기장 주차장 기준

장점 : 주차장 입구는 한 개. 
          모든 선수 다 볼 수 있음
          레비회장도 볼 수있음.
          레비 빨간색 마세라티 suv타고 다님

단점 : 출근 시, 4시간 전부터 기다려야됨.
           사진도 복불복.

트트넘 경기장 직관 7번했는데
매 번 맨앞줄에 앉아서 손흥민 보기에는 진짜 좋았지만
뮌헨 토트넘 알리안츠가서는 멀리서 봐보려고 위로 올라가서 봤더니 신세계.. 
다들 코로나 끝남 직관가요ㅠ.ㅠ넘 그립습니다",19개,2020. 6. 6.
민지,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 메모하면서 아주 잘 봤습니다 기자님 ! ! ! 😆 영국으로 다시 가셨다는데 좋은 영상 기대할게요 💪🏻🍀,8개,2020. 6. 6.
김승원,채널명 길다했는데 한글자 차이 나는거 진짜입니까? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 6. 6.
김비버,이건 기자님 무사히 영국 들어가셨으려나 모르겠네요 좋은 포인트들 알려주셔서 감사합니다!,4개,2020. 6. 6.
NoFear,현지여성팬들은 손흥민 귀엽다고 하더라고여ㅋㅋㅋ손귀탱ㅋㅋㅋ,3개,2020. 6. 6.
우리흥,달수형 이제는 영국 가지 않는거 알죠?,9개,2020. 6. 6.
정현석,내 버킷리스트를 직업으로 하시네,4개,2020. 6. 6.
SNS,"저도 토트넘 훈련장 작년말에 방문했는데 제가 갔을땐 구단에서 안전상의 이유로 선수들이 차세우는 행위를 하지말라는 식의 입장을 표해서 5시간넘게 기다리면서 퇴근하는 선수들만 봤어요 ㅠㅠ
에릭센은 조기퇴근하고 케알손은 보이지도 않은..",3개,2020. 6. 6.
Mrking,그래도 올해의골 수상해서 기분 좋았었는데 이건기자분 덕분에 많은팁 알게 돼서 감사합니다,2개,2020. 6. 6.
김혜미,코로나때문에 이젠 사인은 힘들어질것 같은데요?,3개,2020. 6. 6.
애송아이게사회다,난 영국 가본적도 없고 갈일도 없는데 이걸 왜 보고있는가......,2개,2020. 6. 6.
Mrking,"와 대단하네요, 손흥민 위상이 그대로 느껴지집니다",1개,2020. 6. 6.
NoFear,어쩐지 언제부터인가 손흥민 벤츠사 벤 타고 다니더라,1개,2020. 6. 6.
호들,영상 소리가 먼가 좀 작은거같아요 ㅜ,1개,2020. 6. 6.
정지민,잘봤어요 달수형 재미있게 잘보고가요 즐겁고 편안한 저녁시간 보내세요 사랑해요 ♡,1개,2020. 6. 6.
AK,사인과 유니폼 관련 해선 이건 기자도 좋지많 차라리 축구 대장 곽님이 더 낳을텐데요 ㅋㅋㅋ,1개,2020. 6. 6.
dawnpark,epl 국내 중계 해줄까요..?,0개,2020. 6. 6.
soonhwajung,"아,,, 아축을 안보고 왔어야 더 재밌는거였다능;;
이건기자님 여기부터 오시지그러셨어요~~ㅋ",0개,2020. 6. 6.
rad0718,11:10 대체 태극기논란은 왜 나온걸까?........-_ㅡ;;;;;;,0개,2020. 6. 6.
,ㅋ,0개,2020. 6. 6.
junsuseol,얼마만이냐 첼시 진짜 첼시 영상 거의 없던데 감사해요,27개,2020. 6. 1.
이재호,1:37에 순간 사진 중복으로 잘못올린줄알앗네 ㄷㄷ,14개,2020. 6. 1.
해축TV,다음에 팀분석  레스터시티 해주세요!,5개,2020. 6. 1.
으으,방송 너무 깔끔해져서 보기 너무 좋고 박문성 해설님 다워서 너무 좋아요!,2개,2020. 6. 1.
유준수,첼시팬으로서 봤을땐 올시즌 코바치치는 중원에서 퍼스트초이스일거라고 봅니다. 올시즌 내내 에이스뽑자면 코바치치였다고 얘기할수있어서..,2개,2020. 6. 1.
노원준,문성이형 토트넘도 해줘~~,2개,2020. 6. 1.
김미란,"캉테마음도 이해가 되죠ㅠ 
시즌중인데 새로운 시즌 시작하는 느낌~🤔",1개,2020. 6. 1.
참직,맨유보다 첼시가 더 재밌어요,2개,2020. 6. 1.
처음처럼,맨유 첼시면 다음은 레스터 맨시티 리버풀 순인가,1개,2020. 6. 1.
박준서,깔큼한 정리,3개,2020. 6. 1.
GGLi,박펠레님 분석 감사합니다.,1개,2020. 6. 1.
티에리앙리,유로파만가도 성공인데... 4위라니... 감격...,0개,2020. 6. 1.
김비버,오늘은 첼시네요!!! 프리미어리그 재개 앞두고 각 팀의 정보가 올라오니 두근두근하네요 곧 토트넘도 올라오겠죠???,1개,2020. 6. 1.
마사오쥐명닭근혜,유니폼 저 패턴이랑 요코하마 진짜 구리다ㅋㅋ그만좀 보고싶다,0개,2020. 6. 1.
pi,'깡'테,1개,2020. 6. 1.
말42,첼시너무 좋고요!!,2개,2020. 6. 1.
피파슈챔즐라탄,오늘도 잘보겠습니다 감사합니다!,1개,2020. 6. 1.
동준김,윌리안나가도 일단은 베르너 와서 전술변화가 좀 있을듯 하네요,0개,2020. 6. 1.
우와아앙,"4231에 조르지뉴 길모어 투볼란테 실환가..?
저러면 중원 종이짝인데 저렇게 세울리가 있나",2개,2020. 6. 1.
mh,캉테도 가족들이 병으로 죽고 급사하고 그러다 보니... 이해가 충분히 감.,0개,2020. 6. 1.
마사오쥐명닭근혜,캉테도 빨리 탈출했음 좋겠다,0개,2020. 6. 1.
ByungHanLee,토트넘 영상 너무 기대된다,0개,2020. 6. 1.
TV개늑시,영상 잘 보고 가요 ~,0개,2020. 6. 1.
GGLi,전 첼시팬은 아닌데 람파드감독 축구 재미있게하더라구요. 람파드가 선수때보다 감독으로 더 잘할 것같아요. 첼시팬들은 좋겠어요.,0개,2020. 6. 1.
맹구아니고황유,페드로 보내고 윌리안은 단기계약하자,0개,2020. 6. 1.
아틀레티코마드리드열정팬,빨리 하킴지예흐가 와야 할텐데,0개,2020. 6. 1.
Mijualcom,긍정과 부정의 혼돈속에서도 스텐딩 테이블 현 위치는 사수할 수 있지 않을까요?,0개,2020. 6. 1.
JBPARK,조르지뉴 바로 안나옴 이유는 아직 징계중,0개,2020. 6. 1.
Surrender,벌써 29라운드라니 시간 빠르다,0개,2020. 6. 1.
NamJoonKim,로프터스 치크 얘기는 아예 빠진것 같네요,0개,2020. 6. 1.
팔봉,황족 첼시,0개,2020. 6. 1.
강태현,윌리안토트넘 오면 좋겠다.,2개,2020. 6. 1.
이,지예흐 얘기는 안 해주시나요?,0개,2020. 6. 1.
설영자,토트넘도 해주세요.,0개,2020. 6. 1.
곰TV,형  토트넘도..,5개,2020. 6. 1.
박시훈,ㅎㅇ,0개,2020. 6. 1.
리,아스날도 해주시나요?,0개,2020. 6. 1.
RichardKim,오도이 무슨일 있었나요? 코로나걸린기사 이후로 소식 아는게없어서,1개,2020. 6. 1.
마포곰,너무 어느팀해달라하지말고 안해줬다고 뭐라하지말자 조회수 생각도 하셔야지...다 해주실거니까 조금만기다리자,1개,2020. 6. 1.
Fav13Park,나만 그런가...달수네~~라~~이브  피하려 스킵하는거..,0개,2020. 6. 1.
이종덕,첼시 지금상황에서 캉테 빠지면 치명타인데,1개,2020. 6. 1.
린가드,순위대로 하는건가? 맨유 첼시 레스터 맨시티 리버풀,0개,2020. 6. 1.
ons,지예흐 이야기는  없네요 ㅠ,0개,2020. 6. 1.
1아무것도않하고구독자100명가기,1,0개,2020. 6. 1.
김대원,지예흐는 어딨음?,0개,2020. 6. 1.
코코포코,에이브라함 오도이 ㅋㅋㅋ 같은 사진같다,2개,2020. 6. 1.
