날짜,빈도수
2020-04-01,100.0
2020-04-02,99.68674
2020-04-03,85.88105
2020-04-04,75.07267
2020-04-05,70.64656
2020-04-06,79.66781
2020-04-07,80.70898
2020-04-08,80.4408
2020-04-09,85.18919
2020-04-10,72.80328
2020-04-11,64.2936
2020-04-12,63.86766
2020-04-13,70.44373
2020-04-14,64.15613
2020-04-15,59.55197
2020-04-16,66.75455
2020-04-17,63.41243
2020-04-18,52.78885
2020-04-19,59.18463
2020-04-20,61.22642
2020-04-21,56.92425
2020-04-22,56.46226
2020-04-23,54.65936
2020-04-24,47.79032
2020-04-25,47.50185
2020-04-26,46.93394
2020-04-27,48.26583
2020-04-28,45.67417
2020-04-29,41.8678
2020-04-30,39.50375
2020-05-01,38.19665
2020-05-02,34.43535
2020-05-03,40.44125
2020-05-04,41.66046
2020-05-05,43.36646
2020-05-06,40.9686
2020-05-07,37.68507
2020-05-08,35.98359
2020-05-09,39.90264
2020-05-10,39.89362
2020-05-11,43.12532
2020-05-12,47.49284
2020-05-13,43.33265
2020-05-14,41.22552
2020-05-15,43.1163
2020-05-16,39.82602
2020-05-17,40.28801
2020-05-18,43.41153
2020-05-19,44.57891
2020-05-20,56.03632
2020-05-21,52.568
2020-05-22,43.93888
2020-05-23,42.29373
2020-05-24,44.38509
2020-05-25,43.21997
2020-05-26,43.65943
2020-05-27,44.28368
2020-05-28,58.4184
2020-05-29,48.67825
2020-05-30,48.37851
2020-05-31,46.83027
2020-06-01,42.57318
2020-06-02,42.05485
2020-06-03,38.86597
2020-06-04,37.66254
2020-06-05,35.85739
2020-06-06,37.21632
2020-06-07,39.33923
2020-06-08,38.26651
2020-06-09,37.9172
2020-06-10,38.04565
