날짜,빈도수
2020-04-01,95.98381
2020-04-02,100.0
2020-04-03,90.78301
2020-04-04,73.82259
2020-04-05,63.96995
2020-04-06,82.5195
2020-04-07,79.77463
2020-04-08,84.22421
2020-04-09,83.79081
2020-04-10,74.97832
2020-04-11,61.45622
2020-04-12,57.15111
2020-04-13,71.74227
2020-04-14,73.64923
2020-04-15,58.42242
2020-04-16,65.4724
2020-04-17,66.54146
2020-04-18,55.38861
2020-04-19,56.08205
2020-04-20,66.71482
2020-04-21,61.5429
2020-04-22,66.3681
2020-04-23,63.91216
2020-04-24,58.82692
2020-04-25,50.36116
2020-04-26,47.64518
2020-04-27,53.65501
2020-04-28,58.19127
2020-04-29,56.37099
2020-04-30,43.28228
2020-05-01,49.60993
2020-05-02,42.3577
2020-05-03,41.25975
2020-05-04,50.30338
2020-05-05,45.76711
2020-05-06,53.27939
2020-05-07,54.1462
2020-05-08,52.18145
2020-05-09,49.23432
2020-05-10,43.31118
2020-05-11,57.18
2020-05-12,57.18
2020-05-13,55.33082
2020-05-14,55.93759
2020-05-15,57.03553
2020-05-16,48.4542
2020-05-17,42.96446
2020-05-18,61.39843
2020-05-19,67.14822
2020-05-20,64.95232
2020-05-21,56.91996
2020-05-22,58.5091
2020-05-23,46.43166
2020-05-24,44.92921
2020-05-25,54.31956
2020-05-26,58.71135
2020-05-27,57.09332
2020-05-28,55.24414
2020-05-29,56.19763
2020-05-30,45.13146
2020-05-31,45.79601
2020-06-01,55.21525
2020-06-02,57.49783
2020-06-03,58.71135
2020-06-04,52.78821
2020-06-05,53.42386
2020-06-06,42.87778
2020-06-07,44.58249
2020-06-08,57.90234
2020-06-09,51.31464
2020-06-10,53.42386
