날짜,빈도수
2020-04-01,77.98114
2020-04-02,79.46015
2020-04-03,75.3374
2020-04-04,77.01978
2020-04-05,70.23479
2020-04-06,77.75929
2020-04-07,77.44499
2020-04-08,77.20465
2020-04-09,76.02144
2020-04-10,80.66185
2020-04-11,78.86855
2020-04-12,81.08707
2020-04-13,79.21981
2020-04-14,78.01811
2020-04-15,78.01811
2020-04-16,100.0
2020-04-17,90.44185
2020-04-18,93.27047
2020-04-19,89.86873
2020-04-20,83.21316
2020-04-21,84.13754
2020-04-22,86.39304
2020-04-23,83.1577
2020-04-24,79.82991
2020-04-25,79.3862
2020-04-26,86.7628
2020-04-27,96.70918
2020-04-28,89.22166
2020-04-29,88.63006
2020-04-30,86.0048
2020-05-01,87.39138
2020-05-02,87.2065
2020-05-03,86.79977
2020-05-04,93.84359
2020-05-05,92.10574
2020-05-06,90.55278
2020-05-07,87.65021
2020-05-08,84.5073
2020-05-09,86.74431
2020-05-10,78.35089
2020-05-11,81.21649
2020-05-12,82.14087
2020-05-13,83.7493
2020-05-14,80.92068
2020-05-15,85.33924
2020-05-16,79.34923
2020-05-17,78.48031
2020-05-18,81.29044
2020-05-19,82.62155
2020-05-20,80.69883
2020-05-21,84.5073
2020-05-22,78.36938
2020-05-23,75.91051
2020-05-24,80.34756
2020-05-25,83.47199
2020-05-26,84.04511
2020-05-27,77.35256
2020-05-28,73.59955
2020-05-29,70.77093
2020-05-30,70.77093
2020-05-31,68.03475
2020-06-01,67.77592
2020-06-02,69.0146
2020-06-03,76.89036
2020-06-04,73.8214
2020-06-05,72.30541
2020-06-06,71.47347
2020-06-07,68.68182
2020-06-08,69.79108
2020-06-09,68.20114
2020-06-10,70.2163
