날짜,빈도수
2020-04-01,58.49624
2020-04-02,66.16541
2020-04-03,57.89473
2020-04-04,51.72932
2020-04-05,51.57894
2020-04-06,67.21804
2020-04-07,64.51127
2020-04-08,64.51127
2020-04-09,76.54135
2020-04-10,67.96992
2020-04-11,52.4812
2020-04-12,60.6015
2020-04-13,56.54135
2020-04-14,65.41353
2020-04-15,47.51879
2020-04-16,61.95488
2020-04-17,65.41353
2020-04-18,52.03007
2020-04-19,63.75939
2020-04-20,67.21804
2020-04-21,62.55639
2020-04-22,85.41353
2020-04-23,61.203
2020-04-24,55.63909
2020-04-25,43.75939
2020-04-26,53.23308
2020-04-27,69.17293
2020-04-28,64.66165
2020-04-29,62.70676
2020-04-30,51.57894
2020-05-01,46.46616
2020-05-02,44.51127
2020-05-03,46.76691
2020-05-04,60.0
2020-05-05,47.21804
2020-05-06,59.09774
2020-05-07,58.94736
2020-05-08,58.79699
2020-05-09,49.77443
2020-05-10,44.21052
2020-05-11,52.93233
2020-05-12,50.97744
2020-05-13,55.63909
2020-05-14,59.09774
2020-05-15,51.42857
2020-05-16,46.61654
2020-05-17,46.16541
2020-05-18,56.39097
2020-05-19,63.30827
2020-05-20,59.39849
2020-05-21,54.13533
2020-05-22,59.24812
2020-05-23,44.3609
2020-05-24,48.27067
2020-05-25,61.50375
2020-05-26,57.14285
2020-05-27,54.43609
2020-05-28,49.77443
2020-05-29,50.82706
2020-05-30,59.69924
2020-05-31,100.0
2020-06-01,61.35338
2020-06-02,60.15037
2020-06-03,62.25563
2020-06-04,60.6015
2020-06-05,56.2406
2020-06-06,90.22556
2020-06-07,83.90977
2020-06-08,73.68421
2020-06-09,72.4812
2020-06-10,71.12781
