날짜,빈도수
2020-04-01,18.97924
2020-04-02,18.18719
2020-04-03,24.86861
2020-04-04,31.27491
2020-04-05,24.6612
2020-04-06,23.01905
2020-04-07,21.05019
2020-04-08,20.50639
2020-04-09,19.45963
2020-04-10,19.72938
2020-04-11,20.03675
2020-04-12,19.72938
2020-04-13,20.44191
2020-04-14,22.98573
2020-04-15,38.98161
2020-04-16,100.0
2020-04-17,35.15459
2020-04-18,25.91
2020-04-19,24.89118
2020-04-20,23.66495
2020-04-21,22.26246
2020-04-22,22.2818
2020-04-23,21.40915
2020-04-24,21.38765
2020-04-25,21.58647
2020-04-26,20.97604
2020-04-27,21.28878
2020-04-28,19.66598
2020-04-29,24.39574
2020-04-30,20.13777
2020-05-01,18.77612
2020-05-02,18.07112
2020-05-03,19.09639
2020-05-04,19.5714
2020-05-05,20.40215
2020-05-06,24.00025
2020-05-07,28.66124
2020-05-08,17.00501
2020-05-09,19.17914
2020-05-10,17.46499
2020-05-11,17.6896
2020-05-12,17.54559
2020-05-13,18.04425
2020-05-14,17.02866
2020-05-15,16.81264
2020-05-16,16.44832
2020-05-17,15.77985
2020-05-18,16.34192
2020-05-19,16.51065
2020-05-20,15.82714
2020-05-21,15.15438
2020-05-22,14.59338
2020-05-23,14.78145
2020-05-24,15.53804
2020-05-25,15.47571
2020-05-26,14.41068
2020-05-27,13.4542
2020-05-28,13.18122
2020-05-29,12.29567
2020-05-30,12.85881
2020-05-31,13.02217
2020-06-01,12.68793
2020-06-02,13.13716
2020-06-03,12.88783
2020-06-04,12.26128
2020-06-05,12.24838
2020-06-06,12.93834
2020-06-07,12.74812
2020-06-08,12.50846
2020-06-09,12.25375
2020-06-10,12.34618
