닉네임,댓글,좋아요수,날짜
쨔쨔,"친숙도가 낮아졌어요 예전엔 가까운 지인이 자기방식대로 요리하고 이런게 좋았는데
지금은 그냥 티비에서하는 흔한 요리프로그램 같아서 지루해요
1인 미디어의 느낌을 다시 살렸으면 좋겠어요",451개,2020. 4. 8.
raye,수면바지 입고 집에서 요리하시는게 젤 좋았어유 ㅋㅋㅋㅋ 사실 스튜디오 같은데서 찍은건 많이 못봤어요...,95개,2020. 4. 8.
국화빵,"소프님 13년도부터 빠돌이하고있는 사람입니다. 소프님. 설비, 컨텐츠, 편집 다 중요합니다 무조건 중요한거 압니다. 근데 저희들이 진정으로 원하는 소프님은, 그런게 아닌것같아요. 물론 그런 요소들이 힘을 실어줄 수는 있지만 저희들이 원하는건 예전 소프님만의 그 날것의 느낌인것같아요. 딱히 컨텐츠가 없어도 그냥 집에서 수육삶아놓고 가까운 소통책상 앞에 앉아서 저희랑 수다떨고.. 제철되면 좋아하시는 꽃게 삶아서 토맥사 말아먹고.. 깐풍기 튀겨먹고.. 컨텐츠는 아크릴박스 하나만 해도 저희는 엄청 행복했었던 기억이 있습니다. 소프님 다른것도 중요한거 정말 잘 알고 소프님 노력하시는것도 알고 노력하는거에 비해 성과가 잘 안나와서 속상해할 소프님도 너무 안쓰럽습니다.. 자꾸 뭘 채우고 변화를 주고 이것저것 시도하기보다는, 하나씩 비워내고 비워내서 예전처럼 동네형같은 날것의 느낌을 다시 찾아보시는건 어떨까요? 그냥 컨텐츠 신경 안쓰시면서 소프님이 그날그날 드시고싶은거 해드시면서 저희랑 두런두런 이야기나누던 그시절 소프님이 너무 그립습니다. 고퀄의 영상? 물론 중요하지만 최소한 소프님 오래 봐온 시청자들이라면 소프님이 고가의 장비, 조명으로 기가막힌 컨텐츠 촬영해서 올려주시는거보다도 그냥 폰카 세워놓고 버너에다가 달걀후라이 부쳐서 소주한잔 하는걸 더 좋아할것 같아요. 뿌링클이었나 깐풍기였나 그 영상 중간에 저희한테 방학했냐며, 방학동안 볼 영상 유튜브에 쫙 올려놓을테니 방학동안 재밌게 보라며 무심하지만 기분좋은 말들 툭툭 던지던 그런 소프님 모습이 그립습니다. 하나씩 비워내시면서 얼른 밝은 소프님 모습 되찾으셔서 다시 예전처럼 굴지의 요리유튜버의 명성을 되찾읍시다!!!! 빠이팅!!!!",726개,2020. 4. 8.
개닝깊,옛날에 요리좀 하는형+자취밥 느낌이 좋았는데 스튜디오 잡고나서 부터 약간 핀트가 엇나간 느낌이 들었습니다. 예전처럼 잠옷바지를 입고 찡끗 하면서 나타나 스튜디오가 아닌 일반부엌에서 기깔나는 요리들 보여주세요,422개,2020. 4. 8.
이경민,개인적으로 아프리카 시절에 했던 아크릴박스에서 재료 3개 뽑아서 하던걸 가장 재밌게 봤던거 같아요,433개,2020. 4. 8.
ateliJINespaodecostureira,"언제부턴가 저도 영상 안보게 되었던거 같아요, 좀 특별한게없고 지루한 느낌이 들었어요, 전 거대한 미식가를 제일 재밌게 봤었는데, 언제부터인지 소프님의 밝은 에너지가 영상에서 좀 사라진것같은 느낌적인 느낌?? 좀 휴식이 필요하실수도 있을것 같아요, 다시 즐겁고 밝은 에너지가 느껴지는 영상으로 돌아와주세여!! 화이팅 입니당!!!",239개,2020. 4. 8.
뽁뽁,하이퀄리티로 할꺼 아니면 자취방스러웠던 예전이 좋음 / 요리하기전  서론이 너무 김 특히 라면종류 리뷰는 절반이상 넘겨버림 / 요리할때도 요새 인스타보니 빨리감기로 지루함 줄이는 추세임 요리컨텐츠는 말보다 음식배우고 따라할려는 사람들이 많은데 개선이 필요할듯 더보기란에 레시피도 적어주고 ~  화이팅~,96개,2020. 4. 8.
강성환,옛날 편안한 진짜 집에서 했을때가 분위기도 더 좋았어요 ㅜ,158개,2020. 4. 8.
TRUTHIM,스튜디오에 정감 안가는건 나만 그런게 아니였군,36개,2020. 4. 8.
정인,"저는 소프님 컨텐츠중 업소용을 가장 좋아했던 구독자입니다
한번도 업소용 제품을 구매해본적은 없지만 업소용영상은 대부분 챙겨봤습니다
신박하기도 하고 재밌었어요. 오늘은 이형이 이걸로 뭘 할까? 궁금했구요
영상 초반에 말씀하신 조회수에 대한 이야기는 저도 밖으로 내뱉은 적은 없지만 팬으로써 걱정해본적은 있습니다
소프님의 새로운 컨텐츠 기대할게요! 또 응원할게요~ 밝은 모습 보기 좋아요",255개,2020. 4. 8.
송이랜드,"킹크랩에 토맥사 말아먹던 그 시절이 그립네용,,",20개,2020. 4. 8.
킁킁이,"옛날 오피스텔? 같은곳 에서 탁트인 창문넘어 고속도로가 보이던 풍경과 요리한후에 먹는게 퇴근하고 보면서 무언가 녹아내리던 느낌이었는데 지금은 스튜디오에서 하시면서 무언가 막혀있는 느낌이었어요..

정말 아프리카 오래전부터 보았던 팬입니다.

업소용 게릴라 이벤트때에 소프님이 만들어주신 양파 장아찌도 정말 맛있게도 먹었고 먹방 대신 쿡방이라며 주변사람 에도 홍보 많이 했던 채널인데 

가게 정리하신 이후로 제일 맘이 아프네요...

소프님 늘 응원하고있습니다!",111개,2020. 4. 8.
채훈,"워낙 장기간 동안 영상을 만들어오셨고, 요리메뉴는 한정되어있고, 고민이 많으실거같아요... 캠핑컨텐츠가 인기가 좋다지만 매번 캠핑만 다닐수도 없는 노릇이고.. 갠적으로 소프님 리뷰 컨텐츠 되게 좋았습니다 화이팅!!",65개,2020. 4. 8.
