Unnamed: 0,youtube_id,comment,like_num
0,areumsongee아름송이,"매그넘 루비는 CU, GS25, 마켓컬리에서 구매 할 수 있어요!!
렌즈는 렌시스 신디 그레이에요👀✨
-
❤️챌린지 참여하고 선물받아가요 송충이들❤️",23개
1,XIANC,I honestly can't understand how someone can be this pretty I--,6개
2,Twaddlex,*당신은 너무 귀엽고 아름답습니다*🤍🤍,9개
3,risam,いつもメイク動画楽しく見させてもらっていて、ほんとにソンイちゃんはいつ見ても綺麗で同じ女性として憧れです！♡,19개
4,tasiyuso,ソンイちゃんのメイクとか参考にさせていただいてます！ほんと可愛くて大好きです！日本から応援させて頂いてます！사랑해요~♥,9개
5,TWICEonce,めっちゃ痩せたましたね！！！すごい！笑笑ウチも頑張ろwダイエット,8개
6,조혜수,아이스크림인데 색이 개예쁘다,19개
7,,か、かわいすぎる,2개
8,,きゃわいい！！！！！,5개
9,,"はぁ〜本当に可愛い⸜❤︎⸝‍
メイク相変わらずお上手です🧚🏼‍♀️",2개
10,nayeon,언니 옷 정보 좀 알려주시술 있나용 ㅜㅜ???,9개
11,tomoF,ほんとにほんっとに美しい,3개
12,riko리코,"日本から見てます！！
일본에서보고 있습니다!  아주 좋아합니다!
 당신처럼되고 싶어요!",13개
13,taichinakamura,ほんと可愛い♥️,6개
14,waa,"こんにちは！
안녕하세요!  나는 일본에 살고 있습니다!
아루무손이 씨의 동영상을 언제나 볼 수 있습니다!
아루무손이 씨의 동영상을보고 나서 정말 한국에 매혹을 느끼고 있습니다💗😉

앞으로도 사랑 해요💗😍",3개
15,KimiWu,There’s finally English subtitles!!!,1개
16,,"日本のパルムみたい!!
可愛い〜( ˊᵕˋ )",2개
17,이쿠미,언니가 하시는 메이크업 영상을 보면서 항상 저도 메이크업을 하고 있어요🥰오늘도 메이크업 잘하시고 이뻐요~~💓,0개
18,,リップかわいい！！,1개
19,한별,편집 방법 예전처럼 해주세요 ㅠㅠㅠㅠ,3개
20,이민영,"언니 진짜 대조녜,,,, ♥️♥️",1개
21,qkdrkqkdrk,인형같아여ㅠㅠ 피부화장만 했을때도 이뻐서 깜놀;;,1개
22,최라영,언니 너무 귀여워서합니다! 학생 메이크업거나 요청할 수 있습니까?,1개
23,SarahBuckley,너무 예뻐요 🌸🌸,3개
24,,服とても可愛いですね！,1개
25,rungruung,언니 리프팅 관련 영상도 찍어주시면안될까여ㅠㅠㅠㅠㅠㅠㅠㅜㅜ,1개
26,km,メイクブラシ全部、見たい！메이크업 브러쉬 다 보고 싶다！🙏🏻❤️,0개
27,빛한,언니 너무 예뻐요ㅠㅠㅠㅠ 오늘 진짜..... 💗💗💗💗💗💗💗,1개
28,강민희,"귀여워( ´,,•ω•,,`)♡",1개
29,박지수,언니야ㅠㅠㅠ오늘두 넘 이뻐워ㅠㅠㅠ🙈🍒,2개
30,뇽뇽,앞머리없는게 더더이뻐욭 ><,3개
31,미래,前髪が前よりも重くなってるのかな？凄く可愛い❤,0개
32,이민경,옷정보몬가유ㅜㅜ 이뻐여ㅜㅜ,0개
33,,めっちゃ良い人そう…！,0개
34,Silver하,오늘 영상 진짜 짱 예뻐요 역시 미모에 다 했어 💕😊 매그넘 챌린지 하러 가야겠어요 😁,2개
35,0,前回のソンイちゃんの動画見て私も昨日黒髪にしました！ソンイちゃんみたいに可愛くはなれないけど気に入ってます！そして今回のメイクもすごくかわいい💞,0개
36,김정민,진짜 매일매일 언니한테 맞는 찰떡메이크업 하는게 정말 잘어울려용.. 언니 진짜 넘 이뻐용,0개
37,두리아리,너무 이뻐요....♥ 공주야 공주 ㅠ,5개
38,hydrangea수국,누드 컬러가 어울립니다.  입술이 깨끗합니다.🤍🤍,1개
39,Ariel,"아이스크림 맛은 어때요? 사실 낮에 저 아이스크림 광고 봤는데 댓글들이 립스틱 맛 날거같대서,, 젤 궁금",1개
40,,前髪かわいい~‪︎‬︎‪( Ꙭ)‼︎,0개
41,Anna,This hair color looks great on you.  Very pretty ❤️,0개
42,StephanieRicco,loved this💜💜💜,1개
43,이지현,언니 앞머리 자르는거 찍어주세요ㅠㅠ,1개
44,LaishaSoman,Love From India ❤️❤️❤️,1개
45,이채현,넘 예쁘고 다 좋은데 마이크? 소리가 약간 답답해요.. 울린다고 해야할까 쫌 통화하는거 같아요..,0개
