comment,token
ソンイちゃん達、どれくらい付き合ってるんですか？？？,[]
全然関係ないんだけど、何でそんなに引っ越しするの？！？,[]
커플부이로그 좋아효,"['커플', '부', '로그', '효']"
다음은 어디하울 갈까나,"['다음', '어디', '하울', '나']"
대한민국엔 4개의 바다가 있다는 거 알고 있나요동해 서해 남해 그리고 한아름송이 애정해환영합니다 GS 랄라블라입니다언급되길 기다리고 있었습니다랄튜브로 제대로 모시겠습니다,"['대한민국', '개', '바다', '거', '알', '동해', '서해', '남해', '한아름송이', '애정', '환영', '블', '언급', '랄', '튜브', '제대로']"
제가 드럭스토어 알바해봐서 아는데 도난이많이일어나고 환불과교환하시는 분들이 많아서 제품을 사용했는지 안했는지 개봉했는지 안했는지 테이프로 확인하는경우 가 많아요 그래서 테이프를 많이 붙여요  ,"['제', '드럭스토어', '알바', '도난', '일어나고', '환불', '교환', '분', '제품', '사용', '개봉', '테이프', '확인', '경우', '테이프']"
언니이번영상메이크업 너어어무 이뻐요 혹시 찍어주실수있나용,"['번영', '메이크업', '어어', '무', '혹시']"
I really like the glassy cushion 101 has slight pink color which matches my cool skin I didn’t know there was a special set so cute :),[]
早く韓国行ってコスメ爆買いしたいなあ✈️,[]
줄무늬 티셔츠 진짜 너무너무 잘 어룰려룔,"['줄무늬', '티셔츠', '진짜', '어룰려룔']"
e스포츠 미인계 승부조작 진짠가요,"['스포츠', '미인계', '승부조작', '진']"
You looked extremely pretty today I just want to say please be happy always and stay healthy Thankyou somuch for making vids,[]
とても可愛くていつも見ています詳しく説明してくれるし、正直に感想言ってくれて助かります☺️可愛いのに気取らないところが大好きです❤️❤️❤️,[]
아누어 어성초 존좋 진짜 토너도 토너지민 앰플이 진짜 대박임,"['아누', '어성초', '존', '진짜', '토너', '토너', '지민', '앰플', '진짜', '대박', '임']"
可愛すぎる！メイク動画みたいです！私も整形したい、、頑張ろう🥺🥺,[]
可愛すぎる,[]
早く見れた～ー！！！！今日もかわいすぎだよ♡♡,[]
レビューがほんとにわかりやすいそしていつも可愛い,[]
かわいすぎる！だいすき🥺❤️,[]
 언니나를알고 적을알면 백전백승 이거말하는거죠,"['니나', '알', '적', '알', '백전백승']"
이 언니는 점점 이뻐지네❤️❤️,"['이', '언니', '점점']"
かわいい,[]
ほんまに参考になる✨,[]
7:23 앜 냄새 맡는 거 넘 기엽  나만 냄새 맡는 줄 알았는데  긍데 언니가 하니까 왜 이렇게 귀엽죠,"['앜', '냄새', '거', '기엽', '나', '냄새', '줄', '언니', '왜']"
可愛い可愛い可愛いです🥺🥺🥺🥺🤍,[]
日本語字幕ありがとうございます！,[]
ソンイちゃん痩せた、、今日も可愛いです🥰,[]
アルムソンイちゃんと好きな物が似ててすごく嬉しい(≧▽≦)紹介してくれる化粧品がすごい私の欲しい物ばかりでいつも参考にしてます！アルムソンイちゃん大好き！♡♡♡(日本人なのに日本語が下手くそすぎてww大変だ…),[]
きょうも　かわいい！,[]
微妙なものは正直に言ってくれるから参考になる🥺감사합니다♀️,[]
グリッターとかめっちゃ可愛いアムルソンイちゃんグリッターめっちゃ似合う,[]
アルムソンイちゃんの動画待ってたよ🥺🤍🤍,[]
언니 메이크업 너무 예뻐요 영상으로 꼭꼭꼭 찍어주세요,"['언니', '메이크업', '영상', '꼭꼭', '꼭']"
오늘 색조 뭐쓰신거에요  궁금해요 ,"['오늘', '색조', '뭐']"
오늘 진짜 색조 수수하고 넘예🤭🤭🤭❤️🤭🤭🤭쁘요,"['오늘', '진짜', '색조', '예', '쁘']"
7:23 에서 쿠션 향기 감별하는거 아니죠 🤭,"['쿠션', '향기', '감별']"
今日もかわいい♡♡コロナしんどいけど支えになってます！,[]
아름송이님이 사용하시니까 더예쁘자나,"['아름', '송이', '사용', '더', '자']"
언닌 진짜 시간이 거꾸로 간드아넘 예뽀,"['언닌', '진짜', '시간', '거꾸로', '간드아넘', '예뽀']"
16:58 턱밑에 벌써 처짐,"['턱밑', '벌써']"
17:24 얘가 쪼끔 별로아 너무 귀여워요,"['얘', '쪼끔', '별로']"
이번 영상 메이크업 진짜 예쁘세용 ,"['이번', '영상', '메이크업', '진짜']"
삐아 섀도우팔레트블러틴트파이널틴트도 나왓더라구요가능하시면 리뷰 해주세요‼️,"['삐', '섀도우', '팔레트', '블러', '틴트', '파이널', '틴트', '나왓더', '구', '리뷰']"
Love from India Stay safe,[]
0:21 발음주의,"['발음', '주의']"
購入品の動画嬉しい！！ありがとう,[]
언니 이뻐요❤️❤️,['언니']
광고 좀 넣으세여♥,"['광고', '좀']"
진짜 언니는 뭘해도 너무 이뻐요 항상 좋은 정보 주셔서 너무 감사해요 언니덕분에 화장할때 도움 엄청 많이 됬오용🥰🥰❤️ 언니껏만 챙겨보게 되네요🤍🤍🤍,"['진짜', '언니', '뭘', '항상', '정보', '덕분', '화장', '때', '도움', '껏']"
언니가 참여하시는 그 어성초 클렌징 판매되면 꼭 알려주세요 저도 트러블 많아서 어성초 토너랑 앰플 썼는데 너무 좋아서요  안그래도 지금 클렌징 제품 다 써 가는데 나오면 사고싶어요,"['언니', '참여', '그', '어성초', '클렌징', '판매', '꼭', '저', '트러블', '어성초', '토너', '앰플', '지금', '클렌징', '제품']"
휘게 선크림 저거 진짜진짜 좋아요완전 촉촉하고 걍 로션임,"['휘', '선크림', '거', '진짜진짜', '완전', '로션', '임']"
메이크업 너무 이뻐요이 메이크업 알려주세요,"['메이크업', '메이크업']"
멋진 동영상 감사합니다쇼핑의 참고합니다그리고 오늘의 메이크업 자연이지만 여성스럽고 너무 귀여워요✨,"['동영상', '쇼핑', '참고', '오늘', '메이크업', '자연', '여성']"
언닌 진짜 사랑 넘모 예뽀요 ,"['언닌', '진짜', '사랑', '모', '예뽀']"
Ahhhh tão linda☺️,[]
우왕아아아앙❤️❤️❤️,"['우왕', '아아', '아앙']"
아 저도 화장품 다 쓸어보고싶어요립 색상 고민안하고 다 담아버리는거퓨,"['저', '화장품', '립', '색상', '고민', '안', '퓨']"
언니 너무이뻐요사랑해용,"['언니', '사랑']"
00:20 랄라브라,"['랄', '라브라']"
언니 아크네스 폼클렌징 써보구 꼭 리뷰 해주세용 ,"['언니', '아크', '네스', '폼클렌징', '보구', '꼭', '리뷰']"
이번 영상도 재밌게 잘 보겠습니당,"['이번', '영상', '습']"
언니 오늘도 진짜 이뻐용 ❤️❤️,"['언니', '오늘', '진짜']"
언니 문샷쿠션 어떤피부타입이 쓰기에 좋을까여신상 나왓대서 넘 궁금쓰은은한 광돈다고 하시길래 광채 좋아해서 구매해볼까 하눈데 지성이 쓰기 갠차늘까여,"['언니', '샷', '쿠션', '피부', '타입', '쓰기', '여신', '나왓대', '궁금', '광돈다', '광채', '구매', '눈데', '지성', '쓰기', '여']"
メイクも参考になるし、コスメ紹介も参考になるしいつ見ても勉強になる☺️,[]
일본에서보고 있습니다 너무 귀여워요  한국어 서툴러서 미안 해요,"['일본', '보고', '한국어', '미안', '해']"
언니 이 날 화장법 올려주시면 안되나요,"['언니', '이', '날', '화장', '법']"
언니 저 문샷 섀도우 증정받은거 원래 제형이 저런거에용 아마 젤리팟인가 그럴거에요 ,"['언니', '저', '문샷', '섀도우', '증정', '원래', '형', '용', '아마', '젤리팟']"
겟레디나 나이트케어 찍어주세욤🤩,"['겟레디', '나이트', '케어', '욤']"
이번메이크업 넘이뻐용 ,"['이번', '메이크업']"
언니 혹시 샤넬 원브랜드는 언제 올라오나유 ,"['언니', '혹시', '샤넬', '브랜드', '언제', '나유']"
ソンイちゃんに韓国アイドルみたいなメイクしてほしい〜！！！！でも韓国語で伝えられないよ〜！！！,[]
코로나때매 집콕하면서 아름송이님 영상보는게 최고의 낙 ❤️❤️ 울언니 영상 최고❤️,"['코로나', '때매', '집콕', '아름', '송이', '영상', '최고', '낙', '언니', '영상', '최고']"
헐 너무 예뻐요,[]
오늘 화장 진짜 여신이에요 영상찍어주세요  진짜 제발 ,"['오늘', '화장', '진짜', '여신', '영상', '진짜', '제발']"
언니 오늘 화장 너무이뻐요❤️❤️오늘 섀도우 혹시 어떤걸로 하셧늠지 알려주새요,"['언니', '오늘', '화장', '오늘', '섀도우', '혹시', '걸', '하셧늠', '새']"
언니  롭스 궁금해요,"['언니', '롭스']"
언니 입술이 왤케이뻐요,"['언니', '입술', '왤케이뻐']"
립이랑 블러셔 모 쓰신예요,"['립', '블러셔', '모']"
이날 메이크업 너뮤 이뻐요 특히 아이메이크업 은은하니 찰떡이에여^^ 영상 찍어주실수 있나요,"['날', '메이크업', '뮤', '아이', '메이크업', '찰떡', '영상']"
언니 립 뭐에요  넘 예뻐요 알려쥬세용 ,"['언니', '립', '뭐', '쥬', '세용']"
안녕하세요 당신은 너무 귀엽다❤,['당신']
언니 삐아 신상팔레트 트로트스타  이번에 나왔는데 완전 펄이 영롱하고 짱이거든용  너무 신상이라 언니가 갓을땐 없엇을거같아영  그것만 따로 리뷰 가능하실까여  ,"['언니', '삐', '신상', '팔레트', '트로트', '스타', '이번', '완전', '펄', '짱', '신상', '언니', '갓', '땐', '엇', '거', '아영', '그것', '리뷰', '여']"
아 언니 사랑해요  보고시퍼또요 ,"['언니', '사랑', '또']"
14回視聴！！,[]
왼쪽에 올라 오는 화장품 설명이 잘 안 보여용 ,"['왼쪽', '화장품', '설명', '안']"
오늘도 너무 예쁘세요 ,['오늘']
미쳤나봐왤케이뻐,"['케이', '뻐']"
엔젤인가,['엔젤']
언니 오늘도 넘 이뻐영♥♥ 오늘도 잘 보고가용 그리고 언니  봄에 어울리는 라벤더 메이크업 해주세요 ♥♥,"['언니', '오늘', '영', '오늘', '보고', '가용', '언니', '봄', '라벤더', '메이크업']"
마자용 저도 휘게 선크림 쓰는데 완전 만족중 ,"['마자용', '저', '휘', '선크림', '완전', '만족']"
백설기크림 고딩때 자주쓰긴 했는데 좋아서 썼다기보다는 그냥 있어서쓰는() 그런그당시에는 지금같은 발림상 젛고 촉촉하고 막발라도 이쁜 톤업크림같은게 없었숨,"['백설기', '크림', '고딩', '때', '자주', '다기', '그냥', '당시', '지금', '발림', '젛', '막', '발라', '톤업', '크림', '숨']"
언니 넘 좋아여♡ 솔직 친절한 매력이 짱♡,"['언니', '솔직', '매력', '짱']"
❤️ 넘예쁘어요오오오❤️,['오오오']
드럭스 스토어는 공간이 넓어서 테이프로 붙여놔도 뜯어서 훔쳐가는 사람들이 있어요 꼭 그렇게 알게 모르게 가져가니까 스트레스에요 그래서 테이프로 많이 붙여놓을 때가 있어요,"['드', '럭스', '스토어', '공간', '테이프', '사람', '꼭', '알', '스트레스', '테이프', '때']"
일찍 왔다  너무 예뻐요,['일찍']
9:05 9:05 가격표 색깔이 어두워서 그런지 잘 안보영,"['가격표', '색깔', '안보', '영']"
언니 왜 갈수록 이뻐져  넘이뻐요지짜,"['언니', '왜', '갈수록', '요지']"
담에는 로드샵인 더샘으로 하울 햐주세요 ,"['담', '로드', '더샘', '하울', '햐주세']"
문샷 섀도우 무슨색인지궁금해요><,"['문샷', '섀도우', '색인']"
난 울언니 앞머리있는게 젤 좋아,"['난', '언니', '앞머리', '젤']"
헐 짱 빠르게 왔네요 ,['짱']
와 이날 화장법 궁금해용—,"['날', '화장', '법']"
언니 혹시 입술필러 옮긴병원 알수있을까요 넘 이뻐요❤️,"['언니', '혹시', '입술', '필러', '병원']"
언니 요번 메이크업찍어주실수있어요넘예뻐요,"['언니', '번', '메이크업']"
コロナ、気をつけてください！！,[]
에스쁘아오땨요오❤️,"['에스', '쁘아오땨', '오']"
오늫 화장 영상도 올려주세요,"['오늫', '화장', '영상']"
어성초토너 랄라블라에서봣는데 후기너무궁금해요빨리올려주세요♡♡,"['어성초', '토너', '블', '봣', '후기']"
언닝 -머리색뭐에요 ,"['언닝', '머리색', '뭐']"
언니 오늘 왜케 예뻐요,"['언니', '오늘', '왜케']"
영상기다리다가 목빠졌,"['영상', '목']"
언니 이번에 영상의 내용과 아무 상관 없는데 평소에 인스타에 올리는 셀카표정법 좀 알려주세요오 ,"['언니', '이번', '영상', '내용', '아무', '상관', '평소', '인스타', '셀카', '표정', '법', '좀', '오']"
롭스도 가주세요,['롭스']
제품 표기해주시는거요 배경색이랑 글자색이랑 너무 비슷해서 가격정보는  거의 안보여요,"['제품', '표기', '배경', '색', '글', '자색', '가격', '정보', '거의', '안보', '여요']"
총 얼마쯤 들었나요,"['총', '얼마']"
미모 언제 쉬어요 열일하시네여,"['미모', '언제', '일', '네']"
언니  앞머리 어떻게 그렇게 자연스럽게 해요,"['언니', '앞머리', '자연', '해']"
언니 저거 문샷 사은품으로 받은 섀도우 같은거 젤리형식으로 되어있는 글리터라서 제형 원래 저래요  제가 저거 한 번 써봤는데 저는 되게 이쁘다생각해서 맨날 쓰고있어요  ❤,"['언니', '거', '문샷', '사은', '품', '섀도우', '젤리', '형식', '글리터', '형', '원래', '제', '거', '번', '저', '생각']"
얼짱 tv에 나오신분 이죠,"['얼짱', '신분', '이']"
더보기란에 제품명이랑 가격 써주시면 더 도움 될 것 같아요 ⭐️,"['더', '보기', '란', '제품', '가격', '더', '도움', '것']"
❤️❤️,[]
아니 왤케 예쁘지  하 ,['왤케']
언니 문샷은 녹은 게 아니라 젤리팟으로 원래 저래용,"['언니', '문샷', '게', '젤리팟', '원래']"
언니 처음에 바르고 나오셨던 립이랑 피부쿠션 뭔가요,"['언니', '처음', '립', '피부', '쿠션', '뭔가']"
언니가 써본 톤업크림 중 추천할만한건 뭔가요,"['언니', '톤업', '크림', '중', '추천', '건', '뭔가']"
블랙루즈 틴트나 마스카라도 한번 해주세요,"['블랙', '루즈', '틴트', '마스카라', '한번']"
❤️❤️❤️,[]
헐 저두 사은품에 관심 더 많아요 향수도 미니어쳐 사은품으로 잇으면 그냥 사고 싶고 막  아무튼여 오늘 영상도 너무 감삼니당 ❤❤,"['저', '사은', '품', '관심', '더', '향수', '미니어쳐', '사은', '품', '그냥', '사고', '막', '여', '오늘', '영상', '감']"
랄라블라 일본 브랜드에요  왜 일본 댓글이 많지,"['랄라블', '일본', '브랜드', '왜', '일본', '댓글']"
언니 화장솜 어디꺼에요,"['언니', '화장', '솜', '어디']"
존나 예쁘다 진쯔 존나 예뻐 아개빳치네 아니 왜빡쳐 예쁜데 하 진짜 존나 빡치게 예쁘다 아 빡쳐 예뻐 모르겠다 걍 한아름송이 천성이 착한사람같고 예뻐,"['존나', '진쯔', '존나', '아개빳치', '왜', '진짜', '존나', '한아름송이', '천성', '사람']"
나도 그냥 100만원 어치 아주그냥 화장품 막 사고 싶당,"['그냥', '어치', '아주', '그냥', '화장품', '막', '사고']"
이글립스 립스틱이랑 문샷 쿠션을 영업당했다-☆,"['이글', '립스', '립스틱', '문샷', '쿠션', '영업']"
イエベですか？？,[]
how old are you🥰,[]
My favorite youtuber Love you unnie,[]
早く見れた！嬉しい！！！ほんとに綺麗です大好き！！！,[]
언니 볼때마다 성격 좋은거 영상에서 너무너무 티나요🤍 겟레디나 하울은 잘 안보는데 언니 영상은 올라올때마다 모든 영상 전부 봐요 영상 자주자주 올려주세요,"['언니', '볼때', '성격', '거', '영상', '티나', '겟레디', '하울', '언니', '영상', '때', '모든', '영상', '전부', '영상']"
왜이리 이쁜겨,"['왜', '겨']"
한아름 송이님 하늘님이랑 스타2 경기에서도 영상에 많이 잡히시고 하늘님은 e스포츠 미인계 도박 브로커와 관련해서 이슈가되고있는데 아무 상관없으신거 맞으시죠 걱정이되네요,"['한아름', '송이', '하늘', '스타', '경기', '영상', '하늘', '스포츠', '미인계', '도박', '브로커', '관련', '슈가', '아무', '거', '걱정']"
드럭스토어는 안에 내용물만 쏙 빼서 훔쳐가는 사람이 많아서 다 테이프로 밀봉한답니다—올리브영 알바생—,"['드럭스토어', '안', '내용물', '쏙', '사람', '테이프', '밀봉', '올리브영', '알바생']"
久しぶり見ましたがやっぱ綺麗だ🥺,[]
アルムソンイちゃんはやっぱりピンクが似合ってる,[]
I like your video You are cuuute,[]
내가 왜 한국어를 못해도 여전히 동영상을 사랑하는지 당신이 말하는 것을 이해하지 못하는 슬픔,"['내', '왜', '한국어', '동영상', '사랑', '당신', '말', '것', '이해', '슬픔']"
저 일본 송충이인데요 코로나땜에 맨날 집에 있어서 심심할 때 언니 영상 만나서 계속 계속 보고 았어요사실 얼짱 때부터 알고 있었는데 요렇게 예쁘고 메아크업도 잘 하시고 맘도 예쁘고 재미있는 분아신 거 요즘 알았어요  아쉽 형권 씨랑 찍은 브이로그도 넘 좋아서 이틀간에 다 봤습니다항상 응원하고 있어요 힘이 되주셔서 고맙습니다 송이 언니 사랑해요한국어도 더 열심히 할게요,"['저', '일본', '송충이', '요', '코로나', '땜', '집', '때', '언니', '영상', '계속', '계속', '보고', '았', '사실', '얼짱', '때', '알', '메', '아크', '업도', '맘', '거', '요즘', '형', '씨', '브이', '로그', '이틀', '항상', '응원', '힘', '송이', '언니', '사랑', '한국어', '더']"
저도 드럭스토어에서 알바하고 있는데 강남역이면  매장도 크고 상품도 많아서 도난문제 때문에 비닐과 테이프 포장이 엄청 많이 되어있을거예요 비닐포장안하면 박스포장 살짝 열어서 물건만 빼고 상자는 다시 자리에 두고가는 사람들이 은근 많아요,"['저', '드럭스토어', '알바', '강남역', '이면', '매장', '상품', '도난', '문제', '때문', '비닐', '테이프', '포장', '비닐', '포장', '박스', '포장', '살짝', '물건', '상자', '다시', '자리', '고가', '사람', '은근']"
빨리왔더요🥰❤️요즘 계속 영상길이 길어서 넘 햄볶 〰️,"['더', '요즘', '계속', '영상', '길이', '햄볶']"
랄라블라 알바했었는데 훔쳐가는 사람들이 많아서 다 테이프로 밀봉하라고 하더라구요 ,"['랄라블', '알바', '사람', '테이프', '밀봉']"
샤넬 원브랜드 메이크업은 온제 올라오나용,"['샤넬', '브랜드', '메이크업', '제']"
아누아 토너 쓰니 좁쌀 여드름 없어짐 다른 토너 쓸때는 피부 트러블도 생겼는데 이건 진짜 레알 인생템,"['아누', '토너', '좁쌀', '여드름', '다른', '토너', '때', '피부', '트러블', '이건', '진짜', '레알', '인생', '템']"
요즘들어 느끼는건데 렌즈없이도 정말 이뻐요,"['요즘', '렌즈', '정말']"
How is in Korea with coronavirus Is better,[]
한국에서 소녀와 소년이 따로 교육을 받습니까 고등학생이 우리나라에서 공부했지만 한국에서 공부하고 싶다고 가정 해 봅시다 당신이 내 질문에 대답하면 감사하겠습니다 ,"['한국', '소녀', '소년', '교육', '고등학생', '우리나라', '공부', '한국', '공부', '가정', '해', '당신', '내', '질문', '대답']"
근데 말할때입술이왜케불편해보이죵 ,"['말', '때', '입술', '왜케', '보이', '죵']"
마스카라 뭐 사용하셨나요,"['마스카라', '뭐', '사용']"
다들 코로나 같이 이겨내자고요🥺🥺,['코로나']
악플 없는게 당연한건데  어쩌다 없는게 신기하고 감사할 일이 된걸까 ,['악플']
14:16 송이언니가 김치부터 먹어볼게요 하니까 형권님 바로 껍질부터 까볼게요 나만 귀여움 언니가 유튜버라서 보고 배운 당돌한  동생같음,"['송이', '김치', '형권', '바로', '껍질', '나', '움', '언니', '유튜버', '보고', '동생']"
언니 인스타 만우절 이벤트 너무 센스갑이었어요🤣  그시절 자주 보던 사진이라 얼마나 반갑던지❣️,"['언니', '인스타', '만우절', '이벤트', '센스', '시절', '자주', '사진', '얼마나']"
21:47 입냄샠내가 다 머쓱,"['입냄샠내', '머쓱']"
언니 악플읽기 같은거 하지마세여마음아파여악플이 별로 없고 언니가 괜찮을수도 있겠지만 그냥불안해져요,"['언니', '악플', '마음', '악플', '별로', '언니', '그냥']"
12:44 형권님 씨익 웃으시는 거 미치셨죠 ,"['형권', '씨익', '거']"
21:47 터졌닼,['터졌닼']
아악 악플 보지마 송이송이 좋은것만 봐 송이송이,"['아악', '악플', '송이송이', '것', '송이송이']"
15:15 그랬어요  그랬어  언니가 완벽히 따라했구만  인정하세요 ,"['언니', '인정']"
아름송이언니 제가 예전부터 제 롤모델이시고 진짜 팬인데 블러셔 만으로 풀메하기 영상 찍어주세요 재미있을것 같아서용,"['아름', '송이', '제', '예전', '제', '롤모델', '진짜', '팬', '블러셔', '풀', '영상', '용']"
송이언니당쌩얼도 이뻐얼짱시대부터 지금까지 찐팬이에여언니사랑해여,"['송이', '쌩', '얼짱시대', '지금', '팬', '사랑', '해']"
こういうオフ？のアルムソンイちゃんの動画好きです🤤,[]
아애들 마당 산책 할때 대환장파티 강아지 안가는것도 너무 웃겨욬,"['아애', '마당', '산책', '때', '환', '파티', '강아지', '웃겨욬']"
寝起きでこの顔は羨ましいほど綺麗…,[]
형권아 송이야 부르는거 심쿵,"['형', '송이', '심쿵']"
언니 왼손잡이 아니죠 언니 진짜 성공해따 집에 마당도 있구 백만유튜버까지 갔으면 좋겠어요,"['언니', '왼손잡이', '언니', '진짜', '집', '마당', '만유', '튜버']"
コロナで引きこもってるのでソンイちゃん見て癒されました🥺,[]
起きた瞬間からかわいい♥,[]
唇ぷっくりしてて可愛いよ！！🥰🥰,[]
21:00 멍뭉이 코고는 소리인가요 너무 귀여워요 ,"['멍뭉이', '코고', '소리']"
댓글 잘 안다는데 남자친구랑 같이 먹으면서 있는 모습이 너무 아늑하고 평온해 보여여부러워,"['댓글', '남자친구', '모습']"
アルムソンイちゃんすっぴんでもこんな可愛いなんて羨ましい,[]
love your videos from paris you are so cute with your boyfriend hyungkwon ,[]
i really love your vids and you are so pretty sending love and support from the philippines ,[]
彼氏も彼女も麗しすぎてすごい,[]
起きた瞬間からこの可愛さえぐい❣️,[]
アルムソンイちゃん好きなってから韓国語勉強し始めたー！,[]
13:40 송이 언니 졸귀❤️❤️,"['송이', '언니', '졸귀']"
아니 송이언니 웃는소리 너무 귀여웤그리고 두분 진짜 천생연분 너무 재밌엌,"['송이', '소리', '웤', '분', '진짜', '천생연분', '재밌엌']"
AB6IXの歌流れてる〜🥰🥰,[]
ソンイちゃんのダラダラ動画好き！❤,[]
진짜 송이언니 세상에서 젤조아❤️,"['진짜', '송이', '세상', '젤']"
家でずっと暇だから動画出してくれて嬉しいです今日もかわいい日本語字幕もありがとうございます,[]
21:00  계속 뒤에서 나는 소리 혹시 형권님 코 고는 소리인가요 엄청 크네요 ,"['계속', '뒤', '나', '소리', '혹시', '형권', '코', '소리']"
本当にいつも綺麗🥺,[]
15:15 ここ笑ったwww変顔も可愛い,[]
パジャマでもスッピンでも安定の可愛さ♥でも、右手だけネイルしてるのはナゼ？気になるぅ～　(*'ω'*)ん？,[]
21:47 아놬,['아놬']
ソンイちゃんほんと可愛い언니 진짜 귀여워요,"['언니', '진짜']"
뭐야 악플러들 다 꺼뎌,"['뭐', '악플러']"
アルムソンイちゃんのvlogだいすきです♥당신의 vlog를 좋아합니다♥,"['당신', '를']"
You two look so adorable ❤️,[]
寝顔から可愛い,[]
love it❤️,[]
이렇게 빨리 온 건 처음이당🤪,"['온', '건', '처음', '당']"
7:23부터 8:56까지 계속 귀 아픈 시시시시시시시 소리 나는 데 저만 그런가요 갑자기 이 부분부터 소리나서 에어팟이 이상한가해서 전 부분으로 돌려보니 소리 안나구 다른 영상도 소리 안나는 데 이 부분부터 소리나서 귀아파서 못 듣겠어요 언니 목소리 듣구 싶은데유,"['부터', '계속', '귀', '시시시시시', '소리', '나', '데', '가요', '갑자기', '이', '부분', '리나', '에어팟', '이상', '전', '부분', '소리', '다른', '영상', '소리', '안나', '데', '이', '부분', '리나', '귀', '파서', '못', '언니', '목소리', '유']"
겟빈둥윗미 자주 찍어주세요 이거 너무 좋아 ,"['겟빈둥윗미', '자주', '거']"
닭발 먹을때 AB6IX 블포럽 들려 ,"['닭발', '때', '블포럽']"
ケチャップ上手❤️,[]
겟 빈둥 윗미 라는 단어 넘 귀엽따요 ,"['빈둥', '윗', '단어']"
언니 태풍이 입냄새엨너무 정색 하는거 아니에욬큐,"['언니', '태풍', '입냄새', '엨', '정색', '욬큐']"
왜이렇게 언니랑오빠만 보면 현아이던커플이 생각날까요 언니는 너무 해맑은게 딱 현아같고 평소엔 무뚝뚝하고 기운없어보이는데 언니만 만나면 밝아지는게 딱 이던같아요,"['왜', '언니', '오빠', '현아', '커플', '요', '언니', '해', '맑은', '현아', '평소', '기운', '언니', '던']"
毎回お美しい…好きです(ᐡ o̴̶̷̤ ﻌ o̴̶̷̤ ᐡ),[]
全体的に、可愛いよ,[]
형권님 왤케 간사하냔말이 너무 웃겨두분 너무 재밌고 이뻐요:-)) 이번 영상보면서 넘 많이 웃었당,"['형권', '왤케', '냔말', '분', '이번', '영상']"
앜저도 가끔 예뻐보이고싶을때가있어요 귀엽 ,"['앜저', '가끔', '때']"
可愛い！私も20歳になったら整形したいな、、,[]
ソンイちゃんかわいい♡언니 너무 예쁘다 ♡,['언니']
ソンイオンニ、だいすき＞＜,[]
아 진짜 언니 얼굴은 왜 만날 이뻐지는거야 진짜 털털한거 넘 기엽고 남자친구분이랑도 완젼 잘어울려용 언니❤❤❤❤,"['진짜', '언니', '얼굴', '왜', '만날', '진짜', '털털', '거', '기엽', '남자친구', '도', '완젼', '언니']"
닭발어디껀가욬꙼̈ｦ꙼̈ｦ⫬꙼̈ 사소한 브이로그여도 많이 올려주세욤,"['닭발', '어디', '껀가욬', '브이', '여', '욤']"
아닠형권님 너무 예쁘게 생기셨,"['아닠', '권']"
韓国語の悪口酷すぎる、、可哀想,[]
태풍이 입냄새 맡고 기겁하는거 진짜 빵터졌네요 ❤️,"['태풍', '입냄새', '기겁', '진짜']"
일상 생활 너무 귀엽고 재밌어요평화로우면서도 장난많은 하뤀일상 브이로그 많이 찍어주세요 맨날 챙겨보게되네용 이거보니까 장거리연애중인 남친보고싶어지네요 언니 항상 이쁜사랑하세요그리구 악플읽기하지마세요언니 옛날에 얼짱시대 할때 너무 악플많아서 속상했어요 이제라도 사랑만 많이받는 언니가 되서 좋아요❤️항상 응원해요 언닝,"['일상', '생활', '장난', '하뤀', '일상', '브이', '로그', '용', '거보', '장거리', '연애', '남친', '언니', '항상', '사랑', '악플', '언니', '옛날', '얼짱시대', '때', '악플', '이제', '사랑', '언니', '항상', '응원', '언닝']"
ICYソンイさんも見れてICYも聞けて最高だ^ ^,[]
아아아아 진짜 아름송아 언니 만큼 재밌는 채널도 없워,"['진짜', '아름송', '언니', '만큼', '채널']"
23:29 이거 왤케 웃기죠 ,"['거', '왤케', '웃기']"
언니는 그냥 이쁜 거예요,"['언니', '그냥', '거']"
이런 영상 너무 좋아요,['영상']
너무 평온하고 보고있는 제가 기분 좋게 되네요근데 언니 컵라면 이나 인스턴트만 너무 드시지마시구 밥도 드세요 건강 조심하세용,"['제', '기분', '언니', '컵라면', '이나', '인스턴트', '시구', '밥', '건강']"
레이스 나시 정보좀여 흑 진짜 저런거 찾고있는데 끈이 레이스인걸 찾기가 넘 힘들어요 제발 ,"['레이스', '나시', '정보', '좀', '진짜', '끈', '레이스', '찾기', '제발']"
집 너무 이쁠거 같아용 ,['집']
언니 사랑해요,"['언니', '사랑']"
언니 택배왔다고 할때 표정 너무 귀여워요 ,"['언니', '택배', '때', '표정']"
언니 옆에 볼꺼짐은 어떻게 해결하셨나요 저도 진짜 고민인데 지금은 완화되신 것 같아 여쭤봐요,"['언니', '옆', '볼', '해결', '저', '진짜', '고민', '지금', '완화', '것']"
언니 제가 감히 언니가 일자뱅에다가 검정색 머리한거 상상해 봤는데 너무 예쁠거같아요 그냥 그렇다구요사랑합니다 ,"['언니', '제', '감히', '언니', '일자', '뱅', '검정색', '머리', '거', '상상', '그냥', '사랑']"
송하예 닮았네 ,['송하예']
아 커플에 끼는 거 싫지만 두분이랑은 너무 끼고 싶허여;; 넘 웃길듯 ,"['커플', '거', '분', '끼']"
12:33 오갑자기 미녀가 둘이에 됐다！🤯,"['갑자기', '미녀']"
