comment,token
진짜 착붙이다 고급스럽고 예뻐요,"['진짜', '착', '붙이']"
오잉 그래서 컨실러 뭐쓰신거에요,"['오잉', '컨실러', '뭐']"
언니는 무슨 메이크업이든 다 잘어울려요,"['언니', '무슨', '메이크업']"
언니 타니까 섹시해보이고 성숙해보이고 완전 잘어울려요,"['언니', '타', '섹시', '성숙', '완전']"
학개이뽀용 근데 이제 서울떠나시면 장거리연애하시는건가요,"['학개', '뽀용', '이제', '서울', '장거리', '연애', '가요']"
헐 서울을 떠나신다니 어디로 가시나요,"['서울', '어디']"
이제 눈썹 잘 그리시네,"['이제', '눈썹']"
언닝 전부터 생각만 했옸는데 턱이랑 입술 다시하시니까 완전 좀 배우 김새론님 닮은고같어요,"['언닝', '전', '생각', '했옸는데', '턱', '입술', '다시', '완전', '좀', '배우', '김새론']"
하이라이터 브러쉬인데 블러셔 할 때 쓴 브러쉬 뭐예요  넘 좋아보여요  ,"['하이', '라이터', '브러쉬', '블러셔', '때', '브러쉬', '뭐']"
예뿌당 솔직하고 털털해서 좋아요 🧡,"['뿌', '털털']"
타신 만큼 차분한 피부표현하는 메이크업도 보고싶어요 영상잘봤어용,"['만큼', '피부', '표현', '메이크업', '영상']"
anyone from indonesia ps for those who don’t know bali is a part of indonesia,[]
눈썹짝짝이,"['눈썹', '짝짝이']"
눈썹의 중요성,"['눈썹', '중요성']"
Hi my name is Anjani I am from Indonesia welcome to bali indonesia sister don't forget to visit Yogyakarta too  there are also famous for its culture many tourist attractions too and good food typical of Java ,[]
언니 뷰러 어디꺼예요,"['언니', '뷰러', '어디']"
블러쉬한거 볼 짝짝이에요,"['블러', '쉬', '거', '볼', '짝짝이']"
Yahh gk ada sub indo nyaa,[]
차예련 배우님 닮아지신 거 같아요,"['차예련', '배우', '거']"
이쁘네요 누디한것두,"['누디', '것']"
You look like a Lolita dollHaiiyaaaaaaaa¡¡🤩🤩🤩🤩🤩🤩♥️,[]
와 홍영기 얼굴 광채 미쳤다,"['홍영기', '얼굴', '광채']"
Wow welcome to my country Bali Indonesia,[]
lipstick colour is pretty 🥰,[]
원래,['원래']
ヨンギちゃん旦那さんとラブラブ,[]
so beautiful songee love u,[]
とても可愛い！！！,[]
편집프로그램머쓰세요,"['편집', '프로그램', '머']"
선크림 안바른고에여,['선크림']
턱필러맞은게훨예쁘세용,"['턱', '필러', '훨']"
I wonder about your mouthdid you cut it,[]
헐헐 송이언니 어쩐지 요즘 얼굴이 엄청 갸름해지셨길래 살 많이 빼심건가 했어요 너무 예쁘셔요 저 저런화장 진짜 좋아하는데 소화력 갑시이네요 역시송이언니 짱이얌,"['송이', '어쩐지', '요즘', '얼굴', '살', '빼심', '건가', '저', '화장', '진짜', '소화', '역시', '송이', '짱이얌']"
언니 너무 예뻐요 너무너무 기다렸어요 기다리면서 언니 영상 정주행 중이었는데 너무 이뻐서 머리아파요❤️❤️,"['언니', '언니', '영상', '정', '주행', '중', '머리']"
Baliii❤️,[]
이게 젤 이쁜것같에 여태까지 한 화장중에 제일 잘어울리는 머지 썸넬너무 예뻐 ,"['이', '젤', '여태', '화장', '제일', '머', '썸넬']"
혹시 애굣살도 시술하신건가용 웃을때마다 넘 귀여우셔요,"['혹시', '애굣살', '시술', '가용', '웃', '때']"
字幕ありがとうございます！！,[]
레이저리프팅인지 실리프팅인지 종류만 좀 알려주시면 안될가요 실리프팅 계속 알아보고 있는데 너무갸름해지셔서,"['레이저', '리프', '팅', '실리프팅', '종류', '좀', '실', '리프', '팅', '계속']"
진짜 누디한 메이크업도 너무 너무 잘어울려요 언니❤️❤️❤️,"['진짜', '누디', '메이크업', '언니']"
Indonesia is my country 🥰 annyeong,[]
 your like to tease you,[]
ちゅ〜ば〜る 期待してました。でも可愛いからなんでもいいです🥰,[]
나도 일본 온천가서 그런 경험 있음내가 들어가면 다들 나오고 내가 나오면 들어가고 혐한 제대로 당함 원래 일본에 악감정 없었는데 일본 개싫어짐,"['일본', '온천', '경험', '내', '내', '혐한', '제대로', '원래', '일본', '악', '감정', '일본', '개']"
안녕하세요 언제나 즐겁게 시청하고 있습니다  아루무손이 씨의 립 메이크업 방법 (특히 매트 립)을 알고 싶습니다 예를 들어 입술을 바르기 전에 보습은 어떻게하고 있습니까 나는 보습을 합니다만 그 위에 매트 립을 바르면 너무 예쁘게 완성 없습니다  꼭 아루무손이 씨의 예쁜 입술 만드는 방법을 가르쳐주세요 (이 문장은 번역기를 사용하고 있기 때문에 읽기 어려운 곳이 있으면 죄송합니다),"['시청', '아루무손', '씨', '립', '메이크업', '방법', '매트', '립', '알', '예', '입술', '전', '보습', '게', '나', '보습', '그', '위', '매트', '립', '완성', '꼭', '아루무손', '씨', '입술', '방법', '이', '문장', '번역기', '사용', '때문', '곳']"
Im from bali indonesia @areumsongee,[]
얼굴 완전 떠보여요 언니화장 잘못하신거 아니신지유,"['얼굴', '완전', '언니', '화장', '잘못', '신지유']"
사랑해요,['사랑']
PRETTY❤️❤️,[]
大好き❤️☺️‼️‼️,[]
한동안 안보다가 오랜만에 아름송이님 유튜브 챙겨보고 있습니다 초등학생때 얼짱시대보면서 같이 커온 제가 벌써 22살이 되었네요 얼짱시대 언니들 따라한다고 부모님을 졸라가며 옷도 사입고 뷰티에 관심도 많이 생겨 마냥 부러워했던 그때가 떠오르네요 어린시절 보았던 분들이 유튜브라는 새로운 플랫폼으로 많은 사람들과 소통하는거 보면 참 시간이 빠른 것 같기도 하고 신기해요 아직까지도 야엘님이랑 영기님이랑 여행도 다니시고 우정 이어가는거 보니 옛날 그 기억이 새록새록 나기도 하고 친한 언니랑 대화하는 것 같기도 하고 무튼 기분이 오묘하네용 앞으로도 좋은 영상 많이 올려주세요 응원하겠습니다（╹◡╹）♡,"['안보', '다가', '만', '아름', '송이', '유튜브', '보고', '초등학생', '때', '얼짱시대', '온', '제', '벌써', '살이', '얼짱시대', '언니', '부모님', '옷', '입', '뷰티', '관심', '마냥', '그때', '어린시절', '분', '유튜브', '플랫폼', '사람', '소통', '시간', '것', '엘', '영기', '여행', '우정', '옛날', '그', '기억', '새록새록', '나기', '언니', '대화', '것', '무', '기분', '앞', '영상', '응원']"
와 대박 누디 메이크업 대박대박 ,"['대박', '누디', '메이크업', '대박', '대박']"
Amix si te ves bonita pero tu base está demasiado clara para tu tono de piel,[]
Idk but I really love this makeup ,[]
와 금손이십니다 ,"['금손', '니']"
目整形かな？？いいなぁわたしもしたい,[]
남친분이 하도 입냄새라그랴서 그런가 입냄새만생각나요,"['남친', '입냄새', '랴', '런가', '입냄새']"
쿠션 색상이 피부톤과 쫌 따로노는것 같아요,"['쿠션', '색상', '피부', '톤', '쫌']"
성형 꽤 많이했던데 한거에비해 자연스러워보인다 아랫입술 안움직이는건 좀 웃김,"['성형', '꽤', '거', '아랫입술', '좀']"
완성된 얼굴이 시간 지나서 화장무너지고 쩔어있는것처럼 보여요 ,"['완성', '얼굴', '시간', '화장']"
그 시절 우리가 사랑했던 소녀들 맞지,"['그', '시절', '우리', '사랑', '소녀']"
어째 이때 얼짱들은 이름도 얼짱 같아 문야엘 한아름송이 홍영기,"['어째', '때', '얼짱', '이름', '얼짱', '한아름송이', '홍영기']"
야엘언니는 옛날부터 느꼈지만 사람이 되게 차분하고 착한 것 같음욕하는것도 어색하게 들릴 것 같고 약간 차홍느낌듦 야엘언니같은성격인 친구 있으면 좋을듯 얘기도 잘들어줄 것 같고 리액션도 좋을 것 같고 그냥 순한양같아,"['엘', '옛날', '사람', '것', '음욕', '것', '약간', '차홍', '느낌', '엘', '성격', '친구', '얘기', '것', '리액션', '것', '그냥', '한양']"
내 동년배들은 다 알거야  그 시절 얼짱들 그리웠어,"['내', '동년배', '그', '시절', '얼짱']"
너무 보기좋다 라떼는 말야 저 언냐들이 킹왕짱이었어 야엘님 화장 다 끝내셨는데두 옆에서 호응해주시고 짱착하시당,"['보기', '라떼', '말', '저', '냐', '킹왕짱', '엘', '화장', '옆', '호응']"
야엘님 치마 살짝 들춰질때마다 모자이크처리 체고다 편해,"['엘', '치마', '살짝', '때', '모자이크', '처리', '체고']"
야엘언니뒤에서막궁금해서빼꼼빼꼼하고 조곤조곤하게한마디씩하고 기웃기웃하는거 너무귀야웡몰라 아무튼귀여워,"['엘', '뒤', '서막', '빼꼼', '빼꼼', '한마디', '기웃', '귀', '웡']"
와 야엘 진짜 오랜만이다여전히 나긋나긋하시네,"['야', '진짜', '만이']"
우정 되게 오래간다  부럽다 다 좋으신 분들,"['우정', '간다']"
10년전 고등학교때 수업끝나고 애들끼리 뒷자리에서 모여서 화장하면서 수다떠는 그때같애 추억돋는다,"['고등학교', '때', '수업', '애', '끼리', '자리', '모', '화장', '수다', '그때', '애', '추억']"
내 학창시절을 같이 보내왔던 분들  학생 사이에서 연예인 존재였던 진짜 오랜만에 이런 조합 보니까 느낌이 새롭네요 ,"['내', '학창시절', '학생', '사이', '연예인', '존재', '진짜', '만', '조합', '보', '느낌']"
근데진짜 야엘언니 인스타랑 보는거랑 다르시게 완전 차분하세용  엄청 수다쟁이 일줄 알았눈뎅 그래도 넘이뻐여 물론 송이온니랑 영기언니도,"['진짜', '엘', '인스타', '완전', '수다', '눈뎅', '송이', '영기']"
같이 화장하는 거 보니까 먼가 고딩 여자애들 그냥 여자애들 같다 화장품 막 좋아하는 거 빌리고 ,"['화장', '거', '보', '고딩', '여자애', '그냥', '여자애', '화장품', '막', '거']"
야엘님 눈 땡그랗게 뜨고 두리번두리번 반응해주는 거 엄청 귀엽네요 ,"['엘', '눈', '두리', '번', '두리', '번', '반응', '거']"
담에 부담없으시면 콘텐츠로 퍼스널컬러 컨설팅을 받아보시는건 어떠신가용 아름송이님 쿨톤도 웜톤도 잘어울리셔서 갠적으로 궁금해오,"['담', '부담', '콘텐츠', '퍼스', '널', '컬러', '컨설팅', '가용', '아름', '송이', '쿨톤', '웜톤', '갠']"
야엘님인가 누구 얼짱중에 한 분이 옛날에 500원인가 받고 포토샵 해줬던 거 기억남 ,"['엘', '누구', '얼짱', '분', '옛날', '포토샵', '거']"
내 나이때는 다알거야  얼짱시대  이렇게 다같이 영상에서 보니까 너무좋아요 앞으로도 이런 영상많이 찍어쥬세요 🥰 추억여행☆♡,"['내', '나이', '때', '얼짱시대', '다', '영상', '보', '앞', '영상', '찍어쥬세', '추억', '여행']"
야엘씨 뒤에서 무심히 립바르는거졸귀 ,"['엘', '뒤', '립', '졸귀']"
얼굴은 다 바꼈어도 성격이나 말투는 다 그대로임 핵신기 ,"['얼굴', '바', '성격', '말투', '그대로', '임', '핵', '신기']"
진짜 과거지만 사람들 너무 무례하네아무렇지도 않게 말하지만 상처받았겠다,"['진짜', '과거', '사람', '말', '상처']"
예전에 설사병걸렸었는데 얼짱시대보겠다고 문열고 싸다가 엄마한테 등짝맞앗다죠,"['예전', '설', '사병', '얼짱시대', '열', '엄마', '등짝']"
셋다 보기 너무 좋다 🤍야엘언니도 유튜브 했으면 좋겠어요  🥰,"['셋', '보기', '엘', '유튜브']"
하늘 손절 조아여,"['하늘', '손절']"
혹시 여기 야엘님이 얼짱시대 그 문야엘님맞나요,"['혹시', '여기', '엘', '얼짱시대', '그', '문', '엘']"
당신은 귀엽습니다。자신있게하십시오。,['당신']
헐 문야엘 언니옛날 한참 얼짱시대 때 진짜 좋아했는데,"['언니', '옛날', '한참', '얼짱시대', '때', '진짜']"
와미쳣땅 이 조합 중학생때 시절이 새록새록 싸이월드 다시 해야하나,"['와미쳣땅', '이', '조합', '중학생', '때', '시절', '새록새록', '싸이월드', '다시']"
이 언니들 보면 너무 이쁘고 귀엽고 순수한거같고 기분이 좋아  송이 언니 자라에서 봤는데  요정인줄 엘프같았어 아는척하고싶었는데 소심해서 못했,"['이', '언니', '기분', '송이', '언니', '자라', '요정', '줄', '엘프', '척']"
영기언니랑 야엘언니랑 영상많이 찍어주세요,"['영기', '엘', '영상']"
나는 진짜 이 세 언냐들 조합이 최고야  셋 다 정말 착한 게 느껴져요 언냐들 사랑해 아라 언냐두 사랑해 언냐들 내 맘 알아죠,"['나', '진짜', '이', '세', '냐', '조합', '최고', '셋', '정말', '게', '냐', '사랑', '언냐', '사랑', '냐', '내', '맘']"
야엘언니 유튭해주세요♡♡♡,"['엘', '유튭']"
ここは美人しか入れないみたい…w,[]
언니들 이런거 썰 영상 만드로주세오 꿀잼 + 조회수 폭팔 각깍  ,"['언니', '영상', '드', '꿀잼', '회수', '폭팔', '각']"
와 이 조합 너무 좋다 알 수 없는 유투브 알고리즘에 이끌려 얼짱시대 다시 정주행 하다가 요즘은 잘 지내는지 근황 궁금해서 채널 찾아와 봤는데 착하고 성격 좋고 이쁜 내 최애얼짱들 영상이 뙇 이렇게 계속 관계 이어가며 같이 웃고있는 요즘 모습을 보니까 진짜 보기 좋고 엄청 친했던 친구들 오랜만에 만난 기분임 그때는 그냥 또래들 나오니까 재밌게 봤었고 그뿐이었는데 지금 다시 그 영상들을 보니 진짜 추억이고 특히 앎송이는 너무 착하고 귀엽고 사랑스러운 애기였음 애교 겁나 많고 밝은 푸들 그리고 방송 너무 잘해서 감탄함 지금은 그때보다는 훨씬 차분해지셨지만 여전히 활발하시네요 송이님 야엘님 영기님 항상 행복하세요❤,"['이', '조합', '알', '수', '유투브', '알고리즘', '얼짱시대', '다시', '정', '주행', '요즘', '근황', '채널', '성격', '내', '최애', '얼짱', '영상', '뙇', '계속', '관계', '어가', '요즘', '모습', '보', '진짜', '보기', '친구', '만', '만난', '기분', '임', '그때', '그냥', '또래', '그', '지금', '다시', '그', '영상', '진짜', '추억', '송이', '애기', '애교', '방송', '감탄', '함', '지금', '그때', '송이', '엘', '영기', '항상']"
5:40 재원이 아니냐고욬,"['재원', '욬']"
이 조합 넘 좋고 야엘님 목소리 진짜 넘 오랜만에 듣는거가태여조근조근,"['이', '조합', '엘', '목소리', '진짜', '만', '태', '여조']"
헐야엘10여년전 내 중딩시절 프로그램셋이 연락하고 계셧다니추억이다흑,"['년전', '내', '중딩', '시절', '프로그램', '셋', '연락', '계', '셧다', '추억']"
야엘언니한테서 바다 얼굴 보인다,"['엘', '바다', '얼굴']"
내 딩초 시절 우상들 그 시절 내가 사랑했던 소녀들,"['내', '딩초', '시절', '우상', '그', '시절', '내', '사랑', '소녀']"
헐 추억의 조합 영기언니 송이언니는 그래도 페이스북 유튜브에서 많이 봤는데 야엘언니는 너무 오랜만인것 같아요 야엘언니는 흔녀 훈녀 되다 그때나 지금이나 너무 예쁘시네요 아라언니 못온거 너무 아쉽네요 학생때로 돌아간 느낌이에요 고마워요 언니들,"['추억', '조합', '영기', '송이', '페이스북', '유튜브', '엘', '만인', '것', '엘', '흔녀', '훈녀', '그때', '지금', '언니', '학생', '때', '느낌', '언니']"
블러처리말고 스티커 약간 네모박스로 가렸으면 도 좋을 텐데 한남들,"['블러', '처리', '스티커', '약간', '박스', '도', '한남']"
肌の色が健康的で意外だったほんとに仲良さそうw🥰,[]
헐 야엘왜이렇게이뻐,['엘왜']
와 진짜 저세상추억 썸넬보고 미친듯이 달려왔는데     아라언니까지 이 조합 백년만년 해주세요  너무 좋아,"['진짜', '상추', '썸넬', '보고', '언니', '이', '조합', '백년', '만년']"
オルチャンといえばアルムソンイちゃんとヨンギちゃんのこの2人だった〜❤︎懐かし〜❤︎,[]
みんな可愛い( *´꒳`*)♡しかもみんなメイク上手いな,[]
11:07 말리시는 중인가귀여워용,['중인']
헐 문야엘 오랜만  개이뻐 셋다 ,"['개', '셋']"
블러처리말고 흰색 네모박스같은거로 가려주시지 그래도 아예 안가린거보단 낫지만요 ,"['블러', '처리', '흰색', '박스', '아예', '낫', '요']"
얼짱시대 사람들끼리 아직까지 잘 지내는 모습 너무 좋다  그때 진짜 훈녀생정  뒤지게 봤어요 언니  벌써 제 나이도 스물셋이네요,"['얼짱시대', '사람', '끼리', '모습', '그때', '진짜', '훈녀', '생정', '언니', '벌써', '제', '나이', '스물', '셋', '요']"
송이언니도 이쁘지만 영기언니랑 야엘님도 너무 이뻐용,"['송이', '영기', '엘']"
ソンイちゃんもヨンギちゃんもオルチャン時代の画像めちゃくちゃ保存してたな〜,[]
みんなほんとかわいい…,[]
みんな可愛い,[]
みんなすごく綺麗！こうゆうラフな動画たくさんとって欲しい！！,[]
字幕つくのめっちゃはやい！！🤍,[]
솔직히 셋다 이쁘시다  영기는 너무 애기같애,"['셋', '영기', '애기', '애']"
OMGGGGG ICONS THAT SHAPED MY ENTIRE CHILDHOOD,[]
わー！3人だ❤️ヤエルちゃんのパンツにモザイクかかってんのが笑いました（笑）,[]
類は友を呼ぶ じゃん！,[]
みんな肌が綺麗すぎる❤️,[]
楽しそうな女の子3人可愛い～♡,[]
03년생인데도 자주 얼짱시대 찾아보거든욬  얼짱끼리 노는 영상 너무 좋아여,"['자주', '얼짱시대', '욬', '얼짱', '끼리', '노', '영상']"
オルチャンレジェンド。。好き。。❤️,[]
顔面偏差値たっか、かわいい,[]
영상 오류로 재업로드 하게되었어요❤️리프팅필러시술로 붓기가 남아있어서 얼굴이 호빵이지만 감안하고 봐주시면 감사하겠습니다 -Terjemahan bahasa Inggris Jepang dan Indonesia akan ditambahkan segera,"['영상', '오류로', '재', '업로드', '리프', '팅', '필러', '시술', '붓기', '얼굴', '호빵', '감안']"
다른 건 잘 모르겠는데 <<  진짜 친해야 나올 수 있는 말  친해보여서 넘 좋고,"['다른', '건', '진짜', '수', '말', '친']"
みんな可愛すぎる、🥰,[]
야엘 언니 뭔가 성격 되게 좋아 보여요  영기 언니랑 아름송이 언니두 다 < 그리고 셋다 너무 이뻐요 진짜 진심  천사들의 모임이 있다면 언니들을 말하는게 아닐까 싶어요  으앙 진짜 너무 이뻐 언니 코로나 조심하세요  여즘 진짜 난리에요 난리 ,"['야', '언니', '뭔가', '성격', '영기', '언니', '아름', '송이', '언니', '셋', '진짜', '진심', '천사', '모임', '언니', '말', '진짜', '언니', '코로나', '여즘', '진짜', '난리', '난리']"
인스타에서 보고부터 존버했어요 진짜홍야엘송이 티카티카 젤 꾸르잼 ❤️🤔,"['인스타', '보고', '존버했어', '진짜', '홍', '엘', '송이', '티카', '티카', '젤', '꾸르잼']"
진짜 야엘언니 영상만 봐도 되게 귀엽고 착해보여여,"['진짜', '엘', '영상']"
야엘님 뭔가 숏컷하시면 진짜 잘생기실거 같아요,"['엘', '뭔가', '숏컷', '진짜']"
배경 보여주신다고 해서 기대했는데 없네요 아쉽,['배경']
중학교때 봣는데 제가 벌써 스물이에연 ,"['중학교', '때', '봣는데', '제', '벌써', '스물', '연']"
하 얼짱시대 때 제 최애였던 야엘언니와 송이언니 영기언니라니 안 볼 수가 없네요 이런이런🤦♀️마성의 매력을 가진 언니들 이 조합 다시 보다니 넘 좋아요🥺,"['얼짱시대', '때', '제', '최애', '엘', '송이', '영기', '안', '볼', '수가', '마', '성의', '매력', '언니', '이', '조합', '다시']"
2:17 얼짱시대때도 엄청 착하셨지만 이런 사소한 배려 ̄̈ 잠깐이지만 더울까봐 거울로라도 부채질 해주시는배려가 몸에 배어버리신듯,"['얼짱시대', '때', '배려', '잠깐', '거울', '로라', '부채질', '해주시', '배려', '몸', '듯']"
송이님 졸예,"['송이', '졸예']"
입술필러정보요,"['입술', '필러', '정보']"
썸네일이 이건꼭봐야한다 하고 나를 이끌었다추억의 조합  너무 조아용,"['썸네일', '이건', '꼭', '추억', '조합']"
아 모자이크 첨엔 없어서 괜히 신경쓰였는데 바로 모자이크 해서 재업해주셔서 맘이 편안❤️,"['모자이크', '첨', '신경', '바로', '모자이크', '재업', '맘', '편안']"
언니들 넘 예뻐요  다들 다모여서 흔녀훈녀되다 영상보고 반응하시는거 보고 싶어요  ♥️♥️,"['언니', '다모', '흔녀', '훈녀', '영상', '보고', '반응', '보고']"
모자이크해서 보기 편해졌어요 조마조마했었는데,"['모자이크', '보기']"
할 일: 밀트터치에서 화장품 사기,"['일', '밀트터치', '화장품', '사기']"
와 진짜 그 때 그 시절 내 워너비 언니들,"['진짜', '그', '때', '그', '시절', '내', '워', '너비', '언니']"
야엘언니 뒤에서 너무기여워영 ,"['엘', '뒤', '무기', '워영']"
세 분 다 너무 좋다,"['세', '분']"
大好きなメンバー！！,[]
미녀삼총사 에요,['미녀삼총사']
마지막에 초딩들이 화장하구 인사하는거 같애요 넘 귀욥 🤭,"['마지막', '초딩', '화장', '인사', '애', '욥']"
야엘언니 목소리 그 시절 그대로  그리웠어요 ,"['엘', '목소리', '그', '시절', '그대로']"
可愛い🥰,[]
문제아 빼고 만나니까 보기 진짜 좋다,"['문제', '보기', '진짜']"
야엘님 너무 달랔조근조근 얌전얌전스탈,"['엘', '달랔', '얌전얌', '스탈']"
6:38 이정도면 눈을 잡아뜯느거 아니냐구욬,"['정도', '눈', '욬']"
얼짱시대 조합  뭔가 추억이야,"['얼짱시대', '조합', '뭔가', '추억']"
야엘님 외로워보여,"['엘', '외로워']"
야엘쓰 원피스 존예당,"['엘', '원피스', '존예']"
아̆̈ 야엘  존나̆̈ 이쁘다,"['야', '존나']"
야엘님 목소리가 진짜 차분해서 매력있어용   조곤조곤 말하는 수다쟁이 스타일 ,"['엘', '목소리', '진짜', '매력', '말', '수다', '스타일']"
헐 그 훈녀흔녀뭐시기 시절 야엘언니 목소리 그대로네,"['그', '훈녀', '흔녀', '뭐시기', '시절', '엘', '목소리', '그대로']"
이렇게 보니까 옛날 생각진짜 많이 난당  내가제일좋아했던 영기언닝  여전히 다들 이쁘구 여전하네용 ,"['보', '옛날', '생각', '진짜', '가제', '일', '닝']"
와 대박 이 조합 너무 좋아 ❤️,"['대박', '이', '조합']"
헐 야엘언니 엄청 궁금했는데더 예뻐지셨네요같이 많이 찍어주세용 ,"['엘', '더']"
우와 얼짱시대 최애조합세분이서 영상 많이 찍어주세요너무 추억이야이언니들은 나이를 하나도 안먹었어,"['얼짱시대', '최애', '조합', '세분', '이서', '영상', '추억', '언니', '나이', '하나']"
아야엘언니 왕기여워요뒤에서 꼼지락꼼지락쿠기여엉,"['아야', '언니', '왕기', '워', '뒤', '꼼지락', '꼼지락', '쿠', '기여']"
얼짱이 아니라 예능인 같음 ,"['얼짱', '예능인']"
야엘님 너무 좋아,['엘']
와 진짜 이조합 그리웠다 ,"['진짜', '조합']"
아 홍영기 진짜 왤케 귀엽냐 너무 사랑스러워 진짜 어떡해,"['홍영기', '진짜', '왤케', '진짜']"
와 잠만 이 세명조합을 지금 볼수있는거 실화인가요  너무좋다 진짜 엉엉 아라님까지 있었으면 더더더좋았을텐데 다들 아쉬우시겠어요  아 진짜 이조합 넘좋다 자주자주 만나서 영상올려주세요1❤❤❤,"['잠', '이', '세명', '조합', '지금', '실화', '진짜', '엉엉', '아라님', '더더', '더', '진짜', '조합', '영상']"
와 진짜 세분다 얼짱시대때 내 픽이였어요 ,"['진짜', '분다', '얼짱시대', '때', '내', '픽']"
ヨンギちゃんもアルムソンイちゃんも高校生の時めちゃくちゃ好きでした🥺メイク真似して黒デカカラコン×くの字黒ライナーしてたwwww懐かしいwwww,[]
문야엘님 진자 오랫만 목소리 너무좋다,"['문', '엘', '진자', '만', '목소리']"
왘 내가 성격때문에 제일 좋아했던 세분이다추억이야 진짜 ,"['왘', '내', '성격', '때문', '제일', '세분', '추억', '진짜']"
이 조합 다시보기로만 볼 수 있을 줄 알았는데,"['이', '조합', '다시', '보기', '로만', '볼', '수', '줄']"
야엘 언니 진짜 내 최애픽이엇음  말투 너무 예뻐진짜 목소리도 내 취저야,"['야', '언니', '진짜', '내', '최애', '픽이엇', '음', '말투', '진짜', '목소리', '내', '취저']"
야엘님 유튜브 해주세요 넘 예뻐요,"['엘', '유튜브']"
영기님 피부 완전 꿀피부네,"['영기', '피부', '완전', '꿀', '피부']"
06:29 영기온니 너무귀여워진짜 ,"['기온', '진짜']"
이 그림너무 기다려왔다구요(광광)야엘언니는 진짜오랜만에보는데 목소리여전히 예쁘고 얼굴도예쁘시네요나머지두분은물론,"['이', '그림', '엘', '진짜', '만', '목소리', '얼굴', '나머지', '분']"
셋이 너무너무 귀엽다 너무너무 편하고 너무너무 재미있다 그냥 편하게 볼수있어서 좋당,"['셋', '그냥']"
헐 문야엘 홍영기 한아름송이  진짜 대박,"['홍영기', '한아름송이', '진짜', '대박']"
세분다 넘 이쁜거아니냐구여,['분다']
고등학생때 기억이 소록소록 나네욬앜아홉수 된게 엊그제같은데 왜 벌써 3월이조 주륵,"['고등학생', '때', '기억', '소록소록', '욬앜', '아홉수', '엊그제', '왜', '벌써', '주륵']"
세 분 다 레전드인 이유가 있어 너무 이쁘시다,"['세', '분', '레전드', '이유']"
아진짜 너무 추억이다,"['진짜', '추억']"
야엘엉니  너무 착하구루우우,"['야엘엉', '구루']"
야엘언니 ses바다님 닮으셨어요❤️,"['엘', '바다']"
와 다 왤케 이뻐요 역시 그 시절 얼짱 언니들,"['왤케', '역시', '그', '시절', '얼짱', '언니']"
언니들 진짜 너무 예뻐용 ,"['언니', '진짜']"
와 진짜 어릴때 아름송이언니 화장 따라한다고 컴싸사서 난리쳤었는데 내추억의언니들♥♥,"['진짜', '때', '아름', '송이', '화장', '컴', '추억', '언니']"
헐 야엘언니 그당시 그때 그대로 그리웠다,"['엘', '당시', '그때', '그대로']"
큐 언니덜 내 추억이양,"['큐', '언니', '덜', '내', '추억', '이양']"
세분 같이 모여있는거 보는거 오랜만이다,"['세분', '만이']"
이 영상을 보니 얼짱시대 다시보고싶어지네요  진짜 재밌게 봤옸는뎅 ,"['이', '영상', '얼짱시대', '다시', '진짜', '봤옸는뎅']"
진짜 중학생때로 추억여행한 기분이였어요정말 그시절의 재미를 느꼈네요,"['진짜', '중학생', '때', '추억', '여행', '기분', '정말', '시절', '재미']"
흔녀 훈녀되다 다시봐야지,"['흔녀', '훈녀', '다시']"
얼짱시대때 야엘언니 진짜 좋아했는데 예쁘고 말투나 이런거에서 착한게 느껴져서,"['얼짱시대', '때', '엘', '진짜', '말투', '거']"
진짜 개이쁘다 송이언니 진짜 제스타일이에요❤️❤️❤️❤️❤️❤️ 싸랑해용,"['진짜', '개', '송이', '진짜', '스타일', '싸랑']"
언냐들 너무 머시쒀이 조합 너무조아 얼짱시대 진짜 많이 봤는데,"['냐', '머시', '조합', '무조', '얼짱시대', '진짜']"
언니들 사랑해요 진짜 매일 봤쥬,"['언니', '사랑', '진짜', '매일', '봤쥬']"
야엘언니 진짜 귀여유요 뒤에서 토끼같이 쳐다봄 ,"['엘', '진짜', '여유', '뒤', '토끼']"
진짜 예전에 실물후기 많이 올라왔었는데 지금 언니들보면 그냥 십대때 생각나고 추억돋아서 더 좋은느낌,"['진짜', '예전', '실물', '후기', '지금', '들보', '그냥', '때', '추억', '더', '느낌']"
야엘님 너무 토끼 같아  다 귀엽지만 야엘님 너무 귀여워 흑흑,"['엘', '토끼', '엘']"
어머 이 셋을 다시 보다니 세상에 여전히 예쁘고 여전히 풋풋해,"['어머', '이', '셋', '다시', '세상']"
야엘님 진짜  조용히 뒤에서 폰보다가 수다잠깐 떨었다가 옷색깔만 바꼈어 귀여우셩,"['엘', '진짜', '뒤', '폰', '수다', '잠깐', '옷', '색깔', '바', '여우', '셩']"
야엘님 말투가 너무 조곤조곤목소리 진짜 예뻐요♡,"['엘', '말투', '목소리', '진짜']"
진짜 너무 보기좋네요 ,"['진짜', '보기']"
ヨンギちゃんハングル教室に出てた！！！,[]
얼짱시대때도엄청좋아했는데 우정끝까지가줬으면,"['얼짱시대', '때', '우정', '끝']"
아 이조합 너무 좋당♡ 누구하나 모난사람없오 둥글둥글 보는데 편안해용,"['조합', '누구', '하나', '난사람']"
이조합 진짜 오랜만이다 추억돋아,"['조합', '진짜', '만이', '추억']"
내 언니들 최공 사랑해여,"['내', '언니', '최공', '사랑']"
