닉네임,댓글,좋아요수,날짜
고민비디오,선댓글 후 감상 합니당 ㅋㅋ,2개,2020. 6. 1.
릭뷰Rickview,왘ㅋㅋㅋㅋㅋㅋ 진짜 신박하다,1개,2020. 6. 1.
펜슬리뷰,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제목 좋음여.,0개,2020. 6. 1.
엔제리너스,조합이 괜찮은데요 ㅋㅋ이른 아침 잘보고 갑니다^^,1개,2020. 6. 1.
살림왕옥주부,진심 최고.꿀팁에 솔직한 영상 크리에이터! 👍🏻,0개,2020. 6. 1.
아빠의추억창고DaddysStudio,"우키님~
뭔가 만물상 느낌이 물씬 풍기네요ㅎㅎ
오늘팁은 카메라 기종 관계없이 유용할 수 있는 완전 꾸르팁이네요.
정품 배터리 너무 비싸요ㅠ😂😂😂",1개,2020. 6. 1.
솔직TV,"우왕...
완전 꿀템인대요~~~
역시 센스쟁이인 우키님^^",1개,2020. 6. 1.
이정미니,의도치 않는 1등이네요 ㅎㅎㅎ 흥미로운 제품영상이었어요 아직은 없지만 카메라 구매하게되먼 하나 같이 장만해봐야겠어요,1개,2020. 6. 1.
사진찍는택시기사,귀찮아서 걍 배터리 사겟네요 ㅋㅋ 저두 후지 조루 배터리 때문에 미치겟네요^^,1개,2020. 6. 1.
돌핀인더루프탑,와.. 이건 진짜 꿀팁이다...,0개,2020. 6. 1.
좋은생각황병준TV,우와~~ 강추 강추~~~,0개,2020. 6. 1.
해운대여리,"루키님 덕분에
심박한 물건 주문완료..^^
배포 28.800
감사합니다~~~^

댓글을 남기지는 않지만
루키님과 멤버분들
영상
늘  잘보고 있습니다.

파~~~~이팅!!!!",0개,2020. 6. 1.
리데니얼,배터리 조루는 Money가 최고,1개,2020. 6. 1.
좋은생각황병준TV,배송비 대박 ~~~,0개,2020. 6. 1.
영상초보파우파우,역시 형 멘트가 청산유수에여 술술술~ 부럽당,0개,2020. 6. 1.
LA직딩,울란지!! 형님 나도 저거 하나있어요 근데 조금 더 길다능...캬 좋은조합 인정!,0개,2020. 6. 1.
밥차,오 후지xt3에 최적이네요,1개,2020. 6. 1.
푸우작가PB,주문해버렸어..오즈모액션이랑 쓰면 완벽하겠어!!,0개,2020. 6. 1.
심술왕,"안그래도 요즘  배터리를 하나 사야하나 싶었는데 바로 보배 질렀습니다. 
역시 우키님 '이런'거에 강하시네요 역시 '빠르'세요.",0개,2020. 6. 1.
시험관성공vlog문샤in,이런 가성비 갑 제품들 소개 넘 죠아요👍,0개,2020. 6. 1.
감성여행제작소TravelMakerStudio,영상 잘보았습니다. 근데 X-T3는 촬영중에 충전까지는 안되는것 같은데 T4는 가능한건가요??,0개,2020. 6. 1.
뇽쌤의영화같은일상,"우키님을 이제 알게 되어 다행입니다~~!!
리뷰 아주 잘봤어요!",0개,2020. 6. 1.
안경유희,ㄴㅏ사 혁신이다.,0개,2020. 6. 1.
좋은생각황병준TV,소니 L플레이트? 그것도 못 구하는 중이네요 ㅠㅠ,0개,2020. 6. 1.
살림왕옥주부,고민 안하고 바로샀음 👍🏻,0개,2020. 6. 1.
찰진나민규실장,그냥 스몰리그 케이지에 박아놓고 usb 외장배터리로 사용해도 되겠네요!,0개,2020. 6. 1.
분단극복,골치 아픈 배터리의 조루 문제 .........................늘 건강하시길..............,0개,2020. 6. 1.
MomentHp,점점 어려지시는 우키님!!!,0개,2020. 6. 1.
와재,사이즈도 참 중요한데 말이죠?,0개,2020. 6. 1.
gergvxcafrhteqasdqoeihrbxmakahdbru,이형오늘 왤케미국인같지,0개,2020. 6. 1.
한국스나,오늘도 좋은 소식과 프로그램 고맙습니다 항상 좋은 소식과정보 감사합니다 역시 우키님 영상잘보고가요,2개,2020. 4. 27.
신승협,클린마이맥 넘나좋아요 ㅠㅠ 저거 실행할때마다 정크파일이 1기가정도 있다고 하더라구요ㅠ 그 동안 내 맥에 이정도 정크가 쌓이고 있고 계속해서 생기는지 몰랐어요,0개,2020. 4. 27.
펜슬리뷰,할인 한시간 남아서 1년구독 했어요ㅎㅎ 맥북 처음 써본지 얼마 안되서 관리가 안되고 있었는뎅..ㅜㅜ 하이튼 파컷이랑 패키지 상품인건 틀림없습니다.ㅎㅎㅎ  감사요.,0개,2020. 4. 27.
펜슬리뷰,1080으로 잘 가다가 360으로만 나와요.ㅜㅜ,0개,2020. 4. 27.
prankY,"우키님 잘 보고 갑니다. 

코로나 조심하시고 건강하세용!",0개,2020. 4. 27.
SSANGBA,오늘도 잘보고갑니다^^!!!!,0개,2020. 4. 27.
리뷰톡톡inLondon,"우와 맥유저에게는 소중한 ~!
저도 언젠가는 학생이 되도록 할게요 호홋",0개,2020. 4. 27.
엔제리너스,오늘도 일찍 좋은정보 잘 알아갑니다~^^,1개,2020. 4. 27.
BMBENT,대박 이런겈ㅋㅋ 진짜 꿀팁,0개,2020. 4. 27.
KyungLee,저도 쓰고 있어요,0개,2020. 4. 27.
강쌤인도네시아,"좋은 정보 !!!! 감사합니다. 맥을 쓰지만, 인터넷만 하다보니.. 다른 정보를 잘 모르겠었는데!!!!",0개,2020. 4. 27.
분단극복,새로운 소식 반갑습니다 늘 건강하시길...............,0개,2020. 4. 27.
jang2014,2빠,1개,2020. 4. 27.
박군오,우키님. 영상은 유익함은 기본이요.. 유쾌함은 덤 입니다. 좋은 영상 올려주셔서 감사해요.. ^^ 파이팅 입니다.,0개,2020. 4. 27.
릭뷰Rickview,여전히 고민중인 프로그램입니다 ㅎㅎ 가격이 조금 부담스러워서리 ㅠㅠ크흡,0개,2020. 4. 27.
한국스나,오늘도 좋은 소식과 영상 감사합니다 항상 좋은소식 고맙습니다 역시 우키님,4개,2020. 4. 24.
그래서뭐먹지MinCharles,"영상 잘~~ 봤다고 거짓말 하기엔 너무 길어서 띄엄띄엄 봤습니다 ^^;; 
많은 분들이 영상편집의 끝판왕은 파이널컷이라 하던데... 컴 스스로 조립해서 까지 써봤지만 맥 시리즈는 한번도 사용해본적이 없어서 고민입니다.
우선 맥은 금액이....ㅠㅠ",3개,2020. 4. 24.
최Choi명훈Myeonghoon,나만 맥북없어ㅓㅓㅓㅓㅓㅓㅓ😭😭 하지만 영상 편집 어떻게 진행되는지 궁금했는데 초보자 버전으로 보니 더 좋네요!!,2개,2020. 4. 24.
gergvxcafrhteqasdqoeihrbxmakahdbru,"아ㅡㅡ깜짝이야 난또 우형,파판7샀다고",2개,2020. 4. 24.
YongsuKwon,"형님, 맥북편집에 좋은 팁들이 가득한 영상이라 너무 반가운 영상이네요 ㅎㅎㅎ 감사합니다^^b",2개,2020. 4. 24.
샤키코리아,와.. 분량이... 영상 촬영 부터 편집 까지 수고 많으셨습니다,2개,2020. 4. 24.
로케트펀치RocketPunchtv,영상보고 열심히 공부하겠습니다 !!!! 모든걸 다 퍼주는 당신은 대체...,3개,2020. 4. 24.
엔제리너스,늘 그렇듯이 영상 잘보고 갑니다~따봉 ㅋ,1개,2020. 4. 24.
즐거운파도Joyfulwaves,이 영상 하나면 파이널컷 완전 정복할수있겠네요!!ㅋㅋ,2개,2020. 4. 24.
iiijjjzz,"딱 접니다.. ㅠㅠ 감사해요 형!! 저번주 맥북 구매했는데 아무리 파이너컷 영상 찾아봐도 헷갈리고 모르겠더라구요!! 좋은하루 되세요:) 

입문 올려주셨으니... 계속해서 시리즈로 올려주세요 ㅠㅠ",2개,2020. 4. 24.
맑은산,맥북에어 2020 기본형 사서 파컷으로 간단한 동영상편집 가능할까요?,1개,2020. 4. 24.
강쌤인도네시아,형님 영상은 색감이 너무 좋은거 같아요,1개,2020. 4. 24.
강쌤인도네시아,아 부럽!!!!! 맥북.... 전 에어라 파컷이 안돌아가요 ㅠㅠ,1개,2020. 4. 24.
김태응,기다리던 파이널컷 강의입니다. 감사합니다,2개,2020. 4. 24.
MomentHp,와 너무 유용한 영상이에요 고맙게보겠슴니다 우키님♡,1개,2020. 4. 24.
분단극복,알아두면 유익한 세로운 정보 감사드리며 늘 건강하시길...................,1개,2020. 4. 24.
모데카이공방,저만 싱크 안맞나요? ㅠㅠ,3개,2020. 4. 24.
푸우작가PB,아뉘! 리뷰를 만들랬더니 드라마를 찍어버리는 스케일이라뉘!!!,7개,2020. 4. 24.
cota,'어머니와 리뷰' 고정 코너를 신설하시죠.,4개,2020. 4. 24.
행성씨,"아놬ㅋㅋㅋㅋ뿜었다 ""미세먼지같은놈이""ㅋㅋㅋㅋㅋㅋ폭풍 가위질 아니 여기 연기맛집이였네요!!!!",2개,2020. 4. 24.
엔제리너스,?드라마?ㅋㅋㅋㅋ꿀잼이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ영상 잘봤습니다 공청은 필수죠,2개,2020. 4. 24.
영상초보파우파우,어머니께서 말씀 너무 잘하시는것 같아요!! ㅋㅋㅋㅋ 엄니 유튜버 하시면.. 떡상각!? ㅋㅋㅋ,1개,2020. 4. 24.
KyuQ캡틴규큐,어머님 유류브 채널 빨리 파셔야 겠는걸~,2개,2020. 4. 24.
한국스나,우키님 어머니도 순간 연기자분인줄 알았어요ㅋ 오늘도 영상잘보고가요,2개,2020. 4. 24.
moongoon문군캠핑하는낚시꾼,"죄송한데..
우키님보다 어머님의 연기가 더 좋은것 같아요..ㅋㅋ
진심 배우 이신줄 알았어요~

눈물없이는 볼 수 없는 리뷰였습니다..^^",2개,2020. 4. 24.
곰국파워GomgookPower,ㅋㅋㅋㅋㅋ 세상에나 만상에나... 어머님 말빨이 이정도였나요?ㅋㅋㅋ 역시 우키님 말빨도 유전의 힘이었군요 대박이네요 ㅋㅋㅋ,1개,2020. 4. 24.
감성여행제작소TravelMakerStudio,아 이거 겁나 잘만드셨구만요 ㅋㅋㅋㅋ,1개,2020. 4. 24.
PaulGoh,우와 모던패밀리 보는 것 같았어요 ㅋㅋㅋㅋㅋㅋㅋㅋ 어머니 끼가 장난 없으시네요 ㄷㄷㄷㄷ 메소드연기 ㄷㄷㄷㄷ,0개,2020. 4. 24.
댕기자,"에효~~~ 새벽에 우키님 영상보다 질렀습니다~{괜히바써 괜히바써...😅)
주문 완료...👍",0개,2020. 4. 24.
레이지니s보드게임,ㅋㅋㅋㅋ 드라마입니까 리뷰입니까. ㅋㅋㅋㅋ,1개,2020. 4. 24.
화니의주방,"어머님 연기가.. ㅎㅎㅎ  실제상황같지 말입니다! 
저희 어머니 보여드렸더니 '누구랑 똑같네!' 라고 하시네요. ㅎㅎㅎㅎ",1개,2020. 4. 24.
아엠스튜던트IMSTUDENT,오늘도 영상 잘보고갑니다,2개,2020. 4. 24.
고군Gohgoon,와 이 영상... 키야...!,0개,2020. 4. 24.
리데니얼,"이런 재미있는 리뷰 ㅋㅋ
어머님 연기 짱👍",1개,2020. 4. 24.
MUCHA5TUDIO뮈샤5,어머님 강제 시선강탈!!!,0개,2020. 4. 24.
리오팍고어플전문가,와..... 우키님 어머님으로 인해 더 많은 협찬이 예상되는데요? 👀👀우키님 어머님 유튜브 데뷔 어떠십니까~~~ 05:47 이리케 이르케 이케 이케~~,4개,2020. 4. 24.
YTDRONE,ㅎㅎ 진정성이 팍팍 ! 멋진 엄마 멋진 아들 ~~ 사람 냄새가 팍팍~~ 좋네요,1개,2020. 4. 24.
동탄,우키님 ㅋㅋㅋ 정말 좋습니다.,1개,2020. 4. 24.
양사장Judy,어머니도 코로나를 비껴 가셔서 다행이네요,1개,2020. 4. 24.
조재형,공동구매 없나요?ㅋㅋㅋㅋ,0개,2020. 4. 24.
좋은생각황병준TV,"아~~ 끝까지 보는데
정말 놀라워요 대단하신 어머님~~ 짱이십니다",0개,2020. 4. 24.
skysheep,우키님 영상 올라오는거 기다리는 재미로 사는 1인입니다.ㅎㅎ 우키님 혹시 x-t4 리뷰 예정 있으신가요?,1개,2020. 4. 24.
gergvxcafrhteqasdqoeihrbxmakahdbru,어머니 아들놈이 셀럽이자나요.,1개,2020. 4. 24.
카럽,ㅋㅋ 콩트가 점점 진화해 간다는 ㅋ,0개,2020. 4. 24.
사진찍는택시기사,광고 맞아요? 드라만데 ㅋㅋ 며느리만 보시믄 되것네요.,0개,2020. 4. 24.
하비하비,"헉!!! 퀄리가!!!
유키님의 능력이 제대로 나오려면 자본주의의 힘이 필요하군요 ㅠㅠ
항상 이런 영상 보고 싶네요 ㅠㅠ",0개,2020. 4. 24.
JeongHoonShin,ㅋㅋㅋㅋ재밌어요. 그 인터넷 사이트가 작동을 안하던데 닫으셨어요? 우키는 사람들?,0개,2020. 4. 24.
분단극복,새로운 소식 공기청정기..........................늘 건강하시길........,0개,2020. 4. 24.
KyungLee,강아지 있는 집엔 필요하긴 하죠,0개,2020. 4. 24.
릭뷰Rickview,아직 광고중인줄 알고 끝날때 까지 기다렸는데.... 소름돋아 ㅋㅋㅋㅋ,0개,2020. 4. 24.
리뷰톡톡inLondon,새로운 리뷰의 방향을 제시해주는 우키형... 고퀄드라마 같은 리뷰.. 감탄하며 보아요,0개,2020. 4. 24.
써니네TVSunnyneTV,"우키님은 통로역할만 하시고
어머님의 큰 역할로 
어머님 스스로 얻어내신 공기청정기인듯요^^
두 분 리얼 일반인 연기자분들 나오는 광고 같았어요.
리뷰도 이렇게 재미있을 수 있네요~~^^",0개,2020. 4. 24.
시험관성공vlog문샤in,"ㅋㅋㅋㅋ 저 첨에 영상 앞에 광고나오는줄 알고. 한참보면서 왠 광고가 이리길지?? 했는데 ㅋㅋㅋㅋ 어머님이셨군요ㅎㅎㅎㅎㅎ 너무너무 재밌어요ㅎㅎㅎ 
표정도귀여우시고ㅎㅎㅎ 말씀도 잘하시고ㅋㅋㅋㅋㅋㅋㅋㅋ
어머님 팬될거같아용 또또 올랴주세옄ㅋㅋㅋㅋ
케리어 공기청정기👍👍 가볍고 디자인도 이쁘고 이동도 가능하고  ~~",0개,2020. 4. 24.
영감쟁이,"유료광고라 함은 제품만 협찬받는 것이 아니라,
별도의 광고비도 받고 제작하는 건을 말하는거죠?
그래서 그런가 엄~~청 공을 많이 들이신
느낌이 듭니다...",0개,2020. 4. 24.
한국스나,오늘도 좋은 소식과정보 고맙습니다 역시 우키님 항상 좋은소식 감사합니다 그리고 영상끝까지 보고있어요,3개,2020. 4. 17.
