닉네임,댓글,좋아요수,날짜
햄지Hamzy,"첫입 2:53, Start eating 2:53 
목살 듬뿍넣고 김치찌개 푹 끓이면 밥 3공기각.....
(집밥드시고 싶을떄 두번세번네번 봐주세요 ㅎㅎㅎ) 

☆인스타디엠, 댓글로 메로구매처 물어보셔서 댓글에 남겨드릴게요~ 인스타에 루루마켓13 검색해보세요😁
 
※메로는 구독자님이 보내주셨는데 너무맛있어서
며칠 연속으로 다 먹고 아껴뒀던 한개 꺼내서 
구웠어요 ㅋㅋㅋ
 
※시금치 오래 씻은거에요~
(편집에 씻는 장면이 짧게 나오니까 걱정해주시는 
구독자님들이 계셔서 말씀드려요ㅎㅎ)
 
※부부의세계 보면서 먹었어요ㅋㅋ
 
★예상질문★
Q: 시금치무침에 뭐들어갔어요??
A: 다진마늘,소금,깨,참기름  
(저는 간장 조금 넣으면 더 맛있더라구요) 
Q: 김치 산거에요??
A: 김장김치에요~
 
★자주하는 질문★
Q: 몇살이에요? 직업이뭐에요? 남자친구있어요? 
결혼했어요? 등등
A: https://www.youtube.com/watch?v=VEKcM1LP7SQ (햄지's Q&A) 
Q: 사용하는 제품 (주방도구,강아지장난감,악세사리 등등) 어떤건가요?
A: 제가 댓글확인을 웬만해서는 하려하는데 못보고 지나가는것도 많이 있어서 대답을 못해드린분들도 많을꺼에요~ 
인스타로 디엠주시면 사진이나 링크 보내드릴게요♥
Q: 앞에 뭐보면서 드시는거에요??
A: TV음소거하고 보면서 촬영하고있어요~ 
(시선처리때문에)
 
오늘도 시청해주셔서 감사합니다❤😍",681개,2020. 5. 2.
,"Вот жадина ,могла бы собачку покормить , больше всего мне собачку жалко было.",10개,2020. 5. 2.
YongHui,"Poodles are the best. Soft ears, curly fur and soulful eyes",9개,2020. 5. 2.
DilaraTeker0908,thıs gırl knows how to cook and ı loved her mını owen so cute,20개,2020. 5. 2.
shienamaemadronero,Everytime hamzy starts eating... I am also starving... Hahaist... Food is love hamzy ...,56개,2020. 5. 2.
poluanbrother,"Even though I just finished dinner, but for some reason the default is to watch every video onnie always carry it Hungry🤔 ~~ Success always sis🤗~~ Hopefully a beginner like me can get sub's sister🙏~~ Amen",8개,2020. 5. 2.
itsmestanstaejin,"You know its very very hot when you saw her blow his mouth when there is food with it.

Because she aint bothered by some of the food who's steaming hot",7개,2020. 5. 2.
,"Это она не ест, а жрёт!!!!!",3개,2020. 5. 2.
SharaMecaros,"Can't wait to visit Korea again one day, I hope to see you when I come. Iv'e been watching your videos since then, I also liked it when you show us how to cook your dishes. Bless you pretty Girl 😍😍😍",5개,2020. 5. 2.
RudainaKhalid,Her dog is like: can I have some😅,6개,2020. 5. 2.
sunithathomas,Anyone torturing themselves in quartinne 😂😂,95개,2020. 5. 2.
,Куда все это поместиться? Какой же размер ее желудок?,2개,2020. 5. 2.
ZuvynLiew,🤣The way hamzy eats is how I eat when I'm super hungry 🤣,23개,2020. 5. 2.
PratityDas,"No fancy dress
No extra decoration 
No unnecessary talking
Not a large amount of food
No unwanted expressions 
So naturalistic ..
This is the reason i love watching Hamzy so much.❤",873개,2020. 5. 2.
UesugiKenshin,she eats like there's no tomorrow lmao.,1개,2020. 5. 2.
JulemieLentija,"""Me eating it's like there is no tomorrow"" 😅",6개,2020. 5. 2.
김세희,"솔직히 다른 먹방 유튜버들은 거의 패턴이 비슷해요. 라면, 치킨, 특별하면 킹크랩 근데 햄지님은 집밥부터 다양하게 드시니까 질리지가 않아요 응원합니다",189개,2020. 5. 2.
SharaMecaros,She knows how to cook and eat ♥️♥️♥️ I would love to try this korean home made meals 👌🏻,2개,2020. 5. 2.
Balaji7hillsGovindha,"Hamzy : omg today  is the day which I should make a video hehe
Her dog :let's sleep she everytime makes a video this is commen of me no cares sleep sleep 😅",18개,2020. 5. 2.
,Капец как она чавкает . Я бы лопнула от такого количества жрачки,2개,2020. 5. 2.
KoalaDances,"Her dog : sees hamzy bringing food to the table

Her dog : here we go again.. :(",35개,2020. 5. 2.
annechan,She's really enjoyed her food,37개,2020. 5. 2.
RitaSantos,"Colocaa uns comentario em portugues , pq agente brasileiro quando n tem oq fazer gosta de vê voces comendo",12개,2020. 5. 2.
JustTh3o,Wow she’s  getting paid to eat her delicious food. Nothing beats that life.,32개,2020. 5. 2.
JuanitaNewton,She eats more that any other mukbanger I’ve seen.,2개,2020. 5. 2.
ZulHatta,She really has a big appetite ..,35개,2020. 5. 2.
KenConner,As much as she eats for her size does she go puke it up after eating that's a lot of food just saying,0개,2020. 5. 2.
ophelia,who else always watching hamzy’s video but never comment 😭🙌🏻,438개,2020. 5. 2.
세뭉,난 저렇게 요리 뚝딱뚝딱 하는 사람이 너무 부러움ㅠㅠ,10개,2020. 5. 2.
아름,진짜 한식은 먼가 우오ㅓ라앙 입에 가득 넣고 먹어야함.... .... 햄지님 체고. . .. .,8개,2020. 5. 2.
seraynes167,She literally look like she haven’t eaten in weeks and REALLY hungry,15개,2020. 5. 2.
GihBrasil,"Queria saber como essa mulher não queima a guria 
E manda pra dentro super quente",1개,2020. 5. 2.
GhelmariEscudero,Is this really what Koreans eat in their households? I’m so curious!! 🤗,1개,2020. 5. 2.
happykhys,여기 영상 보면 편집을 누가 하셨는지 섬세하게 하신듯 하고 익숙해지까지 고생 좀 하셨을 것 같네요~~^^,1개,2020. 5. 2.
bjornbjornhehe,i want to have a heat tolerance like hers 😭😭😭,26개,2020. 5. 2.
LaneOlive,"Eu fico fascinada como ela come com gosto, da até vontade rs",1개,2020. 5. 2.
꾸어어아앗,아무리 이 세상에 치킨 피자 떡볶이가 존재한다해도 저렇게 먹는 밥이 최고로 맛있음ㅠㅠㅠㅠㅠ,333개,2020. 5. 2.
PortiaJusto,"I like their soup, it is healthy combined with veggies and fat-melting spices! I will do it !",0개,2020. 5. 2.
HendIbrahim,"Hazmy, i love your style and i want to have a kitchen like yours 🤤♥️",0개,2020. 5. 2.
rerenomad,"awwwwwwwwww, those sausages are so freaking cute.",0개,2020. 5. 2.
Anapaularocco,Olá tem tradução  sou do Brasil🎀.Amo seu canal,1개,2020. 5. 2.
MahaRaza,❣️❣️❣️❣️ hamzy . I like so much when you eat green veg . Now cook pasta in your style love to see you ♥️♥️♥️,14개,2020. 5. 2.
,最高な組み合わせ😍,1개,2020. 5. 2.
DmrKk,Her foods are like a whole 5 star restaurant,11개,2020. 5. 2.
이하연,와 역시 집밥 최고ㅠㅠㅠㅠㅠ자극적인 음식도 좋지만 이런 한식들도 골고루 자주 드셔주세용💖,2개,2020. 5. 2.
,"ステイホームでお腹も減らず、、でもあなたの動画を見ると元気がでます！

応援してます！",1개,2020. 5. 2.
김토토,"짜게 먹지마세요
뜨거운건 식혀서먹어요
건강이 최고랍니다",2개,2020. 5. 2.
AnaCarolina,I love your videos i'm so corious about all the food just want to try everything,0개,2020. 5. 2.
SayuriGeslani,"Girl! I really love eating a lot but after that I gained a lot too. And you, how come you eat a hefty amount of foods but still you are skinny. That's so unfair😂😢 I hope all has fast metabolism like you. BTW, I love watching your mukbang❤♥ more foods to come!!!",0개,2020. 5. 2.
JessicaKim,와우 진짜 맛있게 먹네요 어떤 나라 사람들 보기에는 요란하게 먹는다고 할것 같지만 저는 그래도 한국 사람이라  그렇게 나쁘게 안보는데 엄청 배고픈데 혼자먹으면 이렇게 먹을 수도 있겠다 생각이 듭니다 근데 어마어마한 사람들이 보고 있는데  ㅋㅋㅋ 용기가 필요한게 먹방 유튜버인것 같네요 예쁘고 귀여운데 꾸밈 없이 자연스럽게 다 보여주니 사람들이 좋아하나봐요 감사합니다!,2개,2020. 5. 2.
,"Except convenience store food, I also prefer your home-cooking skill and stuff.",5개,2020. 5. 2.
KharolKimz,Why she never gets fat?me even the smell I get fat,8개,2020. 5. 2.
JerriGaa,"With constant exposure to hot meals, the lining of your digestive tract may be damaged  which may eventually lead to cancer. Be careful, Hamzy.",16개,2020. 5. 2.
KimJasmine,"How could a person eat so much at one time? Oh, in the end she ate only half of the food she cooked.",35개,2020. 5. 2.
이하,진짜 먹방 유튜버 분들 저거 차려놓은 거 그대로 같이 옆에 앉아서 먹어보고 싶다 ㅜㅜㅜ 넘 맛잇겠지 ? ㅜㅜ,1개,2020. 5. 2.
TheAdventuresofMoana,i just finished my workout..and here i am starving myself. 😂,19개,2020. 5. 2.
brownbabythree,I love to watch you cook and eat you are my favorite food looks some good I wish I can taste it one day all the way from neworleans I love you,0개,2020. 5. 2.
박민영,"항상 느끼는 거지만
어디 전쟁 나가기 전에 마지막 식사 하시듯 ㅋㅋ
살도 안찌시고 대단하세요",1개,2020. 5. 2.
Soo,요리하기 귀찮을 때 햄지님 동영상보면 다시 욕구 뿜뿜ㅋㅋ 뚝딱뚝딱 잘하셔서 시원해요 ㅎㅎㅎ 즐거운 연휴 되세용💕🥰,2개,2020. 5. 2.
LGee,Is she angry? Seems like she was slaming,36개,2020. 5. 2.
lufellecagampan,The quality of the video is kinda different but hamzy still nailed the cooking part. 🍳👌As always ❤️❤️❤️,6개,2020. 5. 2.
adorableverma,And i also love the way u cook🇮🇳🔥,0개,2020. 5. 2.
뭉치파파,하루 죙일 굶다가 먹나 보네...허겁지겁 ㅎㅎ 일상의 식사 모습이라 더 잼있네요 ㅋㅋ,1개,2020. 5. 2.
YokKnnn,好餓啊啊( •̥́ ˍ •̀ू )😭😭😭❤️❤️❤️,1개,2020. 5. 2.
Wakaba,シンプルに一口目で舌火傷するわ,1개,2020. 5. 2.
AyurandGrace,Who else is hungry and still watching her eating...??,223개,2020. 5. 2.
loveRoselia,"とても家庭的ですね！
流石ですね！(*^^*)
野菜沢山でとても体に良さそうで、美味しそう！！！",1개,2020. 5. 2.
nurazyannajwaa,i'm watching this while i'm fasting🙃,0개,2020. 5. 2.
Lucero2405,"I can not believe my eyes, the rice  so hot and she just go with big one to her mouth.",10개,2020. 5. 2.
AriCotrona,Girl can eat alot! Looks delicious!  I eat my food that hot too 😂,0개,2020. 5. 2.
예쁜남자Prettyman,"저는 생선들어가는 한국의 김치찌게가 너무 좋아요👍우즈벡은  바다가 없어서 생선좋아요 맛있는 한국음식먹방 응원합니다
대한민국 힘내세요💪
한국 사랑합니다🇰🇷I love Korea❤️",122개,2020. 5. 2.
watermelonxrose,"안녕하세요, 동영상이 너무 좋아서 채널이 마음에 드시면이 댓글이 마음에들 것입니다",1개,2020. 5. 2.
GIE,Where were you girl !i mean this is the kind of mukbangs i like 🤙🏻,0개,2020. 5. 2.
이주영,김치가 무척 맛있어보입니다. 담는과정 한번 보여주시면 어떨까요? 기대됩니다~ 햄지님 덕분에 입맛을  찾아습니다.,1개,2020. 5. 2.
,キムチチゲ 美味しそう😋,1개,2020. 5. 2.
EnyuZeeMukbang,Anybody seriously impressed at how legit her cooking skills are too? Not many are on her level,195개,2020. 5. 2.
KittysSisters,I like how you don’t mind the cameras and the way you eat is so satisfying 🤤🤤,0개,2020. 5. 2.
LuwiJeon,"I miss watching you deliciously eat, hamzy ❤️",0개,2020. 5. 2.
JeZie,I dreamt of having a youtube channel and do mukbang like yours ☺️🤗,0개,2020. 5. 2.
,"今晩は🌃✨
美味しそうですね…❤️何もかも親しみのある料理に感激しています😃日本🗾は明日は〈母の日🌸〉です。新型コロナウイルスの収束が見えてきません😢我が家で自分の為に美味しい料理を作りお祝い🎁🎂します。ありがとうございました🙋いつも楽しみに観させていただいています😉ありがとう😆💕✨頑張って✊",1개,2020. 5. 2.
AkmalSyamz,"i love ramzy because all mukbang are tasty and you are the best cook ever...cant wait to see your next video fans from malaysia🇲🇾
STAY HOME 
STAY SAFE 
SAY NO TO COVID-19
♥️",6개,2020. 5. 2.
NaviaHenderson,soon as she sits down . She starts right away . 😂❤️ . You can tell she really loves food .,0개,2020. 5. 2.
Andylee,"참 맛나게 드시네요, 순수하고 마음 편하네요.
맛 있게 드세요...👍👍👍",1개,2020. 5. 2.
김유성,"한글댓글 다 어디갔누ㅡㅡ
메로구이 넘 맛있죠ㅠㅠ♡",1개,2020. 5. 2.
이연희,항상 느끼는거지만 진짜 음식잘해~~~!!!👍👍👍,1개,2020. 5. 2.
이서연,평상시 우리가 접할수있는 음식이라 도움이 돼요,1개,2020. 5. 2.
,아니 새벽에 보는데 미칠것같음 지금은 야식먹기도 애매한 시간인데 ㅠㅠ,1개,2020. 5. 2.
AnaMara,I love your hair and the fact that your nails are always perfectly done. Nice cute girl!,0개,2020. 5. 2.
shadowxSoniclover,Where can I find this thank you hamzy you have done a wonderful thing for us thank you for uploading your Channel,0개,2020. 5. 2.
JeaneRachelEsra,"Those bunches of seaweed sheets is definitely one of the thing I must buy when I go to Korea. One day.... Thank you for another satisfying video, Hamzy. Be blessed 🥰",51개,2020. 5. 2.
MikaelaGalang,"Finally, found your channel❤️ I watched some of your vids in facebook and i definitely fall in love❤️😍 So simple",0개,2020. 5. 2.
최우식만판다,"요리 잘하시는것두 정말 복이에요😭 
부러워요 그냥 척척..😭
소세지 칼집도 저렇게 내니 더 먹음직스러워보이네용 ‎𐨛 ‎𐨛",1개,2020. 5. 2.
모히칸정감자,아.. 진짜 이언니네로 밥먹으러 가고싶다...,1개,2020. 5. 2.
RizelReyes,"I always  watching you videos 
I love korean food  and you its my favorite hamzy  😊😊😊💓💓💓 from philippines",0개,2020. 5. 2.
MariaF,Hamzy can you adapt me even in just one day. I want to taste all your food😭,6개,2020. 5. 2.
WebtoonUploads,Watching youuuuuu makes me hungryyyy 🤤🤤🤤🤤,1개,2020. 5. 2.
encitea,i wish i had sister like you :’),0개,2020. 5. 2.
kotoha5ami3,"やっぱり我慢出来ずに、キムチ類を漬けました（笑）
キムチ、大根キムチ、ネギキムチ、キュウリ、チンゲン菜、小松菜、人参を、キムチの素で漬けました✧◝(⁰▿⁰)◜✧
隠し味に調味料を入れたので、味がキムチの素とはちょっと違うぐらいですね。
美味しく漬けれて、大満足です⁽⁽ଘ( ˊᵕˋ )ଓ⁾⁾
チンゲン菜、小松菜、キュウリは、辛い食べ物に、よーく合います(ㆁωㆁ)
最近こちらでは、暖かくなってきました。
コロナウイルスの影響で、外に出るだけで、ストレスがたまりやすくなり、毎回大変です…。
買い物行くにも、ストレス感じやすくなりました…。
早く、コロナウイルスがなかった時の状態に戻ってほしいと、毎日思います。

主様も、体調に気をつけて下さいね。",2개,2020. 5. 2.
adorableverma,I am pure vegeterian...still my mouth is watering after seeing ur yuum food...love u hamzy 🇮🇳lots of love from india...,0개,2020. 5. 2.
BunASMR,I love how Hamzy actually taste her food to make sure the seasoning is on point,112개,2020. 5. 2.
mayuyu,美味しそ😲❤️💕,2개,2020. 5. 2.
paulaaparecidaSantos,É doce a salada e a comida toda 🤮🤮,1개,2020. 5. 2.
DebolinaGhosh,Hamzy my love 💜,0개,2020. 5. 2.
xxxxxx,Iluv turturing myself while watching your vedio during quarantine!🤣🤣🤣,0개,2020. 5. 2.
,"はぁぁぁ美味しそう…
リアルなのがええんじゃ…

日本人いますか？？
↓
↓
↓
↓
↓
↓
↓",96개,2020. 5. 2.
