닉네임,댓글,좋아요수,날짜
놀공편,"🎛⬜⬜
⬜⬜⬜
⬜🍎⬜
⬜⬜⬜
⬜⬜⬜


뭐야 베뎃처음됨 ㅋㅋㅋㅋㅋ",17개,2020. 5. 15.
TimCook,How did he know....? iphone 12 so pretty❤,51개,2020. 5. 15.
사이타마,"⬜️⬜️
⬜️⬜️",14개,2020. 5. 15.
이재문,애플이 갑자기 예뻐지면서 끌리기 시작하네.. 돈모아서 사야지,8개,2020. 5. 15.
민구,아이폰은 유출 된것중에서 안 좋은것만 사실대로 나오고 좋은거 유출된것 처럼 안 나오더라,133개,2020. 5. 15.
enfflwkdrns,"내가 생각했던 se2의 원래 모습 = 12미니 
거기다 가격도 저렴하면 진심 미쳤네요 
이번에 애플 역대급 판매량 나올듯",71개,2020. 5. 15.
LouiseP,미드나잇그린 어ㅐ 없어지죠ㅠㅠ 초록성애자는 웁니다... 그래도 존버단은 성공한다 아이폰12얼른 나와 기다리다가 현기증나ㅜㅜ,24개,2020. 5. 15.
돼지,80~100만원 폰이 싼 시대라니..,157개,2020. 5. 15.
카트라이더러쉬,결론 : 전세계적으로 코로나19가 잠잠해져야 한다.,163개,2020. 5. 15.
도마도,"처음엔 노치 lg냐고 하면서 결국엔 다 이쁘다며 사겠지ㅋㅋㅋㅋㅋ
츤데레 민족",167개,2020. 5. 15.
고현우,S10말고 아이폰살걸.. 아이폰 왤케 이쁘냐...,13개,2020. 5. 15.
진아,디자인 각진것도 좋고 색상도 미쳤는데 카메라좀.....ㅠㅠㅠ 제발ㅠㅠㅠ,29개,2020. 5. 15.
유성태,SE 2세대 얼마전에 구매했는데;ㅋㅋ 7에서 존버 하다가 이번에 샀는데....ㅋ 12나오면 다시 넘어가겠네요;ㅋㅋ 전 작은게 좋아서~ㅎㅎ 장보 감솨여~^^,19개,2020. 5. 15.
dlxogus,와.... 애플이 가격을 완전 코로나 저리가라는 소식 근데 애플아 맥도 가격내릴생각없니?,55개,2020. 5. 15.
민화,"이미 se2 사버려서,,,,, 12살껄 그랬나유,, 여튼 오늘도 엠알님 영상 유익하게 보고갑니당",44개,2020. 5. 15.
밤마롱,난 그냥 11프로 살레ㅠ너무 징그러워ㅠ아이폰이 예전처럼 돌아왔으면ㅠ너무 카메라만 좋아져도 너무 선명해서 사진찍을때 불편ㅠ,2개,2020. 5. 15.
macy,Mr can you review the new coming Samsung note series???? Pls,61개,2020. 5. 15.
방잼,노치 줄어드니까 왠지 중국폰 같은 느낌....차라리 지금이 더 나은거 같기도.... 베젤이 줄어드는건 좋다!,51개,2020. 5. 15.
곰퐝이,아ㅠㅠㅠㅠㅠ 진짜 가격 엄청 부담된다ㅠㅠㅠㅠ 돈 빨리 모아야겠다 ..,10개,2020. 5. 15.
로즈말이Rose,진짜 아이폰 갑자기 완전 폭주함ㅋㅋㅋ,31개,2020. 5. 15.
어셈블,와 디자인하고 가격 진짜 역대급이네요 엠알님 요즘 열일 하시네요 ㅎㅎ 영상 자주 올라오니 좋습니다,45개,2020. 5. 15.
jiyulkim,예쁘긴 진짜 예쁘다..,4개,2020. 5. 15.
KB,화면 꽉찬다는거는 삼성때문에 별로 놀랍지도 않은듯,53개,2020. 5. 15.
개철이,8쓰고 있어서 이번에 se2로 바꿀려다 참고 있는데 존버 안할수가 없네요ㅎ,3개,2020. 5. 15.
익명,아;; 12프로가 너무 사고 싶은데;; 프로 사자니 일반이랑 가격 차이가 너무 크고... 하지만 프로를 너무 사고싶당...,35개,2020. 5. 15.
재혁,"삼성은.....당분간 폴더블이 미래다..
애플 개발할 동안 니들이 무조건 치고 나가야 한다",65개,2020. 5. 15.
고은이,헐헐 진짜 저 각진 디자인으로 나오는건가?!?!!! ㅁㅊ ㅠㅠㅠ애플 무슨일이야..,2개,2020. 5. 15.
MideoduckMuchim,아 진짜 아이폰12 다 좋은데..왜..디스플레이가 BOE야...;;이것만 아니면 무조건12인데 ㅋㅋ 요거하나때매 pro랑 고민되네요 ㅋㅋㅋ,35개,2020. 5. 15.
은규찬,12진짜 댑악ㅋㅋㅋㅋ개예쁠것같음,142개,2020. 5. 15.
mrHwang,"이번에 나올 일명 미니아이폰으로 불릴 아이폰12 기본모델
5.4인치가 색깔도 여러가지로 나오니까 제일기대가 되네요ㅎ",2개,2020. 5. 15.
어이가없네,"L사 매스  프리미엄 휴대폰 V*: 약 90만원
애플 플래그쉽 휴대폰 아이폰12: 약 90만원
 
X,,,,,",24개,2020. 5. 15.
JohnClayton,와 노치 저렇게 바뀌면 바꾼다 노치땜에 아직 8+에서 안바꾸고 있는데 테두리 각진거도 넘 좋고,15개,2020. 5. 15.
LalalaLa,무게 제발 ㅠㅠㅠ 줄어들었으면 .. 진짜 아이폰 11pro 너무 무거워서 이거보다 더 무거우면 살 엄두가 안나요 ㅋㅋㅋ,1개,2020. 5. 15.
