닉네임,댓글,좋아요수,날짜
베지밀,Life was good...,155개,2020. 5. 9.
ELIEENOASIS,"근데 요번에 LG 에서는 역대급임
띵큐~ 이거 뺐잖어",144개,2020. 5. 9.
RYAN카카오프렌즈,"297,000원 짜리 X4에도 쿼드덱 넣었는데 3배더 비싼폰에서 빼버리는 LG...
그리고 이 가격에 A90, G8, S10e 삽니다.
그리고 구라베젤 매우 실망



하트주시면 감사하겠습니다~",5개,2020. 5. 9.
류승민,아이폰se는 성능 최상급이지 커메라는 한개지만 그 한개가 좋지 그런데 55만원인데 벨벳은 성능 별로지 ois도 없지 그런데 89만원?? 비교가 안될듯,111개,2020. 5. 9.
왜들그리다운로드,"얘네 보면 국영수 중위권 이상 하는 얘가
갑자기 체육한다고 했다가 미술한다고 했다가 하는 느낌임....",73개,2020. 5. 9.
온나나지구,엘지는 폰말고 그냥 가전제품만 만들면 좋겟다,84개,2020. 5. 9.
아아,엘지 폰은 이제 성능에서만 뒤떨어진 게 아니라 인식까지도 이젠 쓰레기취급됨,53개,2020. 5. 9.
박재원,엘지 진짜 잘됐으면 좋겠는데 안타까워요 ㅠㅠ,61개,2020. 5. 9.
화이트짱구,lg애서 벨벳 안준이유:너무 lg를 까서ㅋㅋㅋㅋ,143개,2020. 5. 9.
KAI,벨벳에 관한 댓글들을 읽으면서 이미 죽은 사람의 상처를 쑤시는 당신은 도덕책;;;;,60개,2020. 5. 9.
잉뀨,"엠알님,,,,,공대생st 체크 셔츠에 교수님 안경도 찰떡으로 잘 어울리시네요....ㅠㅠ",52개,2020. 5. 9.
이정진,여러분    89만원이면  855가  달린  a90 5g 를  살수있습니다.(참고:지금은  70만  원대..),37개,2020. 5. 9.
은찬김,앜ㅋㅋㅋ 이가격엔 아이폰se사고 겔럭시탭 s6라이트 사고만닼ㅋㅋㅋㅋ,56개,2020. 5. 9.
서누,"엘지는 가전제품만 만들어서  많이 팔았으면 좋겟네요 ㅋㅋ 
가전제품은 엘지가 짱인뎅 ㅎㅎ",12개,2020. 5. 9.
류인선,LG는 진짜 좋아요. 어떨때는 삼성보다도 색상이 예쁠때도 있는데 솔직히 제일심한 문제는 소프트웨어랑 발열이예요.,30개,2020. 5. 9.
,진짜 안경써도 잘생기고 안경 안써도 잘생기고😍😍,23개,2020. 5. 9.
새벽감성,가전제품은 국내 원탑인데 아쉽네,5개,2020. 5. 9.
3D유저,LG 지지층도 살마음 확 떨어져버리는 폰이다! 가격이 출시전 55만원으로 내리지 않는 이상 절대로 안사고 노트20나 하반기 출시 예정인 A91 5G 산다!,5개,2020. 5. 9.
훈발놈,lg울겠다ㅋㅋ ㅋㅋㅋㅋㅋ,19개,2020. 5. 9.
김명중,21분기 적자 확정....,5개,2020. 5. 9.
사랑과행복,폰 다시 새로 한다해도 lg폰은 두번다시 안함ㅋㅋㅋ아무리 좋아졌다해도 카메라 화질이 구림;;;,5개,2020. 5. 9.
rthurgaming,어떻게 맨날 더 잘생겨지는거야...나도...잘생거지고싶어형...,19개,2020. 5. 9.
B형,진짜 댓글중에서 디자인은 이쁜데 소프트웨어가 너무 구림... 적자를 만회하려면 왜 적자가 나는지 이유를 검토하고 회의를해서 그런 부분을 고치고나서 판매를해야지.. 솔직히 현 고등학생으로 봐도 후면 디자인은 진짜 잘 뽑혔는데 전면 디스플레이랑 성능이 너무.. 개차반임.. 제발 lg도 스마트폰좀 제대로 만들어줬으면 좋겠다... 제발..,10개,2020. 5. 9.
박야발의윾쾌한게임세상,인터넷 최강폰ㅋㅋㅋㅋㅋ,10개,2020. 5. 9.
한수혁,"LG는 진짜 기본기만 있으면 되는데...
아쉽네요",8개,2020. 5. 9.
꼭된다고정,"0:29 아이폰 (11,990,000원)",16개,2020. 5. 9.
심심이,"예전에 LG폰 무한부팅 현상 일어날 때 리콜 안한거부터 잘못됨 게임만 돌리면 언젠가는 무한부팅 걸려서;;G4 V10 쓰신분들 A/S센터 1번씩은 가봤을듯(몇몇 기기도 추가로 무한부팅 있었지만 G4, V10은 무한부팅 진짜... 심했음)",6개,2020. 5. 9.
NinT,LG에 대한 애정어린 조언들이 MC 사업부에 잘 전달 됬으면 좋겠어요. 개인적으로 잘됬으면 하는데... 요즘 악재가 계속 겹치니... 안타까운 마음이에요. 제발 흥했으면 좋겠어요. (그렇지만 가전제품은 역시 LG 입니다! 👍👍👍),6개,2020. 5. 9.
사람,"알람 뜨자마자 바로 왔어용 ♥️♥️
오늘도 잘생기셨네용 ㅠㅠ",14개,2020. 5. 9.
북토크BOOKTALK,이렇게 보는거 넘 재밌네요 ㅋㅋㅋㅋ 그나저나 LG가 이 영상을 봐야할텐데ㅜㅜ,27개,2020. 5. 9.
hohoho,어머 저 안경이 왤케 잘어울리세요?? 넘 귀여워요ㅠㅠㅠ 새삼 진짜 잘생겼다ㅠㅠ,9개,2020. 5. 9.
김이삭,너무 팩트로 때리네 이 형......ㅋㅋㅋ,8개,2020. 5. 9.
신논땅오시,스냅765 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 쿼드덱제거 진짜 할말없는.,7개,2020. 5. 9.
김도영,"그니까 사전예약이 LG 사원들만 해서 
품절 맞지?? 아니면 그냥재고가 몇 없었나??",26개,2020. 5. 9.
우주,"2:04
ㅇㄱㄹㅇㅋㅋㅋㅋㅋㅋㅋ
엘지폰으로 첫손 써봤는데 충격먹거땈ㅋㅋㅋㅋㅋㅋㅋ",0개,2020. 5. 9.
199x0xx33,형 너무 잘생겼어 ㅜㅜㅜ,3개,2020. 5. 9.
밤하늘,A51 과 비교되는 벨벳폰.. 참 폰 하나는 잘만드네 ㅋㅋ,12개,2020. 5. 9.
HanSU,진짜 엘지...고객 댓글 좀 보았으면 좋겠네요...ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 5. 9.
한국스나,오늘도 좋은 소식과정보 고맙습니다 역시 엠알님  항상 좋은 영상잘보고가요,15개,2020. 5. 9.
ClairhagyeongKim,"가전은 잘 만드면서 휴대폰은 왜... 왜...ㅠㅠㅠ
이번에 이사오면서 모든 가전을 엘지로 바꿨는데 휴대폰은 가족 아무도 엘지를 안씀ㅋㅋㅋㅋㅋㅋ",3개,2020. 5. 9.
최범근,"벨벳도 무선충전,방수방진같이 들어갈만한건 다 들어간것같던데 진짜 ois랑 스드 855나 진짜 845라도 넣어줬으면 더 잘팔릴껀데",3개,2020. 5. 9.
Pigeon,이야 이 정도면 죽어서 무덤 들어간 놈 꺼내서 부관참시 수준인데..,2개,2020. 5. 9.
달리기맛우유,LG가 디자인 그냥 쏘쏘하게 뽑아주고 다만 기본 성능이나 스펙을 탄탄하게 만들어준다면 써볼 의향있음,10개,2020. 5. 9.
국남,한때 엘지만 썼는데 이젠 엘지만 거릅니다...,3개,2020. 5. 9.
주작번역가,장점이 있다고해도 se가 모든걸 씹어먹음ㅋㅋ,13개,2020. 5. 9.
페이드,"삼성 : 야 우냐? 울어? (퍽퍽)
애플 : 야~~~ 얘 운다~~",24개,2020. 5. 9.
RYAN카카오프렌즈,"55만원만 되도 살만할텐데, 이번에 가격 책정한 사람 잡아내야한다. 솔직히 경쟁력이 너무 떨어져요... MR님도 인정하시죠?",1개,2020. 5. 9.
키작은키다리,"난 LG 벨벳말고




레드벨벳.......(앗!...ㅈㅅ)",22개,2020. 5. 9.
최다은,2:01 ㅋㅋㅋㅋㅋㅋ 공감공감!!!,6개,2020. 5. 9.
식은땀난다,뒤에 보면 갤탭 s6lite 있는데 설마 다음 영상이!?,6개,2020. 5. 9.
복숭아,0:54 암만 봐도 이건 참 신기하다,2개,2020. 5. 9.
트수,팩틐ㅋㅋㅋㅋㅋ,3개,2020. 5. 9.
크아보,LG가 참 잘 해결 해줬으면 좋겠다... 다 알면서 왜 이러는건가 흠..,1개,2020. 5. 9.
나비의꿈,"ㅠㅡㅠ 스마트폰 이란게 처음 나왔을때... 프라다에 속아 엘지쓰고 ...에효.. 진짜 디자인 엘지 좋아요 근데 3g프라다도 망작이였어요....인덕션 디쟈인이여도 사는 아이폰 삼성ㅡ 이걸 따라잡는 화웨이 보면 아직 엘지 기회있어요 라고 해줄래요ㅠㅠ
아님 걍 모바일 버려요 이미지만 망쳐ㅠㅠ 힝 ㅠ",0개,2020. 5. 9.
유혀늬,그래도 lg치고는 잘만듬 ㅇㅈ?,3개,2020. 5. 9.
RYAN,"OIS랑 AP,베젤 문제만 없었어도 어느 정돈 좋은데...ㅠ",11개,2020. 5. 9.
박현우,1:50 웃음소리 졸귘ㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 5. 9.
하하,"형님 이거 보시면 꼭!! 답해줘요 
안경인생 살고 있는데 이번 영상 속 안경 뭔가요? 너무 예뻐요ㅠ 꼭 쓰고 싶은? 정보 알려줘요!!! ㅠ",7개,2020. 5. 9.
이은준,lg 벨벳 화이팅!~(좋진 않지만...),1개,2020. 5. 9.
뉴원NewOne,ㅋㅋㅋㅋㅋㅋ마려웠던 컨턴츠 감사합니다.,0개,2020. 5. 9.
변민석,고소미 조심조심,3개,2020. 5. 9.
나나의시골일기,느저따.(마춤법 파게)..ㅋㅋㅋ,5개,2020. 5. 9.
검은콩,엘지 폰 한번 써보면 다시는 안쓴다는 댓글 공감되요ㅋㅋㅋㅋ,1개,2020. 5. 9.
이광연,ㅋㅋㅋ 형 지난번에도 V50s 팩폭 날리는 영상 올렸잖아 ㅋㅋㅋㅋ 앨지 맨탈 털리는 소리난다ㅋㅋㅋㅋ,8개,2020. 5. 9.
성민준,진짜 댓글 쓰는 사람 중에 천재 많음ㅋㅋㅋㅋ,0개,2020. 5. 9.
삼성갤럭시버즈플러스,스냅드레곤765도 그런데 엘지의 소프트웨어가 좀... 엘지페이 이딴거 필요없고 차라리 안드로이드 순정을 넣어줬음 좋겠음.,2개,2020. 5. 9.
okok,lg는 쿼드 빼버리면 어쩌자는거야 ㅋㅋㅋㅋ 그나마 특징이 그건데,1개,2020. 5. 9.
모바일핫스팟,벨벳 팩폭 리뷰 한번 해주시죠 ㅋㅋㅋㅋㅋ,1개,2020. 5. 9.
왜그러는고야임뫄,여기가 벨벳보러왔다가 얼굴보고 멍때리고간다는 그 곳인가여,5개,2020. 5. 9.
뱀장사,살면서 엘지폰은.....싸이언 써본기억이 ㅋㅋㅋㅌ,0개,2020. 5. 9.
알뜰꿀꿀,와 ㄹㅇ 다른 유투버들 다 쉴드 칠때 팩트를 알려주시네,1개,2020. 5. 9.
백산,설명 너무 잘해주셔서 도움이 됐습니다 ㅠㅠ,0개,2020. 5. 9.
Limeunsu,이거 해주실 수 알았어요! 오늘도 좋은 영상 감사합니다,1개,2020. 5. 9.
김태환,LG' last hope : gram,12개,2020. 5. 9.
비데,"이번에 A90사길 진짜 잘한듯...
벨벳 디자인보고 혹하긴 했는데
스펙보고 헐....",0개,2020. 5. 9.
보그니처Bognature,1:49 키키키키키키키킼 구ㅣ욤 ㅋㅋㅋㅋㅋ,0개,2020. 5. 9.
전재민,하..존나 잘생겼다,2개,2020. 5. 9.
성민,LG는 마크부터 바꿔야함.,2개,2020. 5. 9.
HyunO,스냅 765는 충격과 공포입니다... 아 저 가격에 말이죠,1개,2020. 5. 9.
이지오,"이 좌~~따라 오시죠!
이걸 듣고 싶었습다.ㅠㅠ",1개,2020. 5. 9.
박건영,MR님 낭막닥터 김사부2에서 뼈선생 닮았어요,1개,2020. 5. 9.
arita4027,"엘지 롤러블 가격이나 성능을 갤럭시 폴드랑 비슷한 정도로만 내도 괜찮을텐데....
가격이 200보다 더 넘을꺼라는 피셜이..",1개,2020. 5. 9.
Dohee,ㅋㅋㅋ 아이폰SE,0개,2020. 5. 9.
DelinightTV,원랜 진짜 충고같은 돌려까기를 많이 했는데 이젠 놓아줄차례... 롤러블나와도 난 2세대 안나오면 안살련다,0개,2020. 5. 9.
Hyunsikakicusa,"0:54
좌~~따라오...",0개,2020. 5. 9.
윤찬호,"사랑해요 LG
LG 롤러블폰 흥해라",6개,2020. 5. 9.
무잉,本当に顔好きです🥺진짜 얼굴이 좋아해요...말투도 좋아해요...라이브 해주세요....,0개,2020. 5. 9.
MoonInCloud,3:20 이게 진짜 핵심임,0개,2020. 5. 9.
꿀꿀,엘지생활건강 파이팅♥,0개,2020. 5. 9.
한심한도구,"이런... 이럴수가 이런 썸넬을 보고 안들어 올수가 있나요.. .
당신 정말 유튜브 할줄 아ㄴ는구나...!!",2개,2020. 5. 9.
작은쏭,Lg 울리지마요ㅋㅋㅋ,0개,2020. 5. 9.
이랑,진짜... 저도 몇십년 째 저런 이야기를 댓글로 많이 했는데...이젠 포기했어요,0개,2020. 5. 9.
Exynos,여윽시 LG담당 팩폭러 MR,8개,2020. 5. 9.
TrueM,진짜 존나 때리고 싶게 폰 못만드네 ㅋㅋ,0개,2020. 5. 9.
김지원,"안뇽하십니이이이이까아 오늘도 잘생기셨네요,,",1개,2020. 5. 9.
혜원,저.. 사실 LG한테 관심 없는데 MR님 얼굴이 잘생기셔서 들어왔어용... 지송합니당..😖,0개,2020. 5. 9.
백진우,진짜 조금만 더 좀 투자를 더해 발전했으면 좋겠다 LG...,1개,2020. 5. 9.
titanstenessi,엘지가 착각하는게 라이벌을 삼성 애플로 잡아서 그런듯ㅋㅋ 분명 삼성 애플보다 가격이야 싸긴하지... 근데 고가격은 애플이나 통하고 삼성s20도 망한마당에... 베트남으로 공장도 옮겨놓고 왜 그러는지 참ㅜㅜ,0개,2020. 5. 9.
이푸냥,자아 따라오시죳~!,2개,2020. 5. 9.
한세준,"90만원대 스마트폰에 스냅드래곤 765 여기서 이미 끝난거ㅋㅋ  더 볼것도없음
진짜 저 댓글에서처럼 빠따좀 맞아야됨",0개,2020. 5. 9.
내가누른구독자다잘됌,대브악ㅋㅋ,0개,2020. 5. 9.
동대문역DongdaemunStn,항상 유익하고 정확하고 재밌는영상 감사합니다!!,1개,2020. 5. 9.
김성민,솔직히 부모님 때문에 lg폰들을 한 2번 정도 써봤는데 진짜 2년 넘게 쓸 수 있을까 라는 확신이 들지가 않음,0개,2020. 5. 9.
