닉네임,댓글,좋아요수,날짜
감독과제자,"안녕하세요 감독과제자 입니다 😀
수영선수들이 진짜 저렇게 훈련은 하지 않습니다 ㅋㅋ. 재미로만 봐주세요! 공혁준씨 화이팅!!",28개,2020. 5. 8.
초록딱지,바다코끼리에다가 문어가 촉수로 휘감아서 가는것같누 ㅋㅋㅋㅋㅋㅋㅋㅋ,24개,2020. 5. 8.
뚝딲당,"3:57 물속에서 저높이로 점프가 된다고???
계란형 피지컬 ㄷㄷㄷ",14개,2020. 5. 8.
CHANGS,"수면마취 풀리기전에 취조하는거 보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
PD님 어디 공중파에서 오셨어요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",606개,2020. 5. 8.
간지산적,3:57 물속에서 저렇게 뛴다고? 형 진짜 도대체 어디까지야?,215개,2020. 5. 8.
부르릉자동차,썸네일 수영장파티 세주아니인줄 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,351개,2020. 5. 8.
MnMChocolate,"11:17 우리가'친구'라니..
뭔가좀.. 감동이고 어떻게보면쫌쓸쓸해보이기도하네.. 혁준상 파이팅!!!!",269개,2020. 5. 8.
식비르,혁준이가 물에 잘뜨는건 당연합니다 기름은 물에서 뜨거든요..,186개,2020. 5. 8.
띵호이,"이 날 공혁준은
시러맨:끄덕
고말숙:끄덕
백설양:도리도리 를 시전했다",102개,2020. 5. 8.
민규,3:57 물에서 저리 점프해버리네 ㄷㄷㄷ,280개,2020. 5. 8.
장영우,우리는 혁준이의 칭구...ㅠㅠㅠㅠ,208개,2020. 5. 8.
예수님,11:19 고마워...혁준아....,116개,2020. 5. 8.
태현김,3:57 와 물에서 이만큼 뛴다고?ㅋㅋㅋ,802개,2020. 5. 8.
AaaAaa,7:10 나도 등 만져 보고 싶다,156개,2020. 5. 8.
애기고릴라,11:20 혁크리트들 감동ㅠ,81개,2020. 5. 8.
채이령,근데 진짜 김계란님이 대단한게 저거 마스크가 물에 젖으면 엄청 불편하고 숨쉬기도 불편할텐데 계속 하고 계시네요,76개,2020. 5. 8.
WormHole,김계란 아조씨... 온몸 이 근육덩어리인데... 당연 더 잘 안뜹니다... 지방이 물에 더 뜨기 쉬워서 체지방율이 높을수록 더 잘떠욤... 그래서 김계란씨는 오늘도 가라앉는다!,303개,2020. 5. 8.
돼지갈비찜,8:37 메탈슬러그 외계인ㅋㅋㅋ,168개,2020. 5. 8.
SJ,2:42 ㅋㅋㅋ 빡형 그 영화 300에 나오는 ‘관대한 왕’ 같네 ㅋㅋㅋㅋㅋ 혁준쓰한테 채찍질하는줄,104개,2020. 5. 8.
유승현,8:37 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ마인부우,137개,2020. 5. 8.
apple453,3:57 물에서 저렇게 뛰어오르네,98개,2020. 5. 8.
김민성,3:57 물에서 이게 가능한건가...?,154개,2020. 5. 8.
하영,수면내시경ㅋㅋㅋㅋpd ㅅㅂ 뒤지게웃기넼ㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋ,154개,2020. 5. 8.
바람직,2:42 왜 영화 300에서 본 것 같냐,296개,2020. 5. 8.
피재,혁준이 급호감이네 평소 의지가 약해서 그렇지 시청자들 잘 생각하고 대협이라길래 걱정했는데 빡저씨 뒷담도 안 까고 마취중진담도 귀여운 수준,33개,2020. 5. 8.
Doydoy,3:57 와 이걸 수중에서 점프로 올라오시네... 대단,75개,2020. 5. 8.
신동민,3:57 실화야?????이게된다고??? 점프력 뭐야;;,76개,2020. 5. 8.
BRUSELEE,시청자를 친구로 생각해서 그렇게 방송 파토내는거였냐ㅋㅋㅋㅋ,33개,2020. 5. 8.
황해정,4:20 혁준이(을)를 놓아주었다. 바이바이 혁준!,210개,2020. 5. 8.
징가,"혁준님 정말 응원합니다 저도 150kg에서 다이어트 시작했습니다. 지금은 125.8kg이구요. 혁준님 정말 존경하고 응원합니다. 저희같이 100kg이하로 내려가보죠. 3자리에서 2자리로

그리고 혁준님이 이동영상이서 말하셨는데 고도비만인 사람들은 수영장이나 목용탕가기를 꺼립니다. 뚱뚱한 살찐 모슴을 보여주기싫어서 나스스로도 보기싫고 꼭살빼서 친구들이랑 목용탕 수영장 눈치안보고 가보고싶네요  ㅎ",273개,2020. 5. 8.
SoPenguin,3:58  계란형 점프력 실화냐 한 3번은 돌려봤다,49개,2020. 5. 8.
이름짓기귀찮아서없음,"유튜브에서 최근에 이 컨텐츠가 제일 재미있고 , 어떻게 보면 브로맨스가 보기좋고 또 감동적이다.
꼭 성공했으면 좋겠다
괜시리 김계란과 공혁준이란 사람에게 정이 가기 시작했다",26개,2020. 5. 8.
엔테이,12:59 계란형도 스트레스 많았구나..,40개,2020. 5. 8.
,"3:40
와 사람 하나 올라갔다고 저 매트 저렇게 물에 가라앉는건 첨 봄 ㄹㅇ;;;",159개,2020. 5. 8.
LindaLee,13:00 아니 계란 오빠 진짜 너무 멋있잖아ㅠ,23개,2020. 5. 8.
류광민,아니 근데 그 마스크 쓰고 물속에 들어갔다 나오면.. 마스크 물에 젖을텐데 숨 쉬어져요...? 물고문 아닌가ㅎㄷㄷ,111개,2020. 5. 8.
YUSSVI유쓰비,근데 살빠지면서 살이 엄청 많이 쳐지시네.....30kg 빼신거 정말 대단하십니다. 역시 빡형👏👏👏,23개,2020. 5. 8.
KatouMegumi,"와 세상 말세다 마른 혁준이라니 ㅋㅋ
내일은 해가 서쪽에서 뜨겠누..",362개,2020. 5. 8.
,3:57 물에서 저걸 뛴다고?,26개,2020. 5. 8.
kms,8:36 몰래온 미녀게스트(with 비키니),4개,2020. 5. 8.
하로하로,2:45 아니 빡빡이 아조씨 왜 포세이돈이 되셨나요ㅋㅋㅋㅋㅋㅋㅋ,172개,2020. 5. 8.
최수호,"다이어트 처음하실때보다  훨신 건강해진느낌이드네
요",215개,2020. 5. 8.
임동우,"2:42 
???: 나는 관대하다",153개,2020. 5. 8.
쓋욕먼저하는니네집가정교육,3:48 여강사님이 무서워하잖아요!,40개,2020. 5. 8.
이수아,와 저렇게 다양하게 하면 운동이 싫어도 흥미가 생길듯 b,73개,2020. 5. 8.
거짓된계악,2:14 누워 있어서 등에 자국난거임? ㅋㅋㅋ,74개,2020. 5. 8.
3점도사커리,3:57 계란이형 운동능력 ㄹㅇ실화냐? 가슴이 웅장해진다... 정말 세계관 최고의 빡빡이다...,5개,2020. 5. 8.
김아무개,"3:36 공아가 걸음마
3:57 김계란 점프 실화냐
7:10 계란님 숨셔요 숨
9:32 건강검진
10:25 30키로 감량 1센치 증가 그러면 백키로 빼면..?
11:04 몽롱준
11:11 시러맨님 어때요
11:27 감동준
11:40 머협각
12:37 방구준",33개,2020. 5. 8.
젤리,7:05 계란 오빠 .... 내생각인데 오빠 몸은 다 근육으로 꽉꽉 들어 차 있어서 상대적으로 근육이 없는 머리만 뜨는거 같아...ㅠㅠ 근데 왜 부표가 생각나지....?,25개,2020. 5. 8.
MoonLight7,3:57 이걸 도대체 어떻게 하는거야..,6개,2020. 5. 8.
티라노댄스,3:57 이거 점프 실화냐 ㄷㄷㄷㄷㄷ,23개,2020. 5. 8.
lyricp,11:16 개귀염넹 ㅋㅋㅋㅋㅋ,34개,2020. 5. 8.
제이름은,3:57 ㅋㅋ 저걸 올라가네,17개,2020. 5. 8.
이호영,6:01 지방은... 물보다도 밀도가 낮기 때문... ㅎㅎ,3개,2020. 5. 8.
노시현,음식이 공짜라고 수영선수에 솔깃해하는 혁준이 존나 웃기넼ㅋㅋㅋ,81개,2020. 5. 8.
김첨지,밀도 높아서 물에서 무거워ㅋㅋㅋㅋㅋㅋㅋ,10개,2020. 5. 8.
YPOh,"3:57
계란형 점프 실화?? 대박..",33개,2020. 5. 8.
손정수,3:58 ㄷㄷㄷㄷ,4개,2020. 5. 8.
jylee,3:58 물에서 저렇게 뛰어지냐ㅋㅋㅋㅋㅋㅋㅋㅋ손 안쓰고 수영장 나올정도네ㅋㅋㅋㅋㅋㅋ,2개,2020. 5. 8.
