닉네임,댓글,좋아요수,날짜
ndolson엔돌슨,"여기다! 할인 더 받아 스마트폰 사세요! 😍🙇‍♀
🔺 http://xn--ij2bl5bi3fl9v2rf.com/
스마트폰 살때, 호갱되지 않게 기억해야 하는 공식 아셨죠?",1개,2020. 4. 22.
엔제리너스,도움되는 영상 참고해서 폰구입 해야겠네요! 정보 감사합니다,0개,2020. 4. 22.
SHSHIN,"영상이 뭔가 바꼈네요 이번에도 잘 봤습니다
스마트폰 초창기때(불법보조금이 많던 시기) 엄청난 호갱당한적이 기억나네요 ㅠ",0개,2020. 4. 22.
BabyFox,예전에 알고 있었던 내용이지만 영상보고 다시 이해했네요,0개,2020. 4. 22.
이재성,"광고 받은거 축하합니다~
확실히 스마트폰가격과 요금제 구조에 대해 잘 알아가야 호갱이 되지 않더라구요 
잘 봤습니다",0개,2020. 4. 22.
굽네치킨,호갱방지 정보 감사합니다(__)👍,0개,2020. 4. 22.
쥬디스,알고가야할 영상 좋습니다!,0개,2020. 4. 22.
b,마침 아이폰11프로 알아보고있었는데 도움이될거같네요 감사합니다!!,0개,2020. 4. 22.
하루살이,크로마키 배경이 눈에띄네요 새롭고 좋은거 같습니다,0개,2020. 4. 22.
씨앗호떡,호갱 탈출하고 싶은 사람은 봐야할 영상 !! 꿀정보!,0개,2020. 4. 22.
싸마악,돌슨이형 장난아님흥 해욤,0개,2020. 4. 22.
kspark,"요금제할인이나 등등 복잡해서 그냥 자급제폰으로만 구매하다보니 잘몰랐는데 어느정도 이해가 됐네요 
다만 말씀하시는 내용을 자막이나 스크린샷 등을 이용하면 좀더 이해하기 좋을거 같네요
좋은 정보 감사합니다~",0개,2020. 4. 22.
왕눈이,"스마트폰 구매시 통신사를 거치지 않고 자급제폰으로만 구매하다보니
잘몰랐던 내용인데 좋은 정보 감사합니다~",0개,2020. 4. 22.
k애플,"휴대폰 지식 터득해야되죠 아님 호갱각 ..ㅋ좋은정보 감사합니다
알고 있는부분은 잇긴하지만 영상 잘봤습니다",0개,2020. 4. 22.
하루살이,확실히 온라인이 싸게 구매가능해서 좋네요 번호이동이 혜택도 크고하지만 한가지 걸림돌이라면 인터넷과 결합이 되어있을시 위약금이 걸리네요 물론 결합이 없다면 당연히 번호이동으로 다양한 혜태과 더불어 저렴하게 구매하는게 좋겠네요,0개,2020. 4. 22.
그레이스,"폰구매 방법을 잘몰라서 호갱 많이 당한적이 많아서 요즘엔 공부할
정도록..정보수집울 통해 이젠 머 호갱은 없죠.좋은정보 영상 잘봤
습니다^^",0개,2020. 4. 22.
BlackandWhite,"악질적인 폰팔이를 만나거나 불법보조금이 아니면 
공시지원금이 온라인이던 오프라인이던 전부 동일해서 온라인에서 알아보고 구매하는게 좋죠 
좋은 정보 잘봤습니다",0개,2020. 4. 22.
불몽키,"저도 이번에 어머님 S10 5G바꿔드리고 하는 과정에서 공부많이하게되었었는데.
알고 모르고의 가격차이를 보니까, 이렇게 공부할만한 가치가 있더라고요!
이미 알고있는 상태에서 영상을 보니 내용 정리를 상당히 잘 하신게 느껴지네요.",0개,2020. 4. 22.
김갓삿갓삿,온라인 개통의 경우 왠지 모르게 위험하지않을까하는 걱정이 되는 부분도 있는데 믿고 구매할수있는 곳을 알려주셔서 감사합니다 확실히 오프라인보다 저렴한 혜택이 가능하다니 교체시 꼭 확인해봐야할 정보네요,0개,2020. 4. 22.
팝콘티비,"오래전에 폰구매 정보 잘몰라서 호갱 많이 당한거 생각하면..흐규
지금은 아니지만요 유용한정보 감사합니다",0개,2020. 4. 22.
