닉네임,댓글,좋아요수,날짜
유동건,"""Good Morning""",15개,2020. 6. 6.
카테나치오,"형들 나중에 fm컨텐츠로 
추우먼 감독 vs 박번개 감독해서 
멀티로 1:1뜨는거 어떰????.",8개,2020. 6. 6.
Gunners,세 명 방에 가둬두고 FM만 시키고 싶다..,8개,2020. 6. 6.
upallnight,34:16 진짜 자카 많이 변했구나....,5개,2020. 6. 6.
Haristory하토리Hat0ri,번개볼 3인방은 진짜 세 얼간이를 이을 최고의 3인방이라고 생각합니다 ㅋㅋ,25개,2020. 6. 6.
쇼슈쇼,썸네일 존나 병맛이라서 존나 좋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10개,2020. 6. 6.
김진우,형 영상이 점점 짧아져 미안한데 예전처럼 1시간은 안될까..?,15개,2020. 6. 6.
바른말고운말,시즌 2는 성적을 얻고 의리를 버린 시즌인가요?ㅋㅋㅋㅋㅋ,6개,2020. 6. 6.
예동,21:07 프로페서,2개,2020. 6. 6.
이승주,아 존나 행복해,6개,2020. 6. 6.
유화선,전에보다 확잘해지고 재밌는데 짧다...,2개,2020. 6. 6.
행인길가던,아니 너무 짧어 형들,6개,2020. 6. 6.
JUNANK,7:26 자카의 죽이는 중거리.,1개,2020. 6. 6.
이원주,오늘도 썸넬 미쳤다~~  형들 fm오래오래 하자 추우먼도 오래오래 누나 하자~,2개,2020. 6. 6.
FC바르셀로나,ㅋㅋ 이제 나왔군,2개,2020. 6. 6.
밤하늘,기다리구이써따,3개,2020. 6. 6.
박정무어,13:42 레노 안일함 ㅋㅋㅋ 실화냐 ㅋㅋㅋㅋㅋ,0개,2020. 6. 6.
김물,황근본 님 굳이 불편하게 앉아있으신 거 개웃기네 ㅋㅋㅋㅋ,1개,2020. 6. 6.
EugeneChoi,가봉맨이 방송 만들어 가네 ㅋㅋ 썸네일거리도 주고,1개,2020. 6. 6.
김챔스,이거 보고 과제하겠습니다 교수님,1개,2020. 6. 6.
HowJ,올려주는대로 봐 ^^ㅣ발,1개,2020. 6. 6.
김동현,시간이 점점 줄어든다?!,1개,2020. 6. 6.
Leep,조회수 900회가 말이됩닊 9만회는 되어야죠 형 1시간때가 좋은거 같아ㅠㅠ  형 30분때 영상은 구만회,1개,2020. 6. 6.
박주형,바로 들어왔다 하루의 낙,1개,2020. 6. 6.
김영환,아 쌌다,1개,2020. 6. 6.
지은이풀,와 대승 ㄷㄷ,0개,2020. 6. 6.
박준현,외침으로 칭찬한번만 눌러주고싶다  ㅋㅋㅋㅋ,0개,2020. 6. 6.
사랑해요종윤이형,"내일 일욜이라서 오늘 졸라 늦게잘수있당
거기다가 에펨 영상이면 뭐..싸발적이네",1개,2020. 6. 6.
TgsS,굳굳,1개,2020. 6. 6.
전명규,영상 좀만 더 길었으면 좋겠다 주말인데 ㅜㅜ,0개,2020. 6. 6.
김김윤우,"이런대승으로 자신감을 찾은번개
맨시 리버풀전을 라인따위 신경쓰지않고 하던대로 하다 대패를당함.
보고있어 번개형?
강팀할땐 수비적으로가야된다
후회하지말고ㅜ",1개,2020. 6. 6.
송승현,책갈피 #18:44#,0개,2020. 6. 6.
정찬호,맨왼쪽 선수 누구죠? 램지나 이스코 닮았는데,0개,2020. 6. 6.
KalimHong,번개볼 많이해주세요 ㅠ.ㅠ,0개,2020. 6. 6.
이준혁,앞으로는 할때 가능하면 관중소리좀 줄여주세요...,1개,2020. 6. 6.
LimWorld51,내하루의 마무리 썬더볼!,0개,2020. 6. 6.
Surrender,다 봤다 자야지 굳밤!!!,0개,2020. 6. 6.
클라라,프리미어리그 안해도 우리에겐 번개볼이있다,0개,2020. 6. 6.
강원익,가봉맨 토템이네 ㅋㅋ,0개,2020. 6. 6.
pakimchi,번개볼 목표가 어디까지에요? 리그 우승만인가?,0개,2020. 6. 6.
글잉크,보자 하루에 5개 올렸으니까 일년이면 거의 2000개네,0개,2020. 6. 6.
이성호,아르센 번개는 언론 대응은 잘하지만 실력은 쓰레기였는데.. 박번개는 성적은 좋은데 인터뷰는 맨날 격노 아니면 번정놓이네 ㅋㅋㅋㅋ 무리뉴도 아니고 ㅋㅋㅋ,1개,2020. 6. 6.
이하윤,섹스,0개,2020. 6. 6.
박정태,"하루의 마무리는 번개볼이지 
번개볼 딱 보고 이제 종윤이형 빡치는거 보고 편안하게 자야지",0개,2020. 6. 6.
FC바르셀로나,시간이 너무 줄어드는거 같은데....... 최대 1시간 정도는 안될까요ㅠㅠ,0개,2020. 6. 6.
김성환,아스날의 수호신인 오바메양이 fm에선 쌍노무시키까지 추락하다니...,0개,2020. 6. 6.
이쁜우리누님,"이 3명의 조합은
박종윤 유비의 용맹함
황근본 관우의 화통함
ADA    장비의 인덕을
갖춘 천하제일의 삼총사다.......!!",1개,2020. 6. 6.
tonlea,이 타이밍에 댓달아야지 베댓 먹는데 생각이 안나네..... 포기!!,3개,2020. 6. 6.
허지훈,FM 잘 몰라서 그런데 94억 가지고도 이정도면 잘하는 거 아닌가요?,1개,2020. 6. 6.
김준혁,추배달도 킬링콘텐츠인듯 ㅋㅋㅋ추배달은 밥을때 꼭 챙겨봄,76개,2020. 6. 4.
yametech,"조현일!

조현일!

조현일!",115개,2020. 6. 4.
NicholasYang,추우먼 삭발 가즈아~!!!!!!,40개,2020. 6. 4.
상인동닭의도리,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ코비형 비시즌이라 진짜 열 일 하신다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미치겠네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,45개,2020. 6. 4.
세야,조코비 수트가 거의 무도 정형돈 은갈치 수트급인데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,23개,2020. 6. 4.
최환석,이 조합은 진짜 최고다,38개,2020. 6. 4.
김지헌,이스타 모르는 사람들은 이스타가 먹방을 주로 하는 축구좋아하는 유튜번줄 알겠다ㅋㅋㅋㅋㅋ,130개,2020. 6. 4.
andante,티비에서 패널들 조그맣게 얼굴 띄워놓는것처럼 손변님도 옆에 조그만 화면으로 띄워주면 좋겠어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개,2020. 6. 4.
김건호,조코비 자켓 존나 틀이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,19개,2020. 6. 4.
정언박,아니ㅋㅋㅋㅋㅋ 이형들 다이어트 한다면서ㅋㅋㅋㅋㅋㅋㅋ 왜 안하는건뎈ㅋㅋㅋㅋㅋㅋㅋㅋ,18개,2020. 6. 4.
명명재승,아 진짜 조코비형는 진짜 치트키다  너믜좋아ㅠㅠㅠㅠ 웃음소리도좋고  멘트도좋고  아저씨인데 얼굴도 귀여워 ㅠㅠㅠㅠㅠㅠ  카톡프로필  코비형으로바꿔야지  싸랑해요 조코비,15개,2020. 6. 4.
김근우,주헌이형은ㅋㅋㅋ축구 컨텐츠할때보다 맛볼때 훨씬 집중하네ㅋㅋㅋ,36개,2020. 6. 4.
ckdalsjj,근데 구독자수 왤케안느냐.. 이정도면 벌서 100은 찍었어야..,30개,2020. 6. 4.
KittMmmm,5:25 VAR 에반데,31개,2020. 6. 4.
찬살롱TV머리고민해결사,시켜줘서 고맙닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,13개,2020. 6. 4.
하태광,0:25 오태식이 세월을 정통으로 맞았네....,4개,2020. 6. 4.
이하경,12:17 고추가 들어가자마자 포효하는 종윤이형 ㄷㄷ,14개,2020. 6. 4.
오태식,재난지원금도 받아,18개,2020. 6. 4.
웅S,진짜 이스타'TV'다 채널 다양한거 봐라ㅋㅋㅋㅋ,9개,2020. 6. 4.
dankv,손변 나오면 이스타 3040 여성시청자 외연확장 가능 개존잘,67개,2020. 6. 4.
장현우,ㅋㅋ조코비가 치트키네 ㅋㅋㅋㅋ 나오면 터지네,15개,2020. 6. 4.
정성훈,"손변을 아침에 댓꿀쇼에서 보고, 저녁에 이스타 TV에서 또 보네요. ㅋㅋㅋㅋ
밤에 자다가 꿈에 나올듯...",2개,2020. 6. 4.
백골목의종원식당,이건 또 뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,29개,2020. 6. 4.
차나크손,ㅋㅋㅋㅋㅋㅋ번개맨 무도빠라서 그런가. 행동행동에 무도 유재석이 간간히 보임ㅋㅋㅋ 지금 프레임도 번개맨이 유반장롤에 추맨이 박명수롤 하는 것 같곡ㅋㅋㅋ 나랑 동갑이라 그른가 번개맨 정감감ㅋㅋㅋ,2개,2020. 6. 4.
JUKim,아니 추맨 식성 뭐임??? ㅋㅋㅋㅋ 피자 도우 피클국물에 찍어 먹고 치킨 케첩에 찍어먹고 ㅋㅋㅋㅋ 평범하진 않네 ㅋㅋㅋ,2개,2020. 6. 4.
TheycallmeBLA,진짜 느바 원티어 해설위원이 축구 해설위원 둘이랑 재킷입고 치킨먹방하는게 ㅈㄴ 코미디네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 6. 4.
이성현,컨텐츠 진짜 다양한데 거를게 없음 ㄹㅇ,3개,2020. 6. 4.
조콜,11:14 반응 개웃겨 ㅋㅋㅋㅋ,4개,2020. 6. 4.
김철수,손변님 다음부터는 그냥 앉으심이....ㅋㅋㅋㅋㅋ 근데 저 포지션도 재밌네요 ㅎㅎㅎ,34개,2020. 6. 4.
벤동건,6:06 종윤이형 귀엽다 두손으로 먹는거,2개,2020. 6. 4.
Kris,4:47 이스타 발골술,3개,2020. 6. 4.
