닉네임,댓글,좋아요수,날짜
침치미,베댓으로 제목을 짓는 속옷유튜버가 있다..?,26개,2020. 4. 16.
우주최강기요미,"이 언니는 미대 가서 속옷 디자인을 했어야 했어,, 화장품만 만들면 안타깝자나.. 언니 속옷도 런칭해조요 이름도 씬스틸러로!!!",12개,2020. 4. 16.
Yeahjune리우,"내심 본업을 찾는 영상을 바랬지만, 뭐 뷰티 유튜버를 하시겠다면야 말릴순 없죠",498개,2020. 4. 16.
블링크,힉 미친 내 댓글이 제목이라늬ㅣ~ㅠ 언니사랑해여ㅕ🥰❤️❤️❤️❤️❤️❤️❤️❤️😭,445개,2020. 4. 16.
CatPode,"15:18 ""겁나 예쁘죠? 이거 하나 때문에 나머지 여덟 가지 색깔을 버릴 만 하지 않나요?""
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ언니 진짜 화장품 개좋아하는거 코덕 느낌 너무 물씬나서 웃겨 죽겠음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저인줄^^ 내적친밀감 15지네

17:44 ""이거 파우치에 넣고 다니면은 전 세계의 주목을 받을 거 같습니다. 끝입니다.""
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 진짜 ""찐"" 관종이다.. 언니는 진짜 ""찐"" 이야... 나는 진짜만 좋아하잖어
그래서 언니를 좋아하잖어♥ 
그나저나 6 flags 였나 거 뭐더라 미국 놀이공원가서 관종 풍선 사고 신났던 언니 모습 생각나고 괜히 또 반갑고 그렇네 나두 관종이라 그 맴 잘알지.. 나도 곰돌이 팔레뜨랑 관종풍선 사고 인싸 될래..

20:22 ""이게 우리 밀리의 뜻인지, 아니면 어떻게 미국 10대들은 이런 색깔을 좋아하는 건지""
아마 인스타용 메이크업을 위한 컬러같아요. 인스타용 메이크업 진짜 존나 말도 안되는 유니콘 뺨치는 컬러구성으로 이뤄지잖아요? 뭐라고해야하지 약간 판타지 그 자체를 표현하기?? 아 이거 되게 야하게 들리네요(??????) 죄송합니다 또 제 안의 음마가..^^",332개,2020. 4. 16.
뚲,20:14 컬러조합 어디서 많이봤다 했더니 소변검사컬러조합이었어..,84개,2020. 4. 16.
liaaliceNeverland,아 맞다 이 언니 속옷 유튜버였지..,118개,2020. 4. 16.
코코,17:33 언니 곰돌이 메이크업 약속한거에요🐻🐻,75개,2020. 4. 16.
DAHEEJUNG,속옷 유튜버가 초심 잃은거 아닌가요?,43개,2020. 4. 16.
킹태민,"지나가다가 이댓글을보셧을

모든분들이 돈복이 가득하기를

기도합니다",48개,2020. 4. 16.
