닉네임,댓글,좋아요수,날짜
말왕TV,"5월 4일 저녁 8시부터 마이프로틴의 '상반기 최대 규모 타임세일'이 시작됩니다
(+말왕TV 링크 구매자만을 위한 이벤트)
 
타임세일 일정: 5월 4일 20:00-5월 5일 23:59 
 
혜택내용
-전제품 최대 85%OFF 골든 슈퍼 세일 특가 + 할인코드 HORSEKING입력시 추가 44%할인
-구매금액대별 사은품 증정
 
[골든 슈퍼세일 한정판 신제품 정보]
-골든 웨이 프로틴: 카라멜 & 토피맛의 한정판 임팩트 웨이 프로틴, 1kg과 250g 용량으로 제공
-골든 레이어드 프로틴바: 카라멜 초콜렛 코팅과 바삭한 골든 슈가 토핑으로 완성된 한정판 6 레이어 프로틴바 (육겹바)
-골든 메탈 쉐이커: 750ml 용량의 한정판 스테인리스 스틸 쉐이커
-임팩트 EAA 골든펀치:  상큼한 자몽과 복숭아맛 EAA에 반짝이는 골드 파우더로 특별함을 더한 한정판 EAA
 
[말왕TV 링크 구매자만을 위한 마이프로틴 이벤트]
5월 4일 – 5월 6일 사이에 아래 말왕TV 링크를 통하여 구매를 완료한 고객들 중 총 '35명'을 선정하여 하기 상품을 제공합니다.
http://bit.ly/horsekingtv
 
마이프로틴35만원 할인권: 1명
마이프로틴30만원 할인권: 1명
마이프로틴25만원 할인권: 1명
마이프로틴15만원 할인권: 1명
마이프로틴10만원 할인권: 1명
마이프로틴7만원 할인권: 15명
마이프로틴5만원 할인권: 15명",156개,2020. 5. 4.
최준호,"안녕하세요. 영상속 커플입니다. 
이번에 말왕님이랑 운동하면서 정말 많이 배웠습니다. 처음 갔을때 부터 엄청 친절하게 설명해주시고 운동다하고 직접 고기도 구워주셔서 감사했습니다. 앞으로도 말왕님 응원 많이 하겠습니다. 말왕화이팅👍",646개,2020. 5. 4.
Scudoku,6:18 he is ant killer,124개,2020. 5. 4.
Porzingis,와 여자분 역대 출연자중 운동능력&힘 제일 좋은듯,257개,2020. 5. 4.
권가람,매번 느끼는데 옆에서 저렇게 해주면 진짜 못할거같아도 하겠다,297개,2020. 5. 4.
TylerB,아니 매니저 형님들 아무리 말형이 무서워도 머리를 저렇게 하고 다니면 좀 말려야 되는거 아닙니까악,487개,2020. 5. 4.
손민국,형 체대생이라고 그냥 진짜 조져버리는구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,272개,2020. 5. 4.
DK,역대 합동 운동 중에 제일 빡셌던 것 같닼ㅋㅋㅋㅋㅋㅋ 형 체대생이라고 마음놓고 굴렸나보네,173개,2020. 5. 4.
KAPSPAT1,남녀 둘다나와서 영상길이 적당해졌네ㅋㅋ기,229개,2020. 5. 4.
준석,11:37  형 표정이 좀 좋아보인다?,62개,2020. 5. 4.
이상기,"형 파워에이드로 염색한거야??
머리색이 왜그랴....?",126개,2020. 5. 4.
청각이,진짜 쌀왕이형 밀기는 언제봐도 무자비하게 힘들어보인다,260개,2020. 5. 4.
정민준,6:03부터 저도 모르게 소리를 줄였습니다,74개,2020. 5. 4.
뽕창인생,형 옆에는 곰한테 긁힌거에요? 머리가 무서워서 시퍼렇게 질렸네요 ㅎ,137개,2020. 5. 4.
한량,이번엔 머리색이 소닉이야? ㅋㅋㅋㅋㅋ,53개,2020. 5. 4.
왕자지,형 머리 그냥 밀자..,108개,2020. 5. 4.
이재서,굉장히 싸발적이야,76개,2020. 5. 4.
김덕만,6:16 지구 혼내는중 왜캐 웃기지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,46개,2020. 5. 4.
