닉네임,댓글,좋아요수,날짜
최보라,하이밝♡운동후 전신근육통때문에 폴대에 수액걸기힘들었는데ㅋㅋ오늘은 다풀려서 너무개운합니다~ 지금보니까 네네봇인가 네네를엄청많이했네요ㅋㅋ 말왕님 배려많이해주셔서 감사합니당 운동 너무즐거웠어요 계속응원할께요! 그리고 생일축하드려요♡,12개,2020. 4. 12.
KP,"남자 : 접선 - 운동 - 손절

여자 : 접선 - 남친유무 점검 - 잡답 - 인생얘기 - 잡담 - 사심이 들어간 운동 - 잡담 - 익절",16개,2020. 4. 12.
정재훈,5:15 She is ap lyeok bab sot,445개,2020. 4. 12.
JeongGyuSHIN,3:36 He is ganhosa,589개,2020. 4. 12.
바밤바,여자랑 할때랑 남자랑할때 영상길이가 너무 차이나는데ㅋㅋㅋㅋㅋㅋ,735개,2020. 4. 12.
한량,7:21 눈과 마음이 딴데 있죠,148개,2020. 4. 12.
RhinoTattoo,14:19 They’re deon jil kka mal kka,278개,2020. 4. 12.
SuHak,우리 인직이형 살 좀 빼줘.. 이대로 가다간 형 예전으로 돌아가버렷..!!,351개,2020. 4. 12.
찰스다내가,4:20 누님 복근이 ㅎㄷㄷ하군요,80개,2020. 4. 12.
레알악플보면짖는다,여자분 키나 골격이나 기본 프레임이 너무 좋네요,96개,2020. 4. 12.
이주연,5:38 7:26 ㅋㅋㅋㅋㅋㅋㅋ너무 귀여우신데?,116개,2020. 4. 12.
흐으앙,14:18 오뚜기 준비~ 오뚜기 발사~,114개,2020. 4. 12.
코R라,"여자분 너무 매력있으시네 ㅋㅅㅋㅋㅋㅋ
모든 의료진분들 화이팅 !!",313개,2020. 4. 12.
운동하는고등학생헬린이성장일기,5:01 압력밥솥,121개,2020. 4. 12.
mushroom,"운동하는 사람이 여자일때 영상 길이 증가한다는 썰이 사실이었군..
2년만에 본 합숙자 약 8분.. 이번 영상 19분..? 무엇

결론: 옛정<이성",188개,2020. 4. 12.
backhomeway,00:29  don't have any boyfriend?,120개,2020. 4. 12.
남선,16:20 간호사한테 실려가보고싶어서 몸부림치는 붉은적토마,9개,2020. 4. 12.
4윤하가부릅니다비밀번호4885너지,14:10 뱃살 기여웡,7개,2020. 4. 12.
김세원,3:10  손발 같이움직이는데?ㅋㅋㅋㅋㅋㅋ,61개,2020. 4. 12.
손경철,8:40 여섯 다음에  여덜인지 30년 만에 알았습니다,32개,2020. 4. 12.
아페세,13:50 ㅗㅜㅑ,24개,2020. 4. 12.
강충구,15:07 인도에서 무슨... 주왕형 말접 좀 그만해;;,14개,2020. 4. 12.
DA,4:43 머리색도 처키야.... 졸귀........ㅠㅠ,57개,2020. 4. 12.
몰랑,"형..영상길이 온도차 머야 
이럴수록 남자팬들은...




포기못해",62개,2020. 4. 12.
문성일,3:08 육상부인데 같은 발 같은 손...?ㅋㅋㅋㅋㅋㅋㅋ,24개,2020. 4. 12.
쿤이,5:30 뒤에분 복근;;,27개,2020. 4. 12.
ya놀자,14:17 던질까 말까 던질까 말까,34개,2020. 4. 12.
강산Vlogs,옛날갬성 말왕 ㅅㅌㅊ,47개,2020. 4. 12.
LandDeutsch,이 컨텐츠 좋은거 같다,40개,2020. 4. 12.
moo이스,치이이이 갸귀엽네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,72개,2020. 4. 12.
HANNIM,"처음으로 댓글 남겨봅니당ㅋㅋ 저는 여자 구독자인데 이번 영상 정말 재밌게 봤어요!
그동안 말왕채널 영상을 다른운동 배우는 것만 띄엄띄엄 봤는데 이렇게 초보자 + 여성 대상으로 설명해주시니까 도움도 되고 힘들어하는게 공감도 가서 재밌게 봤어요ㅋㅋ",50개,2020. 4. 12.
일산보안관,"진짜 저도 중환자실에 40일정도있었는데. 진짜 중환자실간호사분들은 천사였어요.
대소변에 양치에 머리감겨주고 몸닦아주고 수염까지ㅜㅜ  정말 중환자실에계신간호사분님들 너무고생하시고 정말 감사합니다. 진심으로",10개,2020. 4. 12.
90Hyunss,05:34 여기서 졸귀ㅋㅋㅋ 치이이이이익! 으이이익익! 아 미치겠네ㅋㅋㅋ,16개,2020. 4. 12.
이진관,형 영상길이 뭐야ㅋㅋㅋㅋㅋ,41개,2020. 4. 12.
MamamamPark,하트 제발 주지마 형,46개,2020. 4. 12.
유니o,강아지상의 매력이 이런거구나..,6개,2020. 4. 12.
조Sunn,이분 되게 귀엽닼ㅋㅋㅋㅋㅋㅋ,37개,2020. 4. 12.
박상준,와 근데 이분 다리라인이 진짜 너무 예쁘신거 같아요...,13개,2020. 4. 12.
메갓,영상길이 19분 무엇? 남자와의 온도차이ㄷㄷ,18개,2020. 4. 12.
한창성,5:22 치이이....귀엽♡,6개,2020. 4. 12.
SEULGLE슬그리,"보디가드 썬그리가 찰떡이시네요.. (휴..나랑은 친구대행이여서 다행이였다...hue..)
생일축하드려요 말왕님🎂 ☺️🎂",31개,2020. 4. 12.
