닉네임,댓글,좋아요수,날짜
빨간맛RedFlavor,좋아요 누르면 에어팟 사기 당함,988개,2020. 4. 29.
Hairpin,"7:50 여기서 차가 지나가더라도 소리가 들리지 않는다 라는 말은, 여러분이 노캔 기기를 끼고 차길에 가는순간 당신이 뒤질 확률이 증가한다는 뜻입니다. 애플 에어팟 프로 광고에서 노캔 키면서 별 지랄을 다 하는데, 그러면 진짜로 뒤집니다. 최근에 제가 뒤질뻔 했어요. 여러분은 노캔은 버스나 지하철에서만 써주세요 ㅠㅠ",442개,2020. 4. 29.
준수,"He is doing his ""homework""",82개,2020. 4. 29.
시바86년전,"왜 사과사,s사 라고 하나 보니까ㅋㅋㅋㅋ 유료광고ㅋㅋㅋㅋㅋ",46개,2020. 4. 29.
최혜원,0:47 아냐.. 그냥 말해주세요 조용한 소리 들으려다가 고막 나갈 뻔 했어요... 1:37 갑자기 목소리 나와서,8개,2020. 4. 29.
히릿,7:50 아니 살이 왜케 쪘어 ㅋㅋㅋㅋㅋㅋㅋㅋ,85개,2020. 4. 29.
김고등어,0:47 뭔가 했더니 하다하다 언박싱 asmr을 듣는 시대가 올줄이야...,93개,2020. 4. 29.
Jo준형,형 손톱이 신경쓰여 ㅋㅋㅋㅋㅋ,13개,2020. 4. 29.
JERN,"광고영상인지 아닌지 확인하는 방법

광고: ~~아쉬웠습니다.

광고아님: ~~불편했습니다",105개,2020. 4. 29.
김도현,삼성이 인수했는데 삼성폰에 최적화가 안되어있는 제품ㅋㅋㅋㅋㅋㅋ,534개,2020. 4. 29.
브솔,1:01 와앀ㅋㅋ 폼팁 보고 순간 지우개 넣어놓은줄 알았자너 ㅋㅋㅋ,41개,2020. 4. 29.
김범준,0:02초 he is black cow,1개,2020. 4. 29.
류규호,0:03 유사버즈 떨어짐ㅠㅠ,17개,2020. 4. 29.
문규영,10:35 어딘데 사람이 이렇게 많음 ㅋㅋㅋㅋ,9개,2020. 4. 29.
기미원,07:50 Dj itsub!,374개,2020. 4. 29.
힐러유저04,7:50 내가 이구역 미친놈이에요 알아서 비키세요,47개,2020. 4. 29.
Yusibu,N400하니까 노브랜드 생각나네,5개,2020. 4. 29.
Anonymous,8:24 시선강탈..,2개,2020. 4. 29.
면JH,1:26 리뷰하는데 나만 목소리 들리나? 진짜 ㄹㅇㅋㅋ,2개,2020. 4. 29.
미스터로드뷰MrRoadView,AKG 20만원대 노캔 무선 이어폰이 이 정도로 출시됐는데 언젠가 출시될 삼성 노캔 무선 이어폰은 어떻게 나올지 궁금해지네요ㅋㅋ 약간 힌트를 준거같기도 한 느낌,378개,2020. 4. 29.
조꾸요,0:07 ㅋㅋㅋ 무선충이 죄는 아니잖아!,1개,2020. 4. 29.
악동조개,"0:04 ""엄마 쟤 또 질렀어.""
엄마 쟤 또 지렸어.""",1개,2020. 4. 29.
사람,7:50 우리팀 루시우,4개,2020. 4. 29.
박승현,00:54 노브랜드 느낌남ㅋㅋㅋㅋㅋㅋ,2개,2020. 4. 29.
김현섭,형은 ㄹㅇ 리뷰계에서 최강이다,35개,2020. 4. 29.
씨뮬,"0:46 언빡싱 asmr
(스으읔  뿌시럭 뿌시럭 탁탇 탁 탁 탁탁탁탁촥 탁탁)",17개,2020. 4. 29.
이루다,아 ㅅㅂ 부부의세계 뭔데 형ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ,2개,2020. 4. 29.
Littleviolinist,4:27 잇섭에게 많은 여자들이???,28개,2020. 4. 29.
하는이유TV20대자취생생존기,0:02 시작하자마자 이 분은 '진짜'라는걸 느껴버렸다,157개,2020. 4. 29.
박승현,8:24 미래 잇섭 여자친구 시점,1개,2020. 4. 29.
JackJung,0:57 형 실망이야 아무리 광고라도 형의 이드 마크인 박스 던지기는 해줘야지.........,1개,2020. 4. 29.
제츠에이,"0:03 ""엄마  쟤 또 샀어""에 뿜ㅋㅋㅋ",0개,2020. 4. 29.
유승주,7:19 He is Picassub,0개,2020. 4. 29.
김선우,버즈+가 a와b가 있었다면 c를더하고b를뺀 느낌적인 느낌,26개,2020. 4. 29.
XANNYKIM,이 오빠 너무 귀여워ㅋㄲㅋㅜㅜㅜ,0개,2020. 4. 29.
조성훈,"7:50초 춤 뭐얔ㅋㅋㅋㅋㅋ 개웃겨 ㅋㅋㅋ
형 되게 귀여웡~~♡♡",0개,2020. 4. 29.
작은봄,하...ㅠㅠ 형 하루만 더 빨리 올려주지.. 오늘 사서 해봤는데 사실 좀 당황스러웠어...ㅠㅠ 그리고 무거워서 귀에서 자꾸빠지더라고ㅜ,5개,2020. 4. 29.
ManagerLee,0:49 아는사람만 안다는 페북의 그 사진...,1개,2020. 4. 29.
코기왤시,1:00 형 솔직히 와~~~~크게 말할려고 숨크케 들어마신거지?,2개,2020. 4. 29.
lovelyJun,4:22 앉아있는 모델 누군지 아시는분? ㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
배그유저,언박싱할때 에어팟끼고듣고 다끝난후 에어팟던짐ㅎㅎ,1개,2020. 4. 29.
윤준호,4:26 형 누구야 형이 배신을 하다니....,27개,2020. 4. 29.
3729Apple,이제 뭘 살때 잇섭 영상 믿고 보고 산다...,1개,2020. 4. 29.
Juhann,8:22 잇섭 커스텀 S20 ㅗㅜㅑ,0개,2020. 4. 29.
바다고기,4:26 혹시 잇섭여친? ㅋㅋㅋㅋㅋㅋ,4개,2020. 4. 29.
신흥주,와우 그 희귀하다는 잇섭 유료광고,41개,2020. 4. 29.
Patrick,"A:ㅏ he is 
K:orean
G:ongginolyee",0개,2020. 4. 29.
심심,언박싱 asmr식으로 하는거 너무 좋아요!!!,1개,2020. 4. 29.
KAMI유튜버카미,버즈+도 통화목소리 비교해주시지 ㅠㅠ,1개,2020. 4. 29.
김범준,갤럭시 A51 5G 리뷰좀 부탁드립니다,2개,2020. 4. 29.
빵투,아놕.. 안그래도 이거 리뷰 해달라고 하려고 했는데 협찬을 받다니.. 역시 잇섭클라스 오지고 지리네여 !,43개,2020. 4. 29.
이진현,그래서 얼마 받앗엉 형???ㅋㅋㅋㅋㅋ,1개,2020. 4. 29.
1020TV,"아닠ㅋㅋㅋ
미친ㅋㅋㅋㅋ
사과사의 사과 ㅋㅋㅋ
애*의 에*팟 인가?
모.르.겠.네
형 QCY T6도 언빡싱이랑 리뷰도 해줘",0개,2020. 4. 29.
우동조아,7:16 이 영상에서 가장 유용한 부분,0개,2020. 4. 29.
닙프,7:36 insider sub,0개,2020. 4. 29.
KAI,그치...? 무선충은 죄가 아니고 사게 만드는 사람들이 잘못한 거지......?,148개,2020. 4. 29.
이평강,akg도 광고 받았네ㅋㅋㅋ월클이여~,0개,2020. 4. 29.
정한준,4:12 사과 ㅋㅋ,0개,2020. 4. 29.
DanielCho,이거 써보고 진짜 별로;; 계속 귀에서 잘 떨어지고 왼쪽에서 고주파음 미세하게 계속 들림,1개,2020. 4. 29.
Littleviolinist,형! 갤럭시탭 s6라이트 리뷰해줘,1개,2020. 4. 29.
영웅이,Akg광고도 받아... 형진짜 대기업됬다 ㅜㅜ 축하해,65개,2020. 4. 29.
솔별,4:26 형빠 저여자 누구야,17개,2020. 4. 29.
욤이TV,요거 음질 정말 좋음!!,1개,2020. 4. 29.
Patrick,형 연기력ㅋㅋㅋㅋㅋㅋ형 배우 ㅆㄱㄴ이다,0개,2020. 4. 29.
초보블로거에성장기,40만원대 가성비 노트북 또 해주시면 안돼요ㅠㅠ?...,1개,2020. 4. 29.
이현석,엄마 쟤 또 샀엌ㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
아니시에이팅,무선 이어폰 정말 많으시네요 ㅋㅋ 역시 흑우 잇섭,2개,2020. 4. 29.
김진유,"형 고마워^^
답글,응~나도 댓글 달았음ㅋㅋ",0개,2020. 4. 29.
이지우,"잇섭님, 새로운 도전으로 브이로그 찍어보시는거 어떱니까,, 잇섭의 일상..궁금합니다",1개,2020. 4. 29.
조성훈,와 여긴 Legend 흑우의 집이다 ㅋㅋㅋ,0개,2020. 4. 29.
채예뚜,아크로 ae20 리뷰해주세요ㅠㅠㅠ,0개,2020. 4. 29.
파브라늄,4:27 여자친...구,0개,2020. 4. 29.
ElijahPark,아따 이 집 무선 이어폰 잘파네!ㅎㅎ 왜 잇섭님 영상만 보면 구매욕이 뿜뿜 하는걸까요?ㅋㅋㅋㅋ,0개,2020. 4. 29.
곰탱이,5:13 리듬감 지리네,1개,2020. 4. 29.
은하수,"1:40=형!, 진드기 있어!!! 일어나!!",0개,2020. 4. 29.
까마귀,드디어 나왔네ㅠㅠㅠㅠㅠ,0개,2020. 4. 29.
은하수,"형 QCY T4, T6 출시했데, 리뷰 해줘~",0개,2020. 4. 29.
불만보틀BulmanBottle,"와, 이어폰 진짜 많다 ㅋㅋㅋㅋ",60개,2020. 4. 29.
빠끄유,역시 형의 인트로야ㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
yoodaKim,에어팟 2세대 전 만족 합니다 ㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
riverdak,형 리뷰 겁나 기다리고 있었다구 ㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
김동윤,여러분 n400살까요 배오플레이 e8 1세대 살까요ㅠㅠ 1세대가 네이버기준 17만원이고 n400은 20만원정돈데....,0개,2020. 4. 29.
성탄이,0:02 엄마 쟤 또 쌌어,75개,2020. 4. 29.
5Maroon,"그래서 저는 iphone se2 review show 기대합니다!    
itsub  :  (iphone se 보여주면서) 나도 se2 샀다! 
siri : 어라 나는 iphone se인데?
itsub : 그냥 iphone se 2 인척해!
Intro


시나리오는 완벽하다",0개,2020. 4. 29.
MINAJ,형 뱃살 어떡하면 좋아.... 운동을 위한 IT제품을 구매할때다!,0개,2020. 4. 29.
이수호,인트로 ㅋㅋ,1개,2020. 4. 29.
사람,진짜 댓글보면서 느낀건데 형 진짜 왠만하건 다 사놓고 배송받아야하거나 사용하고 있는게 대부분인것같아 진짜 존경합니다,24개,2020. 4. 29.
파란색볼펜,0:06 무선충을 흑우로 바꾸면 완벽하겠군요,5개,2020. 4. 29.
한병찬,4:21 보는 사람이 부끄렁..,0개,2020. 4. 29.
성덕,0:02 근데 뭔가 떨어진거 같은데 기분탓인가...,0개,2020. 4. 29.
말진스찬,"4:11 형 왜 사과라고 해?
언제부터?",1개,2020. 4. 29.
김하람,하...형 이거 리뷰 기다렸잖아....,1개,2020. 4. 29.
이지우,0:05 무선충 이제는 아니잖아(?),7개,2020. 4. 29.
달려라로키,엄마 쟤 또 샀어! ㅋㅋㅋ 빵터졌어요!!,0개,2020. 4. 29.
달빛공부채널,1:38  놀람 ㄷㄷ,1개,2020. 4. 29.
치킨,잇섭님 첨에 소리 조짐ㅋㅋ,0개,2020. 4. 29.
Dustshooter,10:17 공간감이 웅장해진다...,0개,2020. 4. 29.
박종혁,아 뭐야ㅋㅋㅋㅋ R L 방향표시보고 어..? 왜반대..아 카메라 반전한거구나.. 하고있었는데 마이웨이였넹;,0개,2020. 4. 29.
펙하,11:58 이쯤되면 안보고 외워서 말할 수 있을 때가 되지 않았나요? ㅋㅋ,0개,2020. 4. 29.
첼시,7:50 형이 끼니까 카메라가 더 좋아 보이는데...?,0개,2020. 4. 29.
hahasilsil,0:16 했다가 아니라 됐다...,0개,2020. 4. 29.
외국힙합겔러리들,4:27 형?누구야,0개,2020. 4. 29.
한준희,0:46 He is asmr youtuber,0개,2020. 4. 29.
김정웅,그와중에 저번에 내부가 보이도록 만든 폰 쓰시네ㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 4. 29.
벨브,형 로지텍 뽑기나해줘..‼️,0개,2020. 4. 29.
시간,0:49 눈감고 듣으면 ASMR,7개,2020. 4. 29.
,1:01 지우개 들어있는 줄 ㅋ,0개,2020. 4. 29.
상현,10:25 AKG가 '청량한' 느낌을 많이 사용해서 그런가봐요 :),1개,2020. 4. 29.
직박구리,맥북에어 준비 중이라 믿을게형 ㅠㅠ 형이한게 너무 보고싶어..,0개,2020. 4. 29.
이준우,형 드디여 내가 원하는 제품 리뷰를! 고마웡💗,1개,2020. 4. 29.
잠타이거,1:00 언박씽 ASMR 인가 귀가 간지럽네,0개,2020. 4. 29.
