,Unnamed: 0,name,thumbnail,view,previous_time,video_url,start_date,comment,likes_num,unlikes_num,time_duration
0,0,같이 출근 준비 해요????속닥속닥 아기가 깨지 않게??,https://i.ytimg.com/vi/VODRUrIshf8/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD3_hkLZDGlJ7MPSlivSPS31QixRg,7.1만회,1개월 전,http://www.youtube.com/watch?v=VODRUrIshf8,2020. 4. 24.,댓글 151개,1.2천개,27개,"
      19:45
    "
1,1,"다영님 요즘 너무 변한 것 같아요...?? 눈이 탁 트이는 시원시원한 봄 메이크업, 같이 준비해요??",https://i.ytimg.com/vi/k-TvogTENnU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD7Yb9gFXPku5avVZwhHHSucbWHnQ,10만회,1개월 전,http://www.youtube.com/watch?v=k-TvogTENnU,2020. 4. 16.,댓글 923개,2.4천개,57개,"
      27:38
    "
2,2,브랜드 악세서리 하울! 2만원대부터 10만원대까지 힙&심플 ?내가 다 털어봤어???? ※반모※ (에필로그있음),https://i.ytimg.com/vi/OUJ8CqnDGRI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAnhVQ4gjFD7Eb4PeKz5yOZfo_e6A,6.9만회,1개월 전,http://www.youtube.com/watch?v=OUJ8CqnDGRI,2020. 4. 7.,댓글 129개,1.5천개,31개,"
      24:45
    "
3,3,꾸안꾸 패션 하울 ??#더블유컨셉 #다크빅토리 #스타일난다,https://i.ytimg.com/vi/Ac4WF15Zf3k/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAW_B5TRP6428cLoR9Un1w-bzY_vQ,7.3만회,2개월 전,http://www.youtube.com/watch?v=Ac4WF15Zf3k,2020. 3. 31.,댓글 118개,1.1천개,42개,"
      15:17
    "
4,4,겟레디윗미 / 피부표현 진짜 예쁜 파운데이션?단발머리 층내고 염색하기??,https://i.ytimg.com/vi/N6eZrKn6LZ4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDfWnz-dV7P0_S1eQEVBN0bG6Zp-w,9.9만회,2개월 전,http://www.youtube.com/watch?v=N6eZrKn6LZ4,2020. 3. 26.,댓글 217개,1.7천개,43개,"
      23:30
    "
5,5,"#달고나커피 둘이서 릴레이로 젓기,..?? 붙이고 굽는 #오호라네일 ????",https://i.ytimg.com/vi/fK03OxXHwa0/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBWN2MItVCtSrbkHEzt9Fb0vi1tkg,8.7만회,2개월 전,http://www.youtube.com/watch?v=fK03OxXHwa0,2020. 3. 20.,댓글 164개,1.4천개,40개,"
      23:16
    "
6,6,젤리스킨 Q&A??없어서 만들어버린 스킨!???보습케어 유목민을 위한 인생스킨,https://i.ytimg.com/vi/MCfxKSHX9HE/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAOmxaAmFvdSWvOq7UJtVO5wc3chQ,5.9만회,2개월 전,http://www.youtube.com/watch?v=MCfxKSHX9HE,2020. 3. 12.,댓글 209개,1.1천개,32개,"
      35:39
    "
7,7,방구석 제주도 여행~ 여행 캐리어 오픈식 ??가방추천 1만원대부터????,https://i.ytimg.com/vi/V-Y5xHQJb68/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAHf7wFjJZQ4o_nVRIEbmNL8PIvFA,8.1만회,2개월 전,http://www.youtube.com/watch?v=V-Y5xHQJb68,2020. 3. 9.,댓글 117개,1.5천개,23개,"
      18:06
    "
8,8,마스크에 안 묻는 메이크업 주요 루틴??수트가봉하는 날 / 매워매워 야채곱창 (feat. 피부숙취에 진짜 좋은 진정앰플 ????),https://i.ytimg.com/vi/U5sK-Vhz6zU/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAtZCV4x3R40z8Cv1wcdlyrVDTYAw,18만회,3개월 전,http://www.youtube.com/watch?v=U5sK-Vhz6zU,2020. 3. 1.,댓글 378개,3.4천개,88개,"
      26:28
    "
9,9,저녁에 더 예쁜 내 작업실 ???2020 인테리어 다시 하기 #1,https://i.ytimg.com/vi/K8RDT3pfo4w/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCQawIJ_eQJ_FOqztt8PJ0d21Yvrw,7만회,3개월 전,http://www.youtube.com/watch?v=K8RDT3pfo4w,2020. 2. 26.,댓글 135개,1.4천개,25개,"
      13:23
    "
10,10,생애 첫 맞춤식 수트??자신감 넘쳐보이게 만들어주세요!!!!?,https://i.ytimg.com/vi/0ZxR2CgTqxc/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDjDK9AezXiV9DIlMK1w93ejdxsew,13만회,3개월 전,http://www.youtube.com/watch?v=0ZxR2CgTqxc,2020. 2. 22.,댓글 211개,2.7천개,153개,"
      15:23
    "
11,11,내 차에 있는 것 들! #머스탱컨버터블 ??/ 수정메이크업파우치 (feat.오픈카 뚜껑 열기),https://i.ytimg.com/vi/r9rfBG4MfMw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC-2VxIW6g0EtOI4X4QxK53pfZrUA,16만회,3개월 전,http://www.youtube.com/watch?v=r9rfBG4MfMw,2020. 2. 14.,댓글 222개,2.2천개,94개,"
      13:42
    "
