,Unnamed: 0,name,thumbnail,view,previous_time,video_url,start_date,comment,likes_num,unlikes_num,time_duration
10,10,신메뉴 불닭까르보나라치킨과 사이드메뉴 먹방~!! 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/FIbXHfG1HNI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB2kUCydIOIaYAZ7NjMwPm_YsOnLQ,24만회,1주 전,http://www.youtube.com/watch?v=FIbXHfG1HNI,2020. 5. 30.,댓글 510개,6.4천개,224개,"      
      13:00
    "
11,11,불닭탕면과 불닭까르보나라(모짜렐라치즈)가 만났다 까르보나라불닭탕면 먹방~!! 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/r6lCE73jXGI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLC7Ccesbc1MDjmrHMGSFOA6jaR9pQ,26만회,1주 전,http://www.youtube.com/watch?v=r6lCE73jXGI,2020. 5. 29.,댓글 712개,7.1천개,255개,"      
      10:07
    "
12,12,매콤한 닭발과 주먹밥 먹방~!! 리얼사운드Spicy chicken feet social eating Mukbang(Eating Show),https://i.ytimg.com/vi/Wkiciktv-J8/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCnkCdQXb8ruB6Bg-jiBcEVEZf6qA,35만회,1주 전,http://www.youtube.com/watch?v=Wkiciktv-J8,2020. 5. 28.,댓글 868개,9천개,273개,"      
      12:44
    "
13,13,고기와 야채가 가득 들어간 타코와 부리또 먹방~!! 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/xqwhfPynmUw/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAbkcbRXRzQJByIlLiELHh7fB9sWg,19만회,1주 전,http://www.youtube.com/watch?v=xqwhfPynmUw,2020. 5. 27.,댓글 369개,5.3천개,190개,"      
      12:16
    "
14,14,"바삭한 후라이드와 달콤한 벌집꿀, 치즈 먹방~!! 리얼사운드 social eating Mukbang(Eating Show)",https://i.ytimg.com/vi/ZMFs25YYWuQ/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDnV7usMq9YackNNLew2ZIdKX3bgw,39만회,2주 전,http://www.youtube.com/watch?v=ZMFs25YYWuQ,2020. 5. 26.,댓글 773개,8.9천개,327개,"      
      13:36
    "
15,15,"시원한 애플수박, 블랙수박 그리고 국내젤리 먹방~!! 리얼사운드 social eating Mukbang(Eating Show)",https://i.ytimg.com/vi/gctsiRn4kCY/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDzyWpvq4wy75Ur4ebQsx4g0h1-XQ,23만회,2주 전,http://www.youtube.com/watch?v=gctsiRn4kCY,2020. 5. 24.,댓글 531개,4.6천개,217개,"      
      12:08
    "
16,16,"게장만 밥도둑이 아니다! 김치참치볶음, 명란젓, 스팸등 밥도둑 특집 먹방~!! 리얼사운드",https://i.ytimg.com/vi/poZuaPDYN3I/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBMWZkcExIATiy7txec7i1RXBQ_EA,30만회,2주 전,http://www.youtube.com/watch?v=poZuaPDYN3I,2020. 5. 23.,댓글 541개,6.6천개,246개,"      
      12:44
    "
17,17,오늘은 간단하게 짜장면 한그릇 먹방~!! 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/ZC6RvKPNojM/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLABOlhRoUcjVzttHiaHmnYjieNSaQ,45만회,2주 전,http://www.youtube.com/watch?v=ZC6RvKPNojM,2020. 5. 22.,댓글 927개,1만개,365개,"      
      11:37
    "
18,18,시크릿양념닭다리 먹방~!! 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/Kistqqi7gCA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLCf_2bOVMCEcUoUmi-JC8e2KNNXfA,48만회,2주 전,http://www.youtube.com/watch?v=Kistqqi7gCA,2020. 5. 21.,"댓글 1,008개",1.1만개,404개,"      
      13:12
    "
19,19,연어에 뿌링클소스를 먹어보자!! 먹방 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/25qtIL5eO4U/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBybr0PRO7mtanWJFJQZ0yZwzRiww,33만회,2주 전,http://www.youtube.com/watch?v=25qtIL5eO4U,2020. 5.20,댓글 752개,7.8천개,317개,"      
      12:05
    "
