,Unnamed: 0,name,thumbnail,view,previous_time,video_url,start_date,comment,likes_num,unlikes_num,time_duration
0,0,반숙계란 짜파게티와 햄 먹방~!! 리얼사운드 ASMR social eating Mukbang(Eating Show),https://i.ytimg.com/vi/TxPxBYKlxrI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAvz4EMMYs34_lb3cCsqWCMwUYBAQ,5.6만회,12시간 전,http://www.youtube.com/watch?v=TxPxBYKlxrI,2020. 6. 9.,댓글 199개,1.9천개,84개,"    
      11:11
    "
1,1,치즈엽기떡볶이와 로스핀 먹방~!! 리얼사운드  ASMR social eating Mukbang(Eating Show),https://i.ytimg.com/vi/Ol12mn5Qk-4/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAOLnpvpFsGoNthLqaO5FMSaM-3UQ,22만회,1일 전,http://www.youtube.com/watch?v=Ol12mn5Qk-4,2020. 6. 8.,댓글 597개,7천개,219개,"      
      17:46
    "
2,2,요즘 핫한 구슬푸딩 먹방~!! 리얼사운드 ASMR social eating Mukbang(Eating Show),https://i.ytimg.com/vi/AVSA9mpiLKk/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLArmnsWthpYFhB5nHyZZSNsmH7x4Q,33만회,2일 전,http://www.youtube.com/watch?v=AVSA9mpiLKk,2020. 6. 7.,댓글 924개,7.8천개,353개,"      
      9:44
    "
3,3,"불닭소스넣은 매운문어, 킹타이거새우, 버섯 먹방~!! Buldak Sauce Shrimp 리얼사운드 ASMR social eating Mukbang(Eating Show)",https://i.ytimg.com/vi/uN2v7rd6VTA/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLD81Ky7OTtdfs19YPFJLTqr87vlKQ,35만회,3일 전,http://www.youtube.com/watch?v=uN2v7rd6VTA,2020. 6. 6.,댓글 525개,9.1천개,360개,"      
      14:38
    "
4,4,"햄버거와 바삭한 치즈볼, 뿌링핫도그 먹방~!! 리얼사운드hamburger Cheese ball ASMR social eating Mukbang(Eating Show)",https://i.ytimg.com/vi/3jdQ2JrSEtg/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLDsdFxLumv3aL8laYY9EOsIQ1KYmw,24만회,4일 전,http://www.youtube.com/watch?v=3jdQ2JrSEtg,2020. 6. 5.,댓글 485개,6.3천개,255개,"      
      15:04
    "
5,5,얼큰한 국물이 생각나서 열라면 먹방~!! 리얼사운드 ASMR social eating Mukbang(Eating Show),https://i.ytimg.com/vi/brErB3ZzLGI/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBj6rymrFrEtMIwKDikIWLhu_7YeA,37만회,5일 전,http://www.youtube.com/watch?v=brErB3ZzLGI,2020. 6. 4.,"댓글 1,021개",8.6천개,407개,"    
      12:08
    "
6,6,씨없고 맛있는 델라웨어포도 먹방~!! 리얼사운드  ASMR delaware social eating Mukbang(Eating Show),https://i.ytimg.com/vi/76pkyTmLtro/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLADoRUh8ZmaRbkf-_7LYVKYeVxOmw,56만회,6일 전,http://www.youtube.com/watch?v=76pkyTmLtro,2020. 6. 3.,"댓글 1,165개",1.1만개,512개,"     
      11:44
    "
7,7,대왕 킬바사소세지 먹방~!! 리얼사운드  ASMR social eating Mukbang(Eating Show),https://i.ytimg.com/vi/QGlKd2XDhI8/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLAXWVOhgdOXVJed8LpsxGOYhuyNvw,36만회,1주 전,http://www.youtube.com/watch?v=QGlKd2XDhI8,2020. 6. 2.,댓글 875개,9.7천개,318개,"      
      13:51
    "
8,8,당 충전이 필요해서 초코특집 먹방~!! Chocolate Ice Cream ASMR 리얼사운드 social eating Mukbang(Eating Show),https://i.ytimg.com/vi/cx8zDP7Bzks/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLB-fPw54tbXKAh94dBgExMztSEzaw,25만회,1주 전,http://www.youtube.com/watch?v=cx8zDP7Bzks,2020. 6. 1.,댓글 907개,6.4천개,289개,"      
      14:20
    "
9,9,"광어회와 연어회 그리고 물회 먹방~!! 리얼사운드 sashimi, salmon,  social eating Mukbang(Eating Show)",https://i.ytimg.com/vi/nJRKtcj08us/hqdefault.jpg?sqp=-oaymwEZCPYBEIoBSFXyq4qpAwsIARUAAIhCGAFwAQ==&rs=AOn4CLBJGu2zKK5vO5mkoNfo1v5yFgLDZw,20만회,1주 전,http://www.youtube.com/watch?v=nJRKtcj08us,2020. 5. 31.,댓글 382개,4.8천개,188개,"      
      13:17
    "
